Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
Saskatchewan,  Primary Agriculture,Silver Fern Honey Farms Ltd,"RIDGEDALE, SK S0E 1L0",8431-General farm workers,Corporation,3,4
Saskatchewan,  Primary Agriculture,Singer Enterprises Inc.,"Biggar, SK S0K 0M0",8431-General farm workers,Unknown,1,3
Saskatchewan,  Primary Agriculture,Spring Creek Garden Ltd.,"Outlook, SK S0L 2N0",8431-General farm workers,Unknown,5,36
Saskatchewan,  Primary Agriculture,SPRING HILLS FARMS INC.,"Mazenod, SK S0H 2Y0",8431-General farm workers,Unknown,1,1
Saskatchewan,  Primary Agriculture,Starco Ag Ltd,"Melfort, SK S0E 1A0",8431-General farm workers,Unknown,1,1
Saskatchewan,  Primary Agriculture,Thunder Ridge Farm Partnership,"Leask, SK S0J 1M0",8431-General farm workers,Unknown,1,10
Saskatchewan,  Primary Agriculture,TSE Operating Services Ltd,"Bromhead, SK S0C 0N0",8431-General farm workers,Unknown,1,3
Saskatchewan,  Primary Agriculture,Valleau Apiaries Ltd,"Aylsham, SK S0E 0C0",8431-General farm workers,Unknown,2,5
Saskatchewan,  Primary Agriculture,Wenton Farms Ltd.,"Waseca, SK S0M 3A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Saskatchewan,  Primary Agriculture,Westbow Agriculture II LP,"Warman, SK S0K 4S0",8431-General farm workers,Unknown,1,6
Saskatchewan,  Primary Agriculture,Wood Bros. Apiaries Inc.,"Melfort, SK S0E 1A0",8431-General farm workers,Unknown,2,5
Saskatchewan,  Primary Agriculture,Wrigley Farms Ltd.,"Arborfield, SK S0E 0A0",8431-General farm workers,Corporation,1,2
Saskatchewan,  Primary Agriculture,Zosel Tree Farm,"PLEASANTDALE, SK S0K 3H0",8432-Nursery and greenhouse workers,Unknown,1,4
Alberta,    High Wage,10008508 Canada Inc.,"Calgary, AB T3J 2A1",7511-Transport truck drivers,Unknown,1,3
Alberta,    High Wage,101145697 Saskatchewan Ltd.,"Calgary, AB T2A 2L7",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,    High Wage,1036302 Alberta LTD O/A Daya Transport Services.,"Sturgeon Country, AB T8T 1W5",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,10711390 Canada Ltd.,"Canmore, AB T1W 1N9",6211-Retail sales supervisors,Unknown,1,1
Alberta,    High Wage,1142839 Alberta Ltd.,"Edmonton, AB T6E 3P1",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,    High Wage,1160917 ALBERTA LTD.,"CALGARY, AB T3B 0N3",0632-Accommodation service managers,Unknown,1,1
Alberta,    High Wage,11689614 Canada Corp,"LloydMinster, AB T9V 2X9",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1181960 Alberta LTD,"Whitecourt, AB T7S 1N5",3142-Physiotherapists,Unknown,1,1
Alberta,    High Wage,1199997 ALBERTA LTD.,"Edmonton, AB T5M 9L1",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,1204648 BC Ltd.,"Calgary, AB T3S 0A1",7271-Carpenters,Unknown,1,10
Alberta,    High Wage,1225461 Alberta Ltd.,"EDMONTON, AB T6R 3C2","7204-Contractors and supervisors, carpentry trades",Unknown,1,1
Alberta,    High Wage,1234624 Alberta Ltd.,"Calgary, AB T2E 7L9",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1242418 Alberta Ltd,"Calgary, AB T3J 0M6",6315-Cleaning supervisors,Unknown,1,1
Alberta,    High Wage,1328368 Alberta Inc. o/a NRG Concrete Specialists,"ROCKY VIEW COUNTY, AB T1X 0K3",7282-Concrete finishers,Unknown,1,5
Alberta,    High Wage,13319253 CANADA INC,"EDMONTON, AB T6B 2H7",7511-Transport truck drivers,Unknown,1,3
Alberta,    High Wage,1338062 Alberta Ltd,"Calgary, AB T3J 4C8",7291-Roofers and shinglers,Unknown,1,1
Alberta,    High Wage,1373401 AB Ltd .,"Fort McMurray, AB T9H 1L2",0631-Restaurant and food service managers,Unknown,1,1
Alberta,    High Wage,1389171 ALBERTA LTD,"EDMONTON, AB T6X 0N8",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1389171 ALBERTA LTD,"EDMONTON, AB T6X 0N8",7294-Painters and decorators (except interior decorators),Unknown,1,2
Alberta,    High Wage,14330501 CANADA INC.,"AIRDRIE, AB T4B 4C4",6315-Cleaning supervisors,Unknown,1,1
Alberta,    High Wage,1443803 Alberta Ltd.,"Sherwood Park, AB T8H 2N1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
Alberta,    High Wage,1484367 ALBERTA LTD,"Edmonton, AB T6T 0G7",7511-Transport truck drivers,Unknown,1,2
Alberta,    High Wage,1558707 ALBERTA LTD,"Edmonton, AB T6E 5K8",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,1559983 AB Ltd,"Valleyview, AB T0H 3N0",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1567235 ALBERTA LTD.,"Canmore, AB T1W 1G3",6532-Outdoor sport and recreational guides,Unknown,1,1
Alberta,    High Wage,1576810 Alberta Inc.,"Calgary, AB T3R 0C7",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,1591161 Alberta Ltd,"Edmonton, AB T6E 6A1",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,1592295 Alberta Ltd. O/A Auto Shine Detailing,"Edmonton, AB T6H 1E7",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,1616750 Alberta Ltd,"Edmonton, AB T6P 1S4",7511-Transport truck drivers,Unknown,3,8
Alberta,    High Wage,1647210 Alberta Ltd.,"Edmonton, AB T5Y 0C1",7511-Transport truck drivers,Unknown,1,3
Alberta,    High Wage,1654258 ALBERTA LTD,"Beaumont, AB T4X 0H5",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1657841 Alberta ltd,"Edmonton, AB T6P 1S4",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1667134 ALBERTA LTD,"Fort Mcmurray, AB T9H 1V9",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,    High Wage,1667134 ALBERTA LTD,"Fort Mcmurray, AB T9H 1V9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Alberta,    High Wage,1672987 Alberta Ltd.,"Edmonton, AB T6T 0H9",7511-Transport truck drivers,Unknown,1,2
Alberta,    High Wage,1677155 Alberta Ltd.,"Calgary, AB T2E 8M5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Alberta,    High Wage,1677689 Alberta Ltd,"Tofield, AB T0B 4J0",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1680177 Alberta Ltd.,"Calgary, AB T3J 0R8",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,1697152 Alberta Ltd.,"Edmonton, AB T6V 0T1",6314-Customer and information services supervisors,Unknown,1,1
Alberta,    High Wage,1707854 Alberta ltd,"Edmonton, AB T5W 4P5",7511-Transport truck drivers,Unknown,1,2
Alberta,    High Wage,1731437 ALBERTA LTD,"SHERWOOD PARK, AB T8B 1A7",7611-Construction trades helpers and labourers,Unknown,1,4
Alberta,    High Wage,1733280 ALBERTA LTD.,"Edmonton, AB T5J 1V9","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,1743296 Alberta Inc.,"Edmonton, AB T6X 1Y2",7511-Transport truck drivers,Unknown,1,3
Alberta,    High Wage,1747670 Alberta Ltd,"REDWATER, AB T0A 2W0","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,1752697 alberta Ltd. o/a Super 8 Stettler,"Stettler, AB T0C 2L0",6315-Cleaning supervisors,Unknown,1,2
Alberta,    High Wage,1759263 Alberta Corporation,"Medicine Hat, AB T1A 0G6",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1772256 ALBERTA LTD.	,"Edmonton, AB T6L 6P9",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1802965 Alberta Ltd o/a McRay's Roadhouse and Grill,"Fort McMurray, AB T9H 4K7",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,1806838 Alberta Ltd,"Edmonton, AB T6E 6T3",1225-Purchasing agents and officers,Unknown,1,1
Alberta,    High Wage,1834524 Alberta INC.,"CHESTERMERE, AB T1X 1C3",7441-Residential and commercial installers and servicers,Unknown,1,2
Alberta,    High Wage,1848672 ALBERTA LTD,"Edmonton, AB T6X 0B1",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1909959 Alberta Ltd.,"CALGARY, AB T2E 8T6","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,1926548 ALBERTA LTD.,"CALGARY, AB T1Y 7B8",6315-Cleaning supervisors,Unknown,1,1
Alberta,    High Wage,1957322 Alberta Inc,"Fort Saskatchewan, AB T8L 1N6",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,1963691 Alberta Ltd.,"Westlock, AB T7P 2C7",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,    High Wage,1974283 Alberta Corp.,"Fort Mcmurray, AB T9H 0E1",2171-Information systems analysts and consultants,Unknown,1,2
Alberta,    High Wage,1974283 Alberta Corp.,"Fort Mcmurray, AB T9H 0E1","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
Alberta,    High Wage,1976959 Alberta Ltd.,"Edmonton, AB T6X 0K6","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,1989950 Alberta Inc.,"Edmonton, AB T6B 0A7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Alberta,    High Wage,1990205 ALBERTA LTD,"Edmonton, AB T5A 1L3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Alberta,    High Wage,1991519 Alberta Inc.,"EDMONTON, AB T6T 0Y2",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,    High Wage,2014296 Alberta Ltd,"Calgary, AB T3J 5H3",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,2014938 Alberta Ltd.,"Calgary, AB T2G 1G2",1224-Property administrators,Unknown,1,1
Alberta,    High Wage,2017200 Alberta Ltd,"Edmonton, AB T6N 1B5",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,    High Wage,2017200 Alberta Ltd,"Edmonton, AB T6N 1B5",2174-Computer programmers and interactive media developers,Unknown,1,1
Alberta,    High Wage,2031660 Alberta Ltd.,"Calgary, AB T2P 4M4",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,2048573 Alberta Ltd.,"Sturgeon, AB T0G 1L1",6315-Cleaning supervisors,Unknown,2,2
Alberta,    High Wage,2048573 Alberta Ltd.,"Sturgeon, AB T0G 1L1",6731-Light duty cleaners,Unknown,1,1
Alberta,    High Wage,2058104 Alberta Ltd.,"Edmonton, AB T5K 0B4",6211-Retail sales supervisors,Unknown,1,1
Alberta,    High Wage,2062228 ALBERTA LTD.,"Calgary, AB T3M 2P8",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,2064029 Alberta Ltd.,"Edmonton, AB T6E 0P3",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,2099761 ALBERTA INC,"Edmonton, AB T6T 2K9",6211-Retail sales supervisors,Unknown,1,1
Alberta,    High Wage,2111339 Alberta LTD,"Edmonton, AB T5Y 3T6",7282-Concrete finishers,Unknown,1,2
Alberta,    High Wage,2112361 ALBERTA INC.,"CALGARY, AB T3J 0J9",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,    High Wage,2115581 ALBERTA LTD,"Calgary, AB T2K 1H9",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,    High Wage,2118424 ALBERTA INC.,"CALGARY, AB T3J 2C8",7271-Carpenters,Unknown,1,2
Alberta,    High Wage,2164808 Alberta Ltd.,"Beaumont, AB T4X 0H5",1221-Administrative officers,Unknown,1,2
Alberta,    High Wage,2164808 Alberta Ltd.,"Beaumont, AB T4X 0H5",6211-Retail sales supervisors,Unknown,1,2
Alberta,    High Wage,2164808 Alberta Ltd.,"Beaumont, AB T4X 0H5",7246-Telecommunications installation and repair workers,Unknown,1,1
Alberta,    High Wage,2177135 ALBERTA LTD.,"EDMONTON, AB T6N 1K7",6322-Cooks,Unknown,1,1
Alberta,    High Wage,2183664 Alberta Inc.,"Calgary, AB T2Z 0A9",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,2193433 Alberta Limited,"Edmonton, AB T5K 0B4",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,2194358 Alberta Ltd.,"Calgary, AB T3J 5E9",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,2196729 ALBERTA LTD.,"Edmonton, AB T6X 2B5",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,2202965 Alberta Ltd.,"Edmonton, AB T6X 2L8",7511-Transport truck drivers,Unknown,1,4
Alberta,    High Wage,2204558 Alberta ltd.,"Calgary, AB T3P 0Z6","0122-Banking, credit and other investment managers",Unknown,1,1
Alberta,    High Wage,2204558 Alberta ltd.,"Calgary, AB T3P 0Z6",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,2223514 Alberta Ltd.,"Edmonton, AB T6T 2J4","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,3
Alberta,    High Wage,2223526 Alberta Ltd.,"Calgary, AB T2E 6Z3",7511-Transport truck drivers,Unknown,1,6
Alberta,    High Wage,2225460 ALBERTA INC.,"Rocky View County, AB T4A 0X8",1241-Administrative assistants,Unknown,1,2
Alberta,    High Wage,2226802 Alberta LTD.,"Calgary, AB T3J 1Y6",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,2226802 Alberta LTD.,"Calgary, AB T3J 1Y6","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
Alberta,    High Wage,2231220 Alberta Ltd. O/A Two Hills Foods,"Two Hills, AB T0B 4K0","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Alberta,    High Wage,2231220 Alberta Ltd. O/A Two Hills Foods,"Two Hills, AB T0B 4K0",0113-Purchasing managers,Unknown,1,1
Alberta,    High Wage,2232690 ALBERTA LTD,"Grande Prairie, AB T8V 5X4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Alberta,    High Wage,2240584  Alberta Ltd,"Edmonton, AB T5Y 3B6",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,2242345 ALBERTA LTD.,"LEDUC, AB T9E 0C4",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,2244515 Alberta Ltd.,"FORT SASKATCHEWAN, AB T8L 4J9",6211-Retail sales supervisors,Unknown,1,1
Alberta,    High Wage,2274949 ALBERTA LTD,"Edmonton, AB T5J 5G9",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,2280123 Alberta Ltd.,"Edmonton, AB T6X 0P2",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,2283877 Alberta Ltd.,"Acheson, AB T7X 6B1",7612-Other trades helpers and labourers,Unknown,1,20
Alberta,    High Wage,2297687 Alberta Ltd. O/A Boss Liquor Chappelle,"EDMONTON, AB T6W 4B5",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,2307223 Alberta Ltd.,"tomahawk, AB T0E 2H0",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,2307223 Alberta Ltd.,"tomahawk, AB T0E 2H0",6211-Retail sales supervisors,Unknown,1,1
Alberta,    High Wage,2314301 Alberta Ltd.,"Edmonton, AB T6H 2K5",7271-Carpenters,Unknown,1,5
Alberta,    High Wage,2314301 Alberta Ltd.,"Edmonton, AB T6H 2K5","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,9
Alberta,    High Wage,2323718 Alberta Ltd,"EDMONTON, AB T6X 0W7",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,2324062 ALBERTA INC,"Calgary, AB T3N 0M7",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,2333447 Alberta Ltd.,"Calgary, AB T2H 2V2","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
Alberta,    High Wage,2334949 alberta inc,"Calgary, AB T2E 7T1","7204-Contractors and supervisors, carpentry trades",Unknown,2,2
Alberta,    High Wage,2342889 ALBERTA LTD,"Calgary, AB T3A 5K8",1223-Human resources and recruitment officers,Unknown,1,1
Alberta,    High Wage,2342889 ALBERTA LTD,"Calgary, AB T3A 5K8",6211-Retail sales supervisors,Unknown,1,1
Alberta,    High Wage,2345218ALBERTA LTD.,"Edmonton, AB T6T 0C2",6322-Cooks,Unknown,1,2
Alberta,    High Wage,2374308 Alberta ltd,"Edmonton, AB T6R 2X2",6311-Food service supervisors,Unknown,1,1
Alberta,    High Wage,2374308 Alberta ltd,"Edmonton, AB T6R 2X2",6322-Cooks,Unknown,1,2
Alberta,    High Wage,2398089 Alberta Ltd,"Edmonton, AB T6T 0H1",2172-Database analysts and data administrators,Unknown,1,1
Alberta,    High Wage,2427571 ALBERTA INC,"Calgary, AB T2Z 0C2",6316-Other services supervisors,Unknown,1,1
Alberta,    High Wage,394045 Alberta ltd,"Edmonton, AB T5C 1R9","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,2
Alberta,    High Wage,3D Development Ltd.,"Calgary, AB T3N 1L3","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
Alberta,    High Wage,4-WAY CONCRETE LTD,"ROCKY VIEW COUNTY, AB T1Z 0B8",7282-Concrete finishers,Unknown,1,2
Alberta,    High Wage,5ABI TRANSPORT LTD.,"CALGARY, AB T3J 3K6",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,656249 Alberta Ltd,"Calgary, AB T2B 2P1","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,665701 ALBERTA LTD,"Calgary, AB T3E 3B3",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,684500 ALBERTA LTD.,"LETHBRIDGE, AB T1K 2C9","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,684500 ALBERTA LTD.,"LETHBRIDGE, AB T1K 2C9",6421-Retail salespersons,Unknown,1,1
Alberta,    High Wage,739951 Alberta Ltd,"Grande Prairie, AB T8V 8B3",8241-Logging machinery operators,Unknown,1,2
Alberta,    High Wage,781978 ALBERTA LTD. O/A RICKY'S ALL DAY GRILL,"CALGARY, AB T2H 0K6",6322-Cooks,Unknown,1,2
Alberta,    High Wage,8167257 Canada Inc,"Edmonton, AB T6T 0W2",2173-Software engineers and designers,Unknown,1,1
Alberta,    High Wage,974361 Alberta Inc.,"Edmonton, AB T6V 1J1","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,4
Alberta,    High Wage,986428 Alberta Ltd O/A Delton Grocery,"Edmonton, AB T5B 3S8",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,    High Wage,A L Hauling Systems Ltd,"Calgary, AB T3J 3X8",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,A&H Steel Ltd.,"Edmonton, AB T6B 0E4",7236-Ironworkers,Unknown,1,3
Alberta,    High Wage,A.S.K. Courier Express Corp.,"Edmonton, AB T5L 2Y6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,2,3
Alberta,    High Wage,A+ IT Solutions Ltd.,"Edmonton, AB T5J 3R8",2174-Computer programmers and interactive media developers,Unknown,1,1
Alberta,    High Wage,A1 Granite & Marble Ltd.,"Calgary, AB T2C 5N6",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,A1 Roofing and Siding Ltd,"Calgary, AB T3J 5G8",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,Aapna Punjab Supermarket Ltd,"Edmonton, AB T6E 5X8",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,A-Apollo Windows  & Doors LTD,"Calgary, AB T1Y 6G7",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,AB Fantuan Ltd.,"Edmonton, AB T6E 5E3",5241-Graphic designers and illustrators,Unknown,1,1
Alberta,    High Wage,Abbadi Professional Corp,"Calgary, AB T2G 2L3",2281-Computer network technicians,Unknown,1,1
Alberta,    High Wage,ABS Truck and Trailers Parts Ltd.,"Edmonton, AB T5W 1Z6",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,Absolute Management Company Ltd.,"Calgary, AB T3A 5V2",1223-Human resources and recruitment officers,Unknown,1,1
Alberta,    High Wage,Accel Professional Corporation,"Calgary, AB T2E 8K1",0114-Other administrative services managers,Unknown,1,1
Alberta,    High Wage,Accel Professional Corporation,"Calgary, AB T2E 8K1","1212-Supervisors, finance and insurance office workers",Unknown,1,1
Alberta,    High Wage,Actek Canada Inc.,"Calgary, AB T3R 1R7",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,Action Flooring Ltd,"Edmonton, AB T6B 3M9",7283-Tilesetters,Unknown,1,2
Alberta,    High Wage,Action Flooring Ltd,"Edmonton, AB T6B 3M9",7295-Floor covering installers,Unknown,1,2
Alberta,    High Wage,Action Towing Services Ltd,"Edmonton, AB T6E 3A5",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,ACTP Corporation,"Calgary, AB T2M 0H2",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,Aecon Construction Group Inc.,"Edmonton, AB T8A 4V2","0016-Senior managers - construction, transportation, production and utilities",Unknown,2,2
Alberta,    High Wage,Aero Sign & Print Inc.,"CALGARY, AB T3J 4L8",5241-Graphic designers and illustrators,Unknown,1,1
Alberta,    High Wage,Aero Sign & Print Inc.,"CALGARY, AB T3J 4L8",7441-Residential and commercial installers and servicers,Unknown,1,1
Alberta,    High Wage,AG DEVELOPMENTS LTD.,"Calgary, AB T3H 4R6",7441-Residential and commercial installers and servicers,Unknown,1,2
Alberta,    High Wage,AGA Transport Ltd,"Calgary, AB T3A 2R2",7511-Transport truck drivers,Unknown,1,3
Alberta,    High Wage,AJP MAAN ENTERPRISES LTD.,"EDMONTON, AB T6T 0R8",4163-Business development officers and marketing researchers and consultants,Unknown,1,1
Alberta,    High Wage,Akron Engineering Consultant's Group Ltd.,"Fort McMurray, AB T9H 1W5",2131-Civil engineers,Unknown,1,1
Alberta,    High Wage,Alberta Council of Turnaround Industry Maintenance Stakeholders,"Calgary, AB T2P 2P8",7237-Welders and related machine operators,Unknown,1,12
Alberta,    High Wage,Alberta Council of Turnaround Industry Maintenance Stakeholders,"Calgary, AB T2P 2P8",7271-Carpenters,Unknown,1,60
Alberta,    High Wage,Alberta Council of Turnaround Industry Maintenance Stakeholders,"Calgary, AB T2P 2P8",7371-Crane operators,Unknown,1,5
Alberta,    High Wage,Alberta Governor Service Inc.,"Edmonton, AB T6P 1L5",2243-Industrial instrument technicians and mechanics,Unknown,1,2
Alberta,    High Wage,Alberta Health Services,"Edmonton, AB T5J 3H1",3012-Registered nurses and registered psychiatric nurses,Unknown,14,31
Alberta,    High Wage,Alberta Health Services,"Edmonton, AB T5J 3H1",3111-Specialist physicians,Unknown,6,6
Alberta,    High Wage,Alberta Health Services,"Edmonton, AB T5J 3H1",3112-General practitioners and family physicians,Unknown,4,4
Alberta,    High Wage,Alberta Health Services,"MEDICINE, AB T1A 4H6",3111-Specialist physicians,Non-Profit Organization,1,1
Alberta,    High Wage,Alberta Precision Laboratories Ltd.,"Calgary, AB T2L 2K8",3111-Specialist physicians,Unknown,1,1
Alberta,    High Wage,Alberta Trading Corp,"Edmonton, AB T6E 5V4","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,Alberta Veterinary Center,"RED DEER, AB T4S 0K6",3114-Veterinarians,Unknown,1,1
Alberta,    High Wage,Alberta's Fall Flight Inc.,"Wheatland County, AB T1P 2A2",6532-Outdoor sport and recreational guides,Unknown,1,3
Alberta,    High Wage,ALEXANDER KHAN & CO ACCOUNTING AND TAX SERVICES INC.,"CALGARY, AB T2E 2P8",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,All Portal Consulting Inc,"Calgary, AB T2N 1B9","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,    High Wage,Alliance Express Ltd,"Edmonton, AB T6T 0T8",7511-Transport truck drivers,Unknown,1,5
Alberta,    High Wage,Alpek Machine Works Inc,"Calgary, AB T2C 2G7",7231-Machinists and machining and tooling inspectors,Unknown,1,1
Alberta,    High Wage,Alpha Concrete Services Ltd,"Camrose, AB T4V 3R5",7282-Concrete finishers,Unknown,1,2
Alberta,    High Wage,Alpha Taping Ltd.,"Edmonton, AB T6K 2Y8","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,5
Alberta,    High Wage,ALTA ROSE FREIGHTLINES LTD.,"Okotoks, AB T1S 0L1",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,AM PM BONNIE DOON LTD,"EDMONTON, AB T6B 2H1",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,AMAZING HOME RENOVATIONS INC.,"CALGARY, AB T2K 2Z2",2253-Drafting technologists and technicians,Unknown,1,1
Alberta,    High Wage,Amfj Business Solutions Inc.,"Calgary, AB T2E 7S8",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,Anzac Security Services ltd,"Calgary, AB T3N 1V9",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,AP POWER BUILDERS INC.,"EDMONTON, AB T6X 0M4",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,    High Wage,Apex Security inc.,"Grande Prairie, AB T8V 0T9",2242-Electronic service technicians (household and business equipment),Unknown,1,1
Alberta,    High Wage,Apple to Zebra LTD,"Edgerton, AB T0B 1K0",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,Applexus Technologies Inc.,"Calgary, AB T2P 3N4","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Alberta,    High Wage,Arif Sumar Professional Corporation,"Edmonton, AB T5J 3S9","3223-Dental technologists, technicians and laboratory assistants",Unknown,1,1
Alberta,    High Wage,ASEES AMBAR JANITORIAL LTD.,"Edmonton, AB T6T 1V5",1221-Administrative officers,Unknown,1,1
Alberta,    High Wage,ASTRO TAXI LTD.,"Sherwood Park, AB T8A 4P4",1241-Administrative assistants,Unknown,1,1
Alberta,    High Wage,ASTRO TAXI LTD.,"Sherwood Park, AB T8A 4P4",1525-Dispatchers,Unknown,1,1
Alberta,    High Wage,ASTRO TAXI LTD.,"Sherwood Park, AB T8A 4P4","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,1
Alberta,    High Wage,ATTIC PROS INSULATION & SERVICES LTD,"CALGARY, AB T3J 5G9",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,    High Wage,Aurora Industries Ltd.,"Edmonton, AB T6E 5R6","7384-Other trades and related occupations, n.e.c.",Unknown,1,4
Alberta,    High Wage,AUTOLANE AUTOMOTIVE SERVICES LTD,"Calgary, AB T3J 5H3",7612-Other trades helpers and labourers,Unknown,1,2
Alberta,    High Wage,AV EXTERIOR LTD,"Edmonton, AB T5V 1M7",0711-Construction managers,Unknown,1,1
Alberta,    High Wage,AvanTech Inc.,"Calgary, AB T3R 0C5",1223-Human resources and recruitment officers,Unknown,1,1
Alberta,    High Wage,AvanTech Inc.,"Calgary, AB T3R 0C5",5241-Graphic designers and illustrators,Unknown,1,1
