Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
,,M & M Farms Ltd,"Leamington, ON N8H 4H3",8432-Ouvriers de pépinières et de serres,10
,,MAD Farms Inc,"Blenheim, ON N0P 1A0",8431-Ouvriers agricoles,7
,,Mae-Mart Farms Ltd,"Waterford, ON N0E 1Y0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,,,8431-Ouvriers agricoles,2
,,Magalas Farms Ltd,"Waterford, ON N0E 1Y0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8431-Ouvriers agricoles,2
,,Magalas Produce Ltd,"Waterford, ON N0E 1Y0",8431-Ouvriers agricoles,143
,,Magri Greenhouses Inc,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,5
,,Malecki Farms Ltd,"Brantford, ON N3T 5L5",8431-Ouvriers agricoles,5
,,,,8432-Ouvriers de pépinières et de serres,4
,,Maple Crest Farms a Div of VanHoffen Farms (1999) Ltd,"Grassie, ON L0R 1M0",8432-Ouvriers de pépinières et de serres,5
,,Maple Leaf Nurseries Ltd,"Jordan, ON L0R 1S0",8432-Ouvriers de pépinières et de serres,48
,,Marques Gardens Ltd,"Bradford, ON L3Z 2B5",8431-Ouvriers agricoles,4
,,Marston Produce Co Inc,"Langton, ON N0E 1G0",8431-Ouvriers agricoles,20
,,Martin Farms Ltd,"Vineland Station, ON L0R 2E0",8432-Ouvriers de pépinières et de serres,15
,,Masfrankc Garden Centre Inc,"Parkhill, ON N0M 2K0",8432-Ouvriers de pépinières et de serres,2
,,Mastr Grow Farms Inc,"Leamington, ON N8H 4C9",8432-Ouvriers de pépinières et de serres,10
,,Mastr Veggies Farms Inc,"Leamington, ON N8H 4C9",8432-Ouvriers de pépinières et de serres,16
,,Mastron Enterprises Ltd,"Kingsville, ON N9Y 2E5",8432-Ouvriers de pépinières et de serres,76
,,Maxwell Apple Orchards,"Clarksburg, ON N0H 1J0",8431-Ouvriers agricoles,10
,,McLean Berry Farm Ltd,"Lakefield, ON K0L 2H0",8431-Ouvriers agricoles,15
,,Meleg's Lakeview Orchard,"Kingsville, ON N9Y 2E6",8431-Ouvriers agricoles,1
,,Meyers Fruit Farms,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,53
,,Mezenberg Greenhouses,"Thamesville, ON N0P 2K0",8432-Ouvriers de pépinières et de serres,2
,,"Miden Farm Products Co., Div. of Winco Canadian Ginseng Ltd.","Waterford, ON N0E 1Y0",8432-Ouvriers de pépinières et de serres,16
,,Minnema Farms Ltd.,"Appin, ON N0L 1A0",8431-Ouvriers agricoles,3
,,Monaghan Mushrooms Ltd,"Campbellville, ON L0P 1B0",8611-Manoeuvres à la récolte,87
,,Mor Gro Farms Inc.,"Leamington, ON N8H 3X4",8432-Ouvriers de pépinières et de serres,43
,,Moretto Ingratta Farms Inc,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,23
,,MOS Enterprises Ltd,"Ruthven, ON N0P 2G0",8432-Ouvriers de pépinières et de serres,56
,,Mucci Farms,"Kingsville, ON N9Y 2N1",8432-Ouvriers de pépinières et de serres,113
,,Mucci Pac Ltd,"Kingsville, ON N9Y 2N1",8432-Ouvriers de pépinières et de serres,9
,,,,8611-Manoeuvres à la récolte,17
,,Muller Farms Ltd,"Dashwood, ON N0M 1N0",8431-Ouvriers agricoles,2
,,Murdock Farms,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,4
,,N Sawatzky Farms Inc,"Wheatley, ON N0P 2P0",8432-Ouvriers de pépinières et de serres,4
,,Nation Wide Canning Ltd,"Cottam, ON N0R 1B0",8431-Ouvriers agricoles,1
,,National Bait Incorporated,"Mississauga, ON L5E 1E4",8611-Manoeuvres à la récolte,55
,,Natura Naturals Inc.,"Leamington, ON N8H 4H3",8432-Ouvriers de pépinières et de serres,7
,,Nature Fresh Farms Inc,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,94
,,Neil Vanderkruk Holdings Inc,"Waterdown, ON L0R 2H0",8432-Ouvriers de pépinières et de serres,8
,,Neven Produce Inc,"Lynden, ON L0R 1T0",8432-Ouvriers de pépinières et de serres,11
,,New Castle Farm Ltd,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,66
,,New Life Land Inc.,"North York, ON M2N 3K1",8431-Ouvriers agricoles,5
,,Newbrabant Farms Ltd,"Lancaster, ON K0C 1N0",8431-Ouvriers agricoles,1
,,Niagara Essential OIls & Blend,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,1
,,Niagara Vintage Harvesters Ltd.,"Virgil, ON L0S 1T0",8431-Ouvriers agricoles,2
,,Norfolk Fields Ltd,"Windham Centre, ON N0E 2A0",8431-Ouvriers agricoles,22
,,North Forty Farms Inc,"Bradford, ON L3Z 2B1",8432-Ouvriers de pépinières et de serres,2
,,Northland Ginseng Farms Inc.,"Windham Centre, ON N0E 2A0",8431-Ouvriers agricoles,14
,,,,8432-Ouvriers de pépinières et de serres,10
,,Oaklane Orchards Ltd,"Clarksburg, ON N0H 1J0",8431-Ouvriers agricoles,7
,,Oasis Greehouses Limited,"Chatham, ON N7M 5J8",8431-Ouvriers agricoles,5
,,Olive Grove Hydroponics,"Leamington, ON N8H 4H3",8432-Ouvriers de pépinières et de serres,16
,,Olszowka Poultry Inc,"Simcoe, ON N3Y 4K3",8431-Ouvriers agricoles,6
,,Ontario Potato Dist. (Alliston) Inc. 1991,"Alliston, ON L9R 1W1",8431-Ouvriers agricoles,7
,,Orangeline Farms Limited,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,32
,,Orchard Park Growers Ltd,"St Catharines, ON L2R 6P9",8432-Ouvriers de pépinières et de serres,20
,,Ordonez Cattle Farms,"Leamington, ON N8H 3V5",8431-Ouvriers agricoles,3
,,Overholt Orchards Inc,"St. Catharines, ON L2R 6P9",8431-Ouvriers agricoles,25
,,Oxford Cattle Company,"Woodstock, ON N4S 7V8",8431-Ouvriers agricoles,3
,,P & B VanHeugten Farms Ltd.,"Delhi, ON N4B 2W5",8432-Ouvriers de pépinières et de serres,2
,,P & S VanBerlo Limited,"Simcoe, ON N3Y 4K3",8431-Ouvriers agricoles,15
,,P Ravensbergen & Sons Ltd,"Smithville, ON L0R 2A0",8432-Ouvriers de pépinières et de serres,8
,,Palatine Fruit & Roses,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,7
,,Pearl Family Vineyards,"Jordan, ON L0R 1S0",8431-Ouvriers agricoles,11
,,Pelee Island Winery,"Kingsville, ON N9Y 2K5",8431-Ouvriers agricoles,45
,,Peppertree Greenhouses Ltd,"Tupperville, ON N0P 2M0",8432-Ouvriers de pépinières et de serres,12
,,Perfect Pick Farms Ltd,"Mount Brydges, ON N0L 1W0",8432-Ouvriers de pépinières et de serres,48
,,Peter Jennen Farms Inc,"Thamesville, ON N0P 2K0",8431-Ouvriers agricoles,10
,,Peter Welsh Farming Inc./Wayne Welsh Farms Inc.,"Scotland, ON N0E 1R0",8431-Ouvriers agricoles,18
,,Pettitt Farms Inc,"Wilsonville, ON N0E 1Z0",8431-Ouvriers agricoles,10
,,PG Enns Farms Ltd,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,42
,,Pieper Nurseries Inc,"Dorchester, ON N0L 1G6",8432-Ouvriers de pépinières et de serres,25
,,Pillitteri Estates Winery & Vineyard,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,8
,,Pine Ridge Gardens,"Dunnville, ON N1A 2W2",8432-Ouvriers de pépinières et de serres,8
,,Pineview Orchards Inc.,"Jordan Station, ON L0R 1S0",8431-Ouvriers agricoles,7
,,Pingle's Farm Market,"Hampton, ON L0B 1J0",8431-Ouvriers agricoles,6
,,Pioneer Flower Farms Limited,"St. Catharines, ON L2R 6P9",8432-Ouvriers de pépinières et de serres,39
,,Platinum Produce Company,"Blenheim, ON N0P 1A0",0822-Gestionnaires en horticulture,3
,,,,8432-Ouvriers de pépinières et de serres,68
,,Pleasant Creek Farms Ltd,"Mt Pleasant, ON N0E 1K0",8432-Ouvriers de pépinières et de serres,4
,,Poyntz Inc,"Sutton, ON L0E 1R0",8431-Ouvriers agricoles,1
,,Prism Farms Ltd,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,29
,,Procyk Farms (1994) Ltd,"Wilsonville, ON N0E 1Z0",8431-Ouvriers agricoles,344
,,Pure Flavor Farms Inc,"Leamington, ON N8H 3X4",8432-Ouvriers de pépinières et de serres,56
,,Pyramid Farms Ltd,"Leamington, ON N8H 3A5",8432-Ouvriers de pépinières et de serres,16
,,R & A Kukielka Farms Ltd.,"Vanessa, ON N0E 1V0",8431-Ouvriers agricoles,25
,,R & G Magda Holdings Inc,"Princeton, ON N0J 1V0",8431-Ouvriers agricoles,11
,,R.A.F. Ginseng Inc.,"Langton, ON N0E 1G0",8432-Ouvriers de pépinières et de serres,2
,,Randy VanDenHeede Farms Inc,"Windham Centre, ON N0E 2A0",8432-Ouvriers de pépinières et de serres,7
,,Reed Verhoeve Farms Inc,"Simcoe, ON N3Y 4K6",8432-Ouvriers de pépinières et de serres,7
,,Reid Greenhouses,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,14
,,Reuther Farms Ltd,"Niagara-on-the-Lake, ON L0S 1J0",0821-Gestionnaires en agriculture,1
,,,,8431-Ouvriers agricoles,2
,,Richardson's Pineneedle Farms,"Pontypool, ON L0A 1K0",8432-Ouvriers de pépinières et de serres,2
,,Rideauwood Farm,"Ontario, ON K0G 1N0",8431-Ouvriers agricoles,1
,,Riga Farms Ltd,"Bradford, ON L3Z 3B6",8431-Ouvriers agricoles,28
,,Rising Sun Acres Inc,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,21
,,Riverbend Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,6
,,Riverview Cellars Incorporated,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,2
,,Robert and Dianne Geier - Bramble Lane Farms,"Harley, ON N0E 1E0",8431-Ouvriers agricoles,21
,,Roelands Plant Farms Inc,"Lambton Shores, ON N0N 1J5",8432-Ouvriers de pépinières et de serres,20
,,Rol-Land Farms & Greenhouses Inc,"Blenheim, ON N0P 1A0",8432-Ouvriers de pépinières et de serres,14
,,Romagnoli Farms,"Beamsville, ON L0R 1B3",8431-Ouvriers agricoles,14
,,Rosa Flora Growers Limited,"Dunnville, ON N1A 2W2",8432-Ouvriers de pépinières et de serres,87
,,Royal Rose Garden,"Princeton, ON N0J 1V0",8431-Ouvriers agricoles,3
,,RTM Farms Ltd,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,22
,,Ruthven Farms Inc,"Ruthven, ON N0P 2G0",8432-Ouvriers de pépinières et de serres,14
,,RV Farms Inc,"Langton, ON N0E 1G0",8431-Ouvriers agricoles,16
,,RVD Farms Limited,"Alviston, ON N0N 1A0",8431-Ouvriers agricoles,2
,,S & I Agricultural Commodities Limited,"Simcoe, ON N3Y 4K1",8431-Ouvriers agricoles,31
,,Scharringa Greenhouses Ltd,"Waterdown, ON L8B 1J4",8432-Ouvriers de pépinières et de serres,16
,,Schenck Farms & Greenhouses Co Ltd,"St Catharines, ON L2R 6P9",8431-Ouvriers agricoles,47
,,Schuele Vineyards Inc,"Beamsville, ON L0R 1B1",8431-Ouvriers agricoles,6
,,Schuyler Farms Limited,"Simcoe, ON N3Y 4K3",8431-Ouvriers agricoles,40
,,Scott Street Greenhouses Ltd.,"St Davids, ON L0S 1P0",8432-Ouvriers de pépinières et de serres,12
,,Sedum Master Inc,"Princeton, ON N0J 1V0",8432-Ouvriers de pépinières et de serres,6
,,Seeger Farms Limited,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,10
,,Serkka Farms Inc,"Wallaceburg, ON N8A 4L1",8431-Ouvriers agricoles,8
,,Shabatura Produce,"Windham Centre, ON N0E 2A0",8431-Ouvriers agricoles,173
,,Shang-Hi Farming Limited,"Harley, ON N0E 1E0",8432-Ouvriers de pépinières et de serres,6
,,Shawson Gardens Inc,"Scotland, ON N0E 1R0",8431-Ouvriers agricoles,8
,,Sheridan Nurseries Limited,"Georgetown, ON L7G 4S7",8432-Ouvriers de pépinières et de serres,104
,,Shouldice Farms Inc,"Richmond, ON K0A 2Z0",8431-Ouvriers agricoles,28
,,Simoni Farms Ltd,"Leamington, ON N8H 4C7",8432-Ouvriers de pépinières et de serres,19
,,Sitko Farms Inc,"Wilsonville, ON N0E 1Z0",8431-Ouvriers agricoles,7
,,Skubel Family Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,5
,,Sloan's Nursery & Christmas Trees,"Bothwell, ON N0P 1C0",8432-Ouvriers de pépinières et de serres,20
,,Sluys Holsteins Inc.,"Clinton, ON N0M 1L0",8431-Ouvriers agricoles,1
,,Smith Gardens Inc,"Queensville, ON L0G 1R0",8431-Ouvriers agricoles,20
,,Smyth's Apple Orchard Ltd,"Iroquois, ON K0E 1K0",8431-Ouvriers agricoles,3
,,Somerville Nurseries Inc,"Everett, ON L9S 1J2",8431-Ouvriers agricoles,2
,,,,8432-Ouvriers de pépinières et de serres,70
,,Sosnicki Organics,"Waterford, ON N0E 1Y0",8431-Ouvriers agricoles,5
,,South Park Hydroponics,"Leamington, ON N8H 4G2",8432-Ouvriers de pépinières et de serres,18
,,Southbrook Vineyards,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,1
,,Southcoast Farming Inc,"Simcoe, ON N3Y 4K1",8431-Ouvriers agricoles,15
,,Southshore Greenhouses Inc,"Kingsville, ON N9Y 2M6",8432-Ouvriers de pépinières et de serres,38
,,Spinosa Vineyards,"Milford, ON K0K 2P0",8431-Ouvriers agricoles,3
,,Spriet Ventures Ltd,"Burford, ON N0E 1A0",8431-Ouvriers agricoles,13
,,Spring Valley Gardens (Niagara) Inc,"St Catharines, ON L2R 6P9",8432-Ouvriers de pépinières et de serres,74
,,St Brigid's Dairy Ltd,"Brussels, ON N0G 1H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,St. David's Hydroponics Ltd,"Niagara on the lake, ON L0S 1J0",8432-Ouvriers de pépinières et de serres,102
,,Stam Nurseries (2009),"Burgessville, ON N0J 1C0",8432-Ouvriers de pépinières et de serres,3
,,Stellar Mount Stock Inc.,"Port Lambton, ON N0P 2B0",8431-Ouvriers agricoles,2
,,Steyn Enterprises Inc,"Bradford, ON L3Z 2B6",8432-Ouvriers de pépinières et de serres,3
,,Stovel-Siemon Limited,"Mitchell, ON N0K 1N0",8431-Ouvriers agricoles,17
,,Strawberry Tyme Farms Inc,"Simcoe, ON N3Y 4K1",8431-Ouvriers agricoles,36
,,Streef Produce Ltd,"Princeton, ON N0J 1V0",8431-Ouvriers agricoles,38
,,Sugar Apple Orchards Ltd,"Kingsville, ON N9Y 2E4",8431-Ouvriers agricoles,13
,,Sun Circle Greenhouses Inc,"Kingsville, ON N9Y 2E4",8432-Ouvriers de pépinières et de serres,28
,,Sun Gro Farms Inc,"Leamington, ON N8H 3X4",8432-Ouvriers de pépinières et de serres,26
,,Sun Parlor Honey Ltd,"Cottam, ON N0R 1B0",8431-Ouvriers agricoles,3
,,Sun Valley Floral Farms Niagara,"St Catharines, ON L2R 6P9",8432-Ouvriers de pépinières et de serres,7
,,Sun-Brite Foods Inc,"Ruthven, ON N0P 2G0",8431-Ouvriers agricoles,160
,,Sunlite Hydroponics,"Leamington, ON N8H 4C9",8432-Ouvriers de pépinières et de serres,13
,,Sunmaster Produce Inc,"Grande Pointe, ON N0P 1S0",8432-Ouvriers de pépinières et de serres,3
,,Sunquest Farms Ltd,"Kingsville, ON N9Y 2E5",8432-Ouvriers de pépinières et de serres,13
,,Sunrise Farms Limited,"Kingsville, ON N9Y 2N5",8432-Ouvriers de pépinières et de serres,19
,,Sunrise Greenhouses Ltd,"Vineland, ON L0R 2E0",8432-Ouvriers de pépinières et de serres,12
,,Sunrise Orchards (Veens) Inc,"Arkona, ON N0M 1B0",8431-Ouvriers agricoles,6
,,Sunrise Potato Storage Ltd,"Alliston, ON L9R 1V3",8431-Ouvriers agricoles,4
,,Sunrite Greenhouses Ltd,"Kingsville, ON N9Y 2M2",8432-Ouvriers de pépinières et de serres,165
,,Sunsation Acres Inc.,"Kingsville, ON N3Y 2K9",8432-Ouvriers de pépinières et de serres,15
,,Suntastic Hothouse Inc,"Exeter, ON N0M 1S7",8432-Ouvriers de pépinières et de serres,28
,,Suntech Greenhouses Ltd,"Manotick, ON K4M 1B4",8432-Ouvriers de pépinières et de serres,10
,,Sunvalley Hydroponics Ltd,"Ruthven, ON N0P 2G0",8432-Ouvriers de pépinières et de serres,13
,,Sweaburg Orchard Inc,"London, ON N6A 5J4",8431-Ouvriers agricoles,10
,,T & J Haskett Farms Ltd,"Vittoria, ON N0E 1W0",8431-Ouvriers agricoles,32
,,T & S Gignac Farms Ltd,"Langton, ON N0E 1G0",8431-Ouvriers agricoles,43
,,Tawse Winery Inc,"Vineland, ON L0R 2C0",8431-Ouvriers agricoles,13
,,TD Greenhouses Ltd,"Wainfleet, ON L0S 1V0",8432-Ouvriers de pépinières et de serres,9
,,TerroirTech Management Services Ltd,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,6
,,Thames River Melons Ltd,"Innerkip, ON N0J 1M0",8431-Ouvriers agricoles,68
,,The Grange of Prince Edward Inc,"Hillier, ON K0K 2J0",8431-Ouvriers agricoles,11
,,The Malivoire Wine Company Ltd,"Beamsville, ON L0R 1B0",8431-Ouvriers agricoles,5
,,Thiessen Orchards Ltd,"Leamington, ON N8H 3V6",8431-Ouvriers agricoles,2
,,Thompson Potato Farm Inc,"Mt Albert, ON L0G 1M0",8431-Ouvriers agricoles,8
,,Thompson's Orchards Ltd,"Blenheim, ON N0P 1A0",8431-Ouvriers agricoles,16
,,Thwaites Farms Ltd,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,63
,,Tomanelli Farms Limited,"Kingsville, ON N9Y 2K9",8432-Ouvriers de pépinières et de serres,7
,,Top Tomato Foods,"Markham, ON L6C 1L7",8431-Ouvriers agricoles,74
,,Toppview Farms Inc,"Dunnville, ON N1A 2W4",8431-Ouvriers agricoles,5
,,,,8432-Ouvriers de pépinières et de serres,2
,,Townsend Fruit Farms Inc,"Simcoe, ON N3Y 4K3",8431-Ouvriers agricoles,66
,,Trail Estate Winery,"Wellington, ON K0K 3L0",8431-Ouvriers agricoles,1
,,Tregunno Fruit Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,120
,,Triple P Farms Ontario Inc,"Thamesville, ON N0P 2K0",8431-Ouvriers agricoles,7
,,Tupling Farms Ltd,"Melancthon, ON L9V 1X1",8431-Ouvriers agricoles,6
,,Twin Creeks Greenhouse Inc,"Watford, ON N0M 2S0",8432-Ouvriers de pépinières et de serres,6
,,Twin Peaks Hydroponics Inc,"Leamington, ON N8H 3W2",8432-Ouvriers de pépinières et de serres,24
,,Uncle Ginseng Farm Limited,"Mississauga, ON L4W 0C2",0821-Gestionnaires en agriculture,1
,,Under Sun Acres Inc,"Staples, ON N0P 2J0",8432-Ouvriers de pépinières et de serres,15
,,Uxbridge Nurseries Limited,"Brooklin, ON L1M 1Y6",8431-Ouvriers agricoles,15
,,Vailmont Vineyards Ltd.,"Vineland, ON L0R 2C0",8611-Manoeuvres à la récolte,9
,,Vail's Orchards Inc,"Meaford, ON N4L 1W5",8431-Ouvriers agricoles,28
,,Val Csets & Son Fruit Farms,"Beamsville, ON L0R 1B6",8431-Ouvriers agricoles,26
,,Valley Growers Inc,"Blezard Valley, ON P0M 1E0",8431-Ouvriers agricoles,6
,,Valleyridge Farm Ent Ltd,"Simcoe, ON N3Y 4K2",8432-Ouvriers de pépinières et de serres,43
,,Van de Laar Vineyards Inc,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,6
,,Van Den Heede Farms Limited,"LaSalette, ON N0E 1H0",8431-Ouvriers agricoles,10
,,Van Dongens Landscaping & Nurseries Ltd,"Milton, ON L9E 0Z2",8432-Ouvriers de pépinières et de serres,7
,,Van Hove Holdings Inc,"Tillsonburg, ON N4G 4G7",8431-Ouvriers agricoles,4
,,Van Ymeren Orchards Inc.,"Aylmer, ON N5H 2R4",8431-Ouvriers agricoles,22
,,,,8611-Manoeuvres à la récolte,3
,,VanDenBroek Farms Inc,"Campbellville, ON L0P 1B0",8431-Ouvriers agricoles,4
,,Vander Hoeven Greenhouses Ltd.,"St. Catharines, ON L2R 7K6",8432-Ouvriers de pépinières et de serres,4
,,Vanderstelt Farms Ltd,"Brantford, ON N3T 5M1",8431-Ouvriers agricoles,26
,,Vanessa Hill Farms Inc,"Vanessa, ON N0E 1V0",8431-Ouvriers agricoles,16
,,VanKempen Farms,"Kingsville, ON N9Y 2E4",8431-Ouvriers agricoles,10
,,VanZanten Greenhouses,"Pelham, ON L0S 1C0",8432-Ouvriers de pépinières et de serres,4
,,Varlese Brothers Ltd,"Scarborough, ON M1V 4Y2",8432-Ouvriers de pépinières et de serres,12
,,Vehof Farms Inc,"Bright, ON N0J 1B0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Vercouteren Farms Ltd,"Blenheim, ON N0P 1A0",8431-Ouvriers agricoles,1
,,Veri Hydroponics Inc,"Exeter, ON N0M 1S3",8432-Ouvriers de pépinières et de serres,16
,,Vespa Greenhouses Ltd,"Ruthven, ON N0P 2G0",8432-Ouvriers de pépinières et de serres,15
,,Via Verde Hydroponics,"Kingsville, ON N9Y 2V5",8432-Ouvriers de pépinières et de serres,101
,,Vienna Farms Ltd,"Waterloo, ON N2J 4G8",8431-Ouvriers agricoles,77
,,Vilaca Farms Inc,"Brantford, ON N3R 0B8",8431-Ouvriers agricoles,15
,,Vine Fresh Acres Ltd.,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,32
,,VineTech Canada Inc,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,15
,,Virgil Greenhouses Ltd,"Niagara on the lake, ON L0S 1J0",8432-Ouvriers de pépinières et de serres,4
,,Voogt Greenhouses Ltd,"Niagara on the lake, ON L0S 1J0",8432-Ouvriers de pépinières et de serres,7
,,W.J. O'Neil & Sons Ltd.,"Maidstone, ON N0R 1K0",8431-Ouvriers agricoles,1
,,Warren Greenhouses (1983) Ltd,"Kitchener, ON N2G 1R4",8432-Ouvriers de pépinières et de serres,12
,,Warren Ridge Inc,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,9
,,Warwick Orchards & Nursery Ltd,"Watford, ON N0M 2S0",8431-Ouvriers agricoles,10
,,Way-Kim Farms Ltd,"Norwich, ON N0J 1P0",8432-Ouvriers de pépinières et de serres,2
,,West Montrose Farms Ltd,"West Montrose, ON N0B 2V0",8432-Ouvriers de pépinières et de serres,6
,,West Pointe Greenhouses Ltd.,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,59
,,Whitecrest Mushrooms Ltd,"Putnam, ON N0L 2B0",8611-Manoeuvres à la récolte,5
,,Whites Potatoe Farms Inc,"Vanessa, ON N0E 1V0",8431-Ouvriers agricoles,16
,,Wholesome Pickins Ltd,"Delhi, ON N4B 1V3",8431-Ouvriers agricoles,20
,,Wide Open Farms Inc.,"Windham Centre, ON N0E 2A0",8431-Ouvriers agricoles,4
,,Wildhagen's Limited,"Campbellville, ON L0P 1B0",8432-Ouvriers de pépinières et de serres,7
,,William Falk Farms Ltd,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,33
,,Williams Nurseries Limited,"Leamington, ON N8H 3V6",8432-Ouvriers de pépinières et de serres,4
,,Willow Creek Farm,"Frankford, ON K0K 2C0",8431-Ouvriers agricoles,2
,,Willow Lake Ventures Inc,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,5
,,Willow Spring Hydroponic Farms,"Florence, ON N0P 1R0",8432-Ouvriers de pépinières et de serres,15
,,Willowbrook Nurseries Inc,"Fenwick, ON L0S 1C0",8432-Ouvriers de pépinières et de serres,107
,,Willowtree Farms Inc,"Port Perry, ON L9L 1B5",8431-Ouvriers agricoles,17
,,Willy's Greenhouse Ltd,"Niagara on the lake, ON L0S 1J0",8432-Ouvriers de pépinières et de serres,6
,,Winkelmolen Nursery Ltd,"Lynden, ON L0R 1T0",8432-Ouvriers de pépinières et de serres,42
,,Witzke's Greenhouses Ltd,"Courtice, ON L1E 2H1",8432-Ouvriers de pépinières et de serres,28
,,WJ Neufeld Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,4
,,WJI Farms Inc,"Wheatley, ON N0P 2P0",8432-Ouvriers de pépinières et de serres,10
,,Woodley Greenhouses,"Wilsonville, ON N0E 1Z0",8432-Ouvriers de pépinières et de serres,5
,,Woodside Greenhouses Inc,"Leamington, ON N8H 3V6",8432-Ouvriers de pépinières et de serres,9
,,Woodville Farms Limited,"Woodville, ON K0M 2T0",8431-Ouvriers agricoles,6
,,Wridgeview Greenhouses Ltd.,"Harrow, ON N0R 1G0",8432-Ouvriers de pépinières et de serres,12
,,Wrightland Farm,"Harrow, ON N0R 1G0",8431-Ouvriers agricoles,16
,,WTL Investments Inc,"Langton, ON N0E 1G0",8432-Ouvriers de pépinières et de serres,17
,,Young Street Gardens Ltd,"Smithville, ON L0R 2A0",8432-Ouvriers de pépinières et de serres,12
,,Yu An Farms Ltd,"Cookstown, ON L0L 1L0",8431-Ouvriers agricoles,55
,,Zabek Farms Limited,"Niagara on the lake, ON L0S 1J0",8431-Ouvriers agricoles,7
,,ZDS Farms Ltd,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,7
,,Zimmer Farms Limited,"Otterville, ON N0J 1R0",8431-Ouvriers agricoles,1
, Talent mondial,AB SCIEX LP,"Concord, ON L4K 4V8",2174-Programmeurs et développeurs en médias interactifs,1
,,Accenture Inc.,"Mississauga, ON L4W 5N1",0213-Gestionnaires des systèmes informatiques,1
,,Apparate Canada Inc,"Toronto, ON M5G 1M1",2173-Ingénieurs et concepteurs en logiciel,3
,,Asylum Entertainment Inc.,"Kanata, ON K2K 3C9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,ATI Technologies ULC,"Markham, ON L3T 7X6",2174-Programmeurs et développeurs en médias interactifs,1
,,Baylis Medical Company Inc,"Mississauga, ON L4W 4P7",2141-Ingénieurs d'industrie et de fabrication,1
,,"BlueCat Networks, Inc.","Toronto, ON M2P 2B5",2174-Programmeurs et développeurs en médias interactifs,1
,,Chalk.com Education Inc.,"Kitchener, ON N2G 4Y9","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,ChangeJar Inc.,"Ottawa, ON K1Y 2C5",2173-Ingénieurs et concepteurs en logiciel,1
,,City Pallets Inc./ Pallet Pickup Canada Inc.,"Mississauga, ON L4W 2T6",2174-Programmeurs et développeurs en médias interactifs,1
,,Cloud SynApps Inc.,"Oakville, ON L6M 3L8",2171-Analystes et consultants en informatique,1
,,Couch Labs INC.,"Toronto, ON M5A 1R6",2173-Ingénieurs et concepteurs en logiciel,1
,,CPQI Canada Limited,"Toronto, ON M5C 2G3",2174-Programmeurs et développeurs en médias interactifs,2
,,Cultivate Canada Corporation,"Richmond Hill, ON L4C 1V1",2174-Programmeurs et développeurs en médias interactifs,1
