Province/Territory,"Program Stream",Employer,Address,Occupation,"Incorporate Status","Requested LMIAs","Requested Positions"
Alberta,"High Wage","1658701 Alberta Ltd.Flytrans Delivery Services Ltd","Edmonton, AB T6L 3R5","0731-Managers in transportation",Unknown,1,1
Alberta,"High Wage","1831894 Alberta LTD.","Calgary, AB T3E 0C1","5241-Graphic designers and illustrators",Unknown,1,1
Alberta,"High Wage","1959381 Alberta Ltd","CALGARY, AB T2G 0T1","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,2
Alberta,"High Wage","1959381 Alberta Ltd","CALGARY, AB T2G 0T1","1221-Administrative officers",Unknown,1,1
Alberta,"High Wage","1959381 Alberta Ltd","CALGARY, AB T2G 0T1","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","1959381 Alberta Ltd","CALGARY, AB T2G 0T1","6411-Sales and account representatives - wholesale trade (non-technical)",Unknown,1,1
Alberta,"High Wage","2018470 Alberta Corp.","Calgary, AB T2E 8T6","1112-Financial and investment analysts",Unknown,1,1
Alberta,"High Wage","2075027 AB LTD","Edmonton, AB T6V 1A8","0621-Retail and wholesale trade managers",Unknown,1,1
Alberta,"High Wage","2163910 Alberta Inc","Edmonton, AB T6A 0H9","7511-Transport truck drivers",Unknown,1,1
Alberta,"High Wage","2183349 AB Ltd.","Calgary, AB T3M 2C4","1241-Administrative assistants",Unknown,1,1
Alberta,"High Wage","2183349 AB Ltd.","Calgary, AB T3M 2C4",1525-Dispatchers,Unknown,1,1
Alberta,"High Wage","2195862 Alberta Limited","Calgary, AB T3J 4V3","1241-Administrative assistants",Unknown,1,1
Alberta,"High Wage","2198918 ALBERTA LTD","Edmonton, AB T6V 0C5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"High Wage","2266219 Alberta Ltd","Edmonton, AB T6B 0G2",6611-Cashiers,Unknown,1,1
Alberta,"High Wage","2299190 Alberta Ltd","Rocky View, AB T4A 0X8","2282-User support technicians",Unknown,1,1
Alberta,"High Wage","2383875 Alberta Inc.","ST.ALBERT, AB T8N 7Y3","1221-Administrative officers",Unknown,1,1
Alberta,"High Wage","2401047 Alberta Ltd","Edmonton, AB T6T 2N4","7511-Transport truck drivers",Unknown,1,2
Alberta,"High Wage","2537135 ALBERTA LTD.","EDMONTON, AB T6E 5P3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Alberta,"High Wage","2XL Transport Ltd.","Edmonton, AB T6M 0Y5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Alberta,"High Wage","A and J Driving School LTD.","Edmonton, AB T5S 2B8","1241-Administrative assistants",Unknown,1,1
Alberta,"High Wage","Access Academy Inc.","Calgary, AB T3E 7K1","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","AKROPOLIS ASSET MANAGEMENT CORP.","Calgary, AB T3K 3V7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"High Wage","Amit Aggarwal Investments Ltd","Edmonton, AB T6R 0M6","0621-Retail and wholesale trade managers",Unknown,1,1
Alberta,"High Wage","Azaad Transport Ltd","Calgary, AB T3J 0V1","7511-Transport truck drivers",Unknown,1,2
Alberta,"High Wage","Black Legend Trans inc","Edmonton, AB T6T 2G1","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Alberta,"High Wage","Brar Security Training & Finger Printing Ltd","EDMONTON, AB T6E 5R9","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","Capstone Engineering Academy","Calgary, AB T2H 2Z9","4032-Elementary school and kindergarten teachers",Unknown,1,1
Alberta,"High Wage","CASTLE AUTO SALES LTD.","Calgary, AB T3N 0T6","6211-Retail sales supervisors",Unknown,1,1
Alberta,"High Wage","CF Contractors Ltd","Calgary, AB T2W 0C1","0712-Home building and renovation managers",Unknown,1,2
Alberta,"High Wage","CNArreola Design Ltd.","CALGARY, AB T3J 0M8","2253-Drafting technologists and technicians",Unknown,1,1
Alberta,"High Wage","Designery Media Ltd.","Edmonton, AB T5M 1V1","1241-Administrative assistants",Unknown,1,1
Alberta,"High Wage","DGM CAPTIVE MANAGEMENT (ALBERTA) LIMITED","Calgary, AB T2P 2V7","0121-Insurance, real estate and financial brokerage managers",Unknown,1,1
Alberta,"High Wage","DTK SYSTEMS INC.","Edmonton, AB T5S 1M3","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Alberta,"High Wage","EASYLINK TECHNOLOGIES LTD","EDMONTON, AB T6T 2E1","7246-Telecommunications installation and repair workers",Unknown,1,2
Alberta,"High Wage","Evergreen Enterprises Ltd","Calgary, AB T2E 2N4","1241-Administrative assistants",Unknown,1,2
Alberta,"High Wage","Galaxy Wide Freight Ltd.","Calgary, AB T1Y 6X5","1241-Administrative assistants",Unknown,1,1
Alberta,"High Wage","hi-bridge liquor consulting ltd","Edmonton, AB T5N 1P6","0601-Corporate sales managers",Unknown,1,1
Alberta,"High Wage","HoEn Edu-life Service Inc.","Calgary, AB T3L 2L3","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"High Wage","ISLZ Logistics Ltd.","Edmonton, AB T6V 0M6","7511-Transport truck drivers",Unknown,1,5
Alberta,"High Wage","JK GROUP LTD","calgary, AB T2H 0T3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Alberta,"High Wage","JK GROUP LTD","calgary, AB T2H 0T3","4163-Business development officers and marketing researchers and consultants",Unknown,1,1
Alberta,"High Wage","JMP Transportation Ltd.","Calgary, AB T3J 5H9","7511-Transport truck drivers",Unknown,1,5
Alberta,"High Wage","Kb1 Group Inc","Edmonton, AB T6X 1R4","2133-Electrical and electronics engineers",Unknown,1,3
Alberta,"High Wage","Maple Electrical Services Ltd","Calgary, AB T3K 4E9","7611-Construction trades helpers and labourers",Unknown,1,2
Alberta,"High Wage","MKD Transport Limited","Calgary, AB T1X 0L4","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","NEW ERA ROOFING & SIDING LTD.","CALGARY, AB T3N 1L3","7611-Construction trades helpers and labourers",Unknown,1,2
Alberta,"High Wage","O & O Diner Ltd.","Edmonton, AB T6T 0C2","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","Panda Hut Express Ltd.","Edmonton, AB T6J 7B5","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"High Wage","PANDHER CONSTRUCTION LTD.","EDMONTON, AB T6X 3A2","7204-Contractors and supervisors, carpentry trades",Unknown,1,1
Alberta,"High Wage","Puri Bros Trucking Ltd","Calgary, AB T3J 5L6","1241-Administrative assistants",Unknown,1,1
Alberta,"High Wage","Puri Bros Trucking Ltd","Calgary, AB T3J 5L6","7612-Other trades helpers and labourers",Unknown,1,3
Alberta,"High Wage","Quantum Delivery Services Inc.","Edmonton, AB T6W 5E6","0731-Managers in transportation",Unknown,1,1
Alberta,"High Wage","Quantum Transline Inc","Edmonton, AB T6T 1T7","0731-Managers in transportation",Unknown,1,1
Alberta,"High Wage","Quantum Transline Inc","Edmonton, AB T6T 1T7","1221-Administrative officers",Unknown,1,1
Alberta,"High Wage","RAJEEV LOGISTICS INC.","CALGARY, AB T3N 0B5","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","Renovation King General Contractors Ltd","Edmonton, AB T6B 1E6","7204-Contractors and supervisors, carpentry trades",Unknown,1,1
Alberta,"High Wage","ROVER CARRIER LIMITED","Calgary, AB T1Y 7H3","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"High Wage","SAMTIM Consulting Inc","Calgary, AB T3M 2E2","0213-Computer and information systems managers",Unknown,1,1
Alberta,"High Wage","SAMTIM Consulting Inc","Calgary, AB T3M 2E2","2171-Information systems analysts and consultants",Unknown,1,2
Alberta,"High Wage","Sandhu Transportation Ltd","Rocky View County, AB T1X 0K1","1221-Administrative officers",Unknown,1,1
Alberta,"High Wage","Shabad's Attire Ltd.","EDMONTON, AB T6T 0A8","6342-Tailors, dressmakers, furriers and milliners",Unknown,1,1
Alberta,"High Wage","SJB TRANSPORT LTD.","Calgary, AB T3M 0X3","1221-Administrative officers",Unknown,1,1
Alberta,"High Wage","Sodesky Services Inc.","Bon Accord, AB T0A 0K0","4412-Home support workers, housekeepers and related occupations",Unknown,1,5
Alberta,"High Wage","Sunshine Business Consultants Inc.","calgary, AB T2E 8W7","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","Synctech Solutions Ltd.","EDMONTON, AB T5H  2M","0013-Senior managers - financial, communications and other business services",Corporation,1,1
Alberta,"High Wage","Tairec Fire Consulting Ltd.","Calgary, AB T3R 1T4","2264-Construction inspectors",Unknown,1,2
Alberta,"High Wage","Talwandi Video Lab Inc","Calgary, AB T3J 0V8","6211-Retail sales supervisors",Unknown,1,1
Alberta,"High Wage","TDS (Total Delivery Solution) Ltd.","Edmonton, AB T5S 2M4","7511-Transport truck drivers",Unknown,2,7
Alberta,"High Wage","The Port Physiotherapy And Massage","Calgary, AB T3N 1M7","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","TOP FINISHING CARPENTRY LTD.","Edmonton, AB T6T 0M2",7271-Carpenters,Unknown,1,2
Alberta,"High Wage","Vikas Garg Personal Real Estate Corporation","Calgary, AB T3J 3T9","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","WARIEKA DEVELOPMENT LTD.","Calgary, AB T2E 8A2","0112-Human resources managers",Unknown,1,1
Alberta,"High Wage","WHANUX MARKET RESEARCH PVT. LTD.","Calgary, AB T3J 5A1","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","13551920 Canada Inc.","Spruce Grove, AB T7X 0K5","7611-Construction trades helpers and labourers",Unknown,1,1
Alberta,"Low Wage","1591161 Alberta Ltd","Edmonton, AB T6E 6A1","1241-Administrative assistants",Unknown,1,2
Alberta,"Low Wage","1595572 Alberta Ltd","Calgary, AB T2H 0M1","6311-Food service supervisors",Unknown,1,2
Alberta,"Low Wage","1650199 Alberta Ltd.","Edmonton, AB T6X 0W6","6742-Other service support occupations, n.e.c.",Unknown,1,2
Alberta,"Low Wage","1688821 ALBERTA LTD.","CALGARY, AB T3J 5H3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"Low Wage","1760388 Alberta Ltd","High Prairie, AB T0G 1E0","7612-Other trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","1901210 Alberta Ltd.","Calgary, AB T2H 0L9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,"Low Wage","1959381 Alberta Ltd","CALGARY, AB T2G 0T1",6611-Cashiers,Unknown,1,1
Alberta,"Low Wage","1989794 Alberta Ltd.","EDMONTON, AB T6T 1T2","6341-Hairstylists and barbers",Unknown,1,1
Alberta,"Low Wage","2129168 Alberta Ltd.","Calgary, AB T3J 5G8","6341-Hairstylists and barbers",Unknown,1,1
Alberta,"Low Wage","2173301 ALBERTA INC","EDMONTON, AB T6W 0L9","1241-Administrative assistants",Unknown,1,2
Alberta,"Low Wage","2175617 Alberta Inc","Edmonton, AB T5A 4V9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"Low Wage","2195862 Alberta Limited","Calgary, AB T3J 4V3","7514-Delivery and courier service drivers",Unknown,1,1
Alberta,"Low Wage","2214866 Alberta Ltd.","High Level, AB T0H 1Z0","6731-Light duty cleaners",Unknown,1,2
Alberta,"Low Wage","2234502 Alberta Inc. o/a Domino's Pizza","Medicine Hat, AB T1A 8T2","1411-General office support workers",Unknown,1,1
Alberta,"Low Wage","2291560 Alberta Ltd","Edmonton, AB T6L 3S1","6421-Retail salespersons",Unknown,1,1
Alberta,"Low Wage","2333743 Alberta Ltd","NE Calgary, AB T2E 7B2","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","2357259 ALBERTA LTD.","Edmonton, AB T6T 2G7","7611-Construction trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","2357716 ALBERTA LTD.","EDMONTON, AB T6V 1J1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Alberta,"Low Wage","2362399 ALBERTA INC.","Calgary, AB T2C 2R1","7612-Other trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","2376669 Alberta Ltd","Edmonton, AB T6X 1A3","4214-Early childhood educators and assistants",Unknown,1,2
Alberta,"Low Wage","2383875 Alberta Inc.","ST.ALBERT, AB T8N 7Y3","4214-Early childhood educators and assistants",Unknown,1,4
Alberta,"Low Wage","812951 ALBERTA LTD","EDMONTON, AB T6H 1E7","7612-Other trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","A Shine Enterprise LTD","Boyne Lake, AB T0A 0N0","6211-Retail sales supervisors",Unknown,1,1
Alberta,"Low Wage","A Shine Enterprise LTD","Boyne Lake, AB T0A 0N0",6611-Cashiers,Unknown,1,1
Alberta,"Low Wage","Ashe Aircraft Enterprises Ltd.","Calgary, AB T3Z 3S4","7315-Aircraft mechanics and aircraft inspectors",Unknown,1,3
Alberta,"Low Wage","AUM CAFE INC","Edmonton, AB T6C 4E3","6311-Food service supervisors",Unknown,1,1
Alberta,"Low Wage","Aventura Marketing Inc.","Edmonton, AB T6E 5E3","6421-Retail salespersons",Unknown,2,2
Alberta,"Low Wage","BHAWNA CHANAN INC.","CLARESHOLM, AB T0L 0T0","6211-Retail sales supervisors",Unknown,1,1
Alberta,"Low Wage","BHAWNA CHANAN INC.","CLARESHOLM, AB T0L 0T0",6611-Cashiers,Unknown,1,1
Alberta,"Low Wage","Big Iron Truck & Equipment Ltd.","Edmonton, AB T6B 3M5","7612-Other trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","Blue Grass Sod Farms Ltd.","Red Deer County, AB T4S 2A9","1524-Purchasing and inventory control workers",Unknown,1,1
Alberta,"Low Wage","Bow Valley Fresh Inc.","Calgary, AB T2P 2V7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"Low Wage","Broken Plate (Willow Park) Ltd.","Calgary, AB T2J 5N8",6322-Cooks,Unknown,1,1
Alberta,"Low Wage","Connect Infotech Ltd.","Edmonton, AB T5J 3S4","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","Country Hill Exterior Ltd.","CALGARY, AB T3N 0N1","7611-Construction trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","CPU MASTER FRANCHISE CORP.","Calgary, AB T1Y 5Z6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"Low Wage","Dgo Trucking Ltd","Grande Prairie, AB T8X 1R3","7622-Railway and motor transport labourers",Unknown,1,2
Alberta,"Low Wage","Diamond Pizza & Donair","Edmonton, AB T6W 1A7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"Low Wage","Drayton Valley Mighty Learners Centre","Drayton Valley, AB T7A 1J7","6731-Light duty cleaners",Unknown,1,1
Alberta,"Low Wage","DREAM FEATHERS 4U IMMIGRATION INC.","EDMONTON, AB T6T 2R7","1411-General office support workers",Unknown,1,1
Alberta,"Low Wage","EAST HILL BOTTLE DEPOT LTD","Calgary, AB T2A 7X4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Alberta,"Low Wage","EATOS INC","Calgary, AB T2X 4S9","6311-Food service supervisors",Unknown,1,1
Alberta,"Low Wage","Ethereal IT Solutions and Marketing Ltd.","Edmonton, AB T6B 3G1","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","Fastrack Driving Academy Inc.","Calgary, AB T3N 2B2",1414-Receptionists,Unknown,1,1
Alberta,"Low Wage","FINE EDGE WOODWORKING LTD.","Edmonton, AB T6E 2W6","7611-Construction trades helpers and labourers",Unknown,1,1
Alberta,"Low Wage","GTC EDU & IMMIGRATION INC","Calgary, AB T2G 2B1","1411-General office support workers",Unknown,1,1
Alberta,"Low Wage","Hailey’s Consulting Inc.","Calgary, AB T3P 1R2",6322-Cooks,Unknown,1,1
Alberta,"Low Wage","HARTZ IMMIGRATION SERVICES INC","Calgary, AB T3J 0X6","1241-Administrative assistants",Unknown,1,2
Alberta,"Low Wage","Hashir Enterprises Inc","Edmonton, AB T5L 2Y1","7511-Transport truck drivers",Unknown,1,1
Alberta,"Low Wage","HCH HYDRAULICS LTD","Edmonton, AB T5S 0G2","7445-Other repairers and servicers",Unknown,1,2
Alberta,"Low Wage","I DREAM OF MARKETING LTD.","Edmonton, AB T6E 6A4","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","JHAQ ENGINEERING LTD","calgary, AB T2E 8W7","2131-Civil engineers",Unknown,1,1
Alberta,"Low Wage","KAD Consulting Services Inc","Calgary, AB T2Z 3R6","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","Kamal Raj 0005 Ltd","Edmonton, AB T6R 3L6",6322-Cooks,Unknown,1,1
Alberta,"Low Wage","KANAAN INTERNATIONAL O/A YOGEN FRUZ","CALGARY, AB T2H 0K9","6311-Food service supervisors",Unknown,1,1
Alberta,"Low Wage","Khatija Investment Ltd. o/a Hampton Inn & Suites","Calgary, AB T2M 4L2","6525-Hotel front desk clerks",Unknown,1,2
Alberta,"Low Wage","Kinco-Yosilu Inc","Edmonton, AB T5L 0M5","7535-Other automotive mechanical installers and servicers",Unknown,1,2
Alberta,"Low Wage","KOLACHI BBQ & GRILL LTD.","Calgary, AB T3N 1Z2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"Low Wage","Megacad Design & Builder Ltd.","Calgary, AB T2B 3C4","7611-Construction trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","Mercury Hospitality Services Inc","Calgary, AB T3E 0B3","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","Midwest Structural Ltd.","Edmonton, AB T5L 2W4","9612-Labourers in metal fabrication",Unknown,1,2
Alberta,"Low Wage","MJ Therapeutic Massage Clinic & Spa","EDMONTON, AB T5T 7K2","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","MODERN TOUCH ESTHETICS INC.","High Level, AB T0H 1Z0","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta,"Low Wage","Mondo Pizza Ltd.","Edmonton, AB T5J 0T4","6311-Food service supervisors",Unknown,1,1
Alberta,"Low Wage","Neutral Immigration Services Inc.","Edmonton, AB T6E 3N8","1211-Supervisors, general office and administrative support workers",Unknown,1,1
Alberta,"Low Wage","Niranjan Gautam CPA professional corporation","Calgary, AB T3P 0S2","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","Northern Mustang Services Ltd.","Edmonton, AB T5X 1X6","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","Northern Mustang Services Ltd.","Edmonton, AB T5X 1X6","7511-Transport truck drivers",Unknown,1,1
Alberta,"Low Wage","O& O Group Holding LTD.","Edmonton, AB T6W 1A4","6731-Light duty cleaners",Unknown,1,2
Alberta,"Low Wage","O'Chiese Hospitality Ltd Partnership","Red Deer, AB T4N 3X9","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Alberta,"Low Wage","On time glass and blinds ltd.","Edmonton, AB T6T 2M6","7441-Residential and commercial installers and servicers",Unknown,1,1
Alberta,"Low Wage","On time glass and blinds ltd.","Edmonton, AB T6T 2M6","7611-Construction trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","PARMINDER TRUCKING LTD","Calgary, AB T3J 4H2","6732-Specialized cleaners",Unknown,1,2
Alberta,"Low Wage","Path Seeker Immigration Consultancy Limited","Edmonton, AB T6E 5P4",1414-Receptionists,Unknown,1,1
Alberta,"Low Wage","Pho Time Authentic Vietnamese Cuisine Ltd.","CALGARY, AB T2Y 3H9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"Low Wage","Plant Positivity with Rowe Inc","Calgary, AB T2E 5V9","6211-Retail sales supervisors",Unknown,1,1
Alberta,"Low Wage","POME BAKERY INC.","EDMONTON, AB T6R 3E7",6332-Bakers,Unknown,1,1
Alberta,"Low Wage","PRAJAPATI FOOD SERVICES INC.","Canmore, AB T1W 1N5","6311-Food service supervisors",Unknown,1,1
Alberta,"Low Wage","Premyumm Enterprises (Griesbach) Ltd.","Edmonton, AB T5E 6W1","6311-Food service supervisors",Unknown,1,1
Alberta,"Low Wage","QT SPA LTD.","Airdrie, AB T4B 3G2","6562-Estheticians, electrologists and related occupations",Unknown,1,2
Alberta,"Low Wage","RAJEEV LOGISTICS INC.","CALGARY, AB T3N 0B5","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","Redwagon Luxe Homes Ltd","Calgary, AB T3R 0V6",6322-Cooks,Unknown,1,1
Alberta,"Low Wage","S K M INVESTMENTS LTD","High Level, AB T0H 1Z0","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
Alberta,"Low Wage","Sajjad Raza Professional Corporation","Calgary, AB T3H 3L2","1243-Medical administrative assistants",Unknown,1,1
Alberta,"Low Wage","Scarpetta Italian Eatery Inc.","Calgary, AB T1Y 0C8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,4
Alberta,"Low Wage","SOHAL HOLDINGS LIMITED","Calgary, AB T2Z 0N2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,"Low Wage","Soni Collections Inc","calgary, AB T3J 3K9",6611-Cashiers,Unknown,1,1
Alberta,"Low Wage","Torque Home Developments LTD.","Calgary, AB T3N 0S2","7611-Construction trades helpers and labourers",Unknown,1,3
Alberta,"Low Wage","TRANS-WORLD IMMIGRATION CONSULTANCY INC","Calgary, AB T3N 1V9","1241-Administrative assistants",Unknown,1,1
Alberta,"Low Wage","Ultra Filter Clean Inc.","Grande Prairie, AB T8V 5S1","6732-Specialized cleaners",Unknown,1,1
Alberta,"Low Wage","Universal Integral Building Maintenance INC","Edmonton, AB T5H 4R1","6731-Light duty cleaners",Unknown,1,3
Alberta,"Low Wage","Venom Energy Inc.","Edmonton, AB T6T 1P9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Alberta,"Low Wage","Waymark Environmental Abatement Inc.","Calgary, AB T2P 0N3","7611-Construction trades helpers and labourers",Unknown,1,2
Alberta,"Low Wage","YEG TRANS-BORDER GROUP INC.","Edmonton, AB T6P 1S4","1221-Administrative officers",Unknown,1,1
Alberta,"Permanent Resident Only","Kapoor Professional Corporation","Edmonton, AB T6E 3N8","0114-Other administrative services managers",Unknown,1,1
Alberta,"Permanent Resident Only","Luxuria Auto South Ltd","Calgary, AB T2C 5C5","1241-Administrative assistants",Unknown,1,1
Alberta,"Primary Agriculture","ROYAL GREENHOUSE LTD.","Redcliff, AB T0J 2P0","8432-Nursery and greenhouse workers",Unknown,1,6
"British Columbia","Global Talent Stream","Digital Sarthi Software Solutions Ltd.","Surrey, BC V3W 0E6","0213-Computer and information systems managers",Unknown,1,1
"British Columbia","Global Talent Stream","Digital Sarthi Software Solutions Ltd.","Surrey, BC V3W 0E6","2174-Computer programmers and interactive media developers",Unknown,1,1
"British Columbia","Global Talent Stream","Esihome Technologies Inc.","Richmond, BC V6X 2B1","2171-Information systems analysts and consultants",Unknown,1,1
"British Columbia","Global Talent Stream","Executive Compass Flight Institute Ltd.","Pitt Meadows, BC V3Y 2B4","0213-Computer and information systems managers",Unknown,1,1
"British Columbia","Global Talent Stream","Oak Tree House Inc.","Richmond, BC V6Y 1Z3","2173-Software engineers and designers",Unknown,1,1
"British Columbia","Global Talent Stream","VanHack Technologies Inc.","Vancouver, BC V6B  1K","2174-Computer programmers and interactive media developers",Corporation,4,4
"British Columbia","Global Talent Stream","VanHack Technologies Inc.","Vancouver, BC V6B  1K","2175-Web designers and developers",Corporation,11,13
"British Columbia","Global Talent Stream","Virtue Tech Inc","Surrey, BC V3J 2V2","2147-Computer engineers (except software engineers and designers)",Corporation,1,1
"British Columbia","High Wage","0591224 BC LTD.","Vancouver, BC V6G 1C7","0114-Other administrative services managers",Unknown,1,1
"British Columbia","High Wage","090 Builders Group Inc","Campbell River, BC V9W 1C6","2253-Drafting technologists and technicians",Unknown,1,2
"British Columbia","High Wage","0994391 BC LTD. DBA American Trucklines","Surrey, BC V3S 5X7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
"British Columbia","High Wage","1008036 BC Ltd","Surrey, BC V3W 2V6","1311-Accounting technicians and bookkeepers",Unknown,1,1
"British Columbia","High Wage","1011082 BC LTD","Surrey, BC V3S 0W4","1311-Accounting technicians and bookkeepers",Unknown,1,1
"British Columbia","High Wage","1024846 BC Ltd","Richmond, BC V7B 0B7","0124-Advertising, marketing and public relations managers",Unknown,1,1
"British Columbia","High Wage","1031125 B.C. LTD.","Vancouver, BC V6B 1G8","1241-Administrative assistants",Unknown,1,2
"British Columbia","High Wage","1146884 B. C. Ltd.","Surrey, BC V3R 1A2",7271-Carpenters,Unknown,1,1
"British Columbia","High Wage","1208387 BC LTD","WESTBANK, BC V4T 1T8","1241-Administrative assistants",Unknown,1,1
"British Columbia","High Wage","1250597 B.C. LTD.","Chilliwack, BC V2R 0P9","1241-Administrative assistants",Unknown,1,1
"British Columbia","High Wage","1284713 BC LTD","ABBOTSFORD, BC V2T 5P1","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
"British Columbia","High Wage","1284713 BC LTD","ABBOTSFORD, BC V2T 5P1","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
"British Columbia","High Wage","1294539 B.C. LTD.","Kamloops, BC V2C 3Z6","6731-Light duty cleaners",Unknown,1,2
"British Columbia","High Wage","1316619 B.C. Ltd","Abbotsford, BC V2S 0H9","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"British Columbia","High Wage","1337674 BC Ltd","SURREY, BC V3V 4B4","6311-Food service supervisors",Unknown,1,1
"British Columbia","High Wage","1361864 BC LTD","Chilliwack, BC V2R 3N4","6316-Other services supervisors",Unknown,1,1
"British Columbia","High Wage","1363624 B.C. Ltd.","Abbotsford, BC V2T 0H2","0621-Retail and wholesale trade managers",Unknown,1,1
"British Columbia","High Wage","1372677 B.C. LTD.","Abbotsford, BC V2S 0C4","1221-Administrative officers",Unknown,1,1
"British Columbia","High Wage","1380543 B.C. LTD","Surrey, BC V3W 1S7",7251-Plumbers,Unknown,1,5
"British Columbia","High Wage","1380543 B.C. LTD","Surrey, BC V3W 1S7",7271-Carpenters,Unknown,1,8
"British Columbia","High Wage","24K99 MEDIA INC.","Richmond, BC V6X 2E3","0013-Senior managers - financial, communications and other business services",Unknown,1,1
"British Columbia","High Wage","4M Corporate Services Inc.","Surrey, BC V3T 4Y2","0013-Senior managers - financial, communications and other business services",Unknown,1,1
"British Columbia","High Wage","5 SHR RESTORATIONS INC.","VANCOUVER, BC V6G 1N3","1211-Supervisors, general office and administrative support workers",Unknown,1,1
"British Columbia","High Wage","777 Construction Ltd.","Surrey, BC V3W 0X4","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
"British Columbia","High Wage","82 Zenith Development Ltd.","Surrey, BC V3R 3P2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
"British Columbia","High Wage","8479763 Canada Inc.","Surrey, BC V3W 1P2","7511-Transport truck drivers",Unknown,1,1
"British Columbia","High Wage","A/J INTERNATIONAL SETTLEMENT GROUP LTD","Victoria, BC V8V 3K3","0014-Senior managers - health, education, social and community services and membership organizations",Corporation,1,1
"British Columbia","High Wage","Abbotsford Veterinary Clinic and Hospital Ltd.","Abbotsford, BC V2S 1W2",3114-Veterinarians,Unknown,1,3
