Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,,LSMCV Daycare Ltd.,"Trail, BC V1R 1Z1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Lumo Salon Ltd.,"Vancouver, BC V6Z 2P5",6341-Coiffeurs et barbiers,1
,,Minty Nails Brow and Lash Salon Ltd,"Surrey, BC V3W 5A5","6562-Esthéticiens, électrolystes et personnel assimilé",1
,,Mr. Red Cafe Inc.,"Vancouver, BC V6K 2G3",6322-Cuisiniers,1
,,"My Shanti by Vikram Vij, Inc.","VANCOUVER, BC V5Y 1M8",6322-Cuisiniers,1
,,Nancy O's Restaurant Group Inc.,"Prince George, BC V2L 3E6",0631-Directeurs de la restauration et des services alimentaires,1
,,NPT Construction Ltd,"Vancouver, BC V5P 1T9",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Oak Bay Guest House,"VICTORIA, BC V8S 5E3",0632-Directeurs des services d'hébergement,1
,,ONLY U CAFE INC,"VANCOUVER, BC V6T 2H9",6322-Cuisiniers,1
,,Osteria Napoli Retorante Ltd,"Vancouver, BC V5K 4E1",6322-Cuisiniers,1
,,Penguin Enterprises Ltd. dba North Vancouver Hotel,"North Vancouver, BC V7P 3B6",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,Phat Nails & Spa Inc,"Coquitlam, BC V3J 1N8","6562-Esthéticiens, électrolystes et personnel assimilé",2
,,Proline Roofing Ltd.,"Victoria, BC V8X 1H2",7611-Aides de soutien des métiers et manoeuvres en construction,5
,,PSI Sushi & Roll Ltd. o/a PSI Sush Roll,"Surrey, BC V3T 2W6",6322-Cuisiniers,1
,,Ra Sushi Ltd,"ABBOTSFORD, BC V2S 0H9",6322-Cuisiniers,1
,,Rooster's Offroad Ltd,"Kamloops, BC V2H 1B5","7334-Mécaniciens de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé",1
,,S.J.K. Foods LTD dba Subway,"Surrey, BC V3W 4G2",6311-Superviseurs des services alimentaires,1
,,Sakoon Indian Cuisine Ltd,"HOPE, BC V0X 1L2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Sangdo Shipping Ltd.,"Port Coquitlam, BC V3C 6N9",1221-Agents d'administration,1
,,Snow Creek Canyon Holdings Ltd o/a Tim Hortons,"Revelstoke, BC V0E 2S0",6311-Superviseurs des services alimentaires,6
,,Spider Holding Ltd.,"Vancouver, BC V6A 1R6",6732-Nettoyeurs spécialisés,1
,,SSH Safari Snack House & Grill Inc,"Burnaby, BC V5B 3N1",6311-Superviseurs des services alimentaires,1
,,SSS Estates Ltd,"Richmond, BC V6X 2V1",6732-Nettoyeurs spécialisés,2
,,TBAAR Restaurant Ltd.,"Burnaby, BC V5E 1C5",6311-Superviseurs des services alimentaires,1
,,Thai Delight Inc. o/a Thida Thai Restaurant,"Vancouver, BC V6E 1N2",6322-Cuisiniers,1
,,Thorough Clean Cleaning Services,"Port Moody, BC V3H 5H1",6315-Surveillants des services de nettoyage,1
,,Two Parrots Restaurant Ltd,"Vancouver, BC V6Z 1M4",6322-Cuisiniers,1
,,Veli Holdings Ltd.,"INVERMERE, BC V0A 1K7",6311-Superviseurs des services alimentaires,2
,,Viaggio Hotel & Restaurants Corp.,"Delta, BC V3M 6H4",0631-Directeurs de la restauration et des services alimentaires,1
,,,,6512-Barmans/barmaids,1
,,Weonjae Lee & Yeonhee Kim,"Abbotsford, BC V3G 0C1",6322-Cuisiniers,1
,,Westcoast Jewellers and Diamonds Ltd.,"Vancouver, BC V6Z 1G3","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",1
,,Zalathai Thai Restaurant Ltd.,"Nanaimo, BC V9R 5B8",6322-Cuisiniers,1
,,Zenterra Developments Ltd,"Surrey, BC V3Z 6T3",7611-Aides de soutien des métiers et manoeuvres en construction,2
,  Agriculture primaire,BK Orchards Ltd,"Peachland, BC V0H 1X0",8431-Ouvriers agricoles,21
,,Caspian Apiaries Inc.,"Delta, BC V4C 2P7",8431-Ouvriers agricoles,10
,,Dinesen Nurseries Ltd,"Aldergrove, BC V4W 2R1",8432-Ouvriers de pépinières et de serres,10
,,East Richmond Nurseries Inc,"Richmond, BC V6V 1B1",8432-Ouvriers de pépinières et de serres,6
,,FKC (168) Produce Ltd.,"Surrey, BC V3S 8H6",8432-Ouvriers de pépinières et de serres,1
,,Gurmeet Johal Farm,"Surrey, BC V3V 5E3",8431-Ouvriers agricoles,1
,,Holler Estate Vineyards,"Penticton, BC V2A 8T6",8431-Ouvriers agricoles,8
,,Jian Li Farm Ltd.,"SURREY, BC V4N 6N2",8431-Ouvriers agricoles,2
,,KP Labour Contractor Ltd,"Surrey, BC V3W 2Y4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,,,8431-Ouvriers agricoles,4
,,Lulu Island Winery Ltd,"Richmond, BC V6V 1A8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Maybog Farms Ltd,"Richmond, BC V6V 1T3",8431-Ouvriers agricoles,14
,,Nk'Mip Vineyards LLP,"Oliver, BC V0H 1T2",8431-Ouvriers agricoles,9
,,Oldfield Orchard and Bakery,"Victoria, BC V8Y 1Y2",0821-Gestionnaires en agriculture,1
,,Pacific West Perennial Growers Ltd,"Langley, BC V2Y 2M8",8432-Ouvriers de pépinières et de serres,6
Yukon,   Bas salaire,The Hue Oasis Inc. o/a The Hue Oasis,"Whitehorse, YT Y1A 4Y9",6322-Cuisiniers,1
Territoires-du-Nord-Ouest,   Bas salaire,506829 N.W.T Ltd,"Yellowknife, NT X1A 2N5",6322-Cuisiniers,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,    Haut salaire,BOB Industries LLC,"Santa Monica, 90401","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Cap Gun Collective,"LA, 90401","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Caviar LA, LLC","Los Angeles, 90028","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Ember Group Limited,"London, WC2N5DS",1122-Professionnels des services-conseils en gestion aux entreprises,2
,,"Framestore, Inc.","Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Frozen Man Inc.,"New York, 10011","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,"Furlined, Inc","Santa Monica, 90404","5227-Personnel de soutien du cinéma, de la radiotélédiffusion, de la photographie et des arts de la scène",1
,,"Morton Jankel Zander, Inc.","Los Angeles, 90064","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Moxie Pictures, Inc.","LOS ANGELES, 90016","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Park Pictures, LLC","New York, 10010","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,Prettybird Pictures Inc,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Station Film,"NEW YORK, 11222","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Superprime Films,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Taste in Motion Inc.,"New York, 10013","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"The Corner Shop, Inc.","LOS ANGELES, 90025","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Tool of North America LLC,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Washington Square Films,"New York, 10012","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,   Bas salaire,Quiksilver Canada,"Huntington Beach, 92649",0621-Directeurs - commerce de détail et de gros,1
Notes:,,,,,
1. Tous les renseignements utilisés dans la présente publication proviennent du Système d'étude d'impact sur le marché du travail (SEIMT) d'Emploi et Développement social Canada.,,,,,
"2. Cette liste exclut tous les informations personnelles, tels que le nom des employeurs des fournisseurs de soins à domicile ou les noms d'entreprises qui incluent des noms personnels. Pour cette raison, cette liste est incomplète et ne contient pas tous les employeurs qui ont soumis ou obtenu une EIMT. Si un employeur souhaite communiquer avec EDSC concernant l'exactitude de leur information, prière de communiquer au NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.  ",,,,,
3. Les noms des employeurs sont entrés manuellement dans le Système et peuvent faire l’objet d’erreurs dans la saisie de donnée.           ,,,,,
" 4. Le système de Classification nationale des professions (CNP) 2011, est utilisé depuis novembre 2016. Avant novembre 2016, les professions classifiées sous le CNP 2006 étaient converti selon les professions correspondantes sous le CNP 2011. Une concordance empirique développée par Statistique Canada a été utilisée pour identifier la classification équivalente.                                                                              ",,,,,
"5. En vigueur à partir de février 2018, toutes les EIMT en appui à la résidence permanente (RP) sont exclues des rapports statistiques du PTET, sauf lorsque distinguées séparément. Ceci pourrait affecter les statistiques rapportées au fil du temps.",,,,,
"6. Les données issues du SEIMT concernent le nombre de postes de TÉTs visés, et non le nombre de permis de travail délivrés. Pour obtenir des renseignements sur le nombre de permis de travail délivrés, consultez le document: Faits et chiffres d'Immigration, Réfugiés et Citoyenneté Canada (IRCC) : www.cic.gc.ca/francais/ressources/statistiques/menu-faits.asp",,,,,
"7. Les chiffres indiqués dans la présente publication peuvent différer légèrement de ceux contenus dans les versions précédentes des statistiques des EIMT, en raison des mises à jour des données qui ont eu lieu entre temps.",,,,,
