Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,,Quality Drafting Company Ltd.,"PARKSVILLE, BC V9P 2H7",2253-Technologues et techniciens en dessin,1
,,R K Pizza Inc.,"DELTA, BC V4E 2V6",6311-Superviseurs des services alimentaires,1
,,Ralph Van Woerden Automotive Repair,"CHILLIWACK, BC V2P 1N6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Rapid West Coast Constructors Ltd.,"PORT COQUITLAM, BC V3C 4K9",7271-Charpentiers-menuisiers,7
,,Reliable Granite & Marble Finishing Ltd.,"RICHMOND, BC V6V 2M1",1111-Vérificateurs et comptables,1
,,Rocket Transport Inc.,"Abbotsford, BC V2T 5L4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Rocky's Concrete Soil Technology Inc,"NORTH VANCOUVER, BC V7P 2N6",7312-Mécaniciens d'équipement lourd,1
,,Royal Truck Repair Ltd,"SURREY, BC V3X 2H5",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,RTCT Transport Ltd,"Surrey, BC V3S 0Y9",7511-Conducteurs de camions de transport,5
,,Sangha Insulated Doors Ltd.,"Surrey, BC V3S 7A4",7452-Manutentionnaires,1
,,Sedoli Holdings Ltd.,"Vancouver, BC V6B 4W4",1221-Agents d'administration,1
,,Sheema Food & Caterers Ltd o/a Kairali Village Restaurant,"SURREY, BC V3W 3E9",6311-Superviseurs des services alimentaires,1
,,Sky High Plumbing & Heating Ltd.,"DELTA, BC V4C 6H2",7251-Plombiers,1
,,Skyrise Construction Ltd.,"SURREY, BC V4N 0R5",7271-Charpentiers-menuisiers,1
,,,,"7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Smart Wireless Solutions Ltd.,"ABBOTSFORD, BC V3L 3B9",1221-Agents d'administration,1
,,,,2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,South Asian Broadcasting Corporation Inc.,"SURREY, BC V3W 4G1","5121-Auteurs, rédacteurs et écrivains",2
,,Splendor Construction Ltd.,"SURREY, BC V3S 3J3",7271-Charpentiers-menuisiers,2
,,Stitches Creation Inc.,"Burnaby, BC V5J 5K4","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Sukh Hair and Beauty Salon,"Surrey, BC V3W 4E1",6341-Coiffeurs et barbiers,2
,,Sulak Enterprises Ltd.,"SURREY, BC V3X 3K1",6316-Surveillants des autres services,1
,,Talpa BC Construction,"SURREY, BC V3S 1K4",7271-Charpentiers-menuisiers,1
,,"The Board of Education, School District No. 74","Ashcroft, BC V0K 1A0",4031-Enseignants au niveau secondaire,1
,,Third Estates Ltd. (dba) Columbia Hotel,"Vancouver, BC V6A 2R7",6733-Concierges et surintendants d'immeubles,1
,,T-Square Holdings Inc.,"SHAWNIGAN LAKE, BC V0R 2W3","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
,,Universal Plumbing & Heating Ltd.,"SURREY, BC V3V 7W3",7203-Entrepreneurs et contremaîtres en tuyauterie,2
,,UvanU International,"Vancouver, BC V6B 4W4",1221-Agents d'administration,1
,,Vancouver Home Maintenance Ltd.,"NORTH VANCOUVER, BC V7P 1V7","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
,,Vanpeople Network Ltd.,"Richmond, BC V6X 2W9",0601-Directeurs des ventes corporatives,1
,,VANTECHS COMPUTERS LTD,"NORTH VANCOUVER, BC V7P 3A2",2282-Agents de soutien aux utilisateurs,1
,,Venture Auto Parts Trading Inc,"Abbotsford, BC V2S 1G7",0601-Directeurs des ventes corporatives,1
,,Waterman's Marketing Inc.,"VANCOUVER, BC V5M 3G9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Watertight Boatworks,"North Vancouver, BC V7P 3H9",9531-Monteurs de bateaux et contrôleurs de montage de bateaux,1
,,Zippo Stone Ltd.,"Richmond, BC V6X 1V4",7281-Briqueteurs-maçons,2
,,Zorba's Bakery and Foods Ltd.,"VANCOUVER, BC V7X 1J5","1123-Professionnels en publicité, en marketing et en relations publiques",1
,   Bas salaire,0652339 BC Ltd. (dba) Round Table Pizza & India Cuisine,"RICHMOND, BC V6Y 3Y8",0631-Directeurs de la restauration et des services alimentaires,1
,,0724135 BC Ltd.,"SQUAMISH, BC V0N 1T0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,0805693 BC Ltd.,"RADIUM HOT SPRINGS, BC V0A 1M0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,0816132 BC Ltd.,"Kelowna, BC V1V 1S1",6311-Superviseurs des services alimentaires,1
,,0837507 B.C. Ltd.,"Whistler, BC V0N 1B4",0631-Directeurs de la restauration et des services alimentaires,1
,,0864465 BC Ltd.  o/a Little Caesars,"LAKE COUNTY, BC V4V 1Z8",0631-Directeurs de la restauration et des services alimentaires,2
,,0915098 BC Ltd.,"WHITE ROCK, BC V4B 1C7",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,1
,,0922585 BC Ltd.,"LANGLEY, BC V2Z 3A1","9441-Opérateurs de machines et travailleurs de traitement des fibres et des fils textiles, du cuir et des peaux",2
,,0965945 B.C. Ltd.,"RICHMOND, BC V6X 2C9",0631-Directeurs de la restauration et des services alimentaires,1
,,0967042 BC Ltd. o/a Jiffy Lube #92 South Surrey,"SURREY, BC V4N 1A6",6211-Superviseurs des ventes - commerce de détail,1
,,1004130 BC Ltd,"VANCOUVER, BC V6Z 0C6",6322-Cuisiniers,1
,,1009393 B.C. Ltd,"COQUITLAM, BC V3B 0C6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1013446 BC Ltd. o/a HWY7 & 9 Esso Gas Station,"Agassiz, BC V0M 1A0",6211-Superviseurs des ventes - commerce de détail,1
,,1019719 BC Ltd. o/a Ryuu Japanese Kitchen,"Vancouver, BC V6B 5J3",6311-Superviseurs des services alimentaires,1
,,1036479 BC Ltd. o/a Heritage Immigration,"SURREY, BC V3R 1M7",1241-Adjoints administratifs,1
,,1054828 BC Ltd,"LANGLEY, BC V3A 7E9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1057537 BC Ltd.,"DELTA, BC V4C 6P7",6322-Cuisiniers,2
,,1087131 BC Ltd.  o/a Togo Sushi_SFU,"BURNABY, BC V5A 0A7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1103710 BC Ltd,"KELOWNA, BC V1X 2A1",6322-Cuisiniers,1
,,1116089 B.C.Ltd.,"VANCOUVER, BC V6E 1C6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1128516 B.C. Ltd,"MISSION, BC V2V 6R7",6741-Personnel de blanchisseries et d'établissements de nettoyage à sec et personnel assimilé,1
,,1164163 BC Ltd.,"SURREY, BC V3S 7S5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,348577 BC Ltd,"Surrey, BC V3W 3V6",6521-Conseillers en voyages,1
,,3D Transport Ltd.,"Langley, BC V3A 8C8",1311-Techniciens en comptabilité et teneurs de livres,1
,,445521 BC Ltd.,"Burnaby, BC V5C 2H5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,A Deep Stucco Ltd.,"SURREY, BC V3V 2H4",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,A J Framing Ltd.,"Surrey, BC V3V 7A9",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,A.H. Lundberg Systems Limited,"VANCOUVER, BC V5R  4H",1221-Agents d'administration,1
,,AAA PROPERTY MGMT SERVICES LTD,"Burnaby, BC V5E 1Z1",1311-Techniciens en comptabilité et teneurs de livres,1
,,Able & Remarkable Mortgages Inc.,"Surrey, BC V3W 1Z1",1221-Agents d'administration,1
,,Ace Fencing Ltd,"LANGLEY, BC V4W 2S1",7611-Aides de soutien des métiers et manoeuvres en construction,3
,,AHR Cleaning Services Ltd.,"SURREY, BC V3V 5S8",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,Akal Gardens Ltd.,"Chilliwack, BC V2R 5E4",6621-Préposés de stations-service,1
,,All Season Plaster & Stucco Ltd.,"SURREY, BC V3S 1W1",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,Aria Ventures Ltd o/a Aria Market,"VANCOUVER, BC V6G 2J7",6211-Superviseurs des ventes - commerce de détail,1
,,Baho Fast Food Inc.,"DELTA, BC V4C 7A7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,Baria Corporation,"VERNON, BC V1T 9T2",6513-Serveurs d'aliments et de boissons,1
,,Bayside Inn & Pub Ltd.,"ALERT BAY, BC V0N 1A0",6312-Gouvernants principaux,1
,,Bhatt Enterprise Ltd. o/a Curry & Kabab Indian Cuisine,"Surrey, BC V3W 3N1",6311-Superviseurs des services alimentaires,1
,,Bisou Salon Ltd.  o/a Bisou Hair Salon,"BURNABY, BC V5H 4J2",6341-Coiffeurs et barbiers,1
,,Blue Martini Restaurant Ltd.,"VANCOUVER, BC V6K 3E4",6322-Cuisiniers,1
,,Bluesy Bubbles Cafe Inc.,"VANCOUVER, BC V6E 1C6",0631-Directeurs de la restauration et des services alimentaires,1
,,Blundell Seafoods Ltd,"Richmond, BC V6X 1Z6","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
,,Brand Food Holdings Corporation  o/a Freshii,"Sparwood, BC V0B 2G0",6311-Superviseurs des services alimentaires,1
,,Breeze Beauty International Ltd,"RICHMOND, BC V6Y 0C2",6341-Coiffeurs et barbiers,1
,,Bremer Canada Enterprises Ltd.o/a Bella Coola Valley Inn,"BELLA COOLA, BC V0T 1C0",6513-Serveurs d'aliments et de boissons,1
,,Budget Rent a Car of Victoria Ltd.,"VICTORIA, BC V8Z 3T4","6742-Autre personnel de soutien en service, n.c.a.",1
,,Castlegar Chiropractic Corp,"CASTLEGAR, BC V1N 1H2",3232-Praticiens des médecines douces,1
,,Cleancare General Building Services Inc.,"BURNABY, BC V3N 1P9",6315-Surveillants des services de nettoyage,1
,,Cost Less Towing Ltd.,"VANCOUVER, BC V5X 2N8",1241-Adjoints administratifs,1
,,Daisam Holdings Ltd,"VANCOUVER, BC V5P 3R4",6322-Cuisiniers,1
,,Dake Sushi,"Abbotsford, BC V2T 2X2",6322-Cuisiniers,1
,,Deep Tire Service Ltd.,"SURREY, BC V3R 7B1",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
,,Dewett Enterprise Ltd o/a Subway,"VICTORIA, BC V8R 6R3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,E&A Holdings Ltd. o/a Dairy Queen Saanich Centre,"Victoria, BC V9E 1J5",0631-Directeurs de la restauration et des services alimentaires,2
,,Eknoor Construction Ltd,"LANGLEY, BC V3A 7G3",6315-Surveillants des services de nettoyage,1
,,Ellworth Industries  o/a Associated Labels and Packaging,"Coquiltam, BC V3K 6X2","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",2
,,Essence of India Restaurant Ltd,"Delta, BC V4C 7Y4",6311-Superviseurs des services alimentaires,1
,,Euro Asia Transload Inc.,"Richmond, BC V6W 0A2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Ever me Beauty Ltd.,"RICHMOND, BC V6X 0J8",6341-Coiffeurs et barbiers,1
,,Fiesta Enterprises Ltd. o/a Taco Del Mar,"NEW WESTMINSTER, BC V3M 5X2",0631-Directeurs de la restauration et des services alimentaires,1
,,Fine Choice Foods Ltd.,"Richmond, BC V6V 3B3","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",4
,,Flint Holdings Ltd,"Kelowna, BC V1W 3T1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,GD Holdings Ltd o/a Quiznos Sub,"DELTA, BC V4G 1L5",6311-Superviseurs des services alimentaires,1
,,,,"6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Gira Restaurants Ltd.o/a Gusto di Quattro Restaurant,"North Vancouver, BC V7M 2E4",6322-Cuisiniers,1
,,Gordon'N'Gordon Interiors Ltd,"VICTORIA, BC V9B 2T9","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,Gozen Eatery Inc. o/a Gozen Japanese Restaurant,"VICTORIA, BC V8W 1V7",6322-Cuisiniers,1
,,Hanahreum Mart Richmond Inc,"Richmond, BC V6X 4J7",6421-Vendeurs - commerce de détail,1
,,Happy Aging Home Care Ltd.,"KELOWNA, BC V1Y 0E1","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",2
,,Homan Roofing Ltd,"Langley, BC V3A 3X7",7291-Couvreurs et poseurs de bardeaux,4
,,Hot & Fresh Tasty Pizza Ltd.,"Surrey, BC V3W 1R1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,Ironwood Restaurant Group Inc.,"Richmond, BC V7A 1N6",6322-Cuisiniers,1
,,Jaggar Holdings Inc.  o/a Chevron Town Pantry,"VICTORIA, BC V9A 3P3",0621-Directeurs - commerce de détail et de gros,2
,,JK Connected Enterprise Ltd. o/a Koodo Mobile,"SURREY, BC V4N 0Z9",6211-Superviseurs des ventes - commerce de détail,2
,,Josan Rebar Services Ltd.,"DELTA, BC V4C 3L3",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,JP Song Holdings Ltd.,"PRINCE RUPERT, BC V8J 1M3",6513-Serveurs d'aliments et de boissons,1
,,Juhan Lee Personal Real Estate Corporation,"NORTH VANCOUVER, BC V7M 1H3",1241-Adjoints administratifs,1
,,Kai Japanese Restaurant Ltd.,"PORT COQUITLAM, BC V3B 0G9",6322-Cuisiniers,1
,,Kamome Restaurant Ltd.,"TSAWWASSEN, BC V4M 0B2",6322-Cuisiniers,1
,,KCC 259 Holdings Ltd.,"Whistler, BC V0N 1B2",6322-Cuisiniers,1
,,,,"6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Kelowna Pizza Factory Ltd,"KELOWNA, BC V1X 3S9",6311-Superviseurs des services alimentaires,1
,,KMF Holdings Ltd,"Gibsons, BC V0N 1V0",6311-Superviseurs des services alimentaires,3
,,Kwantlen Pizza Ltd.,"SURREY, BC V3W 2M6",6322-Cuisiniers,1
,,L&Y Universal Enterpris Inc.,"Richmond, BC V6X 0B8","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,L.A. Sushi Fusion Restaurant,"Mission, BC V2V 1G4",6322-Cuisiniers,1
,,La Meza Grill Ltd,"Surrey, BC V3V 7K5",6322-Cuisiniers,2
,,Leeparksa Enterprises Ltd.,"Kamloops, BC V2E 2J7",6322-Cuisiniers,1
,,Little Wonders Montessori Childcare and Preschool Ltd.,"ABBOTSFORD, BC V2S 3Y2",4214-Éducateurs et aides-éducateurs de la petite enfance,2
,,Longlife Construction Ltd.,"SURREY, BC V3V 7E9",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Lotus Terminals Ltd,"SURREY, BC V3S 8E5",1221-Agents d'administration,1
,,Madras Spice Ltd,"VANCOUVER, BC V5W 3A1",6322-Cuisiniers,1
,,Maple Ridge Hospitality Ltd.,"Maple Ridge, BC V2X 2S1",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,Marcon Construction Ltd,"LANGLEY, BC V3A 1H9","2263-Inspecteurs de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",1
,,Maxeme Automotive Services Ltd.,"RICHMOND, BC V6X 2P9",1241-Adjoints administratifs,1
,,Mezbaan Restaurant Ltd,"SURREY, BC V3V 7H7",6322-Cuisiniers,2
,,New SKBC8387 Food Ltd.,"LANGLEY, BC V3A 8M3",6322-Cuisiniers,1
,,New West Poke Bar Ltd,"Coquitlam, BC V3K 6V2",6322-Cuisiniers,1
,,Nicli Antica Pizzeria Inc,"Vancouver, BC V6A 1K2",6322-Cuisiniers,1
,,Nu-Vue Exteriors Ltd,"KAMLOOPS, BC V2B 8A7","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
,,Ocean Park Nails,"Surrey, BC V4A 1N5","6562-Esthéticiens, électrolystes et personnel assimilé",1
,,Ocean Rain Daycare,"Victoria, BC V8P 4J2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Odyssey International Exports (2004) Ltd,"NEW WESTMINSTER, BC V3L 5H4","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",4
,,OK Tour Company Ltd.  o/a OK Tour,"Burnaby, BC V3J 1N3","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Olympia Greek Taverna,"Kelowna, BC V1X 1X6",6321-Chefs,2
,,Orofresh Enterprises Inc,"West Vancouver, BC V7V 1J7","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",2
,,P & J Ventures Ltd,"Williams Lake, BC V2G 1L7",6322-Cuisiniers,1
,,Pacific Citadel Capital Inc.,"BURNABY, BC V5A 3H1",0714-Directeurs de l'exploitation et de l'entretien d'immeubles,1
,,Pacific Salmon Industries Inc.,"SURREY, BC V3W 4G1",9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer,2
,,Pallet Terminal Ltd,"SURREY, BC V3X 0B6",1311-Techniciens en comptabilité et teneurs de livres,1
,,Panaderia Latina Bakery Inc.,"SURREY, BC V3W 7E2",6332-Boulangers-pâtissiers,1
,,Parm Plumbing & Heating Ltd,"BURNABY, BC V3N 1K3",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Parth Investments Inc,"Cranbrook, BC V1C 6S3",6311-Superviseurs des services alimentaires,1
,,Pearl House Restaurant (Richmond) Ltd.,"RICHMOND, BC V6V 2L3",6513-Serveurs d'aliments et de boissons,1
,,Pho Tau Bay Restaurant Ltd.,"SURREY, BC V3S 3S4",6322-Cuisiniers,1
,,Pizza Zone Restaurant,"Victoria, BC V8T 3P6",6322-Cuisiniers,1
,,,,6513-Serveurs d'aliments et de boissons,1
,,Planning 21 Enterprises Ltd. (Sushi Cafe),"VANCOUVER, BC V6Z 2R1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Platinum Space Management Ltd,"VANCOUVER, BC V6E 4R5",3232-Praticiens des médecines douces,1
,,,,"6562-Esthéticiens, électrolystes et personnel assimilé",1
,,Portofino Bakery Ltd. o/a Portofino European Bakery,"Victoria, BC V8M 1Z9",6332-Boulangers-pâtissiers,1
,,Pro West Concrete Ltd.,"SURREY, BC V4A 7S4",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Q & J Enterprises Ltd o/a OK Bottle Depot,"RICHMOND, BC V6X 2A8",6211-Superviseurs des ventes - commerce de détail,1
,,,,9227-Surveillants dans la fabrication et le montage de produits divers,1
,,Rabbithood Contractors Ltd.,"SURREY, BC V3X 0H8",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,Ramada Inn - Kamloops,"Kamloops, BC V2C 1K7",6525-Réceptionnistes d'hôtel,1
,,Royal Truck Repair Ltd,"SURREY, BC V3X 2H5",1311-Techniciens en comptabilité et teneurs de livres,1
,,,,7612-Autres manoeuvres et aides de soutien de métiers,2
,,Sagada Holdings Inc,"CRESTON, BC V0B  1G",6211-Superviseurs des ventes - commerce de détail,2
,,Save More Lighting and Plumbing,"Surrey, BC V3W 3A6",1414-Réceptionnistes,1
,,Shellbridge Creme Cafe 1 Ltd.,"VANCOUVER, BC V6C 1S4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Shun Yuan Company Ltd.,"Nanaimo, BC V9S 1H9",6322-Cuisiniers,1
,,Site2Gym BC Ltd.,"PRINCE RUPERT, BC V8J 3T6",6211-Superviseurs des ventes - commerce de détail,1
,,Skys the Limit Holdings Inc.,"Osoyoos, BC V0H 1V2",6311-Superviseurs des services alimentaires,3
,,Skyway Brands Ventures Inc. o/a Tim Hortons,"RICHMOND, BC V7B 1Y7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
,,Skyway Brands YVR Inc. o/a Wendy's,"RICHMOND, BC V7B 0A5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Sonu Hair Cut Ltd,"Delta, BC V4C 6R8",6341-Coiffeurs et barbiers,1
,,Sosan Construction,"Abbottsford, BC V4X 2J7",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,South China Seas Trading Co. Ltd.,"VANCOUVER, BC V5P 2S7",6211-Superviseurs des ventes - commerce de détail,1
,,Spark International Trading Ltd.,"Burnaby, BC V5E 1C4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Sulmida Dessert Cafe Ltd.,"BURNABY, BC V5J 4G1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Super-Cut Lumber Industries Ltd,"LANGLEY, BC V1M 3N8",9614-Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois,4
,,Surrey Pizza & Chicken Ltd.,"Delta, BC V4C 6R6",6322-Cuisiniers,3
,,Sushi Mania Enterprises Ltd dba Sushi Mania,"North Vancouver, BC V7L 1C3",6322-Cuisiniers,1
,,Team Auto Repair and Electrical,"Surrey, BC V3W 3M8",7612-Autres manoeuvres et aides de soutien de métiers,2
,,The Acorn Restaurant Ltd.,"VANCOUVER, BC V5V 1Z5",6322-Cuisiniers,1
,,The Vancouver Club,"Vancouver, BC V6C 1C6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Top Quality Pizza Ltd,"SURREY, BC V3V 4S2",6322-Cuisiniers,2
,,Trans Peace Financial Corp.,"Fort St. John, BC V1J 2B3",6311-Superviseurs des services alimentaires,1
,,Transource Freightways Ltd.,"Delta, BC V3M 6S7",1241-Adjoints administratifs,1
,,Trust Travel Service Ltd,"Richmond, BC V6Y 2B2",6531-Guides touristiques et guides itinérants,1
,,Twin Maple Produce Ltd,"CHILLIWACK, BC V2R 4R7","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",3
,,U-Thi Restaurant Ltd,"CHASE, BC V0E 1M0",6322-Cuisiniers,1
,,Valley Acrylic Bath Ltd,"BURNABY, BC V5H 3T9",6211-Superviseurs des ventes - commerce de détail,1
,,Vancity Sub Owners Ltd.  DBA Subway,"Vancouver, BC V5V 4E8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,VIEC Education Canada Ltd.,"VICTORIA, BC V8W 1B9",6531-Guides touristiques et guides itinérants,1
,,Viet Nam House Restaurant Ltd,"VANCOUVER, BC V5L 1V1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,Vivid Green Architecture Inc.,"RICHMOND, BC V7A 5H5",1241-Adjoints administratifs,1
,,Waisee Trading Co. Ltd.,"VANCOUVER, BC V6A 1P8","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
,,West British Gardening & Landscaping Ltd,"NORTH VANCOUVER, BC V7M 3A1","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,West Coast Building Restoration Inc.,"Maple Ridge, BC V2X 0T4",7271-Charpentiers-menuisiers,1
,,West Van Florist Home & Garden Ltd.,"West Vancouver, BC V7V 1J7",1111-Vérificateurs et comptables,1
,,Wonderful Szechuan Restaurant,"North Vancouver, BC V7K 1C7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Wonderful Waffle House Ltd,"NEW WESTMINSTER, BC V3L 3C3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Wow Thai Food Inc.,"VANCOUVER, BC V6B 6N9",6322-Cuisiniers,4
,  Agriculture primaire,0731052 BC Ltd,"CHILLIWACK, BC V3R 3P6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,,,8431-Ouvriers agricoles,8
,,0914942 BC Ltd.,"Surrey, BC V3W 2Y4",8431-Ouvriers agricoles,6
,,0988081 BC Ltd dba Bench 1775 Winery,"Penticton, BC V2A 8T8",8431-Ouvriers agricoles,2
,,1134631 BC Ltd,"SURREY, BC V3S 3H5",8431-Ouvriers agricoles,6
,,AJM Brar Farm,"SURREY, BC V3Z 1E2",8431-Ouvriers agricoles,5
,,Akal Farms Inc.,"Abbotsford, BC V2S 7Z4",8431-Ouvriers agricoles,2
,,Arbutus Grove Nursery Ltd.,"NORTH SAANICH, BC V8L 5T5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,B & B Bradner Farms Ltd.,"Abbotsford, BC V2T 5C6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8431-Ouvriers agricoles,5
,,"Baljit Sivia, Bhupinder Sangha, Sukhdev Sangha, Antpal Sangha","ABBOTSFORD, BC V2T 5M2",8431-Ouvriers agricoles,30
,,Blue Cap Farm,"ABBOTSFORD, BC V2T 5Y5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8431-Ouvriers agricoles,5
,,Blue Moon Farms Ltd,"RICHMOND, BC V7C 3H9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,Blue Pacific Farms Ltd.,"Surrey, BC V3W 9N2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
,,,,8431-Ouvriers agricoles,20
,,D & B Toor Farms Ltd,"Abbotsford, BC V2T 5X7",8431-Ouvriers agricoles,1
,,Daljit Garcha Farm,"Surrey, BC V3W 2P5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,G&S Farms Ltd.,"ABBOTSFORD, BC V4X 1J6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,GERI Partnership,"Maple Ridge, BC V2X 7G2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
,,Gold Hill Winery Ltd.,"Oliver, BC V0H 1T1",8431-Ouvriers agricoles,8
,,Great Harvest Farm Ltd,"VANCOUVER, BC V5M 2Y9",8431-Ouvriers agricoles,3
,,GSB FARMS LTD,"ABBOTSFORD, BC V2T 1S9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Hothi Farms Inc,"Delta, BC V4K 2N8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",10
,,KA Labour Contractors Ltd.,"SURREY, BC V3X 3H6","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,KBF Enterprises Inc,"ABBOTSFORD, BC V3G 2R6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,,,8431-Ouvriers agricoles,25
,,Khazan Labour Contractor Ltd.,"Abbotsford, BC V2T 5J5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
,,Khun Khun Farm Ltd.,"VERNON, BC V1H 1W9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8431-Ouvriers agricoles,4
,,KSG Farms Services Ltd.,"ABBOTSFORD, BC V4X 1S1",8431-Ouvriers agricoles,60
