Newfoundland and Labrador,, 
1703097 Alberta Ltd o/a B-Bim-Baab,"9543 42nd Avenue, Edmonton, AB  T6E 5R2",1
1704455 Alberta Ltd O/A Grand Union Hotel,"4924 50th Street, Athabasca, AB  T9S 1N0",2
1704989 Alberta Ltd o/a ECE Contracting,"52422 Range Road 224, Suite 14, Sherwood Park, AB  T8A 6N1",1
1705629 Alberta Ltd o/a Papa John's Pizza,"10159 118th Street, Suite 404, Edmonton, AB  T5K 2K1",1
1705828 Alberta Ltd o/a Frontier Dining,"1 Poplar Crescent, Fort McMurray, AB  T9H 1N8",3
1706244 Alberta Ltd o/a Darwell Restaurant & Bar,"54230 Highway 765, Darwell, AB  T0E 0L0",1
1708801 Alberta Ltd. o/a Kimchi,"32 Edgevalley Gardens Northwest, Calgary, AB  T3A 5H1",2
1708807 Alberta Ltd o/a Koya Japan,"32 Edgevalley Gardens Northwest, Calgary, AB  T3A 5H1",4
1708809 Alberta Ltd o/a Villa Madina,"32 Edgevalley Gardens Northwest, Calgary, AB  T3A 5H1",4
1708948 Alberta Ltd,"PO Box 295, Chateh, AB  T0H 0S0",1
1709015 Alberta Ltd o/a Subway,"16131 90th Street Northwest, Edmonton, AB  T5Z 3P5",1
1709274 Alberta Ltd o/a Masala Wok,"9348 34th Avenue, Edmonton, AB  T6E 5X8",3
1709449 Alberta Ltd o/a Shade All,"12502 100th Street, Grande Prairie, AB  T8V 4H8",1
1710672 Alberta Ltd o/a Tutti Frutti Breakfast & Lunch,"16948 107th Avenue, Edmonton, AB  T5P 4C3",1
1711769 Alberta Ltd o/a Mucho Burrito,"9378 Southfort Drive, Suite 109, Fort Saskatchewan, AB  T8L 3C5",1
1712613 Alberta Ltd o/a Extreme Pita,"7927 13th Avenue Southwest, Edmonton, AB  T6X 1H2",1
1713496 Alberta Ltd o/a Canton Kitchen,"5212 48th Street, Suite D101, Red Deer, AB  T4N 7C3",1
1715139 Alberta Ltd o/a Prime Time Donair & Kabob,"3928 17th Street Northwest, Edmonton, AB  T6T 0C2",2
1715423 Alberta Ltd o/a Fatburger,"1238 Windermere Way Southwest, Suite 515, Edmonton, AB  T6W 2J3",2
1716808 Alberta Ltd. o/a Shadow Tint,"6225 10th Street Southeast, Suite 100, Calgary, AB  T2H 2Z9",1
1720294 Alberta Ltd-AK-77 Ltd o/a AK-77 Ltd,"5220 Marlborough Drive Northeast, Calgary, AB  T2A 4J7",1
1721599 Alberta Ltd o/a Lougheed Food Store,"PO Box 238, Lougheed, AB  T0B 2V0",1
1723607 Alberta Ltd o/a Carstar Chinook,"4700 1st Street Southeast, Calgary, AB  T2G 2L3",1
1724000 Alberta Ltd. o/a Momo Sushi Restaurant,"4819A 48th Avenue, Red Deer, AB  T4N 3T2",3
1724009 Alberta Ltd o/a Mitch's Family Restaurant,"4341 50th Street, Suite 102, Drayton Valley, AB  T7A 1M4",2
1724471 Alberta Ltd o/a Curry Corner,"616 Riverbend Square, Edmonton, AB  T6R 2E3",2
1724728 Alberta Ltd.,"60 McKenzie Lake View Southeast, Calgary, AB  T2Z 2T7",1
1727350 Alberta Ltd. o/a Lacombe Petro Canada,"6209 50th Avenue, Lacombe, AB  T4L 1K7",1
1727540 Alberta Ltd. o/a Travelodge Lethbridge,"1009 Mayor Magrath Drive South, Lethbridge, AB  T1K 2P7",1
1727726 Alberta Ltd o/a Jade's Cleaning Services,"10735 107th Street Northwest, Suite 302, Edmonton, AB  T5A 2Y9",1
1728275 Alberta Ltd o/a Mac`s,"10845 61st Avenue, Edmonton, AB  T6H 1L9",1
1729257 Alberta Inc o/a Coffee & S'Cream,"555 Northmount Drive Northwest, Calgary, AB  T2K 3J3",1
1729550 Alberta Ltd. o/a Chinook Inn,"5321 59th Avenue, Rocky Mountain House, AB  T4T 1J4",2
1730045 Alberta Ltd O/A  Papa Johns,"8200 100th Street, Suite 103, Grande Prairie, AB  T8V 6H7",2
1730614 Alberta Ltd. o/a Humpty's Family Restaurant #30,"6130 67th Street, Suite 100, Red Deer, AB  T4P 3M1",1
1732598 Alberta Ltd o/a Koreana Hair Design,"3616 52nd Avenue Northwest, Suite 5, Calgary, AB  T2L 1V9",1
1733091 Alberta Ltd. o/a Centex Gas Station,"3111 Edmonton Trail Northeast, Calgary, AB  T2E 3N7",1
1733227 Alberta Ltd o/a Second Cup Banff,"317 Banff Avenue, Banff, AB  T1L 1B1",1
1734832 Alberta Ltd  o/a Extreme Pita,"500 Centre Street Southeast, Suite 250, Calgary, AB  T2G 1A6",2
1735787 Alberta Ltd o/a Mac's Convenience Store,"113 Lacombe Street, Fort McMurray, AB  T9K 2M2",3
1738242 Alberta Ltd o/a Tirecraft,"100 Marina Drive, Unit 500, Chestermere, AB  T1X 0A9",3
1739838 Alberta Ltd o/a Vietsub Express,"1619 37th Street Southwest, Suite 2, Calgary, AB  T3C 1S7",1
1739980 Alberta Ltd o/a Mucho Burrito,"11658 Sarcee Trail Northwest, Suite 104, Calgary, AB  T3R 0A1",1
1740100 Alberta Ltd o/a Papa John,"14818 Stony Plain Road, Edmonton, AB  T5N 3S5",1
1741681 Alberta Ltd. o/a Koreana BBQ,"7400 Macleod Trail Southeast, Suite 17, Calgary, AB  T2H 0L9",1
1741731 Alberta Ltd. o/a Punjab Sweets and Restaurant,"9393 34th Avenue Northwest, Edmonton, AB  T6E 5W8",2
1741805 Alberta Ltd o/a Humpty's Family Restaurant,"5606 48th Avenue, Camrose, AB  T4V 0K1",2
1742060 Alberta Ltd o/a Devon Liquor,"180 Miquelon Avenue, Suites 106 & 107, Devon, AB  T9G 0A6",1
1742060 Alberta Ltd o/a Spirits on Jasper,"1188 Hollands Way, Edmonton, AB  T6R 3S9",1
1744909 Alberta Inc o/a Soban Korean Japanese Restaurant,"5003 50th Street, PO Box 2036, Whitecourt, AB  T7S 1N3",1
1746089 Alberta Ltd. o/a Harold's Speedee Mart,"104 6th Avenue Northwest, Slave Lake, AB  T0G 2A1",1
1746856 Alberta Ltd o/a Bright Beginnings Childcare Centre,"9425 94th Avenue, Suite 101, Fort Saskatchewan, AB  T8L 1N6",2
1746943 Alberta Ltd o/a Mucho Burrito,"26323 Township Road 532A, Suite 49, Spruce Grove, AB  T7X 4M1",2
1747238 Alberta Ltd o/a Smitty's Cochrane,"PO Box 425, Cochrane, AB  T4C 1A6",3
1748027 Alberta Ltd o/a New York Fries,"McLeod Park, 15715 66th Street, Box 81005, Edmonton, AB  T5Y 3A6",2
1748297 Alberta Inc o/a Fas Gas,"4904 49th Street, Wetaskiwin, AB  T9A 1H3",1
1748301 Alberta Ltd. o/a Korean Grill,"1507 Cunningham Cape Southwest, Edmonton, AB  T6W 0Y3",1
1750688 Alberta Ltd o/a CPR St. Albert,"11 Bellerose Drive, Suite 13, St. Albert, AB  T8N 5E1",1
1751227 Alberta Ltd o/a Wandering River Quick Stop,"PO Box 128, Wandering River, AB  T0A 3M0",1
1751437 Alberta Ltd o/a Shell Gas Station,"23263 Wye Road, Sherwood Park, AB  T8B 1L3",1
1751821 Alberta Ltd o/a Arena Liquor,"10266 103rd Street Northwest, Suite 394, Edmonton, AB  T5J 0Y8",1
1752746 Alberta Ltd. o/a T.J.'s Smoke Shop,"404 Mayor Magrath Drive North, Suite A1, Lethbridge, AB  T1H 6H7",1
1752932 Alberta Ltd o/a Real Country Steak & Pizza,"PO Box 68, Kinuso, AB  T0G 1K0",1
1753441 Alberta Ltd. o/a Edo Japan,"5802 50th Street, Unit 135, Beaumont, AB  T4X 1T8",3
1753454 Alberta Ltd o/a JM Automotive Cold Lake,"5304 55A Street, Cold Lake, AB  T9M 1R3",1
1754186 Alberta Ltd. o/a Yum Yum BBQ Korean Cuisine,"5111 Bowness Road Northwest, Suite 2, Calgary, AB  T3B 4M9",1
1755754 Alberta Ltd o/a Boss Liquor,"3342 Parsons Road Northwest, Edmonton, AB  T6N 1B5",1
1755914 Alberta Ltd. o/a Subway,"3616 52nd Avenue Northwest, Suite 7, Calgary, AB  T2L 1V9",1
1756681 Alberta Ltd o/a Mary Browns Famous Chicken & Taters,"9910 92nd Street, Suite 103, Grande Prairie, AB  T8X 0E7",1
1758818 AB Ltd o/a Pita Stop,"1919 Southland Drive Southwest, Unit 114, Calgary, AB  T2W 0K1",2
1758928 Alberta Inc. o/a Swan Hills Husky,"PO Box 178, Swan Hills, AB  T0G 2C0",1
1759037 Alberta Inc o/a Press'D The Sandwich Company,"8411 112th Street, Edmonton, AB  T6G 2K6",3
1759682 Alberta Ltd o/a 2 for 1 Pizza & Pasta,"100 King Street, Suite 23, Spruce Grove, AB  T7X 4J7",1
1761613 Alberta Ltd o/a Thai Express,"11418 93rd Street, Edmonton, AB  T5G 1C4",1
1762195 Alberta Ltd o/a Sorrels Restaurant,"PO Box 493, Carbon, AB  T0M 0L0",2
1762610 Alberta Ltd o/a Bistro Di Madre Piccola,"9517 99th Street, Morinville, AB  T8R 1T7",1
1764249 Alberta Ltd O/A Jacky's Food Store,"1524 68th Street Northwest, Edmonton, AB  T6H 2L7",1
1766072 Alberta Ltd o/a Swan Hills Liquor,"4639 Federated Road, PO Box 419, Swan Hills, AB  T0G 2C0",1
1767244 Alberta Ltd. o/a Mac's - Husky Convenience Store,"100 12th Avenue & Main Street, Slave Lake, AB  T0G 2A0",2
1768156 Alberta Ltd. o/a Wok N Go Restaurant,"6847 Ellerslie Road Southwest, Edmonton, AB  T6X 2A1",1
1768612 Alberta Ltd. o/a Color Me Mine,"PO Box 1452, Blackfalds, AB  T0M 0J0",1
1768684 Alberta Ltd.o/a Amvision Roofing and Exteriors,"10 Coach Manor Rise Southwest, Calgary, AB  T3H 1C4",1
1769263 Alberta Ltd o/a Dairy Queen,"375 3rd Street Southeast, Medicine Hat, AB  T1A 0G6",1
1770773 Alberta Ltd o/a Subway Sandwiches & Salads,"25 Quarry Street West, Suite 7, Cochrane, AB  T4C 0T4",2
1770796 Alberta Ltd. o/a Baxters Gifts,"614 Connaught Drive, Jasper, AB  T0E 1E0",1
1771329 Alberta Ltd o/a Abasand Esso,"323 Athabasca Avenue, Fort McMurray, AB  T9J 1G9",1
1771483 Alberta Ltd. o/a Vine Vera Resveratrol Skin Care,"8882 170th Street, Suite 1338, Edmonton, AB  T5T 4M2",3
1774826 AB Ltd o/a Jugo Juice,"225 Sparrowhawk Drive, Fort McMurray, AB  T9K 0P7",1
1776800 AB. Inc. o/a 1 Pot,"26 Aspen Stone Road Southwest, Calgary, AB  T3H 5Y5",1
1777031 Alberta Ltd o/a Sal's Famous,"5012A 50th Avenue, Athabasca, AB  T9S 1H3",2
1777154 Alberta Ltd o/a Anna's Restaurant and Esso,"521 14th Avenue, Wainwright, AB  T9W 1B3",3
1777242 Alberta Ltd. dba Riviera Liquor Store,"5359 Calgary Trail, Edmonton, AB  T6H 4J9",1
1777417 Alberta Ltd. o/a Fiddlers Green Pub,"8294 Centre Street Northeast, Calgary, AB  T3K 2X4",2
1777515 Alberta Ltd. o/a Subway,"208 Springbluff Heights, Calgary, AB  T3H 5B8",2
1778105 Alberta Ltd. o/a Taco Time,"723 46th Avenue Southeast, Suite 204, Calgary, AB  T2G 2A4",1
1778249 Alberta Ltd. o/a Studio Nails Londonderry,"1 Londonderry Mall Northwest, Suite 156, Edmonton, AB  T5L 3C8",2
1778645 Alberta Ltd o/a Bun on the Run,"2816 21st Street Northeast, Suite 1, Calgary, AB  T2E 6Z2",1
1780175 Alberta Ltd. o/a Mac's Convenience Store,"11300 Tuscany Boulevard Northwest, Suite 6006, Calgary, AB  T3L 2V7",1
1781247 Alberta Ltd o/a Via Cibo Calgary,"7929 11th Street Southeast, Unit 2, Calgary, AB  T2H 0A7",1
1783632 Alberta Inc. o/a Husky,"8714 51st Avenue, Suite 200, Edmonton, AB  T6E 5E8",1
1783763 Alberta Ltd. o/a Alix Gas Plus,"4518 51st Avenue, Alix, AB  T0C 0B0",1
1783844 Alberta Ltd o/a Chianti Cafe & Restaurant,"1438 17th Avenue Southwest, Calgary, AB  T2T 0C8",1
1784055 Alberta Ltd. o/a Century 2 Motel,"462 Main Street, Fort Macleod, AB  T0L 0Z0",1
1786333 Alberta Ltd. o/a Pizza Hut - Olds,"6700 46th Street, Suite 880, Olds, AB  T4H 0A2",4
1787816 Alberta Ltd o/a Oriental Delight,"8882 170th Street, Suite 1528, Edmonton, AB  T5T 4M2",1
1789135 Alberta Ltd o/a Aqua Max Truck & Carwash,"501 15th Avenue Southeast, Slave Lake, AB  T0G 2A0",2
1789142 Alberta Ltd. o/a Millwoods Town Liquor Store,"6109 28th Avenue, Suite 906, Edmonton, AB  T6L 6N5",1
1789143 Alberta Ltd. o/a Sub Supreme,"221 26229 Township Road 531A, Unit 10, Acheson, AB  T7X 5A4",1
1791371 Alberta Ltd o/a Mii Sushi & BBQ,"1306 Bowvalley Trail, Suite 1A, Canmore, AB  T1W 1N6",1
1791507 Alberta Ltd. o/a Majors Homestyle,"11201 100th Avenue, Grande Prairie, AB  T8V 5M6",1
1791605 AB Ltd o/a Loving To Learn Children's Center,"6414 163rd Avenue Northwest, Edmonton, AB  T5Y 3E3",1
1791864 Alberta Ltd o/a Opa Souvlaki,"30 Brunelle Street West, Beaumont, AB  T4X 0A7",1
1793156 Alberta Ltd o/a Sparkleen,"2659 Signal Hill Drive Northwest, Calgary, AB  T3H 2T8",1
1793384 Alberta Inc o/a Great Canadian Pizza Copperfield,"909 7th Avenue Southwest, Suite 3307, Calgary, AB  T2P 1A5",2
1795079 AB Ltd o/a Panago Pizza,"9914 King Street, Suite 3, Fort McMurray, AB  T9H 5A8",2
1797242 Alberta Ltd. o/a Dirtbusters,"Box 22113, Grande Prairie, AB  T8V 6X1",1
1799584 Albert Ltd o/a Tee Time Golf & Biride's,"4138 101st Street Northwest, Edmonton, AB  T6E 0A5",1
1799828 AB Ltd o/a Canton Restaurant,"PO Box 563, High Level, AB  T0H 1Z0",1
17th Avenue Travel Express Inc.,"4909 17th Avenue Southeast, Suite 211, Calgary, AB  T2A 0V5",1
1800494 Alberta Ltd. o/a Hankang Restaurant,"3612 52nd Avenue Northwest, Suite 35, Calgary, AB  T2L 1V9",1
1800519 Alberta Ltd o/a Papa John's Pizza,"10 McKenney Avenue, Suite 230, St. Albert, AB  T8N 5S8",1
1800704 Alberta Ltd. o/a Pind Punjab Restaurant & Sweets,"3815 34th Street Northwest, Edmonton, AB  T6T 1N1",2
1800896 Alberta Ltd o/a Panago,"PO Box 6577, Edson, AB  T7E 1T9",1
1802759 Alberta Inc. o/a Mary Brown,"4300 South Park Drive, Suite 100, Stony Plain, AB  T7Z 2W7",2
1802965 Alberta Ltd. o/a McRay's Roadhouse and Grill,"385 Gregoire Drive, Fort McMurray, AB  T9H 4K7",1
1804318 Alberta Ltd o/a Buster's Pizza Donair & Pasta,"5022 50th Avenue, PO Box 6463, Bonnyville, AB  T9N 2H1",1
1805263 Alberta Ltd. o/a Duggan Car Wash,"4051 106th Street, Edmonton, AB  T6J 2S3",1
1806610 Alberta Ltd o/a Dominos Pizza,"108 Riverstone Ridge, Suite 111, Fort McMurray, AB  T9K 1S6",3
1809971 Alberta Ltd o/a Tofield Tempo Gas Station,"5024 48th Avenue, Tofield, AB  T0B 4J0",1
1810158 Alberta Ltd. o/a Panago Pizza,"11658 Sarcee Trail Northwest, Suite 108, Calgary, AB  T3R 0A1",4
1810402 Alberta Ltd o/a Maharaja Restaurant,"115 9th Avenue Southeast, Unit 163, Calgary, AB  T2G 0P5",1
1810468 Alberta Inc. o/a Cedars Deli,"240 4th Avenue Southwest, Suite 205, Calgary, AB  T2P 4H4",2
1810725 Alberta Ltd o/a TJ's Restaurant,"Box 6150, Peace River, AB  T8S 1S1",1
1810827 Alberta Ltd. o/a Cafe Sorrentino Spruce Grove,"10665 109th Street, Edmonton, AB  T5H 3B5",1
1813088 Alberta Ltd o/a Dono Sushi Restaurant,"1009 Mayer Magrath Drive South, Lethbridge, AB  T1K 2P7",4
1813667 Alberta Ltd o/a Dougs AG Foods,"117 Main Street, PO Box 567, Oyen, AB  T0J 2J0",2
1814572 Alberta Ltd o/a Opa Souvlaki of Greece,"1632 14th Avenue Northwest, Suite 1799, Calgary, AB  T2N 1M7",1
1815852 Alberta Ltd o/a Moon Korean BBQ,"240 Midpark Way Southeast, Suite 24, Calgary, AB  T2X 1N4",1
1816296 Alberta Ltd o/a The Creperie,"10220 103rd Street West, Edmonton, AB  T5J 0Y8",2
1816858 Alberta Ltd. o/a Second Cup,"109th Street & Princess Elizabeth Avenue, Kingsway Garden Mall, Edmonton, AB  T5G 3A6",1
1818337 Alberta Ltd. dba Bell 720 Restaurant & Bar,"PO Box 65089 North Hill, Calgary, AB  T2N 4T6",1
1819588 AB Ltd o/a Mountview Hotel,"4939 50th Street, PO Box 567, Rocky Mountain House, AB  T4T 1A4",1
1820299 Alberta Ltd. dba Calgary Treehouse Indoor Playground,"3337 34th Avenue Northeast, Calgary, AB  T1Y 6H2",1
1821264 Alberta Ltd. o/a Harvey's Restaurant,"3630 Brentwood Road Northwest, Suite 20, Calgary, AB  T2L 1K8",1
1821530 Alberta Ltd. o/a Consort Ag Foods,"4919 50th Street, Box 39, Consort, AB  T0C 1B0",1
1822236 Alberta Ltd o/a Devaney's Irish Pub,"11113 87th Avenue, Edmonton, AB  T6G 0X8",1
1822711 Alberta Ltd o/a Dominos Pizza,"Bay 2, 5207 48th Street, Rocky Mountain House, AB  T4T 0B1",1
1823076 Alberta Ltd o/a Delicious Pho,"12138 85th Street, Edmonton, AB  T5B 3G6",2
1824573 Alberta Ltd. o/a Kings Restaurant on the Hill,"808 Edmonton Trail Northeast, Suite M-1, Calgary, AB  T2E 3J6",1
1824735 Alberta Ltd. o/a Extreme Pita,"10715 8th Avenue Southwest, Edmonton, AB  T6W 1G4",3
1825677 Alberta Ltd o/a Vilna Bottle Depot,"243 Queen Tamara Place Southeast, Calgary, AB  T2J 4G2",1
1826597 Alberta Ltd o/a A&W #1575,"516 16th Avenue Northwest, Calgary, AB  T2M 0J4",3
1827014 Alberta Ltd.o/a Nova Inn,"782 Carmichael Lane, Hinton, AB  T7V 0A6",1
1827804 Alberta INc.o/a Green Target,"5827 Mullen Place, Edmonton, AB  T6R 0T5",1
1828252 Alberta Ltd o/a Rasoi The Indian Kitchen,"659 61st Street Southwest, Edmonton, AB  T6X 0G2",4
1829374 Alberta Ltd. o/a Kreative Kidz Childcare,"37 Sioux Road, Sherwood Park, AB  T8A 4C7",1
1830417 Alberta Ltd o/a ServiceMaster of Edmonton Commercial,"32 Sioux Road, Sherwood Park, AB  T8A 4X1",1
1831300 Alberta Ltd o/a Pizza Hut,"10605A 100th Avenue, Morinville, AB  T8R 1A2",3
1832554 Alberta Ltd o/a Villa Madina Marlborough,"144 Castleglen Way Northeast, Calgary, AB  T3J 1T3",3
1832821 Alberta Ltd o/a The Sushi Factory,"5204 50th Street, Suite 5, Leduc, AB  T9E 6Z6",1
1833360 Alberta Ltd. o/a Burger Baron,"3909 37th Avenue, Whitecourt, AB  T7S 0C3",1
1834562 Alberta Ltd o/a Mucho Burrito Sumerside,"1132 91st Street Southwest, Edmonton, AB  T6X 0P2",2
1835705 Alberta Ltd o/a Gunn Esso & Store,"PO Box 179, Gunn, AB  T0E 1A0",1
1835737 Alberta Inc o/a Wok Box,"4 McLeod Avenue, Suite 120, Spruce Grove, AB  T7X 4B8",1
1836191 Alberta Ltd o/a New Asian Village Sweets and Catering,"9308 34th Avenue, Edmonton, AB  T6E 5X8",1
1836199 Alberta Ltd o/a Subway-Home Depot,"5608 McLuhan Place, Edmonton, AB  T6R 0J4",1
1836695 Alberta Ltd. o/a Wok Box Red Deer North,"6130 67th Street, Suite 210, Red Deer, AB  T4P 3M1",1
1836801 Alberta Ltd o/a Sorrentinos Catering,"10665 109th Street, Edmonton, AB  T5H 3B5",1
1836805 Alberta Ltd o/a Buco Pizzeria,"10665 109th Street, Edmonton, AB  T5H 3B5",5
1838258 Alberta Ltd o/a Southfort Inn,"140 Town Crest Road, Fort Saskatchewan, AB  T8L 0G7",3
1840494 Alberta Ltd O/A Sammy's Family Restaurant,"4320 42nd Street, Vermilion, AB  T9X 1J7",2
1840512 Alberta Ltd o/a Opa of Greece,"9378 Southport Drive, Suite 105, Fort Saskatchewan, AB  T8L 0C5",3
1842387 Alberta Ltd. o/a Cardston Subway,"PO Box 2220, Cardston, AB  T0K 0K0",1
1845421 Alberta Ltd o/a Jesse's Liquor Shack,"960 East Noel Drive, Wabasca, AB  T0G 2K0",3
1847132 Alberta Ltd o/a Buster's Pizza Donair & Pasta,"9753 90th Street, Fort Saskatchewan, AB  T8L 1K6",3
1847845 Alberta Ltd. o/a Tamarack Inn,"4904 45th Street, PO Box 2860, Rocky Mountain House, AB  T4T 1P2",4
1847991 Alberta Ltd o/a Yellowhead Shell,"17830 Stony Plain Road, Edmonton, AB  T5S 1A4",1
1848219 Alberta Ltd. o/a Subway Restaurant,"99 Falbury Crescent Northeast, Calgary, AB  T3J 1H8",2
1848717 Alberta Ltd o/a On Tap Pub & Eatery,"10390 51st Avenue, Edmonton, AB  T6H 5X6",1
1849149 Alberta Ltd dba Shawarma Empire,"218 Saddletowne Circle Northeast, Suite 104, Calgary, AB  T3J 0C9",2
1849470 Alberta Ltd dba Origin India,"10511 82nd Avenue Northwest, Edmonton, AB  T6E 2A3",1
1850986 Alberta Ltd o/a Nail It Spa,"7008 109th Street Northwest, Suite 102, Edmonton, AB  T6H 3C1",1
1851371 Alberta Ltd. o/a AFC Sushi,"150 Millrise Boulevard Southwest, Suite 2000, Calgary, AB  T2Y 5G7",1
1851501 Alberta Ltd dba The Avenue Club,"1232 Hollands Close, Edmonton, AB  T6R 3N4",1
1851612 Alberta Ltd o/a Nicks Family Restaurant,"Box 1919, Hanna, AB  T0J 1P0",1
1852353 Alberta Ltd./Hub Hotel,"5022 50th Street, PO Box 450, Mayerthorpe, AB  T0E 1N0",1
1853102 Alberta Ltd. o/a Boston Pizza,"5309 50th Avenue, Leduc, AB  T9E 6T2",2
1854615 Alberta Ltd. o/a Goji's Frozen Yogurt,"8650 112th Avenue Northwest, Suite 6116, Calgary, AB  T3R 0R5",2
1856351 Alberta Ltd. dba Second Cup,"3735 14th Street Northwest, Edmonton, AB  T6T 0H9",1
1857222 Alberta Ltd. o/a Namu,"1303 Mayor Magrath Drive South, Lethbridge, AB  T1K 2R1",1
1860236 Alberta Ltd o/a Sweet Basil,"8720 Franklin Avenue, Suite 10, Fort McMurray, AB  T9H 3K8",3
1861574 Alberta Ltd o/a Warburg FasGas,"6011 50th Street, PO Box 27, Warburg, AB  T0C 2T0",1
1861686 Alberta Ltd o/a The Ox Liquor Shack,"4507 50th Street, Innisfail, AB  T4G 1P2",1
18640976 Magic Siding Ltd o/a Magic Siding Ltd,"83 Cochrane Lake Trail, Cochrane, AB  T4C 2A9",2
1865549 Alberta Ltd o/a Tim Hortons,"6721 Gaetz Avenue, Red Deer, AB  T4N 4C9",8
1865653 Alberta Ltd. o/a 99 Ave Liquor Store,"10002B 99th Avenue, Fort Saskatchewan, AB  T8L 1K5",1
1866662 Alberta Ltd o/a Pop-A-Lock of Edmonton,"524 Stewart Crescent Southwest, Edmonton, AB  T6X 0A8",1
1869783 Alberta Ltd. o/a Fas Gas Hilltop,"3818 Kelper Street, PO Box 365, Whitecourt, AB  T7S 1N5",1
1871297 Alberta Ltd O/A Magnet AG Foods,"5021 50th Avenue, Castor, AB  T0C 0X0",1
1873548 Alberta Ltd o/a Lazer Wash,"6104 67A Street, Red Deer, AB  T4P 3E8",2
1875785 Alberta Ltd. o/a The Rack,"4904 45th Street, PO Box 2860, Rocky Mountain House, AB  T4T 1P2",3
1876505 Alberta Ltd. o/a Cafe Sorrentino City Center,"10665 109th Street, Edmonton, AB  T5H 3B5",3
1877939 Alberta Ltd. o/a Star Indian Cuisine,"PO Box 4063, Olds, AB  T4H 1P7",1
1878578 Alberta Ltd. o/a Joy Kitchen,"605 2nd Street North, Three Hills, AB  T0M 2A0",1
1879624 Alberta Ltd. o/a Lakeland Drive Inn,"5318 55th Street, Cold Lake, AB  T9M 1R3",2
1880719 Alberta Ltd o/a Gunn Cafe,"PO Box 179, SE A 10 55 3 5, Gunn, AB  T0E 1A0",1
1885131 Alberta Ltd o/a Esso 24 and 7,"4745 32nd Street, Red Deer, AB  T4N 5V1",1
1886647 Alberta Ltd o/a Subway,"PO Box 247, Viking, AB  T0B 4N0",2
1887921 Alberta Ltd o/a Vivid Renovations,"17311 103rd Avenue Northwest, Suite 200, Edmonton, AB  T5S 1J4",3
1900699 Alberta Ltd o/a Pizza Hut,"6102 48th Avenue, Camrose, AB  T4V 0K4",2
1926679 Alberta Ltd o/a Mac's Convenience Store,"1 Sylvan Drive, Sylvan Lake, AB  T4S 1J9",1
1st Choice Construction & Certified Grain Bins Ltd,"Box 175, Burdett, AB  T0K 0J0",25
1st TechniCall Systems Inc.,"4010 9th Avenue North, Suite 5, Lethbridge, AB  T1H 6T8",1
2 Lazy 2 Stockfarms Ltd,"Box 82, Caroline, AB  T0M 0M0",1
2 Noor Enterprises Ltd o/a Kingsway Auto Village,"642 Kingsway Avenue Southeast, Medicine Hat, AB  T1A 2X1",1
2013940826 Alberta Ltd. o/a Chameleon Topcoatings Ltd,"26217 Township 544, Sturgeon County, AB  T8T 1N3",2
2020 DSS Inc.,"2407 104th Street Northwest, Edmonton, AB  T6J 4R1",1
202870 Alta Ltd o/a Great Northern Snowcat Skiing,"31096 Coyote Valley Road, Calgary, AB  T3L 2R1",1
21 Century Seafood Inc,"5622 Burbank Crescent Southeast, Unit 1, Calgary, AB  T2G 1Z6",1
255509 Alberta Ltd o/a Austin's Bar & Grill,"11625 Elbow Drive Southwest, Suite 11, Calgary, AB  T2W 1G8",3
256961 Alberta Ltd,"141051A Range Road 161, Box 180, Vauxhall, AB  T0K 2K0",17
259329 Alberta Ltd o/a Bonasera Pizza Sports Bar,"1204 Edmonton Trail Northeast, Calgary, AB  T2E 3K5",1
265878 Alberta Ltd. o/a Big Horn Motor Inn,"10019 100th Street, PO Box 689, Grande Cache, AB  T0E 0T0",4
278136 Alberta Ltd. dba Echo A.V. Unlimited,"11101 100th Street, Grande Prairie, AB  T8V 2N2",1
279626 Alberta Ltd. o/a Boston Pizza (Fort Road),"5515 137th Avenue, Edmonton, AB  T5A 3L4",1
279626 Alberta Ltd. o/a Boston Pizza Clareview,"13803 42nd Street, Edmonton, AB  T5Y 3E1",2
280299 Alberta Ltd o/a New York Bagel Cafe,"8430 Gateway Boulevard Northwest, Edmonton, AB  T6E 4B4",1
281122 Alberta Ltd o/a Lee Garden,"317 Woodvale Road, Edmonton, AB  T6L 3Z7",3
282525 Alberta Ltd o/a Fas Gas Millwoods Reddi Mart,"2831 66th Street, Edmonton, AB  T6K 4C8",3
282525 Alberta Ltd. o/a Centex Service & Wash,"16529 50th Street, Edmonton, AB  T5Y 0S4",1
298007 Alberta Ltd o/a Black Diamond Hotel,"105 Centre Aenue South, PO Box 418, Black Diamond, AB  T0L 0H0",3
300826 Alberta Ltd o/a Boston Pizza,"10456 Southport Road Southwest, Calgary, AB  T2W 3M5",2
305755 Alberta Ltd o/a Fort McMurray Vehicle Licensing & Registry,"625 Parsons Road Southwest, Suite 125, Edmonton, AB  T6X 0N9",1
313346 Alberta Ltd o/a Fast Track Signs & Printing,"11736 149th Street, Edmonton, AB  T5M 4E4",1
315155 Alberta Ltd o/a Fountain Tire,"234 St. Albert Road, St. Albert, AB  T8N 5H6",2
317411 Alberta Ltd. o/a Legends Pub & Grill,"2433 Fairway Plaza Road South, Lethbridge, AB  T1K 6Z2",2
322304 Alberta Ltd o/a Mountain Pizza & Steak House,"3823 Highway Street, Box 1469, Whitecourt, AB  T7S 1P3",1
