Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,,KNK Food Services Ltd,"DELTA, BC V4C 5A1",6311-Superviseurs des services alimentaires,2
,,KOOTENAY KABAB MEDITERRANEAN CUISINE LTD,"TRAIL, BC V1R 4C3",0631-Directeurs de la restauration et des services alimentaires,1
,,Loro Child Care Ltd. o/a Kiddie Kollege Daycare,"RICHMOND, BC V6W 1E8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Mahek Restaurant & Lounge Ltd,"Surrey, BC V3V 4B9",6322-Cuisiniers,3
,,Meadow Sushi Japanese Restaurant Ltd.,"Pitt Meadows, BC V3Y 2E9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Megan Holdings Inc,"VICTORIA, BC V8X 5C8",6312-Gouvernants principaux,1
,,Mincey O.C. Foods Ltd o/a Dairy Queen,"SURREY, BC V3W 7T9",6311-Superviseurs des services alimentaires,1
,,Minerva Pizza & Restaurants Ltd.,"Vancouver, BC V6M 2A5",0631-Directeurs de la restauration et des services alimentaires,1
,,Momijian Japanese Cuisine Ltd.,"North Vancovuer, BC V7G 1C3",6322-Cuisiniers,1
,,Mplus Trading & Enterprise Ltd. o/a Fatburger Coquitlam,"Coquitlam, BC V3K 6G9",6311-Superviseurs des services alimentaires,1
,,MSJ Park Enterprise Ltd DBA Subway,"Victoria, BC V9B 2X3",0631-Directeurs de la restauration et des services alimentaires,1
,,Objects of Desire Fashions Inc.,"VANOUVER, BC V6A 4J6",6222-Acheteurs des commerces de détail et de gros,1
,,PACE HOLDINGS CANADA INC o/a Avis Car,"NORTH VANCOUVER, BC V7R 4S4",6211-Superviseurs des ventes - commerce de détail,1
,,PASSION8 ENTERPRISES LTD,"Vancouver, BC V5Z 2V9",6332-Boulangers-pâtissiers,1
,,Prabu Foods Inc.,"SURREY, BC V3W 4E1",6322-Cuisiniers,3
,,Provence Marinaside Foods Ltd.  o/a Provence Marinaside,"VANCOUVER, BC V6Z 2Y3",6321-Chefs,1
,,Rangoli Catering & Sweets Ltd,"SURREY, BC V3S 2A7",6311-Superviseurs des services alimentaires,1
,,Reach For The Stars Montessori Learning Academy Inc.,"BURNABY, BC V5H 4H7",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Sabor Foods Ltd. o/a BG Urban Grill,"Whistler, BC V0N 1B4",6322-Cuisiniers,2
,,Sachdev Enterprises Ltd. (dba) Panago Pizza,"ALDERGROVE, BC V3W 3L6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Seacastle Enterprises Inc. o/a Burger King,"VICTORIA, BC V9B 1H9",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,1
,,Seneca Building Maintenance Ltd,"SURREY, BC V3W  3A",1311-Techniciens en comptabilité et teneurs de livres,1
,,Shalom Daycare Inc.,"Victoria, BC V8W 2J3",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Simply Holdings Ltd.,"COQUITLAM, BC V3E 0A8",6332-Boulangers-pâtissiers,1
,,Skyway Brands Ventures Inc. o/a Tim Hortons,"RICHMOND, BC V7B 1Y7",6332-Boulangers-pâtissiers,1
,,Snackshot Enterprise Ltd.,"VANCOUVER, BC V6P 4Z2",0631-Directeurs de la restauration et des services alimentaires,1
,,Spark International Trading Ltd.,"Burnaby, BC V5E 1C4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Sundial Management Inc,"Whistler, BC V0N 1B4",6315-Surveillants des services de nettoyage,1
,,The Elk Valley Dolphins Swim Club Society,"Fernie, BC V0B 1M0",5252-Entraîneurs,1
,,TM Tilemart Ltd.,"LANGLEY, BC V2Y 1N1",6211-Superviseurs des ventes - commerce de détail,2
,,Trans Peace Financial Corp.,"Fort St. John, BC V1J 2B3",6311-Superviseurs des services alimentaires,1
,,Vector International Academy Corp.,"VANCOUVER, BC V6E 2R1",1241-Adjoints administratifs,1
,,Vishvkarma Development Ltd.,"WHITE ROCK, BC V4B 1B7",1311-Techniciens en comptabilité et teneurs de livres,1
,,"Yuchang Oh, Boksoon Park o/a Sushi Day Restaurant","NORTH VANCOUVER, BC V7J 3S8",6322-Cuisiniers,1
,,Yulancy Enterprises Ltd. o/a Cultures,"Langley, BC V1M 2W5",6322-Cuisiniers,1
,  Agriculture primaire,0912031 BC Ltd.,"DELTA, BC V4C 5A1",8431-Ouvriers agricoles,20
,,Arise Ventures Ltd,"Oliver, BC V0H 1T0",8431-Ouvriers agricoles,9
,,"Atlasta Tree Nursery, Inc.","Chilliwack, BC V4Z 0B3",8432-Ouvriers de pépinières et de serres,2
,,Desert Hills Estate Winery Inc.,"Oliver, BC V0H 1T1",0821-Gestionnaires en agriculture,1
,,Erica Enterprises Ltd,"PITT MEADOWS, BC V3Y 1Z1",8432-Ouvriers de pépinières et de serres,3
,,Fresh Quality Produce Ltd,"Abbotsford, BC V3G 0C6",8431-Ouvriers agricoles,9
,,Jaedel Enterprises (1978) Ltd.,"ABBOTSFORD, BC V2T 4X3",0821-Gestionnaires en agriculture,3
,,KSG Farms Services Ltd.,"ABBOTSFORD, BC V4X 1S1",8431-Ouvriers agricoles,50
,,Mark Anthony Group Inc.,"Oliver, BC V0H 1T1",8431-Ouvriers agricoles,15
,,Meadowland Farms Inc,"Pitt Meadows, BC V3Y 2R9",8431-Ouvriers agricoles,18
,,Odyssey Ventures Ltd.,"Oliver, BC V0H 1T1","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",2
,,PMK Dhaliwal Enterprises Ltd,"SUREY, BC V3S 6Y7",8431-Ouvriers agricoles,24
,,Premium Vineyard Management,"Penticton, BC V2A 8M9",8431-Ouvriers agricoles,5
,,Rainbow Poultry Ltd,"CHILLIWACK, BC V2R 4N9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Sahota Farms Ltd,"Abbotsford, BC V3G 2S1",8431-Ouvriers agricoles,110
Nunavut,    Haut salaire,Centre de la Petite Enfance les Petits Nanooks,"Iqaluit, NU X0A 0H0",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,   Bas salaire,5514 Nunavut Inc.,"Iqaluit, NU X0A 0H0",6611-Caissiers,1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,    Haut salaire,Biscuit Filmworks,"LOS ANGELES, 90038","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,Epoch Films,"LOS ANGELES, 90038","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,Epoch Media Group,"NEW YORK, 10014","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Frozen Man Inc.,"New York, 10011","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Humble TV, LLC","New York, 10011","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Iconoclast Content Inc,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,Merman,"Los Angeles, 90045","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Morton Jankel Zander, Inc","Los Angeles, 90064","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Park Pictures, LLC","New York, 10010","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Radical Media LLC,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",5
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Something Ideal, Inc / M SS NG P ECES","BROOKLYN, 11222","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Station Film,"NEW YORK, 11222","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Stink LTD,"LONDON, EC1V9HL","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Superprime Films,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",3
,,"The Corner Shop, Inc.","LOS ANGELES, 90025","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Tool of North America LLC,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Notes:,,,,,
1. Tous les renseignements utilisés dans la présente publication proviennent du Système d'étude d'impact sur le marché du travail (SEIMT) d'Emploi et Développement social Canada.,,,,,
"2. Cette liste exclut tous les informations personnelles, tels que le nom des employeurs des fournisseurs de soins à domicile ou les noms d'entreprises qui incluent des noms personnels. Pour cette raison, cette liste est incomplète et ne contient pas tous les employeurs qui ont soumis ou obtenu une EIMT. Si un employeur souhaite communiquer avec EDSC concernant l'exactitude de leur information, prière de communiquer au NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.  ",,,,,
3. Les noms des employeurs sont entrés manuellement dans le Système et peuvent faire l’objet d’erreurs dans la saisie de donnée.           ,,,,,
" 4. Le système de Classification nationale des professions (CNP) 2011, est utilisé depuis novembre 2016. Avant novembre 2016, les professions classifiées sous le CNP 2006 étaient converti selon les professions correspondantes sous le CNP 2011. Une concordance empirique développée par Statistique Canada a été utilisée pour identifier la classification équivalente.                                                                              ",,,,,
"5. En vigueur à partir de février 2018, toutes les EIMT en appui à la résidence permanente (RP) sont exclues des rapports statistiques du PTET, sauf lorsque distinguées séparément. Ceci pourrait affecter les statistiques rapportées au fil du temps.",,,,,
"6. Les données issues du SEIMT concernent le nombre de postes de TÉTs visés, et non le nombre de permis de travail délivrés. Pour obtenir des renseignements sur le nombre de permis de travail délivrés, consultez le document: Faits et chiffres d'Immigration, Réfugiés et Citoyenneté Canada (IRCC) : www.cic.gc.ca/francais/ressources/statistiques/menu-faits.asp",,,,,
"7. Les chiffres indiqués dans la présente publication peuvent différer légèrement de ceux contenus dans les versions précédentes des statistiques des EIMT, en raison des mises à jour des données qui ont eu lieu entre temps.",,,,,
