Province/Territory,"Program Stream","Employer ","Address ","Occupation ","Approved Positions"
Manitoba,"High Wage","7354810 Manitoba Ltd.","winnipeg, MB R3M 0W3",6321-Chefs,1
Manitoba,"High Wage","All Rig Towing Service Ltd","West Saint Paul, MB R4A 5A9","7511-Transport truck drivers",2
Manitoba,"High Wage","Amos Okemow Memorial School","God's River, MB R0B 0N0","4031-Secondary school teachers",1
Manitoba,"High Wage","Boss Security Ltd","Winnipeg, MB R2X 2Y1","1221-Administrative officers",2
Manitoba,"High Wage","Boss Security Ltd","Winnipeg, MB R2X 2Y1","6316-Other services supervisors",2
Manitoba,"High Wage","Cadx Group Ltd","Winnipeg, MB R2V 3M5","7511-Transport truck drivers",4
Manitoba,"High Wage","Crossloads Inc.","Winnipeg, MB R3T 2T3","7511-Transport truck drivers",4
Manitoba,"High Wage","DESI SWAGGER'S TRANSLINES LTD","WINNIPEG, MB R2R 2Z2","7511-Transport truck drivers",3
Manitoba,"High Wage","Gora Jaimal Wala Transport Ltd.","Rosser, MB R0C 3A0","7511-Transport truck drivers",3
Manitoba,"High Wage","Greenstone Building Products Ltd.","Brandon, MB R7A 7P8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Manitoba,"High Wage","H AND JB TRANSPORT INC.","Winnipeg, MB R2R 2W5","1241-Administrative assistants",1
Manitoba,"High Wage","H AND JB TRANSPORT INC.","Winnipeg, MB R2R 2W5","7511-Transport truck drivers",3
Manitoba,"High Wage","HMT BUILDING SERVICES LTD.","WINNIPEG, MB R2P 2R3","6315-Cleaning supervisors",2
Manitoba,"High Wage","HMT BUILDING SERVICES LTD.","WINNIPEG, MB R2P 2R3","6731-Light duty cleaners",4
Manitoba,"High Wage","Khalsa Haulage Ltd","Winnipeg, MB R2P 0C4","7511-Transport truck drivers",2
Manitoba,"High Wage","PORTAGE RIVER TRANSPORT LTD.","WINNIPEG, MB R2P 1S4","7511-Transport truck drivers",2
Manitoba,"High Wage","Prime Properties Ltd.","Winnipeg, MB R2P 0N2","0714-Facility operation and maintenance managers",1
Manitoba,"High Wage","Prime Properties Ltd.","Winnipeg, MB R2P 0N2","1241-Administrative assistants",1
Manitoba,"High Wage","Prime Properties Ltd.","Winnipeg, MB R2P 0N2","6315-Cleaning supervisors",1
Manitoba,"High Wage","R Hind Transport Ltd.","Winnipeg, MB R2R 0S8","7511-Transport truck drivers",4
Manitoba,"High Wage","Roadino Transport Inc.","Winnipeg, MB R2R 0H3","7511-Transport truck drivers",3
Manitoba,"High Wage","Seven Oaks School Division","winnipeg, MB R2V 4E7","4032-Elementary school and kindergarten teachers",1
Manitoba,"High Wage","SHAMSHER TRANSPORTS LTD","WINNIPEG, MB R2R 1C5","7511-Transport truck drivers",5
Manitoba,"High Wage","Shared Health Inc","Winnipeg, MB R3C 3H8","3111-Specialist physicians",1
Manitoba,"High Wage","Sikhan Wala Transport Ltd","Winnipeg, MB R2P 0Y7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Manitoba,"High Wage","SPEED-X TRANSPORT INC","WINNIPEG, MB R2P 1K9","7511-Transport truck drivers",4
Manitoba,"High Wage","Stallion Trucking Lines Ltd.","WINNIPEG, MB R2P 1M2","7511-Transport truck drivers",3
Manitoba,"High Wage","Trademark Logistics Inc","Winnipeg, MB R3L 2B8","7511-Transport truck drivers",4
Manitoba,"High Wage","University of Manitoba","Winnipeg, MB R3T 2N2","4011-University professors and lecturers",6
Manitoba,"High Wage","University of Winnipeg","Winnipeg, MB R3B 2E9","4011-University professors and lecturers",1
Manitoba,"High Wage","Winnipeg Regional Health Authority","Winnipeg, MB R3B 1E2","3111-Specialist physicians",1
Manitoba,"High Wage","Winnipeg Trend Line Inc.","Winnipeg, MB R3G 0C2","7511-Transport truck drivers",12
Manitoba,"Low Wage","10029628 MANITOBA LTD.","ST.MARTIN, MB R0C 2T0","6211-Retail sales supervisors",1
Manitoba,"Low Wage","10029628 MANITOBA LTD.","ST.MARTIN, MB R0C 2T0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Manitoba,"Low Wage","10057106 Manitoba Ltd","Thompson, MB R8N 0H4","7611-Construction trades helpers and labourers",2
Manitoba,"Low Wage","5438404 Manitoba Ltd o/a Domino's Pizza","Steinbach, MB R5G 1V5","6311-Food service supervisors",1
Manitoba,"Low Wage","6340556 Manitoba Ltd o/a Domino's Pizza","Winnipeg, MB R3N 0J8","6311-Food service supervisors",1
Manitoba,"Low Wage","7100477 Manitoba Ltd","Winnipeg, MB R3B 0R3",6322-Cooks,1
Manitoba,"Low Wage","7213255 MANITOBA LTD.","Winnipeg, MB R3C 1M8","6311-Food service supervisors",1
Manitoba,"Low Wage","7583118 Manitoba Ltd.","Stonewall, MB R0C 2Z0","6311-Food service supervisors",2
Manitoba,"Low Wage","A27 Inc.","Winnipeg, MB R3G 0M6","6311-Food service supervisors",1
Manitoba,"Low Wage","ALA Masonry and Contracting Inc","STE GENEVIEVE, MB R5J 0B4","7611-Construction trades helpers and labourers",1
Manitoba,"Low Wage","BAIRAHA ENTERPRISE INC","WINNIPEG, MB R2V 4E2","6211-Retail sales supervisors",2
Manitoba,"Low Wage","Bepul & Nabila Corporation","Winnipeg, MB R3Y 0L2",6322-Cooks,1
Manitoba,"Low Wage","Corner Deli Ltd. 1991","Thompson, MB R8N 0M2",6322-Cooks,1
Manitoba,"Low Wage","GBG Group Inc","Winnipeg, MB R3B 3N3",6321-Chefs,1
Manitoba,"Low Wage","GBG Group Inc","Winnipeg, MB R3P 2M6",6321-Chefs,1
Manitoba,"Low Wage","Get N Go Pizza and Wings","Winnipeg, MB R2G 2L7",6322-Cooks,1
Manitoba,"Low Wage","Ileen International Investment Inc.","Winnipeg, MB R3L 2T4","6314-Customer and information services supervisors",1
Manitoba,"Low Wage","Indian Food Corner Inc.","Winnipeg, MB R3T 2B8",6322-Cooks,1
Manitoba,"Low Wage","MADINA GROCER AND HALAL MEAT INC","WINNIPEG, MB R2M 5G8","6211-Retail sales supervisors",1
Manitoba,"Low Wage","MADINA GROCER AND HALAL MEAT INC","WINNIPEG, MB R2M 5G8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",3
Manitoba,"Low Wage","OM Shivay Enterprise Inc","The Pas, MB R9A 1K8","6311-Food service supervisors",1
Manitoba,"Low Wage","SUSHI EDOICHI","Winnipeg, MB R3J 0G2",6322-Cooks,1
Manitoba,"Low Wage","Timvir LTD.","Virden, MB R0M 2C0","6311-Food service supervisors",1
Manitoba,"Primary Agriculture","Calvern Farms Ltd.","Argyle, MB R0C 0B0","8431-General farm workers",2
Manitoba,"Primary Agriculture","Canmark Family Farming Ltd.","Roblin, MB R0L 1P0","8431-General farm workers",6
Manitoba,"Primary Agriculture","Dufferin Market Gardens Ltd.","Carman, MB R0G 0J0","8431-General farm workers",4
Manitoba,"Primary Agriculture","Elskamp Dairy Farm Inc.","Woodlands, MB R0C 3H0","8431-General farm workers",2
Manitoba,"Primary Agriculture","La Bass Holsteins Ltd.","La Broquerie, MB R0A 0W0","8431-General farm workers",2
Manitoba,"Primary Agriculture","Lance Miller Ltd","Swan River, MB R0L 1Z0","8431-General farm workers",1
Manitoba,"Primary Agriculture","Searle Greenhouses Ltd","East Selkirk, MB R0E 0M0","8432-Nursery and greenhouse workers",24
Manitoba,"Global Talent Stream","Coldwin Software Inc.","Winnipeg, MB R3T 1Y6","2174-Computer programmers and interactive media developers",1
Manitoba,"Global Talent Stream","HyLife Ltd.","La Broquerie, MB R0A 0W0","2121-Biologists and related scientists",1
Manitoba,"Global Talent Stream","IC Group Inc","Winnipeg, MB R3Y 1G4","2174-Computer programmers and interactive media developers",1
Manitoba,"Global Talent Stream","SUPERIOR FINISHES INC","WINNIPEG, MB R2X 2W3",2112-Chemists,1
Manitoba,"Global Talent Stream","UBISOFT ENTERTAINMENT INC.","Winnipeg, MB R3B 0S5","2174-Computer programmers and interactive media developers",1
Saskatchewan,"High Wage","101286266 SASKATCHEWAN LTD.","RM of Sherwood, SK S4K 0A3","7511-Transport truck drivers",5
Saskatchewan,"High Wage","101290474 Saskatchewan Ltd","Saskatoon, SK S7K 3J8","7312-Heavy-duty equipment mechanics",1
Saskatchewan,"High Wage","102077379 SASKATCHEWAN LTD","Prince Albert, SK S6V 2A7","6532-Outdoor sport and recreational guides",2
Saskatchewan,"High Wage","102086066 SASKATCHEWAN LTD","Senlac, SK S0L 2Y0","6532-Outdoor sport and recreational guides",2
Saskatchewan,"High Wage","102118153 / White Hill Transport Inc","Regina, SK S4T 0Y2","7511-Transport truck drivers",4
Saskatchewan,"High Wage","3D Entertainment Group Inc","Saskatoon, SK S7W 1B9","5232-Other performers, n.e.c.",1
Saskatchewan,"High Wage","609906 Sask Ltd.","Kinistino, SK S0J 1H0","7312-Heavy-duty equipment mechanics",2
Saskatchewan,"High Wage","AgriLink Equipment Ltd","Brownlee, SK S0H 0M0","7312-Heavy-duty equipment mechanics",1
Saskatchewan,"High Wage","Ahluwalia'z Transport Ltd.","Regina, SK S4N 5B1","7511-Transport truck drivers",5
Saskatchewan,"High Wage","BPO & P, INC.","SALTCOATS, SK S0A 3R0","6532-Outdoor sport and recreational guides",3
Saskatchewan,"High Wage","Citylife Investment Corp","Saskatoon, SK S7L 6A2",7271-Carpenters,1
Saskatchewan,"High Wage","Feathered Fowl Outfitters Inc.","North Battleford, SK S9A 3W2","6532-Outdoor sport and recreational guides",1
Saskatchewan,"High Wage","FRONTLINE WATERFOWL, LLC","Spruce Lake, SK S0M 2W0","6532-Outdoor sport and recreational guides",3
Saskatchewan,"High Wage","Gillz Transport Ltd.","Saskatoon, SK S7L 6A8","7511-Transport truck drivers",3
Saskatchewan,"High Wage","Haryanvi Brothers Ltd (HBL)","Lloydminster, SK S9V 0W7","0601-Corporate sales managers",1
Saskatchewan,"High Wage","LIGHTS OUT WATERFOWL LTD","Saskatoon, SK S7K 1M6","6532-Outdoor sport and recreational guides",4
Saskatchewan,"High Wage","LOGIX TRANSPORTATION LIMITED","regina, SK S4S 4E1","7511-Transport truck drivers",2
Saskatchewan,"High Wage","Mallette Waterfowl LLC","Kelfield, SK S0K 2C0","6532-Outdoor sport and recreational guides",3
Saskatchewan,"High Wage","Pacific Wings Prairie Outfitters LTD","Rosetown, SK S0L 2V0","6532-Outdoor sport and recreational guides",2
Saskatchewan,"High Wage","Precision concrete corporation","WHITE CITY, SK S4L 5B1","7282-Concrete finishers",2
Saskatchewan,"High Wage","Quack Attack Canada Ltd.","Canwood, SK S0J 0B4","6532-Outdoor sport and recreational guides",1
Saskatchewan,"High Wage","Reach International Recruitment & Immigration Inc.","Regina, SK S4S 5S8","1311-Accounting technicians and bookkeepers",1
Saskatchewan,"High Wage","Timberlost Outfitting LTD.","Leoville, SK S0J 1N0","6532-Outdoor sport and recreational guides",1
Saskatchewan,"Low Wage","101244177 SK Ltd","Regina, SK S0G 5K0","7612-Other trades helpers and labourers",1
Saskatchewan,"Low Wage","102002308 Saskatchewan Ltd.","Regina Beach, SK S0G 4C0","6311-Food service supervisors",1
Saskatchewan,"Low Wage","102002308 Saskatchewan Ltd.","Regina Beach, SK S0G 4C0",6332-Bakers,1
Saskatchewan,"Low Wage","102016654 Saskatchewan Inc.","Strasbourg, SK S0G 4V0",6322-Cooks,1
Saskatchewan,"Low Wage","102049003 Saskatchewan Ltd.","Wakaw, SK S0K 4P0","6311-Food service supervisors",1
Saskatchewan,"Low Wage","102058254 Saskatchewan Ltd.","La Ronge, SK S0J 1L0","6311-Food service supervisors",1
Saskatchewan,"Low Wage","1395911 Alberta Ltd.","Maidstone, SK S0M 1M0","6513-Food and beverage servers",2
Saskatchewan,"Low Wage","6846068 Canada Inc.","Indian Head, SK S0G 2K0",6322-Cooks,2
Saskatchewan,"Low Wage","Basile & Sons Holdings Ltd.","Weyburn, SK S4H 0V9","6311-Food service supervisors",1
Saskatchewan,"Low Wage","Caraway Grill LTD","Regina, SK S4P 1X3",6322-Cooks,2
Saskatchewan,"Low Wage","Church of God in Christ Mennonite-Endeavour Congregation Inc.","ENDEAVOUR, SK S0A 0W0","4217-Other religious occupations",1
Saskatchewan,"Low Wage","Downtown Nail Spa Inc.","Regina, SK S4P 2B4","6562-Estheticians, electrologists and related occupations",4
Saskatchewan,"Low Wage","Emrose Cleaning Service Ltd.","Saskatoon, SK S7L 4Y7","6731-Light duty cleaners",2
Saskatchewan,"Low Wage","Grenfell Building Supplies (2004) Ltd.","Grenfell, SK S0G 2B0","6421-Retail salespersons",1
Saskatchewan,"Low Wage","Hana Nails and Spa Limited","Saskatoon, SK S7V 0L7","6562-Estheticians, electrologists and related occupations",2
Saskatchewan,"Low Wage","Haryanvi Brothers Ltd (HBL)","Lloydminster, SK S9V 0W7","6211-Retail sales supervisors",1
Saskatchewan,"Low Wage","Pine Ridge Construction Ltd.","Bredenbury, SK S0A 0H0","7291-Roofers and shinglers",1
Saskatchewan,"Low Wage","Star anise grill-indian bistro ltd","Regina, SK S4P 0J2",6322-Cooks,3
Saskatchewan,"Low Wage","The Full Moon Tavern Ltd.","Kincaid, SK S0H 2J0","6311-Food service supervisors",1
Saskatchewan,"Low Wage","The Full Moon Tavern Ltd.","Kincaid, SK S0H 2J0",6322-Cooks,1
Saskatchewan,"Low Wage","Xing Long Grill Ltd","Saskatoon, SK S7K 1J9","6311-Food service supervisors",1
Saskatchewan,"Primary Agriculture","629952 Saskatchewan Ltd","Vanscoy, SK S0L 3J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Saskatchewan,"Primary Agriculture","Anxin Agriculture Development Ltd.","Melville, SK S0A 2P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Saskatchewan,"Primary Agriculture","Barrich Farms (2020) Ltd.","Outlook, SK S0L 2N0","8431-General farm workers",4
Saskatchewan,"Primary Agriculture","Ceylon Gap Feeders Inc.","Ceylon, SK S0C 0T0","0821-Managers in agriculture",1
Saskatchewan,"Primary Agriculture","Donahue Commodities Ltd.","Biggar, SK S0K 0M0","8431-General farm workers",1
Saskatchewan,"Primary Agriculture","KeJa Farms Incorporated","Assiniboia, SK S0H 0B0","8431-General farm workers",1
Saskatchewan,"Primary Agriculture","Kielstra Holsteins Inc","Asquith, SK S0K 0J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Saskatchewan,"Primary Agriculture","Misty Valley Ranch Ltd","Waseca, SK S0M 1M0","8431-General farm workers",2
Saskatchewan,"Primary Agriculture","Olypork Limited Partnership","Humboldt, SK S0K 2A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
Saskatchewan,"Primary Agriculture","Palmer Charolais Land & Cattle Co. Ltd.","Bladworth, SK S0G 0J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Saskatchewan,"Primary Agriculture","Prairie Dome Enterprises","Yorkton, SK S3N 2V6","8431-General farm workers",4
Saskatchewan,"Primary Agriculture","Prosko Farms Ltd.","Rose Valley, SK S0E 1M0","8431-General farm workers",5
Saskatchewan,"Primary Agriculture","Serhan Lands Ltd.","Hudson Bay, SK S0E 0Y0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Saskatchewan,"Primary Agriculture","Wenton Farms Ltd.","Waseca, SK S0M 3A0","8431-General farm workers",1
Saskatchewan,"Global Talent Stream","Viamo Inc.","Saskatoon, SK S7N 3R2","2173-Software engineers and designers",1
Alberta,"High Wage","1134860 Alberta Ltd.","Edmonton, AB T6E 6K4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Alberta,"High Wage","1319106 ALBERTA LTD","Calgary, AB T2H 1Z1","1241-Administrative assistants",1
Alberta,"High Wage","1568739 ALBERTA LTD","EDMONTON, AB T6L 6Z4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Alberta,"High Wage","1635978 Alberta Ltd.","Blackfalds, AB T0M 0J0","0601-Corporate sales managers",1
Alberta,"High Wage","1665367 Alberta Ltd","CALGARY, AB T2X 3R7","0631-Restaurant and food service managers",1
Alberta,"High Wage","1671701 Alberta Ltd","Calgary, AB T2N 4V8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Alberta,"High Wage","1731437 ALBERTA LTD","SHERWOOD PARK, AB T8B 1A7",7271-Carpenters,1
Alberta,"High Wage","1765477 Alberta Ltd","Canmore, AB T1W 0A6","0631-Restaurant and food service managers",1
Alberta,"High Wage","1816845 Alberta Ltd","Edmonton, AB T5Y 0S3","7305-Supervisors, motor transport and other ground transit operators",1
Alberta,"High Wage","1877040 Alberta Inc.","Edmonton, AB T5P 2T9","1221-Administrative officers",1
Alberta,"High Wage","1877040 Alberta Inc.","Edmonton, AB T5P 2T9","3219-Other medical technologists and technicians (except dental health)",1
Alberta,"High Wage","1911739 ALBERTA LTD.","Edmonton, AB T6X 2H2","1221-Administrative officers",1
Alberta,"High Wage","1912485 Alberta Ltd o/a Prime Taekwondo School","Beaumont, AB T4X 1T9","5254-Program leaders and instructors in recreation, sport and fitness",1
Alberta,"High Wage","1983282 Alberta Ltd.","Jasper, AB T0E 1E0","6316-Other services supervisors",1
Alberta,"High Wage","2013940826 Alberta Ltd. o/a Chameleon Topcoatings Ltd.","Edmonton, AB T5L 4L2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Alberta,"High Wage","2042886 Alberta Ltd","Edmonton, AB T5Z 3S3","7246-Telecommunications installation and repair workers",1
Alberta,"High Wage","2071687 Alberta Ltd","Calgary, AB T3C 0J8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Alberta,"High Wage","2071687 Alberta Ltd","Calgary, AB T3C 0J8","4166-Education policy researchers, consultants and program officers",1
Alberta,"High Wage","2080836 Alberta Ltd","Edmonton, AB T6T 0H2","1223-Human resources and recruitment officers",1
Alberta,"High Wage","2095311 Alberta Ltd.","Edmonton, AB T6P 1S8","0712-Home building and renovation managers",1
Alberta,"High Wage","2123924 Alberta Ltd","EDMONTON, AB T6B 3V1","2171-Information systems analysts and consultants",1
Alberta,"High Wage","2123924 Alberta Ltd","EDMONTON, AB T6B 3V1","2281-Computer network technicians",1
Alberta,"High Wage","2142371 Alberta Ltd.","Calgary, AB T2Z 3V8","0114-Other administrative services managers",1
Alberta,"High Wage","2190097 Alberta Ltd","St. Albert, AB T8N 2E7","7246-Telecommunications installation and repair workers",1
Alberta,"High Wage","2210938 Alberta Ltd. o/a AGMC","Edmonton, AB T5J 2Y2","2172-Database analysts and data administrators",1
Alberta,"High Wage","2218653 Alberta Ltd","Calgary, AB T2Z 3V8","1123-Professional occupations in advertising, marketing and public relations",1
Alberta,"High Wage","2226802 Alberta LTD.","Calgary, AB T3J 1Y6",7283-Tilesetters,1
Alberta,"High Wage","2253847 Alberta Ltd.","Two Hills, AB T0B 4K0","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
Alberta,"High Wage","332860 ALBERTA LTD.","Nisku, AB T9E 7W7","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
Alberta,"High Wage","376669 Alberta Ltd","Red Deer, AB T4R 1M3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Alberta,"High Wage","5centsCDN Inc.","Edmonton, AB T6X 0K6","2171-Information systems analysts and consultants",1
Alberta,"High Wage","794916 Alberta Ltd","Edmonton, AB T6B 2J8","6222-Retail and wholesale buyers",1
Alberta,"High Wage","A1 DELIVERY AND MOVING INC","Edmonton, AB T5Y 6E9","7305-Supervisors, motor transport and other ground transit operators",1
Alberta,"High Wage","Aadi Developments Ltd","Edmonton, AB T6X 0H6","7284-Plasterers, drywall installers and finishers and lathers",1
Alberta,"High Wage","Active homes Ltd","Edmonton, AB T6B 0A9",7271-Carpenters,1
Alberta,"High Wage","Admiral Painting and Decorating Ltd","Calgary, AB T2K 2H8","7294-Painters and decorators (except interior decorators)",1
Alberta,"High Wage","AKAL DRYWALL & CONTRACTING LTD.","EDMONTON, AB T6E 4M9","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
Alberta,"High Wage","Alberta Health Services","MEDICINE, AB T1A 4H6","3111-Specialist physicians",2
Alberta,"High Wage","Alberta Waterfowl LLC","Empress, AB T0J 1E0","6532-Outdoor sport and recreational guides",3
Alberta,"High Wage","AM Construction Group Ltd","Edmonton, AB T6H 5K8","7282-Concrete finishers",2
Alberta,"High Wage","AMG Grand Corporation","Spruce grove, AB T7X 0W3","0651-Managers in customer and personal services, n.e.c.",1
Alberta,"High Wage","APOLLO KITCHENS INC.","Calgary, AB T2K 5X3","7231-Machinists and machining and tooling inspectors",1
Alberta,"High Wage","Applewood Renovations Ltd.","calgary, AB T3G 4W1","7295-Floor covering installers",2
Alberta,"High Wage","AvanTech Inc.","Calgary, AB T3H 4K2","2174-Computer programmers and interactive media developers",1
Alberta,"High Wage","Azteca Builders Ltd.","Edmonton, AB T5T 7A7","7284-Plasterers, drywall installers and finishers and lathers",11
Alberta,"High Wage","AZZ WSI Canada, ULC","Leduc, AB T9E 0Z5","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1
Alberta,"High Wage","Bear and Pear Productions, Inc.","Calgary, AB T2P 4K9","2172-Database analysts and data administrators",1
Alberta,"High Wage","Boucher Bros. Lumber Ltd.","Nampa, AB T0H 2R0","8241-Logging machinery operators",1
Alberta,"High Wage","BUSY BOYZ EXTERIOR LTD.","Sherwood Park, AB T8B 1H1","7284-Plasterers, drywall installers and finishers and lathers",2
Alberta,"High Wage","Byblos Bakery Ltd.","Calgary, AB T2E 8J8","0911-Manufacturing managers",1
Alberta,"High Wage","C&L Cabinets Ltd.","Calgary, AB T2H 2L9","4163-Business development officers and marketing researchers and consultants",1
Alberta,"High Wage","C5 Rodeo Company","LAC LA BICHE, AB T0A 2C0","5131-Producers, directors, choreographers and related occupations",1
Alberta,"High Wage","Canada West Equipment & Wholessale Supplies Ltd.","Edmonton, AB T6K 2H5","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
Alberta,"High Wage","Canadian Cribbing(EDM) ltd","Edmonton, AB T6B 3G1","7282-Concrete finishers",2
Alberta,"High Wage","Canatrue Inc.","Calgary, AB T2L 2K7","1123-Professional occupations in advertising, marketing and public relations",1
Alberta,"High Wage","Canay Transport Inc.","Leduc, AB T9E 1C3","7305-Supervisors, motor transport and other ground transit operators",1
Alberta,"High Wage","Cemrock Concrete & Construction Ltd.","Calgary, AB T2B 1M4","7282-Concrete finishers",5
Alberta,"High Wage","Chameleon Wrapping and Lamination Ltd.","Edmonton, AB T5S 2J4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Alberta,"High Wage","Citrus Cleaning Inc","Calgary, AB T2E 6J7","6315-Cleaning supervisors",1
Alberta,"High Wage","Code Logistics LTD.","Edmonton, AB T6E 5R9","1221-Administrative officers",1
Alberta,"High Wage","D & J Construction Inc.","Calgary, AB T3G 5J7",7283-Tilesetters,5
Alberta,"High Wage","Eddie Chui Insurance Agency Inc","Calgary, AB T2M 3N4","1221-Administrative officers",1
Alberta,"High Wage","EDI Immigration Consulting Ltd.","Calgary, AB T2E 7W6","1311-Accounting technicians and bookkeepers",1
Alberta,"High Wage","Epiphanie Chocolate Inc","Calgary, AB T2R 1G7","3132-Dietitians and nutritionists",1
Alberta,"High Wage","Evans Consoles Corporation","Calgary, AB T2E 8W4","1112-Financial and investment analysts",1
Alberta,"High Wage","Evansdale NLB staffing Inc.","Calgary, AB T3P 0C8","1223-Human resources and recruitment officers",1
Alberta,"High Wage","Fenix Machining Ltd.","Neapolis, AB T0M 0W0","7231-Machinists and machining and tooling inspectors",1
Alberta,"High Wage","FLAT RATE CABS INC.","Sherwood Park, AB T8H 0Z7","7305-Supervisors, motor transport and other ground transit operators",1
Alberta,"High Wage","Flex Auto Inc.","Edmonton, AB T5G 0W4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Alberta,"High Wage","Floor king designs inc","calgary, AB T2E 6K9","7322-Motor vehicle body repairers",1
Alberta,"High Wage","FYi Services et Produits Québec Inc.","Calgary, AB T2S 2T4",3231-Opticians,1
Alberta,"High Wage","Good Samaritan Canada o/a Good Samaritan Christenson Village","Edmonton, AB T6C 4G8","3233-Licensed practical nurses",1
Alberta,"High Wage","GPS Hundal Convenience Store Ltd.","Nanton, AB T0L 1R0","6211-Retail sales supervisors",1
Alberta,"High Wage","Herbers Autobody Repair Inc.","Edmonton, AB T6N 1B8","7322-Motor vehicle body repairers",1
Alberta,"High Wage","I & K IMPORTS INC.","EDMONTON, AB T6N 1L6","0601-Corporate sales managers",1
Alberta,"High Wage","I Spa & Nails","CALGARY, AB T3M 1T4","0651-Managers in customer and personal services, n.e.c.",1
Alberta,"High Wage","Intervine Development Corporation","Edmonton, AB T6N 1G7",7271-Carpenters,1
Alberta,"High Wage","KEYSTONE IMMIGRATION CONSULTANCY LTD.","Edmonton, AB T6E 5R9","1241-Administrative assistants",1
Alberta,"High Wage","KP Technologies Ltd.","Edmonton, AB T6X 2E9","7245-Telecommunications line and cable workers",1
Alberta,"High Wage","LBCO Contracting Ltd","Calgary, AB T2E 2L2","7282-Concrete finishers",1
Alberta,"High Wage","Light Speed Logistics Inc.","Rockyview, AB T1X 1X1","7511-Transport truck drivers",50
Alberta,"High Wage","Magic Ground Ltd.","Edmonton, AB T6V 1S9","7282-Concrete finishers",2
Alberta,"High Wage","Mann Transport Ltd.","Edmonton, AB T6W 1J7","7305-Supervisors, motor transport and other ground transit operators",1
Alberta,"High Wage","McLane Company Enterprises Inc.","Airdrie, AB T4B 4G9","6532-Outdoor sport and recreational guides",10
Alberta,"High Wage","Memo stucco Ltd o/a Memo Stucco Ltd","edmonton, AB T5M 3V3","7284-Plasterers, drywall installers and finishers and lathers",2
Alberta,"High Wage","MFAF Forming Ltd","Rockyview, AB T1X 0H2","7282-Concrete finishers",2
Alberta,"High Wage","MK Construction Limited","Fort McMurray, AB T9H 2L8",7281-Bricklayers,1
Alberta,"High Wage","Monster Construction Inc. o/a Monster Construction Inc.","Edmonton, AB T6L 2K3","7284-Plasterers, drywall installers and finishers and lathers",2
Alberta,"High Wage","Mosalum Inc","calgary, AB T2Z 0E4","7305-Supervisors, motor transport and other ground transit operators",1
Alberta,"High Wage","NAMCO Machine and Gear Works Ltd.","Edmonton, AB T6E 6N9","2132-Mechanical engineers",1
Alberta,"High Wage","NAMCO Machine and Gear Works Ltd.","Edmonton, AB T6E 6N9","2233-Industrial engineering and manufacturing technologists and technicians",2
Alberta,"High Wage","NES Construction Ltd","Edmonton, AB T6E 5N2","7284-Plasterers, drywall installers and finishers and lathers",4
Alberta,"High Wage","Noari Framing Ltd.","Edmonton, AB T5H 3S4","7284-Plasterers, drywall installers and finishers and lathers",1
Alberta,"High Wage","NOOR PAINTING LTD.","Edmonton, AB T6T 0T8","1221-Administrative officers",1
Alberta,"High Wage","Northern Prairie Outfitters LLC","WAINWRIGHT, AB T9W 1T3","6532-Outdoor sport and recreational guides",2
Alberta,"High Wage","NRGBC Concrete Specialists Ltd.","Rocky View County, AB T1X 0K3","7282-Concrete finishers",5
Alberta,"High Wage","Onway Transport Inc","Calgary, AB T3J 5A7","7511-Transport truck drivers",2
Alberta,"High Wage","PABLA'S ACCOUNTING & TAX SERVICES INC.","edmonton, AB T6E 5X7","1311-Accounting technicians and bookkeepers",4
Alberta,"High Wage","Parkland Fuel Corporation","Red Deer, AB T4N 6C9","0013-Senior managers - financial, communications and other business services",1
Alberta,"High Wage","PLAHA HEAVY EQUIPMENT REPAIR INC.","CALGARY, AB T3S 0C1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Alberta,"High Wage","PLATINUM HERITAGE CONSTRUCTION CORP","CALGARY, AB T3K 0V5","0711-Construction managers",1
