Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Demandes 
,,1142839 Alberta Ltd,"Edmonton, AB T6E 3P1",0621-Directeurs - commerce de détail et de gros,1
,,1148579 Alberta Ltd. o/a New York Fries,"Edmonton, AB T5Y 3A6",6322-Cuisiniers,2
,,1171187 Alberta Ltd,"Fox Creek, AB T0H 1P0",6315-Surveillants des services de nettoyage,1
,,1171649 Alberta Ltd.,"Lethbridge, AB T1K 8C9",6311-Superviseurs des services alimentaires,3
,,1172679 Alberta Ltd,"Edmonton, AB T6H 0K5",6322-Cuisiniers,1
,,1298045 Alberta Ltd.,"Grande Prairie, AB T8V 2L3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1310115 Alberta Ltd,"Edmonton, AB T6T 0C9",1241-Adjoints administratifs,1
,,1315270 Alberta Ltd.,"Edmonton, AB T6G 0X1",6332-Boulangers-pâtissiers,2
,,1327321 Alberta Ltd,"Banff, AB T1L 1B1",6322-Cuisiniers,2
,,1362597 Alberta Inc o/a Domino's Pizza,"Calgary, AB T3H 0N9",0631-Directeurs de la restauration et des services alimentaires,1
,,1376712 Alberta Ltd,"Okotoks, AB T1S 0B8",6211-Superviseurs des ventes - commerce de détail,1
,,1389588 Alberta Ltd.,"Edmonton, AB T5L 3C2",6211-Superviseurs des ventes - commerce de détail,1
,,1409084 Alberta Ltd,"Edmonton, AB T6E 3Y9",6311-Superviseurs des services alimentaires,1
,,1410489 Alberta Ltd,"Edmonton, AB T5H 0N8",6332-Boulangers-pâtissiers,1
,,1440270 Alberta Ltd.,"Calgary, AB T2A 0R6",1221-Agents d'administration,1
,,1465248 Alberta Ltd.,"Calgary, AB T2W 1G8",6211-Superviseurs des ventes - commerce de détail,1
,,1483603 Alberta Ltd,"Edmonton, AB T5E 2T7",6311-Superviseurs des services alimentaires,1
,,1485521 Alberta Ltd,"Calgary, AB T3H 5J2",6211-Superviseurs des ventes - commerce de détail,1
,,1491761 Alberta Ltd.,"Calgary, AB T3K 5Z7",6211-Superviseurs des ventes - commerce de détail,1
,,1495684 Alberta Inc.,"Edmonton, AB T6X 0A6",6332-Boulangers-pâtissiers,1
,,1503974 Alberta Ltd,"St. Albert, AB T8N 5A3",6211-Superviseurs des ventes - commerce de détail,1
,,1505070 Alberta Ltd,"Hinton, AB T7V 2A2",6211-Superviseurs des ventes - commerce de détail,1
,,1510655 Alberta Ltd,"Edmonton, AB T5T 2B4",6311-Superviseurs des services alimentaires,1
,,1515620 Alberta Ltd o/a Villa Madina,"Calgary, AB T3J 1T3",6311-Superviseurs des services alimentaires,1
,,1528319 Alberta Ltd,"Edmonton, AB T6X 1Z6","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,1537535 Alberta Ltd.,"Spruce Grove, AB T7X 4B8",6311-Superviseurs des services alimentaires,1
,,1552093 Alberta Ltd,"Calgary, AB T3K 3M8",6321-Chefs,1
,,1552944 Alberta Ltd,"Red Deer, AB T4R 2K1",6311-Superviseurs des services alimentaires,1
,,1598452 Alberta Ltd,"Edmonton, AB T6R 0J3",6311-Superviseurs des services alimentaires,2
,,1598530 Alberta Ltd,"Edmonton, AB T5M 3Z2",6211-Superviseurs des ventes - commerce de détail,1
,,1605809 Alberta Ltd,"Edmonton, AB T5S 1J9",6322-Cuisiniers,1
,,1609203 Alberta Ltd o/a Strathmore Petro Canada,"Strathmore, AB T1P 1W8",6211-Superviseurs des ventes - commerce de détail,1
,,1609673 Alberta Ltd.,"Medicine Hat, AB T1A 1Z8",6322-Cuisiniers,1
,,1613403 Alberta Ltd.,"De Winton, AB T0L 0X0",6321-Chefs,1
,,1615015 Alberta Ltd,"Whitecourt, AB T7S 1V3",6311-Superviseurs des services alimentaires,1
,,1627889 Alberta Ltd.,"Edmonton, AB T5J 1M7",6311-Superviseurs des services alimentaires,1
,,1630500 Alberta Ltd,"Camrose, AB T4V 4T1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1631616 Alberta Inc.,"Calgary, AB T3K 6J6",6341-Coiffeurs et barbiers,2
,,1631744 Alberta Ltd,"Airdrie, AB T4A 0C4",6322-Cuisiniers,1
,,1632810 Alberta Ltd,"Calgary, AB T2Z 3T7",6211-Superviseurs des ventes - commerce de détail,1
,,1640273 Alberta Ltd.,"Taber, AB T1G 2A7",6322-Cuisiniers,1
,,1645278 Alberta Ltd,"Edmonton, AB T5Y 0B9",0631-Directeurs de la restauration et des services alimentaires,1
,,1657628 Alberta Ltd,"Edmonton, AB T6E 1Z9",0631-Directeurs de la restauration et des services alimentaires,1
,,1684107 Alberta Ltd.,"Breton, AB T0C 0P0",0632-Directeurs des services d'hébergement,1
,,1691012 Alberta Inc,"Calgary, AB T3K 4N5",6322-Cuisiniers,2
,,1691038 Alberta Ltd.,"Edmonton, AB T6T 0A6",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,1724220 Alberta Ltd.,"Edmonton, AB T6J 5H2",6525-Réceptionnistes d'hôtel,1
,,1757909 Alberta Ltd.,"Raymond, AB T0K 2S0",6211-Superviseurs des ventes - commerce de détail,1
,,1760221 Alberta Ltd,"Clairmont, AB T0H 0W0",6322-Cuisiniers,1
,,1771007 Alberta Ltd.,"Edmonton, AB T6E 2A4",6332-Boulangers-pâtissiers,1
,,1803984 Alberta Ltd.,"Grande Prairie, AB T8V 3Y2",6311-Superviseurs des services alimentaires,1
,,1806838 Alberta Ltd. o/a Mongolia Express Ltd,"Edmonton, AB T6E 6T2",6311-Superviseurs des services alimentaires,1
,,1810158 Alberta Ltd.,"Calgary, AB T3R 0A1",0631-Directeurs de la restauration et des services alimentaires,1
,,1816858 Alberta Ltd. o/a Second Cup,"Edmonton, AB T5G 3A6",6311-Superviseurs des services alimentaires,1
,,1817542 Alberta ltd.,"Leduc, AB T9E 0J6",6311-Superviseurs des services alimentaires,2
,,1822711 Alberta Ltd,"Rocky Mountain House, AB T4T 0B1",0631-Directeurs de la restauration et des services alimentaires,1
,,1833360 Alberta Ltd.,"Whitecourt, AB T7S 0C3",6322-Cuisiniers,1
,,1851612 Alberta Ltd,"Hanna, AB T0J 1P0",6311-Superviseurs des services alimentaires,1
,,1856536 AB Ltd,"Grande Prairie, AB T8W 0G9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1856551 Alberta Ltd.,"Edmonton, AB T6J 7B9",6322-Cuisiniers,1
,,1888695 Alberta Ltd. O/A,"Edmonton, AB T5Y 3A6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1891841 Alberta Ltd.,"Edmonton, AB T5P 4Y2",6211-Superviseurs des ventes - commerce de détail,1
,,1895584 Alberta Ltd.,"Raymond, AB T0K 2S0",6316-Surveillants des autres services,1
,,1902009 Alberta Ltd,"Redwater, AB T0A 2W0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,1903560 Alberta Ltd.,"Calgary, AB T2V 0C2",6311-Superviseurs des services alimentaires,1
,,1904969 Alberta Ltd.,"Red Deer, AB T4N 1V1",6322-Cuisiniers,1
,,1907398 Alberta Ltd.,"Two Hills, AB T0B 4K0",6211-Superviseurs des ventes - commerce de détail,1
,,1907476 Alberta Ltd.,"Edmonton, AB T6X 0W6",6322-Cuisiniers,1
,,1908327 Alberta Ltd,"Grassland, AB T0A 1V0",6311-Superviseurs des services alimentaires,1
,,1909410 Alberta Ltd,"Red Deer, AB T4P 1A8",6211-Superviseurs des ventes - commerce de détail,1
,,1910014 Alberta Ltd.,"Calgary, AB T3J 5H2",6315-Surveillants des services de nettoyage,1
,,1914405 Alberta Ltd,"Edmonton, AB T6J 6V1",6311-Superviseurs des services alimentaires,1
,,1918644 Alberta Ltd.,"Wainwright, AB T9W 1B3",6322-Cuisiniers,2
,,1920737 Alberta Ltd,"Drayton Valley, AB T7A 1M4",6322-Cuisiniers,1
,,1954347 Alberta Ltd.,"Rocky Mountain House, AB T4T 1A6",6733-Concierges et surintendants d'immeubles,1
,,1956772 AB Ltd.,"Calgary, AB T3J 3K9",6322-Cuisiniers,2
,,1959670 Alberta Ltd.,"Calgary, AB T2L 1V9",0631-Directeurs de la restauration et des services alimentaires,1
,,1979001 Alberta Ltd.,"Calgary, AB T2N 1N4",0631-Directeurs de la restauration et des services alimentaires,1
,,1979623 Alberta Inc.,"Edmonton, AB T6X 0G6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,266686 Alberta Ltd,"Gleichen, AB T0J 1N0",6322-Cuisiniers,1
,,324007 Alberta Ltd.,"Edmonton, AB T5L 4W1",8431-Ouvriers agricoles,1
,,393178 Alberta Ltd.,"Edmonton, AB T5G 3A6","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,394045 Alberta Ltd,"Edmonton, AB T5C 1R9","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",7
,,3BT's Investments Ltd.,"High Level, AB T0H 1Z0",6311-Superviseurs des services alimentaires,6
,,3J's Cleaning Company Inc.,"Calgary, AB T2E 1Y8",6315-Surveillants des services de nettoyage,1
,,,,6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,417048 Alberta Ltd,"Calgary, AB T2J 4C4",6311-Superviseurs des services alimentaires,3
,,557466 Alberta Ltd.,"Calgary, AB T2E 0C5",6322-Cuisiniers,1
,,608220 Alberta Ltd,"Sherwood Park, AB T8H 1X1",6311-Superviseurs des services alimentaires,1
,,612645 Alberta Ltd,"Edmonton, AB T5T 6J6","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",2
,,615877 AB Ltd,"Fort Macleod, AB T0L 0Z0","6622-Garnisseurs de tablettes, commis et préposés aux commandes dans les magasins",1
,,681909 Alberta Ltd,"Lloydminster, AB T9V 0A7",6341-Coiffeurs et barbiers,1
,,690900 Alberta Ltd,"Edmonton, AB T6E 5X8",6521-Conseillers en voyages,2
,,698976 Alberta Ltd / Mac's Convenience Store,"Calgary, AB T3L 2H4",6211-Superviseurs des ventes - commerce de détail,1
,,789556 Alberta Ltd o/a Allegro Italian Kitchen,"Edmonton, AB T5J 3S8",6311-Superviseurs des services alimentaires,1
,,7-Eleven Canada Inc.,"Calgary, AB T2Y 1W1",6211-Superviseurs des ventes - commerce de détail,1
,,840600 AB Ltd.,"Edmonton, AB T6E 5T5",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,4
,,856667 Alberta Ltd,"Edmonton, AB T5N 3P5",6322-Cuisiniers,1
,,880264 Alberta Ltd,"Oyen, AB T0J 2J0",6211-Superviseurs des ventes - commerce de détail,1
,,957000 Alberta Ltd.,"Edmonton, AB T6L 5Z8",6211-Superviseurs des ventes - commerce de détail,1
,,A.K. Traders Ltd.,"Calgary, AB T3J 5H3",5241-Designers graphiques et illustrateurs,1
,,Aapar Enterprises Ltd.,"Edson, AB T7E 1C3",6611-Caissiers,1
,,Abba 96 Inc,"Sturgeon County, AB T8T 0C3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,ABM College of Business & Technology,"Calgary, AB T1Y 6B6",1223-Agents des ressources humaines et de recrutement,1
,,Abyssinia Restaurant & Bar Ltd.,"Edmonton, AB T5H 2E3",6322-Cuisiniers,1
,,AGP Food Inc.,"Grande Prairie, AB T8V 0N2",6311-Superviseurs des services alimentaires,2
,,Ajay-Amit Food Enterprises Inc,"Edmonton, AB T5T 4M2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Albera Inn Wetaskiwin Ltd.,"Wetaskiwin, AB T9A 1V8","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Alberta AdaptAbilities Association,"Edmonton, AB T6G 0H3",4212-Travailleurs des services sociaux et communautaires,1
,,Alex Holdings Ltd.,"Jasper, AB T0E 1E0",6322-Cuisiniers,1
,,Alvarez & Garcia Services Ltd.,"Calgary, AB T2H 2C2","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Anand Tire & Truck Repair Services Ltd,"Calgary, AB T3J 0K2",1221-Agents d'administration,1
,,Anatolia Turkish Food Import Export Ltd,"Calgary, AB T2G 1R7",6322-Cuisiniers,1
,,,,6332-Boulangers-pâtissiers,1
,,Antique Stucco Ltd,"Calgary, AB T3J 4Y7","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,Arjuna Enterprises Ltd.,"Edmonton, AB T6T 0L5",6211-Superviseurs des ventes - commerce de détail,1
,,Art Custom Homes Inc.,"Edmonton, AB T6W 0Y2",6315-Surveillants des services de nettoyage,1
,,ASA Gomez Ltd,"Airdrie, AB T4A 0L7",6332-Boulangers-pâtissiers,1
,,Assured Eavestroughing,"Calgary, AB T3P 0G7","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
,,Atefeh Creations Incorporated o/a Febeli,"Calgary, AB T3K 1S2","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",1
,,Athabasca Valley Hotel Enterprises Inc.,"Hinton, AB T7V 2A5",6312-Gouvernants principaux,2
,,AUM Hotel Group Inc.,"Sherwood Park, AB T8H 2G4",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
,,Ayam Ltd.,"Calgary, AB T3K 5H2",6311-Superviseurs des services alimentaires,1
,,B&A Bakery,"Edmonton, AB T5E 2T2",6332-Boulangers-pâtissiers,1
,,Billy's Holdings Ltd.,"Edmonton, AB T6A 3X5",6421-Vendeurs - commerce de détail,3
,,Blackfalds Holdings Inc,"Blackfalds, AB T0M 0J0",6322-Cuisiniers,1
,,Blue Crush Services Inc.,"Calgary, AB T3J 3T8",7511-Conducteurs de camions de transport,1
,,Brothers Cleaning,"Calgary, AB T3H 3K5",6315-Surveillants des services de nettoyage,1
,,,,6732-Nettoyeurs spécialisés,1
,,Byblos Bakery Ltd.,"Calgary, AB T2E 8J8","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
,,CA Granite Inc.,"Edmonton, AB T6E 0G2","9414-Opérateurs de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",2
,,Calgary Elite Roofing Inc,"Calgary, AB T2Z 4M1",7291-Couvreurs et poseurs de bardeaux,1
,,Cedar Sweets Ltd,"Edmonton, AB T5E 1J8",6332-Boulangers-pâtissiers,1
,,CG General Services,"Grande Prairie, AB T8W 2W1",6315-Surveillants des services de nettoyage,1
,,Charge On International Inc,"Edmonton, AB T6V 1R3",6315-Surveillants des services de nettoyage,1
,,Chateau Beirut Ltd,"Edmonton, AB T5Z 3P5",6322-Cuisiniers,1
,,Chief Medical Supplies Ltd.,"Calgary, AB T2E 6J7",9422-Opérateurs de machines de traitement des matières plastiques,1
,,Christopher and Jelena Reich Bakeries Ltd,"Edmonton, AB T6W 2P3",6211-Superviseurs des ventes - commerce de détail,1
,,Clover Leaf Stables Equestrian Centre Inc.,"Sherwood Park, AB T8B 1K7",8431-Ouvriers agricoles,2
,,Cochrane Bottle Depot Ltd,"Calgary, AB T3J 1A6",6211-Superviseurs des ventes - commerce de détail,1
,,Communications Cold Lake Inc,"Cold Lake, AB T9M 1R6",7246-Installateurs et réparateurs de matériel de télécommunications,1
,,Contain Enviro Services Ltd,"Grande Prairie, AB T8X 1S8",9615-Manoeuvres dans la fabrication des produits en caoutchouc et en plastique,1
,,Corridor Communications Inc,"Calgary, AB T2E 7H8",6221-Spécialistes des ventes techniques - commerce de gros,1
,,Coverall Uniform Linen & Mats Ltd.,"Fort McMurray, AB T9K 0T4",7514-Chauffeurs-livreurs - services de livraison et de messagerie,5
,,Crisp Investments Inc,"Red Deer, AB T4R 2M2",6311-Superviseurs des services alimentaires,1
,,Crunchy House Ltd,"Calgary, AB T3G 2P6",6311-Superviseurs des services alimentaires,1
,,Dae Young Alberta Enterprise Ltd.,"Lethbridge, AB T1K 2R1",6211-Superviseurs des ventes - commerce de détail,1
,,De Thai Ltd,"Calgary, AB T2T 1Z9",6311-Superviseurs des services alimentaires,1
,,Deblanc Cleaning Services Ltd.,"Grande Prairie, AB T8X 0K2",6315-Surveillants des services de nettoyage,1
,,Delton Daycare Ltd,"Edmonton, AB T5B 3W4",4214-Éducateurs et aides-éducateurs de la petite enfance,2
,,Design Rezolution Ltd.,"Edmonton, AB T5K 1S8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Dirtbelly Market Mall Inc,"Calgary, AB T3G 6A3",6311-Superviseurs des services alimentaires,1
,,DMD Foods Inc,"LACOMBE, AB T4L 2G5",6311-Superviseurs des services alimentaires,1
,,Domain Properties Inc,"Plamondon, AB T0A 2T0",7272-Ébénistes,2
,,Ebisu Banff Ltd,"Banff, AB T1L 1E2",6322-Cuisiniers,2
,,Elms Weeping Tile Ltd,"Acheson, AB T7X 5A7",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,Enviro Tread Inc.,"Calgary, AB T2G 3S3",9423-Opérateurs de machines de transformation du caoutchouc et personnel assimilé,3
,,Eskimo Auto Repair Ltd,"Edmonton, AB T5A 0B9",7612-Autres manoeuvres et aides de soutien de métiers,2
,,EVI Holdings Inc.,"Edmonton, AB T6R 3A2",2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture,1
,,F.G. Cares Cleaning Services Ltd.,"Banff, AB T1L 1C9",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,4
,,Fiddler's Green Landscaping Inc.,"Calgary, AB T2B 3N8","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",2
,,Gateway Junction Gas Ltd,"Consort, AB T0C 1B0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Ghost Town Tattoo Inc.,"Okotoks, AB T1S 1B4","6562-Esthéticiens, électrolystes et personnel assimilé",1
,,Gill Pharmacy Services Ltd.,"Calgary, AB T2S 2T4",3414-Autre personnel de soutien des services de santé,1
,,Glenora Child Care Society,"Edmonton, AB T5N 2J6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Global Courier Services Ltd.,"Calgary, AB T3J 3Z5",1311-Techniciens en comptabilité et teneurs de livres,1
,,Golden Leaf Trade Inc.,"Calgary, AB T3H 0V3",6311-Superviseurs des services alimentaires,1
,,Goldline Painting and Decorating Ltd.,"Calgary, AB T3J 0M7",1221-Agents d'administration,1
,,Gregg Mediterranean Restaurant LTD.,"Sherwood Park, AB T8A 4C7",6322-Cuisiniers,2
,,Hamdan Brothers Holdings Ltd,"Edmonton, AB T5G 3E6",6341-Coiffeurs et barbiers,1
,,Happy Cleaning Services Ltd.,"Calgary, AB T3G 2Y4",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,Headway School Society of Alberta o/a Headway School,"Edmonton, AB T6A 3B1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Hinton Chicken Foods Inc.,"Edmonton, AB T5S 2X4",6311-Superviseurs des services alimentaires,2
,,Howling Dog Tours Ltd,"Canmore, AB T1W 2T8","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
,,Indian Curry House of Banff Inc.,"Banff, AB T1L 1A2",6322-Cuisiniers,1
,,Indian Flame & Pizza Restaurant Ltd,"Red Deer, AB T4R 3G8",6322-Cuisiniers,2
,,Interscape Interior Design Ltd,"Edmonton, AB T5H 0L9",5242-Designers d'intérieur et décorateurs d'intérieur,1
,,J Pi Square Contracting Ltd.,"Calgary, AB T3M 2H3",7291-Couvreurs et poseurs de bardeaux,1
,,J.S.J.V. Holdings Ltd,"Fort McMurray, AB T9H 5E7",6311-Superviseurs des services alimentaires,7
,,JNR Granite Import & Export Ltd,"Calgary, AB T1Y 7H6",6211-Superviseurs des ventes - commerce de détail,1
,,Jutt Assets Inc.,"Edmonton, AB T5Y 3E5",6311-Superviseurs des services alimentaires,1
,,K.C. Lau Holdings Ltd,"Valleyview, AB T0H 3N0",6311-Superviseurs des services alimentaires,1
,,KE Japanese Kitchen Ltd,"Calgary, AB T3C 0Y1",6322-Cuisiniers,1
,,Key Support Services Inc.,"Edmonton, AB T5J 2N5","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",1
,,Knack and Pace Inc.,"Edmonton, AB T5L 2P8",6311-Superviseurs des services alimentaires,1
,,Krazy Jerk Corporation,"Calgary, AB T2A 1V1",6311-Superviseurs des services alimentaires,1
,,La Corporation Episcopale CR de Grouard,"Grande Prairie, AB T8V 2W2",4154-Personnel professionnel relié à la religion,1
,,Lakewood Childcare Centre & Out of School Care,"Edmonton, AB T6K 3J4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Learning for Life Childcare Ltd,"Edmonton, AB T6L 5P9",4214-Éducateurs et aides-éducateurs de la petite enfance,2
,,Leto Steak & Seafood House Ltd,"Lacombe, AB T4L 1J9",6322-Cuisiniers,1
,,Lucy's Sweets Ltd.,"Edmonton, AB T6E 0M2",6332-Boulangers-pâtissiers,1
,,Maco Paving Ltd,"Calgary, AB T1X 0K2",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Mad Monkey Apparel Inc.,"Calgary, AB T2E 6V2",7303-Surveillants de l'imprimerie et du personnel assimilé,1
,,Manjeet Sandhu Contracting Inc,"Edmonton, AB T6X 1L1",6311-Superviseurs des services alimentaires,1
,,Marhaba Turkish Delights & Pastry Ltd.,"Grande Prairie, AB T8V 4P9",6321-Chefs,1
,,Martin's General Contracting Ltd,"Athabasca, AB T9S 1P1",7452-Manutentionnaires,1
,,McLane's Meats Ltd,"Wetaskiwin, AB T9A 2Y9","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
,,MDL Landscaping Inc,"Cochrane, AB T4C 1A1","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,MH Vicars School of Massage Therapy Ltd,"Edmonton, AB T6J 6V7",1221-Agents d'administration,1
,,Millcreek Pizza Ltd,"Edmonton, AB T6X 2A1",6322-Cuisiniers,2
,,Milos Grill Ltd,"Hinton, AB T7V 1Z8",6322-Cuisiniers,1
,,MJT Oilfield Sewing & Cleaning,"Fox Creek, AB T0H 1P0",0632-Directeurs des services d'hébergement,1
,,Modus Enterprises Ltd.,"Calgary, AB T2B 3R3","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
,,Moksha Business Inc,"Innisfail, AB T4G 1P2",6322-Cuisiniers,1
,,Mounma Group Ltd.,"Edmonton, AB T5K 0E7",0631-Directeurs de la restauration et des services alimentaires,1
,,Mountain Mercato Ltd.,"Canmore, AB T1W 2B3",6311-Superviseurs des services alimentaires,1
,,MRT Enterprises Inc,"Calgary, AB T2E 4X5",6311-Superviseurs des services alimentaires,1
,,Mutsumi Enterprises Canada Ltd,"Banff, AB T1L 1B2",6312-Gouvernants principaux,1
,,Nahda Service Inc,"Edmonton, AB T6H 4W4",1431-Commis à la comptabilité et personnel assimilé,1
,,NJS Keeping it Clean,"Innisfail, AB T4G 1W2",6315-Surveillants des services de nettoyage,1
,,Northstar IMG Ltd.,"High Level, AB T0H 1Z0",6312-Gouvernants principaux,1
,,Omax Passion Corporation,"Calgary, AB T3J 0R7",6211-Superviseurs des ventes - commerce de détail,1
,,Parkland Developments Ltd,"Lac La Biche, AB T0A 2C0",6315-Surveillants des services de nettoyage,1
,,Phil & Sebastian Coffee Company Canada Ltd,"Calgary, AB T2G 3R4","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
,,Pioneer Meats Ltd,"Canmore, AB T1W 2T8","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
,,Pitabake Inc.,"Edmonton, AB T6V 1P6",6311-Superviseurs des services alimentaires,1
,,Polished Casual Ltd.,"Calgary, AB T2H 0G4",6321-Chefs,1
,,Primevest Capital Corp. centre suites holdings,"Edmonton, AB T5J 4C5",0125-Directeurs d'autres services aux entreprises,1
,,R&M Grocery Corp,"Calgary, AB T2B 3B6",6311-Superviseurs des services alimentaires,1
,,R.C.I. Coatings Ltd,"Calgary, AB T2B 1M4",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,Rainmakers Landscaping 2013 Inc.,"Calgary, AB T2C 0B4","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",3
,,Renerey Mart Ltd,"Leduc, AB T9E 6W9",6311-Superviseurs des services alimentaires,1
,,Road Train Oilfield Transport Ltd.,"Red Deer, AB T4S 2B3",7622-Manoeuvres dans le transport ferroviaire et routier,1
,,Royal India Cuisine Inc.,"Calgary, AB T1Y 6S2",6322-Cuisiniers,3
,,RRAA Holdings Inc.,"Edmonton, AB T6T 1G6",0631-Directeurs de la restauration et des services alimentaires,1
,,Rustic Sourdough Bakery Ltd,"Calgary, AB T2T 0C4",6332-Boulangers-pâtissiers,1
,,S.P.A. Cleaning Inc.,"Calgary, AB T3J 3H5",6315-Surveillants des services de nettoyage,1
,,Sawmill Restaurant (Stony Plain) Ltd Partnership,"Edmonton, AB T6H 5H5",6322-Cuisiniers,1
,,Seventh Avenue Fine Dry Cleaners Ltd,"Calgary, AB T2K 3K2",6316-Surveillants des autres services,1
,,Shivji Hinton Lube & Wash Ltd,"Hinton, AB T7V 1G7",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
,,Shri Sai Krupa Inc.,"Calgary, AB T3M 1X5",0631-Directeurs de la restauration et des services alimentaires,1
,,Simply Donairs Ltd,"Edmonton, AB T6B 2Z5",6311-Superviseurs des services alimentaires,1
,,SKL Real Estate Ltd.,"Edmonton, AB T5V 1A4",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
,,Skylight Painting Ltd.,"Edmonton, AB T5X 5K6",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,SMA Exteriors Ltd,"Edmonton, AB T6M 1E4",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),3
,,SS Stonebridge Del Fitness Corp,"Red Deer, AB T4P 0Z4","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,Striking Concrete Services Inc.,"Sturgeon County, AB T8T 0A6",7611-Aides de soutien des métiers et manoeuvres en construction,3
,,Subway,"Grande Prairie, AB T8X 0K7",6311-Superviseurs des services alimentaires,1
,,Sukiyaki House (Calgary) Ltd,"Calgary, AB T2P 1K3",6322-Cuisiniers,1
,,Sylvan Bay Management Corp,"Sylvan Lake, AB T4S 2L7",6315-Surveillants des services de nettoyage,1
,,Ted C Querijero's Maintenance & Janitorial Corporation,"Calgary, AB T2B 3E4",6315-Surveillants des services de nettoyage,1
,,The Premier Marble Co. Ltd,"Edmonton, AB T6B 2H8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Thornhill Child Care Society,"Calgary, AB T2K 4Y5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Tire Kings Ltd,"Calgary, AB T2G 2A5",6315-Surveillants des services de nettoyage,1
,,Top West Solutions Inc.,"Calgary, AB T3K 4J5",7332-Réparateurs et préposés à l'entretien d'appareils,1
,,Torbeih Food Services Inc.,"Edmonton, AB T5X 0C7",6311-Superviseurs des services alimentaires,1
,,Trellis Steel Construction Ltd.,"Spruce Grove, AB T7Y 1A7",7611-Aides de soutien des métiers et manoeuvres en construction,3
,,Tres Carnales Taqueria Ltd,"Edmonton, AB T5J 0R5",6322-Cuisiniers,1
,,Trochu Meat Processors Ltd.,"Trochu, AB T0M 2C0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",12
,,Turning Leaf Tree Service,"Calgary, AB T2J 7E2",2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture,1
