Province/Territoire,Volet du programme,Employeur,Adresse,Profession ,Postes Approuvés 
Ontario,  Agriculture primaire,2249222 Ontario Inc,"Langton, N0E1G0",8432-Ouvriers de pépinières et de serres,4
Ontario,  Agriculture primaire,2264864 ONTARIO LTD,"Waterford, N0E1Y0",8431-Ouvriers agricoles,21
Ontario,  Agriculture primaire,2265530 Ontario Ltd,"Simcoe, N3Y4K1",8431-Ouvriers agricoles,9
Ontario,  Agriculture primaire,2281354 ont ltd,"Vanessa, N0E1V0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,2317945 Ontario Inc.,"Madoc, K0K2K0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,2342028 Ontario Inc.,"Clarksburg, N0H1J0",8431-Ouvriers agricoles,11
Ontario,  Agriculture primaire,2368022 Ontario Inc,"Woodstock, N4S5M9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,2368139 Ontario Inc,"Charing Cross, N0P1G0",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,2460971 Ontario Inc.,"Princeton, N0J1V0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,2492309 Ontario Limited,"Kingsville, N9Y2E4",8432-Ouvriers de pépinières et de serres,6
Ontario,  Agriculture primaire,2497650 Ontario Inc,"Dover Centre, N0P1L0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,2500983 Ontario Inc.,"Kingsville, N9Y2K7",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,2507083 Ontario Inc,"Otterville, N0J1R0",8431-Ouvriers agricoles,16
Ontario,  Agriculture primaire,2568497 Ontario Ltd.,"MOUNT ALBERT, L0G1M0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,2583381 Ontario Inc.,"East Garafaxa, L0N1G0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,2595720 Ontario Limited,"Westport, K0G1X0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,2681029 ONTARIO INC,"Simcoe, N3Y4K5",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,2716935 ONTARIO INC,"Brampton, L6S0B1",8432-Ouvriers de pépinières et de serres,4
Ontario,  Agriculture primaire,2736853 Ontario Ltd,"Langton, N0E1G0",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,408862 Ontario Ltd.,"Simcoe, N3Y4K1",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,493605 Ontario Inc.,"Thamesville, N0P2K0",8431-Ouvriers agricoles,8
Ontario,  Agriculture primaire,4th Gen. Duwyn Farms Inc.,"LaSalette, N0E1H0",8431-Ouvriers agricoles,18
Ontario,  Agriculture primaire,567795 Ontario Inc.,"Clear Creek, N0E1C0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,603513 Ontario Ltd,"Vanessa, N0E1V0",8431-Ouvriers agricoles,9
Ontario,  Agriculture primaire,638194 Ontario Inc. (Stefek Farms),"Simcoe, N3Y4K6",8431-Ouvriers agricoles,21
Ontario,  Agriculture primaire,6841988 Canada INC.,"wilsonville, N0E1Z0",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,711811 Ontario Inc,"Milton, L9E0Y8",8432-Ouvriers de pépinières et de serres,6
Ontario,  Agriculture primaire,752920 Ontario Ltd.,"Earlton, P0J1E0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,8591865 Canada Inc.,"Loretto, L0G0C4",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,937742 Ontario Inc,"Teeterville, N0E1S0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,954521 Ontario Ltd.,"Niagara-on-the-Lake, L0S1J0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,9555684 Canada Inc.,"Toronto, M6C1J9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,959699 Ontario Inc.,"Wallaceburg, N8A4L3",8431-Ouvriers agricoles,14
Ontario,  Agriculture primaire,A.Eichhorn & Sons Ltd,"Newmarket, L3Y4V9",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Abe Epp and Family Inc,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Ackroyd's Honey Inc.,"Tara, N0H2N0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Adam Demeulenaere Ltd.,"Brantford, N3R0B8",8431-Ouvriers agricoles,8
Ontario,  Agriculture primaire,Agriculture Environmental Renewal Canada (AERC) Inc.,"Ottawa, K2K2Y1",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,AJ Lepp Orchards Ltd.,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,30
Ontario,  Agriculture primaire,Albuna Express Ltd.,"Leamington, N8H3V5",8432-Ouvriers de pépinières et de serres,5
Ontario,  Agriculture primaire,Aldershot Greenhouses Limited,"Burlington, L7T2M7",8432-Ouvriers de pépinières et de serres,8
Ontario,  Agriculture primaire,Allberry Farms Inc.,"RR 1 Jordan, L0R1S0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Allegro Acres Inc.,"Ruthven, N0P2G0",8432-Ouvriers de pépinières et de serres,5
Ontario,  Agriculture primaire,Alway Fresh Greenhouses Inc.,"Grimsby, L3M4E7",8432-Ouvriers de pépinières et de serres,4
Ontario,  Agriculture primaire,Amberley Bacon Company INC.,"Goderich, N7A3X9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
Ontario,  Agriculture primaire,Amco Farms Inc.,"Leamington, N8H3W1",8432-Ouvriers de pépinières et de serres,94
Ontario,  Agriculture primaire,Andrewes Farm Limited,"Beamsville, L0R1B3",8431-Ouvriers agricoles,24
Ontario,  Agriculture primaire,Apple Investment & Marketing Services Corporation,"Caledon, L7C2Y8",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Appledore farms inc,"Chatham-kent, N0P1M0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Avonmore Berry Farm Inc.,"Avonmore, K0C1C0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,B & S Crevits Farms Ltd.,"Vienna, N0J1Z0",8431-Ouvriers agricoles,19
Ontario,  Agriculture primaire,B&C NIGHTINGALE FARMS LTD,"LaSalette, N0E1H0",8431-Ouvriers agricoles,18
Ontario,  Agriculture primaire,B&C NIGHTINGALE FARMS LTD,"LaSalette, N0E1H0",8432-Ouvriers de pépinières et de serres,12
Ontario,  Agriculture primaire,B&E Honey Fields Ltd.,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Babb Farms Inc.,"Aylmer, N5H2R2",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,bacro farms inc,"Delhi, N4B2W4",8432-Ouvriers de pépinières et de serres,6
Ontario,  Agriculture primaire,Barrie Hill Farms Limited,"Springwater, L9X1S8",8431-Ouvriers agricoles,13
Ontario,  Agriculture primaire,Beanhaven Family Farm Ltd,"Embro, N0J1J0",8431-Ouvriers agricoles,16
Ontario,  Agriculture primaire,Bekene Farms Inc.,"Simcoe, N3Y4K6",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Beverly Greenhouses Limited,"Waterdown, L8B1K2",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Birch Lawn Farms Ltd.,"Atwood, N0G1B0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Birnam Orchards Ltd.,"Arkona, N0M1B0",8431-Ouvriers agricoles,30
Ontario,  Agriculture primaire,BLACK TOP ENDS LIMITED,"SCOTLAND, N0E1L0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,BLocknote Canada Inc.,"Consecon, K0K1T0",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,BMW FARMS INC.,"Delhi, N4B2W6",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Brabantdale Farms LTD,"Vars, K0A3H0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Brad and Linda Claes Farms Limited,"Delhi, N4B2W6",8432-Ouvriers de pépinières et de serres,4
Ontario,  Agriculture primaire,Brenn-B Farms Limited,"Waterdown, L8B1L8",8431-Ouvriers agricoles,32
Ontario,  Agriculture primaire,Brian's Poultry Services Ltd,"Mildmay, N0G2J0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Brookdale Treeland Nurseries Ltd.,"Schomberg, L0G1T0",8432-Ouvriers de pépinières et de serres,17
Ontario,  Agriculture primaire,Brooymans Farms Ltd,"Port Stanley, N5L1J2",8611-Manoeuvres à la récolte,13
Ontario,  Agriculture primaire,BujnowskiFarms Inc,"Mt. Brydges, N0L1W0",8431-Ouvriers agricoles,9
Ontario,  Agriculture primaire,Bull Market Farms Inc,"Leamington, N8H5K9",8432-Ouvriers de pépinières et de serres,36
Ontario,  Agriculture primaire,Burm Farms Ltd.,"Wallaceburg, N8A4L3",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Burnham Family Farm Market Ltd.,"Cobourg, K9A4J7",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Burning Kiln Winery Inc,"St. Williams, N0E1P0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,BWB Farms Ltd,"Simcoe, N3Y4J9",8431-Ouvriers agricoles,8
Ontario,  Agriculture primaire,C. & J. Ginseng Inc.,"Mt. Pleasant, N0E1K0",8431-Ouvriers agricoles,14
Ontario,  Agriculture primaire,C.J. Bradley & Sons Limited,"Cottam, N0R1B0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Caledon Produce Farms Ltd.,"Burford, N0E1A0",8431-Ouvriers agricoles,102
Ontario,  Agriculture primaire,Camythorne Inc,"CHATHAM, N7M5J3",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Canadian Fruit Tree Nursery Co-operative Limited,"Jordan Station, L0R1S0",8432-Ouvriers de pépinières et de serres,4
Ontario,  Agriculture primaire,Canadian Select Genetics LTD.,"Putnam, N0L2B0",8431-Ouvriers agricoles,22
Ontario,  Agriculture primaire,Capital  fruit farm Inc,"Simcoe, N3Y4K6",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Carron Farms Ltd.,"Bradford, L3Z2A6",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Casteels Greenhouses Ltd.,"Baltimore, K0K1C0",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Cedar Flats Farm Ltd.,"Vanessa, N0E1V0",8431-Ouvriers agricoles,13
Ontario,  Agriculture primaire,Cedar Valley Nursery Inc.,"Stouffville, L4A2M7",8432-Ouvriers de pépinières et de serres,12
Ontario,  Agriculture primaire,Cervini Farms (1993) Inc.,"Leamington, N8H3V5",8432-Ouvriers de pépinières et de serres,5
Ontario,  Agriculture primaire,CHAM ENTERPRISES LIMITED,"Brussels, N0G1H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Chary Produce Ltd.,"Oakland, N0E1L0",8431-Ouvriers agricoles,128
Ontario,  Agriculture primaire,Cherry Avenue Farms Limited,"Beamsville, L0R1B1",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Chosen Fresh Farms Ltd.,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,39
Ontario,  Agriculture primaire,Chow's Farms Ltd,"HORNBY, L0P1E0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Chudleighs Apple Farm Ltd,"Milton, L9T0L9",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Cielo Vista Farms Inc.,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,5
Ontario,  Agriculture primaire,Clendenning Bayview Farms Inc.,"Blenheim, N0P1A0",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Clifton Parker and Son Limited,"RR#1 Union, N0L2L0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Connon Nurseries Inc.,"Waterdown, L0R2H0",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Construxio Inc,"Loretto, L0G1L0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Cookstown Greens Inc,"Thornton, L0L2N0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Cooper's CSA Farm Inc.,"Zephyr, L0E1T0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Corner Ridge Farms Ltd,"St. Marys, N4X1C5",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,CRC Farms Limited,"Leamington, N8H3T9",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Crombez Inc,"Otterville, N0J1R0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Crystal Farms Limited,"leamington, N8H3V4",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,D&E Herridge Holdings Inc.,"Mississauga, L5J2Y4",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,D. Cryderman Farms Inc.,"Thamesville, N0P2K0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,DA FENG FARMS INC.,"Port Hope, L1A3V5",8431-Ouvriers agricoles,24
Ontario,  Agriculture primaire,DARK FIRED TOBACCO FARMS INC.,"RR#3 BLENHEIM, N0P1A0",8431-Ouvriers agricoles,14
Ontario,  Agriculture primaire,DAVID PIAZZA ENOTRIA HOLDINGS CO. LTD,"BLOOMFIELD, K0K1G0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,De Sousa Vineyards,"BEAMSVILLE, L0R1B2",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,DeBackere Farm Market,"Union, N0L2L0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Debackere Farms Inc,"Union, N0L2L0",8431-Ouvriers agricoles,33
Ontario,  Agriculture primaire,Dengrow Inc.,"TILLSONBURG, N4G4G7",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Deschryver Farms Ltd.,"Blenheim, N0P1A0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Di Ciocco Farms Eastside Inc,"Leamington, N8H3V6",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Di Ciocco Sonny Farms Inc,"Leamington, N8H3V6",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Dierick Farms Ltd.,"Vanessa, N0E1V0",8431-Ouvriers agricoles,18
Ontario,  Agriculture primaire,Domric International Ltd.,"Ruthven, N0P2G0",8432-Ouvriers de pépinières et de serres,22
Ontario,  Agriculture primaire,Downey's Strawberry and Apple Farm Inc.,"Caledon, L7C2K7",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Drummond Farms Ltd,"Waterdown, L8B0W9",8431-Ouvriers agricoles,15
Ontario,  Agriculture primaire,DT Enterprise Farms Ltd,"Ruthven, N0P2G0",8431-Ouvriers agricoles,29
Ontario,  Agriculture primaire,E et M Breteler Farms Ltd,"Chesterville, K0C1H0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,E&C Chromczak Holdings Inc.,"Courtland, N0J1E0",8431-Ouvriers agricoles,29
Ontario,  Agriculture primaire,E&J Collins Limited,"Mono, L9W6R8",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,E. & E. McLaughlin Ltd.,"Tillsonburg, N4G4G8",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Eau Road Farms Ltd.,"Blenheim, N0P1A0",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Eborall Farms Inc.,"Beamsville, L0R1B1",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,EILERS FARMS (ONTARIO) INC.,"ZURICH, N0M2T0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,EILERS FARMS (ONTARIO) INC.,"ZURICH, N0M2T0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Emre Farms Inc.,"Windham Centre, N0E2A0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Envirofresh Produce Inc.,"Sombra, N0P2H0",8432-Ouvriers de pépinières et de serres,15
Ontario,  Agriculture primaire,Erden Farms Ltd.,"St. Thomas, N5P3T2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
Ontario,  Agriculture primaire,Eric Goncalves Inc,"Strathroy, N7G3H3",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Erie's Edge Farms Ltd,"Blenheim, N0P1A0",8431-Ouvriers agricoles,13
Ontario,  Agriculture primaire,Erieview Acres Inc,"KINGSVILLE, N9Y2N1",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,ES Holdings Inc.,"Courtland, N0J1E0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,EUSI Farms Ltd.,"Warwick, N0N1J4",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,"Exeter Produce & Storage Company, Limited","Exeter, N0M1S3",8431-Ouvriers agricoles,92
Ontario,  Agriculture primaire,F.J. Giffen Farms Ltd,"Glen Huron, L0M1L0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,FALLOWFIELD TREE FARM INC.,"RICHMOND, K0A2Z0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Ferguson Farms Inc.,"Garden Hill, L0A1B0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Ferme Philos inc.,"Sarsfield, K0A3E0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Ferme Troitrefles inc.,"Embrun, K0A1W0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Ferme Troitrefles inc.,"Embrun, K0A1W0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Feth Farms Ginseng Company Ltd.,"Windham Centre, N0E2A0",8431-Ouvriers agricoles,26
Ontario,  Agriculture primaire,Feth Farms Ltd.,"Windham Centre, N0E2A0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Field and Flock Farms Ltd.,"Aylmer, N5H2R2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Fishers Farm,"JANETVILLE, L0B1K0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Flavor Fresh Farms Ltd.,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,3
Ontario,  Agriculture primaire,Foliera Inc,"Beamsville, L0R1B1",8432-Ouvriers de pépinières et de serres,12
Ontario,  Agriculture primaire,Fosterholm Farms Inc.,"Picton, K0K2T0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Four E Farms Inc,"Leamington, N8H3V8",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Fox Sand Farming Ltd,"Vanessa, N0E1V0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Frank Hewgill Enterprises,"Clarksburg, N0H1J0",8431-Ouvriers agricoles,73
Ontario,  Agriculture primaire,Frank Lafferty Limited,"Maidstone, N0R1K0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Fred Nyland Produce Limited,"Millgrove, L8B1T3",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,freskiw farms muskoka inc.,"Kilworthy, P0E1G0",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Freskiw Farms Sudbury Inc.,"Garson, P3L1V6",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Fruitwood Farms Ltd.,"Denfield, N0M1P0",8431-Ouvriers agricoles,16
Ontario,  Agriculture primaire,G & M Howe & Sons Ltd,"Aylmer, N5H2R4",8431-Ouvriers agricoles,36
Ontario,  Agriculture primaire,G. Cox Racing Inc.,"MISSISSAUGA, L4T1S4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
Ontario,  Agriculture primaire,G.D.Byers Farms Inc,"Norwich, N0J1P0",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,G.H.Lambe&Son Ltd.,"Meaford, N4L1W7",8431-Ouvriers agricoles,24
Ontario,  Agriculture primaire,G.J. Schnekenburger Farms Ltd.,"Rodney, N0L2C0",8431-Ouvriers agricoles,9
Ontario,  Agriculture primaire,G.T.A. DE LEEBEECK LTD,"Vittoria, N0E1W0",8431-Ouvriers agricoles,24
Ontario,  Agriculture primaire,G.W. Farms Ltd.,"Niagara on the Lake, L0S1J0",8431-Ouvriers agricoles,14
Ontario,  Agriculture primaire,Gabriel Farm Management Ltd.,"Mount-Brydges, N0L1W0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Gaetano's Green Acres Inc.,"Newmarket, L3Y4V9",8431-Ouvriers agricoles,11
Ontario,  Agriculture primaire,Gaio Acres Ltd.,"Niagara-on-the-Lake, L0S1J0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Galten Farms Ltd.,"Markham, L6C1N3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,George Braun and Sons Farms LTD,"Delhi, N4B2W4",8431-Ouvriers agricoles,42
Ontario,  Agriculture primaire,George Whaley & Sons Ltd.,"Ruthven, N0P2G0",8431-Ouvriers agricoles,18
Ontario,  Agriculture primaire,Geronne Farms Limited,"Chatham, N7M5J4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,Geronne Farms Limited,"Chatham, N7M5J4",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Glen Elgin Vineyard Management (2012) Inc.,"Jordan, L0R1S0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Golden Maple Ginseng Farms Inc.,"Simcoe, N3Y4K5",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Goshen Ridge Farms Inc.,"Exeter, N0M1S3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
Ontario,  Agriculture primaire,Grass Roots Farms King Ltd,"Kettleby, L7B0C7",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Great Lakes Greenhouses Inc.,"Leamington, N8H3V6",8432-Ouvriers de pépinières et de serres,52
Ontario,  Agriculture primaire,Green Pack Produce Inc,"ORONO, L0B1M0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,GREEN VALLEY GARDEN CENTRE,"Kingsville, N9Y2E4",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Greenfield Gardens Inc.,"Fenwick, L0S1C0",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,Gregory Greenhouses Inc.,"St. Catharines, L2R6P9",8432-Ouvriers de pépinières et de serres,2
Ontario,  Agriculture primaire,H. Richardson Farms Limited,"Kendal, L0A1E0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Hacienda North Farms Inc.,"Wheatley, N0P2P0",8432-Ouvriers de pépinières et de serres,48
Ontario,  Agriculture primaire,Hall Orchards Ltd,"Brockville, K6V5T1",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,hanns farms ltd,"La Salette, N0E1H0",8431-Ouvriers agricoles,30
Ontario,  Agriculture primaire,Henry J Peters Farms Limited,"Thedford, N0M2N0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,henry of pelham inc,"st catharines, L2R6P7",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Highline Produce Limited,"Leamington, N8H3V5",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Highline Produce Limited,"Leamington, N8H3V5",8611-Manoeuvres à la récolte,36
Ontario,  Agriculture primaire,Hildreth Orchards Limited,"Jordan Station, L0R1S0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Hillside Gardens Ltd.,"Bradford, L3Z2A6",8431-Ouvriers agricoles,53
Ontario,  Agriculture primaire,Hillside Hothouse Ltd,"Ruthven, N0P2G0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Hillside Hothouse Ltd,"Ruthven, N0P2G0",8432-Ouvriers de pépinières et de serres,13
Ontario,  Agriculture primaire,Hinterland Wine Company Ltd.,"Hillier, K0K2J0",8431-Ouvriers agricoles,4
Ontario,  Agriculture primaire,Hogendoorn Dairy Inc.,"Baden, N3A3M3",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Hollandale Farms Ltd,"King, L7B0K6",8431-Ouvriers agricoles,5
Ontario,  Agriculture primaire,Homestead Growers Niagara Inc.,"Vineland, L0R2E0",8432-Ouvriers de pépinières et de serres,5
Ontario,  Agriculture primaire,Hope Family Pork Ltd.,"Parkhill, N0M2K0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
Ontario,  Agriculture primaire,Hope Family Pork Ltd.,"Parkhill, N0M2K0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Horizon Seeds Canada Inc.,"Courtland, N0J1E0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Hosper Dairy Farm Inc.,"Clinton, N0M1L0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,Howell Family Pumpkin Farm,"Fonthill, L0S1E6",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,hudec farms limited,"Vanessa, N0E1V0",8431-Ouvriers agricoles,36
Ontario,  Agriculture primaire,Huffman Incorporated,"Langton, N0E1G0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Huybers Hog Haven Ltd.,"Wyoming, N0N1T0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,INNO AD INC.,"LaSalette, N0E1H0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,J DEBRUYN FARMS LTD,"Salford, N0J1W0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,J F PRODUCE INC,"SCARBOROUGH, M1R3B7",8431-Ouvriers agricoles,16
Ontario,  Agriculture primaire,J&K Huyge LTD,"RR#1 La Salette, N0E1H0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,J. B. Puddicombe & Sons Ltd.,"STONEY CREEK, L8E5K9",8431-Ouvriers agricoles,13
Ontario,  Agriculture primaire,J. Everest Nurseries Inc.,"South Bruce Peninsula, N0H2T0",8432-Ouvriers de pépinières et de serres,6
Ontario,  Agriculture primaire,J. R. Vyn Inc.,"Ancaster, L9G3K9",8432-Ouvriers de pépinières et de serres,7
Ontario,  Agriculture primaire,J.C. Bakker & Sons Limited,"St. Catharines, L2R6P9",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,JACOB ARTHUR HOLDINGS INC.,"SCOTLAND, N0E1R0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Jason Gunn Farms LTD.,"Port Burwell, N0J1T0",8431-Ouvriers agricoles,20
Ontario,  Agriculture primaire,JE HIEBERT FARMS INC,"Langton, N0E1G0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,jeff barbier inc,"Aylmer, N5H2R2",8431-Ouvriers agricoles,3
