Province/Territoire,"Volet du programme",Employeur,Adresse,Profession,"Postes demandes"
Colombie-Britannique,"     Haut salaire","Top Notch Roofing Inc","Rosedale, BC V0X 1X1","7291-Couvreurs et poseurs de bardeaux",5
Colombie-Britannique,"     Haut salaire","Treasure Chest Enterprises Canada Limited","Vancouver, BC V6E 4S9","6341-Coiffeurs et barbiers",1
Colombie-Britannique,"     Haut salaire","Trican Transport Ltd.","Surrey, BC V3V 3G7","7511-Conducteurs de camions de transport",15
Colombie-Britannique,"     Haut salaire","Triple Star Restaurant Ltd.","Fort St. John, BC V1J 3X8",6322-Cuisiniers,1
Colombie-Britannique,"     Haut salaire","Tucuvan Construction Ltd.","Port Coquitlam, BC V3B 6W5","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Colombie-Britannique,"     Haut salaire","Tuhua Clothing Trade Co. Ltd","Richmond, BC V6X 1J6","0621-Directeurs - commerce de détail et de gros",1
Colombie-Britannique,"     Haut salaire","U Choice Manufacturing Inc.","Surrey, BC V3S 2A7","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",1
Colombie-Britannique,"     Haut salaire","Upper Roofing Ltd.","Langley, BC V2Z 2A6","7291-Couvreurs et poseurs de bardeaux",1
Colombie-Britannique,"     Haut salaire","Vancouver Patrolling Security Ltd","Surrey, BC V3W 3M8","2175-Concepteurs et développeurs Web",1
Colombie-Britannique,"     Haut salaire","VANGATE MANUFACTURING AND AUTOMATION INC.","Richmond, BC V6V 2H1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Colombie-Britannique,"     Haut salaire","White Drywall & Development Ltd","SURREY, BC V3S 1V8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Colombie-Britannique,"     Haut salaire","ZIMO CHINA ARTS EDUCATION DEVELOPMENT INC.","Richmond, BC V6V 2J1","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,"   Bas salaire","0788191 BC Ltd","Vancouver, BC V6Z 1X9",6321-Chefs,1
Colombie-Britannique,"   Bas salaire","0914723 B.C.LTD dba HOT HOUSE PIZZA","VICTORIA, BC V8V 3X6",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","0952325 B.C. Ltd.","Sidney, BC V8L 3E6",6321-Chefs,1
Colombie-Britannique,"   Bas salaire","1003730 BC LTD","Terrace, BC V8G 5S6","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Colombie-Britannique,"   Bas salaire","1011888 B.C. Ltd.","Surrey, BC V3S 3Y2","6211-Superviseurs des ventes - commerce de détail",1
Colombie-Britannique,"   Bas salaire","1054085 B.C. LTD.","Revelstoke, BC V0E 2S0",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","1094434 BC Limited","Surrey, BC V4A 4N6",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","1127132 BC Ltd.","Richmond, BC V6Y 2B6","6311-Superviseurs des services alimentaires",1
Colombie-Britannique,"   Bas salaire","1137477 B.C. LTD","Powell River, BC V8A 0N5","6211-Superviseurs des ventes - commerce de détail",1
Colombie-Britannique,"   Bas salaire","327494 BC Ltd.","Delta, BC V4G 1A3",6332-Boulangers-pâtissiers,1
Colombie-Britannique,"   Bas salaire","534422 B.C. LTD","Vancouver, BC V5M 4Y3",3114-Vétérinaires,1
Colombie-Britannique,"   Bas salaire","A-2 Enterprises Ltd","Richmond, BC V6X 1T4","6211-Superviseurs des ventes - commerce de détail",1
Colombie-Britannique,"   Bas salaire","Actfast Restoration & Repairs LTD.","Surrey, BC V3T 2K3","7295-Poseurs de revêtements d'intérieur",2
Colombie-Britannique,"   Bas salaire","Akem Drywall Ltd.","Delta, BC V4C 1C4","7611-Aides de soutien des métiers et manoeuvres en construction",2
Colombie-Britannique,"   Bas salaire","Ale Petty Food Services Ltd.","Vancouver, BC V6M 4K9","6311-Superviseurs des services alimentaires",1
Colombie-Britannique,"   Bas salaire","Amra Bakery Inc.","Vancouver, BC V5V 4G3","6311-Superviseurs des services alimentaires",1
Colombie-Britannique,"   Bas salaire","Angus Hotels Ltd.","Vancouver, BC V6A 2R7","6525-Réceptionnistes d'hôtel",1
Colombie-Britannique,"   Bas salaire","APL Enterprise ltd.","Coquitlam, BC V3K 6P9","6211-Superviseurs des ventes - commerce de détail",1
Colombie-Britannique,"   Bas salaire","Aryira foods ltd","Victoria, BC V8V 3K4","6311-Superviseurs des services alimentaires",1
Colombie-Britannique,"   Bas salaire","BDS JANITORIAL SERVICES INC.","Surrey, BC V3W 1A4","6315-Surveillants des services de nettoyage",1
Colombie-Britannique,"   Bas salaire","Berryhill Foods Inc","Abbotsford, BC V4X 2N7","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
Colombie-Britannique,"   Bas salaire","Best Pro Drywall Ltd.","Abbotsford, BC V2T 5N1","7514-Chauffeurs-livreurs - services de livraison et de messagerie",1
Colombie-Britannique,"   Bas salaire","Bohemian Wine Company Ltd.","Penticton, BC V2A 7Y3","0621-Directeurs - commerce de détail et de gros",1
Colombie-Britannique,"   Bas salaire","Can-Kash Enterprises LTD.","West Vancouver, BC V7V 1A6",6332-Boulangers-pâtissiers,1
Colombie-Britannique,"   Bas salaire","Cioppino's Restaurants Ltd.","Vancouver, BC V6B 5P6",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","Curious Kids Childcare Inc.","Victoria, BC V8R 4C1","4214-Éducateurs et aides-éducateurs de la petite enfance",1
Colombie-Britannique,"   Bas salaire","DAXAL ENTERPRISES INC.","100 Mile House, BC V0K 2E0",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","DMY Best Construction LTD","Richmond, BC V7C 3Y9",7271-Charpentiers-menuisiers,1
Colombie-Britannique,"   Bas salaire","Dr. Kwang Soo(Tom) Lee Inc.","Burnaby, BC V3J 0A9","1241-Adjoints administratifs",1
Colombie-Britannique,"   Bas salaire","E & A HOLDINGS LTD.","Victoria, BC V8X 1J8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,"   Bas salaire","Eleven 11 Ventures Inc.","North Vancouver, BC V7M 3K7",6322-Cuisiniers,2
Colombie-Britannique,"   Bas salaire","Fu‘s Stick Co. Inc","Richmond, BC V6X 0M4",6321-Chefs,1
Colombie-Britannique,"   Bas salaire","Harman Creations Ltd.","Nanaimo, BC V9S 5J7","7611-Aides de soutien des métiers et manoeuvres en construction",1
Colombie-Britannique,"   Bas salaire","Hi End Drywall Services Ltd","Surrey, BC V3W 1L4","1241-Adjoints administratifs",1
Colombie-Britannique,"   Bas salaire","Himalaya Indian Cuisine LTD.","Abbotsford, BC V2S 3E2",6322-Cuisiniers,2
Colombie-Britannique,"   Bas salaire","Hong Kong Boys Restaurant","Mission, BC V2V 1G2",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","Houston Landscapes LTD.","North Vancouver, BC V7H 2M2","2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture",1
Colombie-Britannique,"   Bas salaire","IDEA KITCHEN LTD.","Richmond, BC V6X 4E4",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","K RAWLINGS HOLDING INC","NORTH VANCOUVER, BC V7L 3V9",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","K&R Poultry Ltd","Abbotsford, BC V2T 6K6","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",3
Colombie-Britannique,"   Bas salaire","Kindale Developmental Association","Armstrong, BC V0E 1B0","4212-Travailleurs des services sociaux et communautaires",1
Colombie-Britannique,"   Bas salaire","Kobe Express Inc.","Vancouver, BC V6E 1A3",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","MACK KIRK ROOFING & SHEET METAL LTD","Pitt Meadows, BC V3Y 2B4","7611-Aides de soutien des métiers et manoeuvres en construction",5
Colombie-Britannique,"   Bas salaire","Maharaja Catering Ltd.","Surrey, BC V3W 1R1","6513-Serveurs d'aliments et de boissons",1
Colombie-Britannique,"   Bas salaire","MARAR ORCHARDS LTD.","Creston, BC V0B 1G1","7511-Conducteurs de camions de transport",1
Colombie-Britannique,"   Bas salaire","MATT HOUSE PHENEMENON HOLDING LTD.","Vancouver, BC V6B 1M7","6341-Coiffeurs et barbiers",1
Colombie-Britannique,"   Bas salaire","Mughal Garden Restaurant Ltd","Merrit, BC V1K 1B8","6311-Superviseurs des services alimentaires",1
Colombie-Britannique,"   Bas salaire","Mughal Garden Restaurant Ltd","Merrit, BC V1K 1B8",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","Nomad Nutrition Ltd.","Burnaby, BC V3N 4T7","1241-Adjoints administratifs",1
Colombie-Britannique,"   Bas salaire","Pacifc Bark Blowers Inc","Burnaby, BC V3N 2T8","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Colombie-Britannique,"   Bas salaire","Pacific Ocean Insulation Ltd","Surrey, BC V3W 7N5","7611-Aides de soutien des métiers et manoeuvres en construction",1
Colombie-Britannique,"   Bas salaire","PAEONIA NAILS SPA","Nanaimo, BC V9R 0A9","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,"   Bas salaire","Pinnacle Storage Systems Ltd.","Burnaby, BC V5C 6C6","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",4
Colombie-Britannique,"   Bas salaire","Reid's Automotive Recycling Ltd.","Burnaby, BC V3N 2V4","9417-Opérateurs de machines d'usinage",1
Colombie-Britannique,"   Bas salaire","Revolver Coffee Inc.","Vancouver, BC V6B 2N4","0631-Directeurs de la restauration et des services alimentaires",1
Colombie-Britannique,"   Bas salaire","Rin Esthetic Ltd","Vancouver, BC V6B 2L3","6316-Surveillants des autres services",1
Colombie-Britannique,"   Bas salaire","Royal Star Enterprises Inc.","Kelowna, BC V1X 7W1","1221-Agents d'administration",1
Colombie-Britannique,"   Bas salaire","SANCHI ENTERPRISES INC.","Chilliwack, BC V2P 2P3","6211-Superviseurs des ventes - commerce de détail",1
Colombie-Britannique,"   Bas salaire","Seido Hair Studio Inc.","Nanaimo, BC V9R 3Y1","6341-Coiffeurs et barbiers",1
Colombie-Britannique,"   Bas salaire","Shay Kelly The Caterer Inc.","BURNABY, BC V5A 3G1",6321-Chefs,1
Colombie-Britannique,"   Bas salaire","Showshaa Holdings Ltd.","Surrey, BC V4P 3N7",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","Sidhu Woodworking Ltd","Surrey, BC V3W 1L4","7611-Aides de soutien des métiers et manoeuvres en construction",2
Colombie-Britannique,"   Bas salaire","Sprezzatura Restaurant (Kingsway) Ltd.","Vancouver, BC V5T 3J5",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","Stella Wei CPA & Associate Inc.","Burnaby, BC V5H 4C2","1311-Techniciens en comptabilité et teneurs de livres",1
Colombie-Britannique,"   Bas salaire","Supreme Cutz Ltd","Abbotsford, BC V2T 5W8","6341-Coiffeurs et barbiers",2
Colombie-Britannique,"   Bas salaire","THREE LORE ENTERPRISES LTD.","Vancouver, BC V6G 2M1",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","Top Hand Supplies LTD","Cranbrook, BC V1C 7B8","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
Colombie-Britannique,"   Bas salaire","Trans Peace Financial Corporation","Fort St. John, BC V1J 2B3","1241-Adjoints administratifs",1
Colombie-Britannique,"   Bas salaire","Valoroso Foods (1996) LTD","Kelowna, BC V1Y 5Y4","6211-Superviseurs des ventes - commerce de détail",1
Colombie-Britannique,"   Bas salaire","Wesgar Incorporated","Port Coquitlam, BC V3C 5W9","9612-Manoeuvres en métallurgie",1
Colombie-Britannique,"   Bas salaire","West Coast Food House Ltd.","Qualicum Bay, BC V9K 2E1",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","Wrap N Roll Food Inc.","Victoria, BC V8N 6K4",6321-Chefs,1
Colombie-Britannique,"   Bas salaire","XCCL HOSPITALITY MANAGEMENT LTD","Vancouver, BC V6A 2S5",6322-Cuisiniers,1
Colombie-Britannique,"   Bas salaire","Xingfutang Drink Canada Franchise Inc","Vancouver, BC V5Z 2W8","1311-Techniciens en comptabilité et teneurs de livres",1
Colombie-Britannique,"   Bas salaire","YAGO PHYSIOTHERAPIST  CORPORATION","Richmond, BC V6X 3J6","1243-Adjoints administratifs médicaux",1
Colombie-Britannique,"   Bas salaire","Zeal Janitor Services Ltd.","Surrey, BC V3W 4J5","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",4
Colombie-Britannique,"   Bas salaire","ZHANG'S FAMILY HOLDING INC.","Burnaby, BC V5H 2E5",6321-Chefs,1
Colombie-Britannique,"  Agriculture primaire","1261148 BC Ltd.","Surrey, BC V3R 5G1","8431-Ouvriers agricoles",4
Colombie-Britannique,"  Agriculture primaire","Dykman Cattle Company Ltd.","Abbotsford, BC V3G 1Z5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Colombie-Britannique,"  Agriculture primaire","Fly By Night Catching Ltd.","Armstrong, BC V0E 1B4","8431-Ouvriers agricoles",3
Colombie-Britannique,"  Agriculture primaire","Goldmine Farm Ltd","Abbotsford, BC V2S 8A4","8431-Ouvriers agricoles",6
Colombie-Britannique,"  Agriculture primaire","Jasmeen Enterprises Ltd","ABBOTSFORD, BC V4X 2K1","8431-Ouvriers agricoles",4
Colombie-Britannique,"  Agriculture primaire","Malwa Berry Farm Ltd.","ABBOTSFORD, BC V3G 1R4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Colombie-Britannique,"  Agriculture primaire","Rancho Los Andes","Savona, BC V0K 2J0","8432-Ouvriers de pépinières et de serres",1
Colombie-Britannique,"  Agriculture primaire","S & G Farm's Ltd.","OLIVER, BC V0H 1T0","8431-Ouvriers agricoles",10
Colombie-Britannique,"  Agriculture primaire","SV BLUEBERRIES LTD.","MISSION, BC V2V 6X8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Colombie-Britannique,"  Agriculture primaire","Van Belle Nursery, Inc.","Abbotsford, BC V3G 1R3","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire","Hobby Film","Chicago, 60601","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire","Iconoclast Content, Inc.","Los Angeles, 90004","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire","Psyop Productions, LLC","NEW YORK, 10013","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Notes:,,,,,
"1. Tous les renseignements utilisés dans la présente publication proviennent du Système d'étude d'impact sur le marché du travail (SEIMT) d'Emploi et Développement social Canada.",,,,,
"2. Cette liste exclut tous les informations personnelles, tels que le nom des employeurs des fournisseurs de soins à domicile ou les noms d'entreprises qui incluent des noms personnels. Pour cette raison, cette liste est incomplète et ne contient pas tous les employeurs qui ont soumis ou obtenu une EIMT. Si un employeur souhaite communiquer avec EDSC concernant l'exactitude de leur information, prière de communiquer au NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.  ",,,,,
"3. Les noms des employeurs sont entrés manuellement dans le Système et peuvent faire l’objet d’erreurs dans la saisie de donnée.           ",,,,,
" 4. Le système de Classification nationale des professions (CNP) 2011, est utilisé depuis novembre 2016. Avant novembre 2016, les professions classifiées sous le CNP 2006 étaient converti selon les professions correspondantes sous le CNP 2011. Une concordance empirique développée par Statistique Canada a été utilisée pour identifier la classification équivalente.                                                                              ",,,,,
"5. En vigueur à partir de février 2018, toutes les EIMT en appui à la résidence permanente (RP) sont exclues des rapports statistiques du PTET, sauf lorsque distinguées séparément. Ceci pourrait affecter les statistiques rapportées au fil du temps.",,,,,
"6. Les données issues du SEIMT concernent le nombre de postes de TÉTs visés, et non le nombre de permis de travail délivrés. Pour obtenir des renseignements sur le nombre de permis de travail délivrés, consultez le document: Faits et chiffres d'Immigration, Réfugiés et Citoyenneté Canada (IRCC) : www.cic.gc.ca/francais/ressources/statistiques/menu-faits.asp",,,,,
"7. Les chiffres indiqués dans la présente publication peuvent différer légèrement de ceux contenus dans les versions précédentes des statistiques des EIMT, en raison des mises à jour des données qui ont eu lieu entre temps.",,,,,
