Province/Territory,"Program Stream","Employer ",Address,Occupation,"Approved Positions"
Ontario,"   Low Wage","2650783 ONTARIO INC","GUELPH, ON N1H 1G7",6322-Cooks,1
Ontario,"   Low Wage","2654461 Ontario Inc","Woodbridge, ON L4L 9K8","6311-Food service supervisors",1
Ontario,"   Low Wage","2654551 Ontario Inc","HAMILTON, ON L8T 4V9",6322-Cooks,1
Ontario,"   Low Wage","2660245 Ontario Inc","Kincardine, ON N2Z 0B5",6322-Cooks,3
Ontario,"   Low Wage","2660864 Ontario Inc.","Mississauga, ON L5G 1G8",6322-Cooks,2
Ontario,"   Low Wage","2663171 Ontario Inc","North York, ON M6A 3B4",6322-Cooks,2
Ontario,"   Low Wage","2673953 Ontario Inc.","Thornhill, ON L4J 7Y1","6311-Food service supervisors",1
Ontario,"   Low Wage","2674235 Ontario Inc.","Toronto, ON M5S 1X2","6311-Food service supervisors",1
Ontario,"   Low Wage","2674235 Ontario Inc.","Toronto, ON M5S 1X2",6322-Cooks,1
Ontario,"   Low Wage","2675058 Ontario Inc.","Brampton, ON L6P 3X9","1241-Administrative assistants",1
Ontario,"   Low Wage","2676169 Ontario Ltd o/a Pavao Meats & Deli #4","North York, ON M9M 2Y6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,"   Low Wage","2680514 Ontario Inc","Brampton, ON L6T 4W2","0631-Restaurant and food service managers",1
Ontario,"   Low Wage","2684539 Ontario Inc.","St. Catharines, ON L2M 3W4",6322-Cooks,2
Ontario,"   Low Wage","2694658 ONTARIO INC","Brampton, ON L6P 4J1",6322-Cooks,1
Ontario,"   Low Wage","2699223 Ontario Inc.","Pickering, ON L1V 1C3","6311-Food service supervisors",1
Ontario,"   Low Wage","2700844 ONTARIO INC.","BURLINGTON, ON L7M 4B9","6311-Food service supervisors",1
Ontario,"   Low Wage","2702450 ONTARIO INC.","Mississauga, ON L4Z 2Y5",6322-Cooks,2
Ontario,"   Low Wage","2703570 Ontario Inc.","St. Catharines, ON L2R 5M1","6313-Accommodation, travel, tourism and related services supervisors",1
Ontario,"   Low Wage","2710676 ONTARIO INC.","Georgetown, ON L7G 4A9","0631-Restaurant and food service managers",1
Ontario,"   Low Wage","2710676 ONTARIO INC.","Georgetown, ON L7G 4A9",6322-Cooks,1
Ontario,"   Low Wage","2718194 ONTARIO INC.","Brampton, ON L6T 0H9","1241-Administrative assistants",1
Ontario,"   Low Wage","2721071 Ontario Inc.","Waterloo, ON N2T 0C1","6211-Retail sales supervisors",1
Ontario,"   Low Wage","2721875 ONTARIO INC","MARKHAM, ON L3R 3P3",6322-Cooks,1
Ontario,"   Low Wage","2725003 ONTARIO INC","Whitby, ON L1N 9S2","6311-Food service supervisors",1
Ontario,"   Low Wage","2728018 Ontario Inc","Chapleau, ON P0M 1K0",6322-Cooks,1
Ontario,"   Low Wage","2728560 Ontario Limited","Brampton, ON L6X 3B7","0631-Restaurant and food service managers",1
Ontario,"   Low Wage","2731511 Ontario Inc","Pembroke, ON K8A 8A3","6311-Food service supervisors",1
Ontario,"   Low Wage","2735180 Ontario Inc","Etobicoke, ON M9V 1A7","1241-Administrative assistants",1
Ontario,"   Low Wage","2736947 ONTARIO INC","Mississauga, ON L4X 1L4",6322-Cooks,2
Ontario,"   Low Wage","2739435 Ontario Inc.","Innisfil, ON L9S 4B2","6311-Food service supervisors",1
Ontario,"   Low Wage","2739454 ONTARIO INC.","SUDBURY, ON P3A 4V4","6211-Retail sales supervisors",1
Ontario,"   Low Wage","2740500 ONTARIO INC.","OAKVILLE, ON L6H 6Y3","0631-Restaurant and food service managers",1
Ontario,"   Low Wage","2746020 Ontario LTD.","Kitchener, ON N2R 0H3",6322-Cooks,2
Ontario,"   Low Wage","2786871 0ntario inc","greely, ON K4P 0B2",5252-Coaches,1
Ontario,"   Low Wage","2795895 ONTARIO INCORPORATED","Picton, ON K0K 2T0","4412-Home support workers, housekeepers and related occupations",1
Ontario,"   Low Wage","3 Trees Hardwood Flooring LTD.","Toronto, ON M3J 3H4","9227-Supervisors, other products manufacturing and assembly",1
Ontario,"   Low Wage","3159898 Ontario Inc.","Brampton, ON L6T 4S8","6211-Retail sales supervisors",1
Ontario,"   Low Wage","5003521 Ontario Incorporated","Toronto, ON M5S 2M2",6322-Cooks,1
Ontario,"   Low Wage","5005380 Ontario Limited","Toronto, ON M6C 1B2","6311-Food service supervisors",1
Ontario,"   Low Wage","5010401 Ontario Inc.","Ottawa, ON K1N 5Y9","6311-Food service supervisors",1
Ontario,"   Low Wage","5010401 Ontario Inc.","Ottawa, ON K1N 5Y9",6322-Cooks,2
Ontario,"   Low Wage","5018503 Ontario Inc.","Hamilton, ON L8K 5M8","6311-Food service supervisors",1
Ontario,"   Low Wage","5028710 ONTARIO INC","Brampton, ON L6Y 6B6",6322-Cooks,1
Ontario,"   Low Wage","600956 Ontario Ltd.","Hamilton, ON L8H 6N6","9422-Plastics processing machine operators",1
Ontario,"   Low Wage","7 Star Kitchen Cabinets Ltd.","Mississauga, ON L5S 1J9","6211-Retail sales supervisors",1
Ontario,"   Low Wage","7146591 Canada Limited","North York, ON M2M 3W2",6332-Bakers,1
Ontario,"   Low Wage","7302321 Canada Inc","NEWMARKET, ON L3Y 8X2",6322-Cooks,2
Ontario,"   Low Wage","7630603 CANADA INC","BRAMPTON, ON L6R 2Z5","7511-Transport truck drivers",2
Ontario,"   Low Wage","7992734 Canada Inc.","Scarborough, ON M1H 2V5",6321-Chefs,1
Ontario,"   Low Wage","832069 Ontario Limited","Chatham, ON N7L 4K1","6311-Food service supervisors",1
Ontario,"   Low Wage","832069 Ontario Limited","Chatham, ON N7M 2V3","6311-Food service supervisors",1
Ontario,"   Low Wage","832069 Ontario Limited","Chatham, ON N7M 3G8","6311-Food service supervisors",1
Ontario,"   Low Wage","84 Global Foods Ltd.","Toronto, ON M5T 1L1",6322-Cooks,1
Ontario,"   Low Wage","8864918 Canada Inc.","Oakville, ON L6H 6N9",6322-Cooks,1
Ontario,"   Low Wage","9185313 Canada Inc","Concord, ON L4K 4X2","1241-Administrative assistants",1
Ontario,"   Low Wage","9235612 Canada Inc.","Mississauga, ON L5M 1L7","6311-Food service supervisors",1
Ontario,"   Low Wage","9235612 Canada Inc.","Mississauga, ON L5M 1L7",6322-Cooks,2
Ontario,"   Low Wage","9372881 CANADA INC","BURLINGTON,, ON L7S 2H9",6322-Cooks,1
Ontario,"   Low Wage","9727833 canada inc.","maple, ON L6A 3N9","6311-Food service supervisors",1
Ontario,"   Low Wage","9910506 Canada Inc.","Mississauga, ON L4W 2W6","1241-Administrative assistants",1
Ontario,"   Low Wage","9928928 canada corp","Ottawa, ON K1H 7X6",6322-Cooks,2
Ontario,"   Low Wage","A. A. Waters & Brookes Ltd.","Vaughan, ON L4L 3P6","2225-Landscape and horticulture technicians and specialists",2
Ontario,"   Low Wage","AANCH MODERNISTIC INDIAN CUISINE","TORONTO, ON M5V 3P9","0631-Restaurant and food service managers",1
Ontario,"   Low Wage","ACHYUTAM GROUP INC.","Markham, ON L3R 1B7",6322-Cooks,2
Ontario,"   Low Wage","AdWave Inc.","Concord, ON L4K 3W7","5223-Graphic arts technicians",1
Ontario,"   Low Wage","AGF ALbrecht Inc","Kitchener, ON N2B 3G1","9416-Metalworking and forging machine operators",5
Ontario,"   Low Wage","AH-SO FINE FOOD INC.","London, ON N6L 1C6",6322-Cooks,5
Ontario,"   Low Wage","Ali Square 563 Inc","Toronto, ON M4Y 1Z2","6311-Food service supervisors",1
Ontario,"   Low Wage","Al-Medina Halal Meat Ltd.","Maple, ON L6A 0A5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,"   Low Wage","AL-NOUR HALAL MEAT AND GROCERY INC.","Scarborough, ON M1B 5P6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",3
Ontario,"   Low Wage","ALSAFA & ALMARWA MEAT PROCESSING INC","ETOBICOKE, ON M8Z 2X3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,"   Low Wage","Amar-Puneet Corporation","London, ON N5Z 4K6",6322-Cooks,1
Ontario,"   Low Wage","Amaya Leasing Ltd","North York, ON M2K 1E6",6322-Cooks,1
Ontario,"   Low Wage","AmCana Crane Rental Inc.","Burgessville, ON N0J 1C0","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Amico Chef Inc.","Toronto, ON M6B 3S7",6321-Chefs,1
Ontario,"   Low Wage","Ancient Pita LTD","Markham, ON L6C 2B8",6332-Bakers,2
Ontario,"   Low Wage","And Food Ltd.","Welland, ON L3C 5Y6",6322-Cooks,1
Ontario,"   Low Wage","Andeza LTD.","Stoney Creek, ON L8E 5C5","6311-Food service supervisors",1
Ontario,"   Low Wage","ANNALAKSHMI INC.","BRAMPTON, ON L7A 1E5",6322-Cooks,1
Ontario,"   Low Wage","ARJUN TRANS INC","CALEDON, ON L7C 0V4","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","ASIYANS TEXTILES AND GIFTWARE INC","Scarborough, ON M1G 1P5","6342-Tailors, dressmakers, furriers and milliners",3
Ontario,"   Low Wage","At Dinner Inc.","Ajax, ON L1S 6L8",6322-Cooks,1
Ontario,"   Low Wage","Axiz Physio & Sports Injury Clinic","Mississauga, ON L5M 0H1","3237-Other technical occupations in therapy and assessment",1
Ontario,"   Low Wage","B & M HYDRAULICS INC","Concord, ON L4K 1K8","7445-Other repairers and servicers",1
Ontario,"   Low Wage","Barrel Pizza & Spaghetti House","Simcoe, ON N3Y 2M8",6322-Cooks,1
Ontario,"   Low Wage","Berto's Cuisine Inc","Mississauga, ON L5C 1C3",6322-Cooks,1
Ontario,"   Low Wage","Besmeats Wholesale Ltd","Scarborough, ON M1V 5C7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,"   Low Wage","Bhumika Investment Inc.","Brampton, ON L6P 3C6","6311-Food service supervisors",4
Ontario,"   Low Wage","BIG BITE BAKERY INC","AURORA, ON L4G 0K3",6332-Bakers,1
Ontario,"   Low Wage","Blue Chopstic Inc","Guelph, ON N1H 7K4",6322-Cooks,2
Ontario,"   Low Wage","Bonduelle Canada Inc","Strathroy, ON N7G 4J1","9617-Labourers in food, beverage and associated products processing",54
Ontario,"   Low Wage","Brampton Hardwood Floors Ltd.","Brampton, ON L6T 2W4","6211-Retail sales supervisors",1
Ontario,"   Low Wage","Budapest Dining Room and Tavern Ltd","London, ON N6B 1V7",6321-Chefs,1
Ontario,"   Low Wage","Buyer Group Canada Inc.","mississauga, ON L4W 1R3","9217-Supervisors, textile, fabric, fur and leather products processing and manufacturing",1
Ontario,"   Low Wage","Cameo Fine Cabinetry Inc","Markham, ON L3R 1C1",7272-Cabinetmakers,6
Ontario,"   Low Wage","Canadian Network Installations Ltd","Markham, ON L3R 5K4","7245-Telecommunications line and cable workers",2
Ontario,"   Low Wage","CAN-Truck 2009 Inc.","Brampton, ON L6T 2H5","7511-Transport truck drivers",1
Ontario,"   Low Wage","Cargill Limited","Guelph, ON N1L 1K8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",12
Ontario,"   Low Wage","Carval Contracting INC","North York, ON M3M 1M6","7295-Floor covering installers",1
Ontario,"   Low Wage","Casa Dolce Casa Inc.","Woodbridge, ON L4L 2J3",6322-Cooks,2
Ontario,"   Low Wage","Cascades Canada ULC","Whitby, ON L1N 9E1","8612-Landscaping and grounds maintenance labourers",2
Ontario,"   Low Wage","Cascades Canada ULC","Whitby, ON L1N 9E1","9615-Labourers in rubber and plastic products manufacturing",1
Ontario,"   Low Wage","Catsons Transport Ltd","Etobicoke, ON M9W 1L4","7511-Transport truck drivers",2
Ontario,"   Low Wage","Chapman Family Holdings Inc","Lindsay, ON K9V 6G8","6311-Food service supervisors",8
Ontario,"   Low Wage","Cheese Boutique Ltd","TORONTO, ON M6S 3P2",6322-Cooks,9
Ontario,"   Low Wage","Chennai Caters Inc.","brampton, ON L6T 4Z7","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Chilie’s Authentic Sri Lankan Cuisine Inc","London, ON N6G 0S4",6321-Chefs,1
Ontario,"   Low Wage","CHUCKS ROADHOUSE BAR & GRILL VAUGHAN","Vaughan, ON L6A 4H6","6311-Food service supervisors",1
Ontario,"   Low Wage","Churrasco Of St. Lawrence Inc.","Toronto, ON M5E 1C2",6322-Cooks,1
Ontario,"   Low Wage","Cochin Delights Inc.","London, ON N5W 5V5",6322-Cooks,1
Ontario,"   Low Wage","ConAgra DMAT ULC","Dresden, ON N0P 1M0","9617-Labourers in food, beverage and associated products processing",100
Ontario,"   Low Wage","Concord Premium Meats Ltd","CONCORD, ON L4K 3S6","9462-Industrial butchers and meat cutters, poultry preparers and related workers",6
Ontario,"   Low Wage","Countryside Canners Co. Ltd.","Ruthven, ON N0P 2G0","9617-Labourers in food, beverage and associated products processing",45
Ontario,"   Low Wage","Cren Enterprises Inc.","Brampton, ON L6S 0E7",6322-Cooks,2
Ontario,"   Low Wage","CRW Sewing Corp","Toronto, ON M1S 5A5","6342-Tailors, dressmakers, furriers and milliners",1
Ontario,"   Low Wage","CSL Group Ltd.","Ancaster, ON L9G 3L1","8612-Landscaping and grounds maintenance labourers",20
Ontario,"   Low Wage","Curries n More Limited","Mississauga, ON L4T 0B4",6322-Cooks,2
Ontario,"   Low Wage","Daily Seafood Inc","Toronto, ON M4J 3E2",6322-Cooks,1
Ontario,"   Low Wage","Dalchini Hakka Chinese Cuisine Ltd.","Brampton, ON L6P 2K8",6322-Cooks,2
Ontario,"   Low Wage","Daniel S Webster Holdings Limited","Collingwood, ON L9Y 3Y6","7535-Other automotive mechanical installers and servicers",1
Ontario,"   Low Wage","Datta Food Manufactory Inc.","Toronto, ON M1B 4Y5",6322-Cooks,1
Ontario,"   Low Wage","David Nyentap Enterprises Inc.","Russell, ON K4R 1E5","7611-Construction trades helpers and labourers",5
Ontario,"   Low Wage","DFII Corp","Beamsville, ON L0R 1B5",6322-Cooks,1
Ontario,"   Low Wage","Dimpflmeier Bakery Limited","Toronto, ON M8Z 2T4",6332-Bakers,1
Ontario,"   Low Wage","Dingueha Inc","New Liskeard, ON P0J 1P0","6311-Food service supervisors",1
Ontario,"   Low Wage","DKP FOOD SERVICE LTD.","DRYDEN, ON P8N 2P5","6311-Food service supervisors",1
Ontario,"   Low Wage","DP Square SSM Inc","Sault Ste Marie, ON P6B 5A1","6311-Food service supervisors",2
Ontario,"   Low Wage","DP Square SSM Inc","Sault Ste Marie, ON P6B 5A1",6322-Cooks,1
Ontario,"   Low Wage","DPZ Thunder Bay Ltd o/a Domino's Pizza","Thunder Bay, ON P7C 5N3","6311-Food service supervisors",4
Ontario,"   Low Wage","Dr. Landscape Inc.","Toronto, ON M1M 2B3","2225-Landscape and horticulture technicians and specialists",2
Ontario,"   Low Wage","Dusty Miller Landscaping Ltd.","Queensville, ON L0G 1R0","8612-Landscaping and grounds maintenance labourers",2
Ontario,"   Low Wage","EDT CAD CAM Technologies Inc.","Concord, ON L4K 1J8","7231-Machinists and machining and tooling inspectors",1
Ontario,"   Low Wage","El Bocho Inc.","Richmond Hill, ON L4C 1T5",6322-Cooks,2
Ontario,"   Low Wage","Emilia Da Silva Vieira Professional Corporation","London, ON N6J 1Y4","3213-Animal health technologists and veterinary technicians",2
Ontario,"   Low Wage","Erie Meat Products Ltd.","Listowel, ON N4W 1K8","9617-Labourers in food, beverage and associated products processing",20
Ontario,"   Low Wage","Everest Hakka House Inc","Etobicoke, ON M8V 1B6",6322-Cooks,1
Ontario,"   Low Wage","Exeter Thai Cuisine Inc","Exeter, ON N0M 1S0",6322-Cooks,2
Ontario,"   Low Wage","Family Bakery Cafe inc.","Toronto, ON M4C 4E3",6321-Chefs,1
Ontario,"   Low Wage","Famu Inc.","Markham, ON L3R 4G9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,"   Low Wage","Fiera Foods Inc.","Toronto, ON M9M 2X5",6332-Bakers,1
Ontario,"   Low Wage","Food Dudes Restaurant Group Inc","Toronto, ON M5V 2N2","6311-Food service supervisors",1
Ontario,"   Low Wage","Four Leafs Services Inc.","BURLINGTON, ON L7N 2R5",6322-Cooks,1
Ontario,"   Low Wage","FULGER TRANSPORT INC.","Essex, ON N8M 2X7","7511-Transport truck drivers",1
Ontario,"   Low Wage","Future Bakery Limited","Toronto, ON M8Z 2E2",6332-Bakers,1
Ontario,"   Low Wage","GAVON TRANSPORT LTD.","Brampton, ON L6P 2Z3","6732-Specialized cleaners",1
Ontario,"   Low Wage","Gaytri Maa Inc.","Deep River, ON K0J 1P0","6211-Retail sales supervisors",1
Ontario,"   Low Wage","Gent OTB Inc","Scarborough, ON M1N 1V4","6311-Food service supervisors",1
Ontario,"   Low Wage","GN Corporation","FENELON FALL, ON K0M 1N0","6211-Retail sales supervisors",1
Ontario,"   Low Wage","GOLDEN RIDGE REALTY INC.","MARKHAM, ON L3R 2P4","1242-Legal administrative assistants",1
Ontario,"   Low Wage","Griffith Island Club","Georgian Bluffs, ON N0H 2T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Ontario,"   Low Wage","Gulmi Dinner Inc.","Stoney Creek, ON L8E 5H8",6322-Cooks,1
Ontario,"   Low Wage","H & R Gasoline Inc.","Pickering, ON L1W 3Y4","6211-Retail sales supervisors",1
Ontario,"   Low Wage","Haither Trading Inc.","Smithvile, ON L0R 2A0","6211-Retail sales supervisors",1
Ontario,"   Low Wage","HANK DEKONING LIMITED","PORT DOVER, ON N0A 1N3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,"   Low Wage","Hanna's Bakery Inc.","Ottawa, ON K1B 3V3",6332-Bakers,1
Ontario,"   Low Wage","HARIKRISHNA CORPORATION","ETOBICOKE, ON M8X 1C1","6311-Food service supervisors",1
Ontario,"   Low Wage","HAZE LOUNGE INC.","MISSISSAUGA, ON L4Z 2G6",6322-Cooks,1
Ontario,"   Low Wage","HCHM Inc.","Mississauga,, ON L5C 4E6","1241-Administrative assistants",1
Ontario,"   Low Wage","Heise foods Inc.","Toronto, ON M8W 3N3",6322-Cooks,2
Ontario,"   Low Wage","HIGHLAND POULTRY FINE FOODS LTD.","Hamilton, ON L8W 2E1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,"   Low Wage","Highlight Motor Freight Inc.","Concord, ON L4K 1N8","1311-Accounting technicians and bookkeepers",2
Ontario,"   Low Wage","Highlight Motor Freight Inc.","Concord, ON L4K 1N8","7511-Transport truck drivers",4
Ontario,"   Low Wage","Hillcrest Village Inc.","Midland, ON L4R 5L6","3413-Nurse aides, orderlies and patient service associates",12
Ontario,"   Low Wage","Hillcrest Village Inc.","Midland, ON L4R 5L6","6711-Food counter attendants, kitchen helpers and related support occupations",2
Ontario,"   Low Wage","HLC Landscaping Inc","Bond Head, ON L0G 1A0","8612-Landscaping and grounds maintenance labourers",4
Ontario,"   Low Wage","Hornepayne Lumber Limited Partnership","Hornepayne, ON P0M 1Z0","9614-Labourers in wood, pulp and paper processing",2
Ontario,"   Low Wage","House of India Restaurant Inc.","Windsor, ON N8R 0A4",6322-Cooks,1
Ontario,"   Low Wage","IL DUCA CONTRACTING INC.","Toronto, ON M9W 5C4","7611-Construction trades helpers and labourers",1
Ontario,"   Low Wage","Images 2000 Inc.","Toronto, ON M8V 1Y7","9437-Woodworking machine operators",1
Ontario,"   Low Wage","Imago Foods Ltd","Scarborough, ON M1S 3P8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,"   Low Wage","India Village Grill Restaurant & Catering Ltd.","Dundas, ON L9H 1T9",6322-Cooks,1
Ontario,"   Low Wage","Indra's Caribbean Delights inc.","Orangeville, ON L9W 3L2",6322-Cooks,1
Ontario,"   Low Wage","Jabean Inc.","Niagara on the Lake, ON L0S 1J0","6311-Food service supervisors",1
Ontario,"   Low Wage","Jake's Lawn Care Inc.","Ashton, ON K0A 1B0","8612-Landscaping and grounds maintenance labourers",3
Ontario,"   Low Wage","Jay Badri Vishal Hospitality Inc","Gananoque, ON K7G 2A8",6322-Cooks,2
Ontario,"   Low Wage","Jay Patry Enterprises LLC","Kingston, ON K7M 7G2","7294-Painters and decorators (except interior decorators)",1
Ontario,"   Low Wage","Jenza Metals Ltd.","Mississauga, ON L5S 1N4","7231-Machinists and machining and tooling inspectors",1
Ontario,"   Low Wage","JohnJules Management Ltd.","Hamilton, ON L8N 2R2","3413-Nurse aides, orderlies and patient service associates",1
Ontario,"   Low Wage","Just Thrift Retail Inc.","Toronto, ON M6A 1L7","6211-Retail sales supervisors",1
Ontario,"   Low Wage","Kagibana Foods Inc.","Kincardine, ON N2Z 2C5","6311-Food service supervisors",1
Ontario,"   Low Wage","Kamdhenu International Food Inc.","Brampton, ON L6P 3C5",6322-Cooks,1
Ontario,"   Low Wage","Karanamin Inc.","CALEDON, ON L7E 4H6",6322-Cooks,1
Ontario,"   Low Wage","King of Veggie Inc.","Brampton, ON L7A 0P4",6322-Cooks,1
Ontario,"   Low Wage","KINGS HOSPITALITY INC","Etobicoke, ON M9W 6A2",6322-Cooks,1
Ontario,"   Low Wage","Kingyo Food Corp","Toronto, ON M4X 1A8",6322-Cooks,1
Ontario,"   Low Wage","KINTON RAMEN 2 INC.","TORONTO, ON M6G 1L2","6311-Food service supervisors",1
Ontario,"   Low Wage","Kinton Ramen 8 Inc.","Mississauga, ON L5B 0G4",6322-Cooks,1
Ontario,"   Low Wage","KINTON RAMEN 9 INC.","Toronto, ON M4P 2Y3",6322-Cooks,1
Ontario,"   Low Wage","KJS Transport Inc","Brampton, ON L6T 1G4","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","KOLMIX FOODS INC","STONEY CREEK, ON L8E 4V6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Ontario,"   Low Wage","Kostas Greek Bakery Ltd.","Scarborough, ON M1R 4E4",6332-Bakers,1
Ontario,"   Low Wage","KOTHUR INC","TORONTO, ON M4Y 1Z9",6322-Cooks,1
Ontario,"   Low Wage","KVU INC.","Toronto, ON M4N 2M9","4214-Early childhood educators and assistants",1
Ontario,"   Low Wage","KYO SUSHI","Etobicoke, ON M8V 1J1",6322-Cooks,1
Ontario,"   Low Wage","La Carnita Queen Street Inc","Toronto, ON M4M 1H4",6321-Chefs,2
Ontario,"   Low Wage","Laari Adda Inc.","Mississauga, ON L5M 0R4",6322-Cooks,1
Ontario,"   Low Wage","Laureola Inc.","Mississauga, ON L4Z 3L6","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Lex Metal Fabricators Ltd.","mississauga, ON L5T 1G1","7237-Welders and related machine operators",1
Ontario,"   Low Wage","Lex Metal Fabricators Ltd.","mississauga, ON L5T 1G1","9612-Labourers in metal fabrication",1
Ontario,"   Low Wage","Lido Construction Inc.","Concord, ON L4K 3T8","9437-Woodworking machine operators",1
Ontario,"   Low Wage","LITTLE GROUP INC.","Toronto, ON M6N 4Z5","6311-Food service supervisors",2
Ontario,"   Low Wage","LOVELY PAO INC.","GUELPH, ON N1K 1S5","6211-Retail sales supervisors",1
Ontario,"   Low Wage","M. Davis Landscape & Design Inc.","Richmond, ON K2M 1L2","8612-Landscaping and grounds maintenance labourers",6
Ontario,"   Low Wage","MADINA FINE FOODS INC.","TORONTO, ON M4A 1B3","9462-Industrial butchers and meat cutters, poultry preparers and related workers",1
Ontario,"   Low Wage","Madina Meat and Grocery Limited","St. Catherines, ON L2R 4L2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,"   Low Wage","MADOI Restaurant","Peterborough, ON K9H 3R4",6322-Cooks,1
Ontario,"   Low Wage","Manuworld Group Inc","Toronto, ON M4W 3R1","1241-Administrative assistants",1
Ontario,"   Low Wage","Maple Star Transport Ltd.","BRAMPTON, ON L6P 1K2","1311-Accounting technicians and bookkeepers",1
Ontario,"   Low Wage","Maple Star Transport Ltd.","BRAMPTON, ON L6P 1K2","7511-Transport truck drivers",3
Ontario,"   Low Wage","Marcheleo's INC.","Toronto, ON M4P 1J4",6322-Cooks,2
Ontario,"   Low Wage","Mathand Hospitality Inc.","Toronto, ON M4L 1J1","0631-Restaurant and food service managers",1
Ontario,"   Low Wage","Mathi Resources Ltd.","Milton, ON L9T 1Y2","6311-Food service supervisors",2
Ontario,"   Low Wage","Max Kitchen & Bath Ltd.","Mississauga, ON L5S 1A1","7611-Construction trades helpers and labourers",2
Ontario,"   Low Wage","MBMR AUTO SERVICE INC.","DUNDAS STREET, ON L5C 3B6","6211-Retail sales supervisors",1
Ontario,"   Low Wage","McDonalds Restaurant","Kincardine, ON N2Z 2G1","6311-Food service supervisors",2
Ontario,"   Low Wage","MEDSAVE PHARMACY LTD","London, ON N5W 2Z1","6211-Retail sales supervisors",1
Ontario,"   Low Wage","MEHVISH RESTAURANTS LTD.","Toronto, ON M6A 2T7","6311-Food service supervisors",1
Ontario,"   Low Wage","Middlesex Terrace Limited","London, ON N6B 2C8","3012-Registered nurses and registered psychiatric nurses",3
Ontario,"   Low Wage","MINAMI SUSHI JAPANESE RESTAURANT","AURORA, ON L4G 1N1",6322-Cooks,1
Ontario,"   Low Wage","Moga's Pizza","Brampton, ON L6Y 0M2","6311-Food service supervisors",1
Ontario,"   Low Wage","MONIR ENTERPRISE LTD","Toronto, ON M6S 1M7","6311-Food service supervisors",1
Ontario,"   Low Wage","Montfort Management Corporation","BURLINGTON, ON L7L 5Y6",6322-Cooks,1
Ontario,"   Low Wage","MY HALAL EXPRESS INC.","MISSISSAUGA, ON L5R 0G2","6311-Food service supervisors",2
Ontario,"   Low Wage","MY ROTI PLACE INC","Toronto, ON M5V 2A6",6322-Cooks,2
Ontario,"   Low Wage","MY THAI VILLAGE LTD.","Kanata, ON K2L 4E5",6322-Cooks,1
Ontario,"   Low Wage","MYROTIPLACE1 INC.","Toronto, ON M5V 2A6",6322-Cooks,2
Ontario,"   Low Wage","New Cane Grove Inc.","Brampton, ON L6W 3E1",6321-Chefs,1
Ontario,"   Low Wage","Niagara Resorts (Muskoka) Inc.","Minett, ON P0B 1G0",6322-Cooks,4
Ontario,"   Low Wage","Nova Era Bakery Supply Inc.","Toronto, ON M6H 2B9",6332-Bakers,2
Ontario,"   Low Wage","NURI VILLAGE INC.","Waterloo, ON N2L 3E9",6322-Cooks,1
Ontario,"   Low Wage","Oakfield Sei Ltd.","Markham, ON L3R 2N2",6322-Cooks,1
Ontario,"   Low Wage","Oakridge Group Inc.","Hamilton, ON L0R 1P0","2225-Landscape and horticulture technicians and specialists",3
Ontario,"   Low Wage","Ocean Palate Inc","Mississauga, ON L4W 1K6",6322-Cooks,2
Ontario,"   Low Wage","Octate Mcleod Inc","Niagara Falls, ON L2H 2P7","6311-Food service supervisors",1
Ontario,"   Low Wage","OM NARNARAYAN ONTARIO INC.","Courtice, ON L1E 3B4","6311-Food service supervisors",1
Ontario,"   Low Wage","Om Shivanand  Inc","Stoney Creek, ON L8E 5M1","6311-Food service supervisors",1
Ontario,"   Low Wage","ONTARIO BAKERY SUPPLIES LIMITED","NORTH YORK, ON M3N 1V9",6332-Bakers,1
Ontario,"   Low Wage","Ontario Surgical Inc.","MISSISSAUGA, ON L4W 1W9","1241-Administrative assistants",1
Ontario,"   Low Wage","Orangeville Pizza Company Inc","Orangeville, ON L9W 0A2",6322-Cooks,2
Ontario,"   Low Wage","Original Fire Films Inc.","Toronto, ON M5A 1L9","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
Ontario,"   Low Wage","P. R. VASUDEVA MEDICINE PROFESSIONAL CORPORATION","Orangeville, ON L9W 1C2","6731-Light duty cleaners",1
Ontario,"   Low Wage","Panam Trans Inc.","Brampton, ON L6P 1N8","1241-Administrative assistants",1
