Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
Manitoba,     Haut salaire,Ameri-Can Freight Systems Inc.,"Winnipeg, MB R2X 2N5",7511-Conducteurs de camions de transport,7
Manitoba,     Haut salaire,Autocraft Rebuilders Inc.,"WINNIPEG, MB R2J 0K1",7322-Débosseleurs et réparateurs de carrosserie,2
Manitoba,     Haut salaire,Design A Cut Hairstyling,"WINNIPEG, MB R3B 3H6","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Manitoba,     Haut salaire,K.B.M. ENTERPRISES INC.,"NEEPAWA, MB R0J 1H0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Manitoba,     Haut salaire,Slavjanka Trans Co. Ltd,"STEINBACH, MB R5G 2H1",7511-Conducteurs de camions de transport,2
Manitoba,   Bas salaire,10021656 Manitoba Ltd.,"Winnipeg, MB R3G 0A4",6321-Chefs,1
Manitoba,   Bas salaire,5208327 Manitoba Ltd.,"WINNIPEG, MB R3L 1Y5",6322-Cuisiniers,1
Manitoba,   Bas salaire,6166696 Manitoba Ltd,"Virden, MB R0M 2C0",6315-Surveillants des services de nettoyage,1
Manitoba,   Bas salaire,6218866 Manitoba Ltd. o/a Subway Flin flon,"Flin Flon, MB R8A 1J9",6311-Superviseurs des services alimentaires,3
Manitoba,   Bas salaire,6922971 Manitoba Ltd.,"WINNIPEG, MB R3P 0Y4",6311-Superviseurs des services alimentaires,1
Manitoba,   Bas salaire,6922971 Manitoba Ltd.,"WINNIPEG, MB R3P 0Y4",6322-Cuisiniers,1
Manitoba,   Bas salaire,7471921 Manitoba Ltd. Blazers Minni Mart,"Minnedosa, MB R0J 1E0",6211-Superviseurs des ventes - commerce de détail,1
Manitoba,   Bas salaire,CHUNG & KIM ENTERPRISES LTD.,"BRANDON, MB R7A 5C5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Manitoba,   Bas salaire,G.A.B.E Ventures LTD. O/A Dairy Queen,"Portage La Prairie, MB R1N 0M2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Manitoba,   Bas salaire,Happy Planet Enviro Services Inc.,"Dauphin, MB R7N 3B3",6525-Réceptionnistes d'hôtel,2
Manitoba,   Bas salaire,Happy Planet Enviro Services Inc.,"Dauphin, MB R7N 3B3",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
Manitoba,   Bas salaire,North Garden Enterprises INC,"Winnipeg, MB R3T 2N5",6322-Cuisiniers,1
Manitoba,   Bas salaire,Punjab Sweet House & Restaurant Ltd.,"WINNIPEG, MB R2P 1V8",6322-Cuisiniers,2
Manitoba,   Bas salaire,Ritz Machine Works Inc,"DAUPHIN, MB R7N  3J",7237-Soudeurs et opérateurs de machines à souder et à braser,2
Manitoba,   Bas salaire,Sandhu Farms International Co. Ltd.,"WINNIPEG, MB R3S 1C5",7511-Conducteurs de camions de transport,6
Manitoba,   Bas salaire,University of Manitoba Student's Union,"WINNIPEG, MB R3T 2N2",6322-Cuisiniers,1
Manitoba,   Bas salaire,Zeghers Canada,"HOLLAND, MB R0G 0X0","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",1
Manitoba,  Agriculture primaire,3120180 Manitoba Ltd.,"Russell, MB R0J 1W0",8431-Ouvriers agricoles,2
Manitoba,  Agriculture primaire,Busy Bee Apiaries Ltd.,"Austin, MB R0H 0C0",8431-Ouvriers agricoles,6
Saskatchewan,     Haut salaire,Ahluwalia'z Transport Ltd,"SASKATOON, SK S7L 6K4",7511-Conducteurs de camions de transport,1
Saskatchewan,   Bas salaire,101175681 Saskatchewan Ltd.,"REGINA, SK S4N 6P3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Saskatchewan,   Bas salaire,102073621 Saskatchewan Ltd,"Estevan, SK S4A 2T5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Saskatchewan,   Bas salaire,Energeo Management Inc.,"Carnduff, SK S0C 0S0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Saskatchewan,   Bas salaire,Exclusive Auto Marine,"Prince Albert, SK S6V 1G2",6732-Nettoyeurs spécialisés,2
Saskatchewan,   Bas salaire,SHIRO HOLDINGS INC.,"Saskatoon, SK S7N 1B5",6322-Cuisiniers,1
Saskatchewan,   Bas salaire,ThinkTech Solutions Inc.,"REGINA, SK S4W 0N6",6211-Superviseurs des ventes - commerce de détail,1
Saskatchewan,  Agriculture primaire,Chesterfield Stock Farm (1997) Ltd,"MANTARIO, SK S0L 2J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
Saskatchewan,  Agriculture primaire,SHRS HOLDINGS LTD,"YORKTON, SK S3N 4C6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Alberta,     Haut salaire,1328722 Alberta Ltd.,"EDMONTON, AB T6L 6J3",7511-Conducteurs de camions de transport,1
Alberta,     Haut salaire,1594054 Alberta Ltd.,"FORT MCMURRAY, AB T6K 2K1",7511-Conducteurs de camions de transport,3
Alberta,     Haut salaire,1665367 Alberta Ltd,"CALGARY, AB T2X 3R7",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,     Haut salaire,1914349 Alberta Ltd o/a New Asian Village,"Edmonton, AB T6T 1A7","1123-Professionnels en publicité, en marketing et en relations publiques",1
Alberta,     Haut salaire,1917016 AB Ltd,"Calgary, AB T2G 2B6","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Alberta,     Haut salaire,1968095 Alberta Ltd o/a Alberta Avenue Clinic and Pharmacy,"Edmonton, AB T5G 0N6",0621-Directeurs - commerce de détail et de gros,1
Alberta,     Haut salaire,1979220 Alberta Ltd,"EDMONTON, AB T5T 1K8",6315-Surveillants des services de nettoyage,1
Alberta,     Haut salaire,2062895 Alberta Ltd.,"CALGARY, AB T1Y 6W8","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Alberta,     Haut salaire,2069665 ALBERTA LTD,"Edmonton, AB T5J 1Y7",1241-Adjoints administratifs,1
Alberta,     Haut salaire,2165628 Alberta Ltd.,"EDMONTON, AB T6T 2G3",7511-Conducteurs de camions de transport,4
Alberta,     Haut salaire,397965 Alberta Ltd,"Sherwood Park, AB T6B 1A4",7611-Aides de soutien des métiers et manoeuvres en construction,1
Alberta,     Haut salaire,8660816 Canada Corporation,"EDMONTON, AB T5P 1N3",2171-Analystes et consultants en informatique,2
Alberta,     Haut salaire,976663 Alberta Ltd.,"Calgary, AB T2A 0V5",7313-Mécaniciens en réfrigération et en climatisation,1
Alberta,     Haut salaire,A & B Concrete Pumping (2007) Ltd.,"ACHESON, AB T7X 5A4",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,Abacus Fitness ULC,"CALGARY, AB T2C 2H2","0513-Directeurs de programmes et de services de sports, de loisirs et de conditionnement physique",1
Alberta,     Haut salaire,Air Immigration Inc,"Sylvan Lake, AB T4S 0K5",1221-Agents d'administration,1
Alberta,     Haut salaire,Airdrie Animal Clinics Ltd.,"AIRDRIE, AB T4A  2H",3114-Vétérinaires,1
Alberta,     Haut salaire,Alam Enterprises Ltd,"CALGARY, AB T3J 4S8",0711-Directeurs de la construction,1
Alberta,     Haut salaire,Alberta College of Acupuncture & Traditional Chinese Medicine,"CALGARY, AB T2M 1H5",2281-Techniciens de réseau informatique,1
Alberta,     Haut salaire,Apex Masonry Ltd.,"RED DEER, AB T4N 3V5",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
Alberta,     Haut salaire,BLUE ARTISAN STUCCO & EXTERIORS LTD,"CALGARY, AB T3J 1T5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Alberta,     Haut salaire,BP Machine Ltd.,"Edmonton, AB T6B 2N3",7231-Machinistes et vérificateurs d'usinage et d'outillage,2
Alberta,     Haut salaire,Canadian Choice Windows and Doors Calgary Inc,"Calgary, AB T2H 0N8","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
Alberta,     Haut salaire,Canadian Rockies Rafting Co Ltd.,"Canmore, AB T1W 2T8",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
Alberta,     Haut salaire,Canmak Ltd.,"Edmonton, AB T5Y 0E4",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,Capital Car & Truck Sales LTD,"Edmonton, AB T5Z 3R6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Alberta,     Haut salaire,Chinook Mine Construction Company Limited,"Hinton, AB T7V 1X5","8231-Mineurs d'extraction et de préparation, mines souterraines",1
Alberta,     Haut salaire,Consun Contracting Ltd,"FORT MCMURRAY, AB T9H 4B3",7282-Finisseurs de béton,1
Alberta,     Haut salaire,Dekens Housecall Veterinary Services,"Calgary, AB T3H 0A9",3114-Vétérinaires,1
Alberta,     Haut salaire,DK Cleaning Services Ltd,"Calgary, AB T3J 3W9",6315-Surveillants des services de nettoyage,1
Alberta,     Haut salaire,Dsons Transport Ltd.,"EDMONTON, AB T6T 0V1",1525-Répartiteurs,1
Alberta,     Haut salaire,Dynamic Concrete Pumping Inc,"Calgary, AB T2C 3E1",7282-Finisseurs de béton,10
Alberta,     Haut salaire,Encore Overhead Doors Inc.,"EDMONTON, AB T6N 1B5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,     Haut salaire,Excellent Accounting & Tax Services Ltd.,"EDMONTON, AB T6K 3Z2",1311-Techniciens en comptabilité et teneurs de livres,2
Alberta,     Haut salaire,GA Drywall & Taping Ltd.,"EDMONTON, AB T6T 2A9","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
Alberta,     Haut salaire,GD Stucco Ltd,"CALGARY, AB T3J 2V3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Alberta,     Haut salaire,GREENcastle HVAC Solutions Ltd.,"CALGARY, AB T3H 0L3",0911-Directeurs de la fabrication,1
Alberta,     Haut salaire,H&R Transport Ltd.,"CALGARY, AB T2C 2Y8",7511-Conducteurs de camions de transport,9
Alberta,     Haut salaire,Harkul Holdings Ltd.,"Edmonton, AB T5A 1N4",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,High Sierra Holdings Ltd,"Calgary, AB T3A 5K8",7282-Finisseurs de béton,5
Alberta,     Haut salaire,I Safety Ltd.,"FORT MCMURRAY, AB T9H 5B6",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
Alberta,     Haut salaire,Insight Manufacturing Inc.,"Red Deer County, AB T4S 2B3",7312-Mécaniciens d'équipement lourd,2
Alberta,     Haut salaire,JARED PALMER PROFESSIONAL CORP,"Grande Prairie, AB T8V 0Z8",3113-Dentistes,1
Alberta,     Haut salaire,Jay Sidhu Transport Ltd,"EDMONTON, AB T6X 0C9",7511-Conducteurs de camions de transport,5
Alberta,     Haut salaire,K&R Taxservices Inc,"St.Albert, AB T8N 5A7",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,     Haut salaire,Ketek Group Inc.,"Edmonton, AB T5S 1X8",0912-Directeurs des services d'utilité publique,1
Alberta,     Haut salaire,Lakeview Contracting Inc.,"SYLVAN LAKE, AB T4S 1S6","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Alberta,     Haut salaire,LN Contractors Inc.,"EDMONTON, AB T6L 0A4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",10
Alberta,     Haut salaire,Lyryx Learning Inc,"Calgary, AB T2N 3R1",2174-Programmeurs et développeurs en médias interactifs,1
Alberta,     Haut salaire,Matrix Machining Ltd,"Calgary, AB T2C 2X3",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Alberta,     Haut salaire,MMD Sales Ltd,"Edmonton, AB T5S 2L7",7312-Mécaniciens d'équipement lourd,1
Alberta,     Haut salaire,MRF Geosystems Corporation,"Calgary, AB T2N 2A1",2255-Personnel technique en géomatique et en météorologie,1
Alberta,     Haut salaire,MS2 Canada Inc. o/a Mobile Snap,"CALGARY, AB T3K 6L5",7246-Installateurs et réparateurs de matériel de télécommunications,1
Alberta,     Haut salaire,New Western Motors Ltd.,"Calgary, AB T2E 2N3",0621-Directeurs - commerce de détail et de gros,1
Alberta,     Haut salaire,North West Paving Ltd,"Sherwood Park, AB T8H 2J6",7521-Conducteurs d'équipement lourd (sauf les grues),2
Alberta,     Haut salaire,Pantelic Construction Ltd,"CALGARY, AB T2Y 5G5",7282-Finisseurs de béton,1
Alberta,     Haut salaire,Pizza Tossers Inc.  o/a Papa John's Pizza,"CALGARY, AB T2Z 0G4",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,     Haut salaire,Plaster-Perfect Solutions Inc,"Calgary, AB T3M 1Y6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Alberta,     Haut salaire,Pritam Transport Ltd,"Calgary, AB T3J 5E5",1221-Agents d'administration,1
Alberta,     Haut salaire,Pritam Transport Ltd,"Calgary, AB T3J 5E5",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,     Haut salaire,RAZN Health Decision Modelling Ltd. o/a Enterprise Square Building,"EDMONTON, AB T5J 4P6",0212-Directeurs des services d'architecture et de sciences,1
Alberta,     Haut salaire,Rino’s Affordable Home Remodelling Ltd.,"Calgary, AB T2Y 2R7",1122-Professionnels des services-conseils en gestion aux entreprises,1
Alberta,     Haut salaire,Roop Drywall Ltd.,"EDMONTON, AB T6T 1H1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
Alberta,     Haut salaire,Satt Associates Inc,"Edmonton, AB T6N 1L6",2254-Technologues et techniciens en arpentage,1
Alberta,     Haut salaire,Star Moving Inc,"Calgary, AB T3J 4Y5",7305-Surveillants du transport routier et du transport en commun,1
Alberta,     Haut salaire,The Canadian Brewhouse (Head Office) Ltd,"Edmonton, AB T6X 0A7","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Alberta,     Haut salaire,UNITY TRANSPORTATION LTD,"Edmonton, AB T6L 2S2",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,VAAR EXTERIORS AND HOME IMPROVEMENTS LTD,"CALGARY, AB T2L 0K5",7282-Finisseurs de béton,1
Alberta,     Haut salaire,Vadel Inc.,"Calgary, AB T2G 3N7",7282-Finisseurs de béton,1
Alberta,     Haut salaire,VIETNAM TRAVEL CENTRE INC,"Calgary, AB T2A 0R1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Alberta,     Haut salaire,Whitecourt Veterinary Clinic Ltd.,"WHITECOURT, AB T7S 1P5",3114-Vétérinaires,1
Alberta,     Haut salaire,Xiyoume Technology Ltd. O/A Xiyoudidi Taxi,"EDMONTON, AB T5J 1V9",1525-Répartiteurs,1
Alberta,   Bas salaire,1005364 Alberta Ltd,"LETHBRIDGE, AB T1K 5R9",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1007876 Alberta Ltd.,"Westlock, AB T7P 2C6",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1007876 Alberta Ltd.,"Westlock, AB T7P 2C6",6733-Concierges et surintendants d'immeubles,1
Alberta,   Bas salaire,1072887 ALBERTA LTD,"EDMONTON, AB T6G 2J7",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1086729 Alberta Ltd.,"Banff, AB T1L 1C4",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1115610 Alberta Ltd,"Edmonton, AB T5E 4E5",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1294711 Alberta Ltd,"Calgary, AB T1Y 5E4",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1353412 ALBERTA LTD.,"Calgary, AB T2E 6W5",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1427731 Alberta Ltd,"Bonnyville, AB T9N 1Y8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,1458954 Alberta Ltd,"Fort McMurray, AB T9K 0M3",6311-Superviseurs des services alimentaires,2
Alberta,   Bas salaire,1555022 Alberta Inc.,"Edmonton, AB T5P 4J7",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1601289 Alberta LTD,"Calgary, AB T3A 1Z6",6341-Coiffeurs et barbiers,1
Alberta,   Bas salaire,1642637 Alberta LTD,"Calgary, AB T3K 0C4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,   Bas salaire,1650205 Alberta Ltd (o/a Prime World Tours),"Calgary, AB T3E 0B7","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Alberta,   Bas salaire,1691809 ALBERTA LTD.,"TURNER VALLEY, AB T0L 2A0",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1776670 Alberta Ltd,"NISKU, AB T9E 0W8",6525-Réceptionnistes d'hôtel,1
Alberta,   Bas salaire,1777063 Alberta ltd,"Hardisty, AB T0B 1V0",6525-Réceptionnistes d'hôtel,1
Alberta,   Bas salaire,1819269 Alberta Ltd,"Calgary, AB T2G 0B6",6321-Chefs,1
Alberta,   Bas salaire,1825399 Alberta Inc.,"CALGARY, AB T3K 1K5",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1829367 Alberta Ltd. o/a Chauvin Grocery Store,"Irma, AB T0B 2H0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1843142 Alberta Inc,"Airdrie, AB T4B 3Y2",6322-Cuisiniers,1
Alberta,   Bas salaire,1901504 ALBERTA LTD.,"VIKING, AB T0B 4N0",6322-Cuisiniers,1
Alberta,   Bas salaire,1924294 Alberta Ltd.,"GRANDE PRAIRIE, AB T8X 1N1",6211-Superviseurs des ventes - commerce de détail,2
Alberta,   Bas salaire,1930004 Alberta Ltd. o/a Mr. Mikes Steakhouse & Casual Restaurant,"CALGARY, AB T3P 0A3",1226-Planificateurs de congrès et d'événements,1
Alberta,   Bas salaire,1931296 Alberta Ltd. o/a Turner Valley Bottle Depot,"CALGARY, AB T3H 2W2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,   Bas salaire,1931527 AB LTD,"Edmonton, AB T6T 0V7",6341-Coiffeurs et barbiers,1
Alberta,   Bas salaire,1941073 Alberta Ltd,"Edmonton, AB T6X 0A9",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1941073 Alberta Ltd,"Edmonton, AB T6X 0A9",6322-Cuisiniers,1
Alberta,   Bas salaire,2000648 Alberta Ltd,"Edmonton, AB T6J 6P3",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,2002869 Alberta Ltd.,"EDMONTON, AB T6W 0Z2",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Alberta,   Bas salaire,2016025 Alberta Ltd,"Barrhead, AB T7N 1N5",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,2049004 Alberta Ltd,"Sherwood Park, AB T8H 0W6",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,2068826 Alberta Ltd.,"STONY PLAIN, AB T7Z 0K3",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Alberta,   Bas salaire,2074761 Alberta Ltd,"PEACE RIVER, AB T8S 1N2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,2077385 ALBERTA LTD.,"Edmonton, AB T5E 4C2",6322-Cuisiniers,2
Alberta,   Bas salaire,2088582 Alberta Inc.,"SHERWOOD PARK, AB T8H 2A7",6322-Cuisiniers,1
Alberta,   Bas salaire,2098898 ALBERTA LTD,"EDMONTON, AB T6W 4B5",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,2111700 ALBERTA LTD.,"Lloydminster, AB T9V 2G7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,2121596 Alberta Ltd.,"High River, AB T1V 2B1",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,   Bas salaire,2125911 ALBERTA LTD,"Edmonton, AB T6E 1Z2",6322-Cuisiniers,2
Alberta,   Bas salaire,2129337 Alberta Ltd,"WETASKIWIN, AB T9A 3E7",6322-Cuisiniers,2
Alberta,   Bas salaire,2136734 Alberta Corp. o/a Circle K,"GRANDE PRAIRIE, AB T8V 7G4",6211-Superviseurs des ventes - commerce de détail,2
Alberta,   Bas salaire,2142966 ALBERTA INC,"Edmonton, AB T6E 4A5",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,2157717 Alberta Ltd.,"SHERWOOD PARK, AB T8H 0Z9",6322-Cuisiniers,1
Alberta,   Bas salaire,2167641 Alberta Ltd. o/a Heart Mountain Store,"Exshaw, AB T0L 2C0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,2174587 Alberta Ltd.,"Rocky Mountain House, AB T4T 1B4",6211-Superviseurs des ventes - commerce de détail,2
Alberta,   Bas salaire,2176188 Alberta Ltd.,"Rocky Mountain House, AB T4T 1E1",6322-Cuisiniers,2
Alberta,   Bas salaire,592467 Alberta Ltd o/a Escada Hair,"Edmonton, AB T6K 4B4",6341-Coiffeurs et barbiers,2
Alberta,   Bas salaire,695256 Alberta Ltd,"Drumheller, AB T0J 0Y0",6321-Chefs,1
Alberta,   Bas salaire,9690565 Canada INC,"SHERWOOD PARK, AB T8H 2B6",1241-Adjoints administratifs,1
Alberta,   Bas salaire,9690565 Canada Inc.,"SHERWOOD PARK, AB T8H 2B6",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,4
Alberta,   Bas salaire,A&M Cleaning Inc o/a A&M Cleaning,"Fort McMurray, AB T9H 4T5",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Alberta,   Bas salaire,Able Electrical Services Ltd,"CALGARY, AB T3J 0M5",1411-Employés de soutien de bureau généraux,1
Alberta,   Bas salaire,Able Electrical Services Ltd,"CALGARY, AB T3J 0M5",7611-Aides de soutien des métiers et manoeuvres en construction,1
Alberta,   Bas salaire,Alberta World Ventures Inc,"Edmonton, AB T6W 0G4",7283-Carreleurs,2
Alberta,   Bas salaire,All - Fab Tarpaulin Co Ltd,"Edmonton, AB T5V 0A1",9446-Opérateurs de machines à coudre industrielles,1
Alberta,   Bas salaire,AMS Publisher Inc.,"Calgary, AB T3N 0M7","5125-Traducteurs, terminologues et interprètes",1
Alberta,   Bas salaire,Anecon Engineering Inc.,"CALGARY, AB T3P 0N5","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Alberta,   Bas salaire,Angel Keepers Ltd.,"EDMONTON, AB T5E 4L8",6315-Surveillants des services de nettoyage,1
Alberta,   Bas salaire,Arsh Sidhu Official Ltd.,"Edmonton, AB T6E 3S9",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Aventura Marketing Inc,"EDMONTON, AB T6X 1S1",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Aventura Marketing Inc,"EDMONTON, AB T6X 1S1",6421-Vendeurs - commerce de détail,1
Alberta,   Bas salaire,Boss World Ltd,"EDMONTON, AB T6W 4B5",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Brookwood Management Inc,"HINTON, AB T7V  2A",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Alberta,   Bas salaire,Bubble Bee Car and Truck Wash Ltd.,"WABASCA, AB T0G 2K0",6732-Nettoyeurs spécialisés,1
Alberta,   Bas salaire,BUDDY'S CAR CARE LIMITED,"CALGARY, AB T1Y 6Z8",6315-Surveillants des services de nettoyage,1
Alberta,   Bas salaire,Canada Mat Inc.,"Edmonton, AB T6N 1B2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,   Bas salaire,Canmore Wen Inc.,"Calgary, AB T3Z 3L5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Alberta,   Bas salaire,Cap-City Landscaping Inc,"edmonton, AB T5L 1H7","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Alberta,   Bas salaire,Century Resorts Alberta Inc o/a Century Casino,"CALGARY, AB T2G 1Z4",6541-Agents de sécurité et personnel assimilé des services de sécurité,1
Alberta,   Bas salaire,Chahal Trucklines Ltd,"CHESTERMERE, AB T1X 0M2",7511-Conducteurs de camions de transport,4
Alberta,   Bas salaire,Chandigarh Styles & Trendz Ltd.,"Edmonton, AB T6E 5P2",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Chandigarh Styles & Trendz Ltd.,"Edmonton, AB T6E 5P2","6342-Tailleurs, couturiers, fourreurs et modistes",1
Alberta,   Bas salaire,Chief Medical Supplies Ltd,"CALGARY, AB T2E 6J7",9422-Opérateurs de machines de traitement des matières plastiques,1
Alberta,   Bas salaire,City & Country Winery Ltd.,"OKOTOKS, AB T1S 1X5",0911-Directeurs de la fabrication,1
Alberta,   Bas salaire,Cranbrook Framing Inc.,"CALGARY, AB T1Y 6T8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Alberta,   Bas salaire,DA. Mangatz Inc.,"Edmonton, AB T6X 1T6",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
Alberta,   Bas salaire,Dhatt Bros Ltd.,"Calgary, AB T3J 3E3",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,   Bas salaire,Ding Sheng Food Inc.,"EDMONTON, AB T5J 1Z7",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,DPC ALBERTA LTD.,"CALGARY, AB T2Z 4J1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,DSI Food Corporation,"Calgary, AB T1Y 5E2","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Alberta,   Bas salaire,Durabuilt Windows & Doors Inc.,"Edmonton, AB T5S 1R7","9537-Monteurs, finisseurs et contrôleurs de produits divers",3
Alberta,   Bas salaire,EDGE GRAVEL & CONCRETE LTD,"CALGARY, AB T3J 0K6",7611-Aides de soutien des métiers et manoeuvres en construction,2
Alberta,   Bas salaire,Euphoria Lounge Inc,"Edmonton, AB T5H 2Z8",6511-Maîtres d'hôtel et hôtes,1
Alberta,   Bas salaire,Famoso Neapolitan Pizzeria,"Calgary, AB T2S 2S7",0631-Directeurs de la restauration et des services alimentaires,1
Alberta,   Bas salaire,Fast-Lane Pizza Pasta and More.,"CALGARY, AB T2J 2Y1",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,G.N.D INC,"CALGARY, AB T3J 5H3",1241-Adjoints administratifs,1
Alberta,   Bas salaire,G.P. Liquor For Less Ltd.,"GRANDE PRAIRIE, AB T8V 0N3",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Globefish Marda Lopp Ltd,"Caglgary, AB T2T 1Z5",6322-Cuisiniers,1
Alberta,   Bas salaire,Gobind Marg Charitable Trust Association,"EDMONTON, AB T6N 0A5",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Alberta,   Bas salaire,Gorgeous Beauty Salon Ltd,"FORT MCMURRAY, AB T9H 1J9",6341-Coiffeurs et barbiers,1
Alberta,   Bas salaire,GSK Restaurants Ltd. o/a Dairy Queen,"Edmonton, AB T6L 7G4",6311-Superviseurs des services alimentaires,1
