Terre-Neuve-et-Labrador,, 
1445329 Alberta Ltd o/a Golden Gate Family Restaurant,"4825 50th Avenue, CP 218, St. Paul (AB)  T0A 3A0",1
1445698 Alberta Ltd. o/a That's The Spirit Liquor Store,"101 River Stone Ridge, Fort McMurray (AB)  T9K 0T9",2
1446708 Alberta Ltd o/a Never Too Clean,"CP 30519, COP Clearwater, Fort McMurray (AB)  T9H 0C4",1
1447028 Alberta Ltd o/a Dominos Pizza,"11300, boulevard Tuscany Nord-ouest, bureau 4006, Calgary (AB)  T3L 2V7",1
1447814 Alberta Ltd o/a OPA! Souvlaki Of Greece,"15880 McKenzie Lake Way Southeast, Calgary (AB)  T2Z 2P2",2
1448383 Alberta Ltd. o/a LP Sales Equipment and Supplies,"2316 27th Avenue Northwest, bureau 7, Calgary (AB)  T2E 7A7",2
1450284 Alberta Ltd o/a Panago Pizza,"13712 42nd Street, Edmonton (AB)  T5Y 2Z2",1
1450628 Alberta Ltd.,"13104 Elbow Drive Southwest, bureau 601, Calgary (AB)  T2W 2P2",2
1451074 Alberta Ltd o/a Palace Liquor,"CP 1770, Nanton (AB)  T0L 1R0",1
1453494 Alberta Ltd o/a Good Earth Cafe,"707 7th Avenue Southwest, bureau 130, Calgary (AB)  T2P 3H6",1
1454277 Alberta Ltd.,"56217 RR 242, Sturgeon County (AB)  T0A 0K3",1
1454293 Alberta Ltd o/a OPA Souvlaki of Greece,"15404 Beaumaris Road, Edmonton (AB)  T5X 4C1",1
1454339 Alberta Ltd O/A POPcodes,"5760 9th Street Southeast, bureau 109, Calgary (AB)  T2H 1Z9",1
1456804 Alberta Ltd o/a Mucho Burrito,"19 Anaheim Circle Northeast, Calgary (AB)  T1Y 7E2",1
1457129 Alberta Ltd o/a Dominos Pizza,"CP 2380, Slave Lake (AB)  T0G 2A0",2
1457406 Alberta Ltd. o/a Subway Coaldale,"CP 1261, Coaldale (AB)  T1M 1N1",2
1457409 Alberta Ltd,"54418 Range Road 251, bureau 511, Sturgeon County (AB)  T8T 0C7",2
1458496 Alberta Ltd o/a Color Me Mine,"334 14th Street Northwest, Calgary (AB)  T2N 1Z7",2
1461204 Alberta Inc.,"204 Walden Mews Southeast, Calgary (AB)  T2X 0S8",1
1461927 Alberta Ltd. o/a Mac's Convenience Store #2158,"40 Southridge Drive, Okotoks (AB)  T1S 1V4",1
1461935 Alberta Ltd o/a Subway,"52216 RR 233, unité 14, Sherwood Park (AB)  T8B 1C9",2
1462606 Alberta Ltd o/a Fas Gas Plus,"510 Bow Valley Trail, Canmore (AB)  T1W 1N9",1
1463929 Alberta Ltd. o/a Super 8 Cochrane,"11 West Side Drive, Cochrane (AB)  T4C 1M1",1
1464520 Alberta Ltd o/a Subway Sundre,"CP 1280, Sundre (AB)  T0M 1X0",1
1465432 Alberta Ltd. o/a Bhullar Transportation,"3235 18th Street, Edmonton (AB)  T6T 0H2",1
1466271 Alberta Inc o/a Canadian Pizza Unlimited,"45 Sunmills Drive Southeast, Calgary (AB)  T2X 2G6",1
1466613 Alberta Ltd o/a 18th Street Liquor Junxn,"5006 18th Street, bureau 102, Lloydminster (AB)  T9V 1V4",3
1469738 Alberta Ltd o/a Dil-E-Punjab Sweets & Restaurant,"1531 Millwoods Road East, Edmonton (AB)  T6L 5H1",2
1470414 Alberta Ltd. o/a El Toro Restaurant,"CP 1168, Banff (AB)  T1L 1B1",1
1471043 Alberta Inc o/a Chick Pea,"736 8th Avenue Southwest, bureau 120, Calgary (AB)  T2P 1H4",2
1471304 Alberta Inc. o/a Swiss Chalet,"265, boulevard Shawville Sud-est, Calgary (AB)  T2Y 3H9",2
1471601 Alberta Ltd o/a Golden Star Dining Lounge,"10112 101st Avenue, Grande Prairie (AB)  T8V 0Y2",1
1471899 Alberta Ltd. o/a Woodwork and Pub Interiors,"25, avenue Chisholm, bureau 115, St. Albert (AB)  T8N 5A6",2
1472426 Alberta Ltd o/a Cora Breakfast & Lunch,"222 Baseline Road, unité 374, Sherwood Park (AB)  T8H 1S8",2
1472777 Alberta Ltd o/a The Stock and Sauce Co,"23 Signature Mews Southwest, Calgary (AB)  T3H 2V6",1
1474412 Alberta Ltd o/a Mac's Convenience Store,"5204 50th Avenue, Vermillion (AB)  T9X 1V1",1
1476067 Alberta Ltd o/a Opa Souvlaki Westhills,"26 Sienna Park Terrace Southwest, Calgary (AB)  T3H 3L4",1
1476289 Alberta Ltd o/a Opa Souvlaki,"12294 Symons Valley Road Northwest, bureau 111, Calgary (AB)  T3P 0A3",2
1480533 Alberta Ltd. o/a Husky Gas Station,"1202 Mayor Magrath Drive South, Lethbridge (AB)  T1K 2R2",1
1481966 Alberta Ltd. o/a Hunterhorn Dairy Queen,"6732 4th Street Northeast, Calgary (AB)  T2K 6G9",2
1482244 Alberta Ltd o/a Eugene's Gas Bar,"CP 376, SW Section 35, Township 57, Range 12, W4M, Saddle Lake (AB)  T0A 3T0",1
1482465 Alberta Ltd. o/a Edo Japan,"5311 Discovery Way, bureau 104, Leduc Common, Leduc (AB)  T9E 8N4",1
1483603 Alberta Ltd o/a Taco Time,"13208 82nd Street Northwest, Edmonton (AB)  T5E 2T7",2
1484818 Alberta Ltd o/a Shell,"CP 2636, SUCC Main, Whitecourt (AB)  T7S 2A2",2
1484818 Alberta Ltd o/a Shell (Hinton),"CP 2636, SUCC Main, Whitecourt (AB)  T7S 2A2",1
1485515 Alberta Ltd o/a Wok Box,"288 Aspen Glen Landing Southwest, bureau 106, Calgary (AB)  T3H 0N5",1
1485633 Alberta Ltd O/A Subway Restaurant,"350, boulevard Shawville Sud-est, bureau 260, Calgary (AB)  T2Y 3S4",2
1486560 Alberta Ltd o/a P&R Trading,"CP 334, Three Hills (AB)  T0M 2A0",1
1487225 Alberta Ltd o/a G.P. North Shell,"8301 99th Street, bureau 101, Clairmont (AB)  T0H 0W0",2
1487850 Alberta Ltd o/a Edo Japan,"6900 Taylor Drive, unité 4, Red Deer (AB)  T4P 1K4",3
1488570 Alberta Ltd o/a Swiss Chalet,"8900 Macleod Trail South, Calgary (AB)  T2H 0M4",1
1489620 Alberta Ltd o/a Subway Restaurant,"CP 1660, Blackfalds (AB)  T0M 0J0",1
1491689 Alberta Ltd o/a Coach Hill Shell,"182, boulevard Saddlemont Nord-est, Calgary (AB)  T3J 5E5",2
1491689 Alberta Ltd O/A Montgomery Shell,"182, boulevard Saddlemont Nord-est, Calgary (AB)  T3J 5E5",2
1491689 Alberta Ltd. o/a Varsity Shell,"182, boulevard Saddlemont Nord-est, Calgary (AB)  T3J 5E5",2
1491761 Alberta Ltd. o/a Rocky Mountain Chocolate Factory,"420 Panatella Court Northwest, Calgary (AB)  T3K 5Z7",2
1493483 Alberta Ltd o/a Rickys All Day Grill,"8180 11th Street Southeast, bureau 860, Calgary (AB)  T2H 3B5",1
1494230 Alberta Ltd o/a Generations Kindergarden Nursery & Daycare,"8439 Sloane Crescent, Edmonton (AB)  T6R 0L3",1
1494362 Alberta Ltd,"4723 5th Avenue, Edson (AB)  T7E 1C6",1
1494618 Alberta Ltd o/a Spring Moon Japanese Restaurant,"1 Poplar Crescent, Fort McMurray (AB)  T9H 1N8",4
1496160 Alberta Ltd o/a Riverside Market 2009,"CP 246, Milk River (AB)  T0K 1M0",5
1497338 Alberta Ltd o/a Fas Gas Strathmore Service,"12 Castlegreen Close Northeast, Calgary (AB)  T3J 1Y6",1
1500094 Alberta Ltd o/a Cultures,"6455 Macleod Trail, Calgary (AB)  T2H 0K9",1
1500808 Alberta Ltd o/a India Palace Restaurant & Sweets,"5700 Falsbridge Drive Northeast, bureau 10, Calgary (AB)  T3J 4X5",1
1501062 Alberta Ltd o/a Sawmill Prime Rib & Steak House Capilano,"4810 Calgary Trail South, 2e étage, Edmonton (AB)  T6H 5H5",4
1501070 Alberta Ltd o/a The Canadian Brewhouse,"270 Baseline Road, bureau 200, Sherwood Park (AB)  T8H 1R4",2
1501299 Alberta Ltd o/a PK's Corner Convenience Store,"101 Riverstone Ridge, Fort McMurray (AB)  T9K 0T9",1
1501305 Alberta Ltd o/a Timberlea Carwash,"101 Riverstone Ridge, Fort McMurray (AB)  T9K 0T9",4
1501752 / 1501757 AB Ltd o/a Shelter Valley Land & Cattle,"CP 131, SE 29-40-6-W4, Czar (AB)  T0B 0Z0",3
1501930 Alberta Ltd o/a Booster Juice,"Meadowlark Park Shopping Centre Northwest, 156th Street & 87th Avenue, bureau 265, Edmonton (AB)  T5R 5W9",1
1502675 Alberta Ltd o/a Cafe Mediterranean,"1009 1st Street Southwest, Calgary (AB)  T2R 0T8",1
1502736 Alberta Ltd o/a Thai Express,"350 Summerside Cove, Edmonton (AB)  T6X 1B3",1
1502971 Alberta Ltd. o/a Pho Express,"4604 37th Street Southwest, bureau 2, Calgary (AB)  T3E 3C9",1
1503264 Alberta Ltd o/a Edo Japan,"3510 Tudor Glen South, St. Albert (AB)  T8N 3V4",3
1503771 Alberta Ltd o/a Ha Tien Vietnamese Restaurant,"11225 30th Street Southwest, Calgary (AB)  T2W 4N5",1
1503974 Alberta Ltd o/a Campbell Park Bottle Depot,"35, avenue Corriveau, St. Albert (AB)  T8N 5A3",3
1504532 Alberta Ltd. o/a LMS Reinforcing Steel Group,"387, avenue Exploration Sud-est, Calgary (AB)  T3S 0A2",13
1504729 Alberta Ltd o/a Super 8 Athabasca,"4820B Wood Heights Road, Athabasca (AB)  T9S 1V4",1
1505070 Alberta Ltd o/a Hinton Fas Gas,"106, rue Market, Hinton (AB)  T7V 2A2",1
1505897 Alberta Ltd o/a Holiday Inn Canmore,"1 Silver Tip Trail, Canmore (AB)  T1W 2Z7",1
1505922 Alberta Ltd. o/a Wok Box,"344 Pearson Crescent, Edmonton (AB)  T5T 5Y7",1
1506411 Alberta Ltd o/a Mac's Convenient Store,"3, rue Ironside, bureau 120, Red Deer (AB)  T4R 3G8",1
1506894 Alberta Ltd o/a WheatField Inn,"CP 70, Kitscoty (AB)  T0B 2P0",1
1506912 Alberta Ltd o/a Jugo Juice - Commerce Place,"10155 102nd Street, bureau 270, Edmonton (AB)  T5J 4G8",1
1506975 Alberta Ltd o/a Lakeland Grill,"5005 50th Avenue, CP 4931, Bonnyville (AB)  T9N 0H3",2
1507459 Alberta Limited o/a Sparkling Commercial Cleaning,"246 Stewart Green Southwest, bureau 1603, Calgary (AB)  T3H 3C8",1
1507962 Alberta Ltd  o/a Jameson's Irish Pub,"1230 17th Avenue Southwest, bureau 100, Calgary (AB)  T2T 0B8",3
1510655 Alberta Ltd o/a Pinoy Grill,"18216 84th Avenue, Edmonton (AB)  T5T 2B4",2
1511410 Alberta Inc o/a TacoTime (Walden),"5029, avenue Elgin Sud-est, Calgary (AB)  T2Z 0M5",1
1511661 Alberta Ltd o/a Dominos Pizza,"6544 4th Street, Calgary (AB)  T2K 6H2",2
1515025 Alberta Ltd o/a Harvey's Restaurant #2438,"10358 109th Street Northwest, Edmonton (AB)  T5J 4X9",1
1515134 Alberta Ltd o/a European Millwork & Cabinets,"336 40th Avenue Northeast, Calgary (AB)  T2E 2M7",1
1516010 Alberta Inc o/a Mucho Burrito,"388, boulevard Country Hills, bureau 721, Calgary (AB)  T3K 5J6",2
1517071 Alberta Ltd.o/a Bridge Homes,"6711 18th Avenue Southwest, Edmonton (AB)  T6X 0G9",1
1517311 Alberta Corp o/a Dairy Queen,"5608 McLuhan Place, Edmonton (AB)  T6R 0J4",2
1519095 Alberta Ltd o/a Harveys,"10350 34th Avenue, Edmonton (AB)  T6J 7A2",1
1519224 Alberta Ltd o/a Swiss Chalet,"4004 17th Street Northwest, Edmonton (AB)  T6T 0C1",2
1522714 Alberta Ltd. o/a VCL,"16431 107A Avenue, Edmonton (AB)  T5P 0Z4",1
1525429 Alberta Ltd o/a Fatburger,"201 Southridge Drive, bureau 729, Okotoks (AB)  T1S 2E1",1
1526551 Alberta Ltd o/a Viking Subway & Donut Shop,"CP 247, Viking (AB)  T0B 4N0",2
1527015 Alberta Ltd o/a CK Flooring,"8 Rockyspring Gate Northwest, Calgary (AB)  T3G 5A2",1
1527852 Alberta Ltd. o/a Crescent Enterprise (Building Operators),"7807 164th Avenue Northwest, Edmonton (AB)  T5Z 3J7",2
1529598 Alberta Ltd o/a Crepeworks,"8882 170th Street, bureau 1878, Edmonton (AB)  T5T 3J7",2
1529719 Alberta Ltd o/a Craft Beer Market,"345 10th Avenue Southwest, Calgary (AB)  T2R 0A5",6
1532593 Alberta Ltd o/a Hayduk Lumber,"4736 50th Avenue, Calmar (AB)  T0C 0V0",2
1532736 Alberta Ltd o/a Humpty's Family Restaurant #54,"4207 50th Street, Cold Lake (AB)  T9M 1K6",4
1535987 Alberta Ltd o/a The Canadian Brewhouse,"6608 48th Avenue, Camrose (AB)  T4V 4R1",4
1537641 Alberta Ltd o/a Moksha Restaurant,"9266 34th Avenue, Edmonton (AB)  T6E 5P2",2
1538143 Alberta Ltd. o/a Conyac's Bar and Grill,"10010 179A Street, Edmonton (AB)  T5S 2T1",1
1539067 Alberta Ltd o/a OPA of Greece,"15880 McKenzie Lake Way Southeast, Calgary (AB)  T2Z 2P2",2
1539320 Alberta Ltd o/a Rocky Mountain Dental Labs,"4616 Valiant Drive Northwest, bureau 208, Calgary (AB)  T3A 0X9",2
1539923 Alberta Inc o/a Niton Liquor Store,"4926 50th Avenue, CP 134, Niton Junction (AB)  T0E 1S0",1
1539968 Alberta Ltd o/a Subway 4645,"5606B 4th Street Northwest, Calgary (AB)  T2K 1B2",1
1540131 Alberta Ltd o/a Wokbox,"12320 137th Avenue, Edmonton (AB)  T5L 4X6",2
1540955 Alberta Ltd o/a Oodle Noodle (109),"9548 100A Street, Edmonton (AB)  T5K 0V6",2
1541466 Alberta Inc o/a Humptys Family Restaurant,"5255 Richmond Road Southwest, bureau 530, Calgary (AB)  T3E 7C4",1
1542388 Alberta Ltd o/a Waldorf Restaurant,"4820 50th Avenue, Leduc (AB)  T9E 6X9",1
1543372 Alberta Ltd. o/a Rice Bowl Deluxe,"7909A 104th Street Northwest, Edmonton (AB)  T6E 6N8",3
1543715 Alberta Inc o/a Quiznos Sub,"195 Pantego Close Northwest, Calgary (AB)  T3K 0K3",1
1545501 Alberta Ltd o/a Line X  Protective Coating,"7229 50th Street, Edmonton (AB)  T6B 2J9",1
1545614 Alberta Ltd o/a Hektap Export Import,"253 Woodbridge Way, Sherwood Park (AB)  T8A 3Y3",1
1545857 Alberta Ltd o/a The Olive Tree,"CP 7256, Edson (AB)  T7E 1V5",2
1546231 Alberta Ltd. o/a Domino's Pizza,"102 Auburn Glen Drive Southeast, Calgary (AB)  T3M 0P9",2
1546827 Alberta Ltd. o/a Humpty's Family Restaurant,"8815 101st Street, Fort Saskatchewan (AB)  T8L 4J6",1
1547468 Alberta Ltd o/a Frilly Lilly,"2105 4th Street Southwest, Calgary (AB)  T2S 1W8",1
1550085 Alberta Ltd o/a The UPS Store,"11007, avenue Jasper, Edmonton (AB)  T5K 0K6",1
1550676 Alberta Ltd o/a Shiraz Persian Cuisine,"1120, rue Centre, Calgary (AB)  T2E 2R2",1
1550970 Alberta Ltd o/a East Side Mario's Shawnessy Calgary,"16061 Macleod Trail Southeast, bureau 500, Calgary (AB)  T2Y 3S5",5
1552165 Alberta Ltd o/a Cafe Momoko,"8 Weston Drive Southwest, bureau 3, Calgary (AB)  T3H 5P2",1
1552371 Alberta Ltd o/a Original Joes Restaurant and Bar,"CP 92570, COP Nottingham, Sherwood Park (AB)  T8A 3X4",4
1552729 Alberta Ltd o/a Pho Hoa,"9723 106th Avenue, Edmonton (AB)  T5H 4K8",3
1552944 Alberta Ltd o/a Swiss Chalet,"5111 22nd Street, bureau 8, Red Deer (AB)  T4R 2K1",2
1554299 Alberta Ltd. o/a Kingsway Toyota,"12820 97th Street Northwest, Edmonton (AB)  T5E 4C3",2
1554622 Alberta Ltd o/a Famous Chinese Restaurant,"702 10th Street, Canmore (AB)  T1W 2A6",1
1554933 Alberta Ltd.o/a Joey's Only Seafood Restaurant,"2120 Crowfoot Trail Northwest, Calgary (AB)  T2M 3Y7",1
1555229 Alberta Ltd o/a Orthotec Dental Laboratory,"5940 Macleod Trail Southwest, bureau 544, Calgary (AB)  T2H 2G4",2
1555663 Alberta Ltd. o/a Stir Krazy Coffee Bar,"8308 114th Street Northwest, bureau 2050, Edmonton (AB)  T6G 2V2",2
1556096 Alberta Ltd o/a Saigon Y2K NW Restaurant,"4786 Hamptons Ways Northwest, Calgary (AB)  T3A 6K2",1
1556377 Alberta Ltd o/a Shawarma Palace & Convenience,"CP 6163, Fort McMurray (AB)  T9H 4W1",1
1556482 Alberta Ltd o/a Happy Time Child Care,"11263 Oakfield Drive Southwest, Calgary (AB)  T2W 4M2",1
1557860 Alberta Ltd o/a Macs Convenience Store,"5001 52nd Street, bureau 101, Lacombe (AB)  T4L 2A6",1
1557931 Alberta Ltd o/a Railside Shell & Comfort Inn,"11232 101st Avenue, CP 2260, Fairview (AB)  T0H 1L0",2
1558385 Alberta Ltd. dba Walker Plant JV,"521 Silvertip Pointe, Canmore (AB)  T1W 2V1",2
1558624 Alberta Ltd o/a Koryo Korean BBQ,"248 Edgeland Road Northwest, Calgary (AB)  T3A 2Z1",1
1558707 Alberta Ltd o/a Read's Heating & Air Conditioning,"8744 50th Avenue, Edmonton (AB)  T6E 5K8",4
1558854 Alberta Ltd.,"15103 43rd Street, Edmonton (AB)  T5Y 3A9",2
1560756 Alberta Ltd o/a Buffet Royale Carvery,"17202 95th Avenue Northwest, Edmonton (AB)  T5T 6N8",1
1561415 Alberta Ltd o/a Panago Pizza,"17735 98A Avenue Northwest, Edmonton (AB)  T5T 5W8",1
1561441 Alberta Ltd. o/a Servpro of Edmonton,"9705 56th Avenue Northwest, Edmonton (AB)  T6E 0B4",2
1563577 Alberta Ltd o/a Humpty's Family Restaurant,"1619 46th Street Northwest, Calgary (AB)  T3B 1A8",2
1564215 Alberta Inc o/a Golden Tee's Restaurant,"1815 66th Street, Edson (AB)  T7E 1S4",4
1564327 Alberta Ltd o/a Arby's Restaurant (17 Ave SE Calg),"5029 17th Avenue Southeast, Calgary (AB)  T2A 0V5",2
1564946 Alberta Ltd o/a Optimum Immigration,"9415 45th Avenue, bureau 200, Edmonton (AB)  T6E 6B9",2
1565534 Alberta Ltd o/a Mucho Burrito,"1941 Strachan Road Southeast, bureau 102, Medicine Hat (AB)  T1B 0G4",3
1565759 Alberta Ltd o/a Supervalue Liquor,"4506 118th Avenue Northwest, Edmonton (AB)  T5W 1A9",1
1566410 Alberta Ltd o/a Stampede Car Wash,"192 Sherwood Rise Northwest, Calgary (AB)  T3R 1P7",2
1566423 Alberta Ltd o/a Camrose Petro Canada,"3919 48th Avenue, Camrose (AB)  T4V 2Z1",1
1567922 Alberta Ltd o/a Longview Esso,"CP 217, Longview (AB)  T0L 1H0",1
1569360 Alberta Ltd o/a Riverside Convenience,"CP 239, Wabasca (AB)  T0G 2K0",3
1570216 Alberta Ltd o/a Burger Baron,"4840 45th Street & Highway 11, CP 848, Rocky Mountain House (AB)  T4T 1A6",1
1570232 AB Ltd. o/a Papa John's Pizza,"13830 40th Street, bureau 5c, Edmonton (AB)  T5Y 3E6",1
1571021 Alberta Ltd o/a G.P. North Quiznos,"8301 99th Street, bureau 101, Clairmont (AB)  T0H 0W0",2
1572311 Alberta Ltd. o/a Sophie's Pizza,"2006 22nd Street Southwest, Calgary (AB)  T2T 5E7",1
1572669 Alberta Ltd. o/a Spring Moon Japanese Restaurant,"9511, avenue Franklin, Fort McMurray (AB)  T9I 3Z7",2
1572984 Alberta Ltd o/a Pro Haircare and Salon,"2525 36th Street Northeast, bureau 265, Calgary (AB)  T1Y 5T4",1
1573427 Alberta Ltd o/a Taco Time,"88 Saddletree Close Northeast, Calgary (AB)  T3J 5H9",1
1575740 Alberta Ltd o/a Fox Creek Truck & Car Wash,"CP 300, Fox Creek (AB)  T0H 1P0",1
1576233 Alberta Ltd. o/a D S R Trucking,"3736 13th Street Northwest, Edmonton (AB)  T6T 0G3",4
1576388 Alberta Ltd. o/a Shoppers Drug Mart # 371,"3945 34th Street, Edmonton (AB)  T6T 1L5",1
1576883 Alberta Ltd o/a Patels's Winterburn Food Store,"21536 115th Avenue, Edmonton (AB)  T5S 2N7",1
1578018 Alberta Ltd o/a Custom T-Shirts,"17008 90th Avenue, bureau 101, Edmonton (AB)  T5T 1L6",1
1578648 Alberta Ltd o/a Subway,"2121 Premier Way, bureau 200, Sherwood Park (AB)  T8H 0B8",4
1582221 Alberta Ltd. o/a Dairy Queen / Orange Julius,"1632 14th Avenue Northwest, bureau 1817, Calgary (AB)  T2N 1M7",1
"1582332 Alberta Ltd o/a Good Earth Coffee House & Bakery""CBE""","908 13th Avenue Southwest, Calgary (AB)  T2R 0L4",2
1582581 Alberta Ltd o/a Riverside Liquor Store,"CP 239, Wabasca (AB)  T0G 2K0",1
1583116 Alberta Inc o/a Booster Juice,"CP 96005, COP West Springs, Calgary (AB)  T3H 0L3",1
1585485 Alberta Ltd o/a Harvey's,"10008 22nd Avenue Southwest, Edmonton (AB)  T6N 1J6",2
1585678 Alberta Ltd o/a Mamma's Italian Pizza & Steak House,"CP 235, Thorhild (AB)  T0A 3J0",1
1585846 Alberta Ltd. o/a Tudor Rose,"1110, boulevard Panatella Nord-ouest, bureau 800, Calgary (AB)  T3K 0S6",1
1586336 Alberta Ltd o/a Bazyl Construction,"831 Blacklock Way Southwest, Edmonton (AB)  T6W 1C6",1
1586577 Alberta Ltd o/a Skyview Subway,"81 Saddlecrest Place Northeast, Calgary (AB)  T3J 5G2",2
"1591360 Alberta Ltd o/a Beiseker Highway Service, BJ's Cafe Restaurant & Lazy Ace Saloon","CP 212, Beiseker (AB)  T0M 0G0",1
1591841 Alberta Ltd o/a Nitza's Pizza,"80, avenue McKenny, St. Albert (AB)  T8N 2G4",1
1592295 Alberta Ltd o/a Auto Shine Detailing,"10365 59th Avenue, Edmonton (AB)  T6H 1E7",2
1594043 Alberta Ltd o/a Lougheed Hotel & Restaurant,"4917 51st Avenue, Lougheed (AB)  T0B 2V0",2
1595305 Alberta Ltd o/a Cork N' Cap Liquor Store,"6207 44th Street, unité 3, Lloydminster (AB)  T9V 1V8",1
1595502  Alberta Ltd. o/a Eco Groundworks,"CP 70098 LPO, Edmonton (AB)  T5C 3R6",6
1596840 Alberta Ltd o/a La-Shish Taouk Family Restaurant,"224 Mayfield Common, Edmonton (AB)  T5T 4B3",1
1597871 Alberta Ltd o/a Countryhills Collision Centre,"24 Freeport Landing Northeast, Calgary (AB)  T3J 5H6",3
1599539 Alberta Ltd. o/a WokBox Fresh Asia Kitchen,"6306 50th Street, bureau 104, Beaumont (AB)  T4X 0B6",1
1602736 Alberta Ltd o/a Swiss Chalet,"6303 Currents Drive Northwest, Edmonton (AB)  T6W 0L9",2
1604319 Alberta Ltd o/a Tim Hortons,"79 Selkirk Place, Leduc (AB)  T9E 0W5",6
1604928 Alberta Ltd. o/a Subway Restaurant,"143 Lake Wapta Rise Southeast, Calgary (AB)  T2J 2N1",1
1605469 AB Ltd o/a Jugo Juice,"2225 Macleod Trail South, Calgary (AB)  T3A 5S2",1
1606670 Alberta Ltd o/a The Experts Pizza,"142 Dickins Drive, bureau 5, Fort McMurray (AB)  T9K 1X4",1
1607127 Alberta Ltd o/a Royal Pizza,"7712 Sparrow Drive, Leduc (AB)  T9E 8A5",1
1608017 Alberta Ltd. o/a Elite Mobility,"4814 56th Street, bureau 18, Wetaskiwin (AB)  T9A 1V8",1
1608046 Alberta Inc o/a Domino's Pizza,"8453 Saddleridge Drive Northeast, Calgary (AB)  T3J 5H8",2
1609066 Alberta Ltd o/a Fox Creek Husky C-Store,"36, avenue Highway, CP 387, Fox Creek (AB)  T0H 1P0",1
1609066 Alberta Ltd o/a Fox Creek Husky House Restaurant,"36, avenue Highway, CP 387, Fox Creek (AB)  T0H 1P0",1
1609480 Alberta Ltd. o/a Marble Slab Creamery,"10156 109th Street Northwest, Edmonton (AB)  T5J 1M7",1
1609487 Alberta Ltd o/a V & L Exteriors,"75 Maranda Close Northeast, Calgary (AB)  T2A 3E7",1
1609995 Alberta Ltd o/a Edo Japan,"5211 44th Street, Lloydminster Mall, bureau 105C, Lloydminster (AB)  T9V 0A7",3
1610885 AB Ltd o/a Schooner's Pub,"6416 Old Banff Coach Southwest, Calgary (AB)  T3H 2H3",2
1611077 Alberta Corporation o/a Phoenix Buffet,"6791 50th Avenue, bureau 11, Red Deer (AB)  T4N 4C9",1
1611189 Alberta Ltd o/a Cha Gas Bar,"CP 180, High Level (AB)  T0H 1Z0",1
1611314 Alberta Ltd o/a Signature Alterations,"1919 Sirocco Drive Southwest, bureau 214, Calgary (AB)  T3H 2Y3",1
1612565 Alberta Ltd. o/a Menchies Frozen Yogurt,"CP 28038, Red Deer (AB)  T4N 7C2",1
1612993 Alberta Ltd. o/a The Chopped Leaf,"10902 105th Avenue, bureau 108, Grande Prairie (AB)  T8V 7Y5",4
1613339 Alberta Ltd. o/a Brooks Liquor Store,"420 2nd Avenue West, Brooks (AB)  T1R 0B1",2
1614254 Alberta Ltd o/a Jugo Juice (Multiplex),"10 Knowledge Way, Grande Prairie (AB)  T8W 2V9",1
1614582 Alberta Ltd. o/a Extreme Pita,"84 Ashwood Road Southeast, Airdrie (AB)  T4B 1G8",1
1614670 Alberta Inc. O/A Booster Juice,"3542 Garrison Gate Southwest, Calgary (AB)  T2T 6N1",1
1614744 Alberta Ltd. o/a Tandoori Grill,"436 Bernard News Northwest, Calgary (AB)  T3K 2H8",2
1615015 Alberta Ltd o/a Linh's Kitchen,"44 Park Circle, Whitecourt (AB)  T7S 1V3",1
1615016 Alberta Ltd O/A Abbey Road Registeries,"625 Parsons Road Southwest, bureau 125, Edmonton (AB)  T6X 0N9",2
1615389 Alberta Inc.,"5225 106th Avenue Southeast, Calgary (AB)  T2C 5E9",2
1615418 Alberta Inc. o/a Spices East Indian Dining,"181 Silverado Range View Southwest, Calgary (AB)  T2X 0C8",3
1619113 Alberta Ltd o/a Extreme Pita,"405 11th Avenue, Nisku (AB)  T9E 7N2",3
1619813 Alberta Ltd o/a More Than Ice Cream,"103 2nd Avenue, Strathmore (AB)  T1P 1K1",1
1620630 Alberta Ltd o/a Subway,"5608 McLuhan Place, Edmonton (AB)  T6R 0J4",2
1622031 Alberta Ltd o/a Ray's Market,"5120 52nd Street, bureau 60, Wabamun (AB)  T0E 2K0",1
1623906 Alberta Ltd.o/a Delicious Pho,"10418 124th Street, Edmonton (AB)  T5N 1R5",3
1624032 Alberta Ltd o/a Edo Japan,"8631 94th Street, bureau 109, Fort Saskatchewan (AB)  T8L 4P7",4
1625145 Alberta Ltd o/a Caffe Sorrentino Clearwater Plaza,"10665 109th Street, Edmonton (AB)  T5H 3B5",1
1625755 Alberta Ltd. o/a The Punjab East Indian Take out Sweet & Meat Shop,"2710 48th Street Northwest, Edmonton (AB)  T6L 6B9",3
1625780 Alberta Limited o/a Quiznos Sub,"9914, rue King, bureau 4, Fort McMurray (AB)  T9H 5A8",3
1627889 Alberta Ltd. o/a Ricky's All Day Grill,"10140 109th Street, Edmonton (AB)  T5J 1M7",4
1628207 Alberta Ltd. o/a Sushi Garden Japanese Restaurant,"10401 Mayfield Road, Edmonton (AB)  T5P 4C8",1
1628356 Alberta Ltd o/a Great Clips,"3739 14th Street Northwest, Edmonton (AB)  T6T 0H9",2
1628754 Alberta Ltd o/a Subway,"1124 38th Street, bureau 38, Edmonton (AB)  T6L 2K9",1
1630500 Alberta Ltd o/a Extreme Pita Camrose,"6800 48th Avenue, bureau 168, Camrose (AB)  T4V 4T1",2
