Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,,1071830 BC Ltd.  o/a Namaste Authentic Indian Cuisine,"Salmon Arm, BC V1E 4N2",6322-Cuisiniers,3
,,1079995 BC Ltd.,"Port Moody, BC V3H 4V8",0631-Directeurs de la restauration et des services alimentaires,1
,,21 Century Trading Inc.,"Delta, BC V4G 0A2",7305-Surveillants du transport routier et du transport en commun,1
,,327494 B.C. Ltd.  o/a Monte Cristo Bakery,"Delta, BC V4G 1A3","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",5
,,604583 BC Ltd,"VANCOUVER, BC V6B 2Y8",6322-Cuisiniers,2
,,674079 BC Ltd. o/a Popkum Country Market,"Rosedale, BC V0X 1X0",6211-Superviseurs des ventes - commerce de détail,2
,,685946 BC Ltd. o/a Quality Hotel Airport (South),"Richmond, BC V6X 1A1",1311-Techniciens en comptabilité et teneurs de livres,1
,,ACCS Food Services Incorporated,"VANCOUVER, BC V6E 1C2",6311-Superviseurs des services alimentaires,1
,,Adanac Seafood Inc.,"Vancouver, BC V5L 0B1",7514-Chauffeurs-livreurs - services de livraison et de messagerie,2
,,Akal Security Ltd.,"Kelowna, BC V1Y 0B5",1311-Techniciens en comptabilité et teneurs de livres,1
,,Aroma Indian Restaurant Ltd.,"Port Moody, BC V3H 2N4",0631-Directeurs de la restauration et des services alimentaires,1
,,,,6322-Cuisiniers,1
,,Assaggio Restaurant & Vinoteca Ltd.  o/a Lupo Restaurant & Vinoteca,"Vancouver, BC V6B 2R7",6322-Cuisiniers,1
,,Averra Developments Inc.,"VANCOUVER, BC V5L 2M4",1241-Adjoints administratifs,1
,,AZD100 Enterprises Ltd,"VERNON, BC V1T 1P5",6322-Cuisiniers,1
,,Beauty on Beacon Salon Inc.,"Sidney, BC V8L 2W9",6341-Coiffeurs et barbiers,1
,,BJS Korean Restaurant Ltd o/a Lee Gar Nei,"Surrey, BC V3R 8X7",6322-Cuisiniers,1
,,Bluebird Enterprises Ltd.,"LANGLEY, BC V1M 2N8",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,BRICIN ENTERPRISES INC,"Kelowna, BC V1Y 9Z7",6321-Chefs,1
,,BrightStart Children's Academy Ltd.,"PORT COQUITLAM, BC V3C  1E",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Cafe Gloucester Ltd,"Vancouver, BC V5Z 2W5",6321-Chefs,1
,,Costa Del Sol Holdings Ltd.,"SECHELT, BC V0N 3A0",6322-Cuisiniers,3
,,Cribs to Crayons Day Care Ltd.,"Coquitlam, BC V3C 2H9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Dashing Dawgs Inc.,"Vancouver, BC V6G 3L2",6563-Soigneurs d'animaux et travailleurs en soins des animaux,1
,,Dega Holdings Ltd. o/a Tim Horton's,"Squamish, BC V8B 0K5",6311-Superviseurs des services alimentaires,2
,,Dockside Brewing Company Ltd,"Vancouver, BC V5H 3R9",6322-Cuisiniers,3
,,Elizabeth Manor Inc.,"PARKSVILLE, BC V9P 2G6","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
,,Epic Food Services Inc DBA Tim Hortons,"Richmond, BC V6X 0B8",6311-Superviseurs des services alimentaires,7
,,Ferguson Point Restaurant Inc o/a Teahouse Restaurant,"Vancouver, BC V6G 3E7",6322-Cuisiniers,1
,,Global Light Investment Inc.,"RICHMOND, BC V6X 1B9","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Golden Plaza Company Ltd.,"Vancouver, BC V6Z 1K3",6211-Superviseurs des ventes - commerce de détail,1
,,H&J Enterprises Limited,"Surrey, BC V3S 5G5",6322-Cuisiniers,2
,,Harco Tiles Ltd.,"Surrey, BC V3R 1G6",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,Hen Long Oriental Gifts & Foods Co. Ltd.,"Surrey, BC V3T 1Y1",6332-Boulangers-pâtissiers,2
,,,,"6622-Garnisseurs de tablettes, commis et préposés aux commandes dans les magasins",4
,,Horizonte Imports Inc.,"SURREY, BC V3X 2B6",6211-Superviseurs des ventes - commerce de détail,1
,,Ironwood Insurance Agencies Ltd,"RICHMOND, BC V7A 5J3",1311-Techniciens en comptabilité et teneurs de livres,1
,,J&M Restaurant Ltd.,"Delta, BC V4C 6P5",6322-Cuisiniers,1
,,JTO Enterprises Ltd.,"Vancouver, BC V5X 3L2",6513-Serveurs d'aliments et de boissons,2
,,K & OH Holdings Ltd. o/a Kita No Donburi,"VANCOUVER, BC V6B 3H5",6322-Cuisiniers,1
,,Kainth Cloth House,"ABBOTSFORD, BC V2T 0B1","6342-Tailleurs, couturiers, fourreurs et modistes",1
,,Kang Il Holdings Ltd.,"BURNABY, BC V3N 4N3","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Karaca Management o/a Uncle Fatih's Pizza,"Surrey, BC V3T 3K5",6311-Superviseurs des services alimentaires,1
,,Kingsbridge Management Ltd.,"Victoria, BC V8V 5C1",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
,,Kisa Enterprises Ltd.,"WEST VANCOUVER, BC V7V 3G9",6211-Superviseurs des ventes - commerce de détail,1
,,Ko & Lee Holdings Ltd.,"Radium Hot Sprigs, BC V0A 1M0",6312-Gouvernants principaux,1
,,Krishmohan Holdings Ltd o/a New York Fries,"VICTORIA, BC V8N 5B8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Life & Colour Ventures Inc.,"Vancouver, BC V6A 2B2",6341-Coiffeurs et barbiers,1
,,Lucy's Eastside Diner Corporation,"Vancouver, BC V6T 1J7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
,,M.K.M. Food Services Ltd.,"KAMLOOPS, BC V2C 8B7",6311-Superviseurs des services alimentaires,1
,,MHTV Enterprises Inc o/a Sweet Lime Cafe,"North Vancouver, BC V7P 1S3",6322-Cuisiniers,1
,,Minami Restaurant Canada Ltd. o/a Minami Restaurant,"Vancouver, BC V6B 2T9",6322-Cuisiniers,1
,,Mona Cloth House Co Ltd,"Vancouver, BC V5X 3H2",6211-Superviseurs des ventes - commerce de détail,1
,,NELSON AVENUE DAYCARE,"BURNABY, BC V5H 3H6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,New 2000 Supermarket Ltd.,"Richmond, BC V6X 4A7",1311-Techniciens en comptabilité et teneurs de livres,1
,,Newmarket Investment Ltd,"COQUITLAM, BC V3K 6C4",6311-Superviseurs des services alimentaires,1
,,North Douglas Child Care Society,"VICTORIA, BC V8Z 6R9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,North Vancouver Child Development Center Ltd.,"North Vancouver, BC V7H 1Y4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,OH!ZZHU SAM KOREAN RESTAURANT,"BURNABY, BC V3N 1B4",6322-Cuisiniers,1
,,Oriana Yacht Charters Ltd.,"West Vancouver, BC V7T 1B8",6513-Serveurs d'aliments et de boissons,1
,,Penticton Towing Ltd.,"PENTICTON, BC V2A 4P6",7511-Conducteurs de camions de transport,1
,,Pizza Town & Indian Cuisine Ltd.,"Coquitlam, BC V3J 1S6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Premium Brands Bakery Inc.,"Richmond, BC V6C 3C8",6332-Boulangers-pâtissiers,3
,,Q.E. Park Restaurant Inc.,"Vancouver, BC V6G 3E7",6322-Cuisiniers,1
,,Ranch Park Kids Place,"COQUITLAM, BC V3C 2C4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Ravnoor Enterprises Ltd.,"LANGLEY, BC V2Z 1K7",6311-Superviseurs des services alimentaires,1
,,Saanich Landscaping Ltd.,"VICTORIA, BC V8Z 3G7",7281-Briqueteurs-maçons,1
,,Sandhurst Properties Inc.,"Richmond, BC V6X 0B8",6311-Superviseurs des services alimentaires,4
,,Sanjay Foods Ltd.,"Richmond, BC V7E 2G3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,SBMC Holdings Ltd.,"Victoria, BC V9B 1J2",6311-Superviseurs des services alimentaires,6
,,Seneca Building Maintenance Ltd,"SURREY, BC V3W  3A",6315-Surveillants des services de nettoyage,1
,,Seok Gi Si Dae Restaurant Ltd.,"Coquitlam, BC V3J 3X6",6322-Cuisiniers,1
,,Sierra North Enterprises Ltd.,"CHARLIE LAKE, BC V0C 1H0",6211-Superviseurs des ventes - commerce de détail,1
,,Silk Scarf Holdings Inc.,"SUMMERLAND, BC V0H 1Z4","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
,,Soochun Bok o/a Sushi Heaven,"New Westminster, BC V3L 3X6",6322-Cuisiniers,1
,,Spade Coffee Inc.,"Vancouver, BC V5N 4A5",6322-Cuisiniers,1
,,Stay 'N' Play Group Daycare,"Port Coquitlam, BC V3B 3N4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Steamworks Restaurant Co Ltd. o/a Rogue Kitchen & Wetbar,"Vancouver, BC V6B 1G1",6322-Cuisiniers,2
,,Super-Cut Lumber Industries Ltd,"LANGLEY, BC V1M 3N8",9614-Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois,4
,,Surecare Cleaning Service Ltd,"NEW WESTMINSTER, BC V3M 4K6",6315-Surveillants des services de nettoyage,3
,,Sushisi Enterprises Ltd.  o/a Sushi S Japanese Restaurant,"Burnaby, BC V5G 3H5",6322-Cuisiniers,1
,,Tandoori Raja & Pizza House Ltd.,"Surrey, BC V3W 3B2",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,1
,,The Bombay Sweets 2009 Ltd,"Port Coquitlam, BC V3C 3H1",6322-Cuisiniers,1
,,The Coffee Bun Bakery & Cafe Inc.,"NORTH VANCOUVER, BC V7M 3K1",6332-Boulangers-pâtissiers,1
,,The Poke Guy Food Inc,"VANCOUVER, BC V6B 2Z3",6322-Cuisiniers,1
,,The Wickaninnish Inn Ltd,"TOFINO, BC V0R 2Z0","6742-Autre personnel de soutien en service, n.c.a.",1
,,United Coastal Logistics Ltd.,"Surrey, BC V3W 7X4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Variety Auto Sales Ltd.,"PORT COQUITLAM, BC V3C 1T5",6211-Superviseurs des ventes - commerce de détail,1
,,Verka Food Products Ltd,"Richmond, BC V6V 1Z9","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
,,West Oak Restaurant Ltd.,"VANCOUVER, BC V6B 5P9",6321-Chefs,1
,,Western Bay Properties Inc.,"Richmond, BC V6X 0B8",6311-Superviseurs des services alimentaires,4
,,Wickham Developments Ltd,"Richmond, BC V6X 3M5",0631-Directeurs de la restauration et des services alimentaires,1
,,Wildsider Enterprises Inc.,"Coquitlam, BC V3J 3P7",1241-Adjoints administratifs,2
,,YNP Enterprises Ltd.,"COQUITLAM, BC V3B 8B7",6322-Cuisiniers,1
,  Agriculture primaire,Ajay Boparai Enterprises Ltd,"Kelowna, BC V1W 4S4",8431-Ouvriers agricoles,9
,,Brar Brothers Holdings Ltd.,"Kelowna, BC V1W 4H3",0821-Gestionnaires en agriculture,1
,,Concern Herbs Group Ltd.,"LANGLEY, BC V2Z 1K5",8431-Ouvriers agricoles,3
,,Dorel Krsta ASG Produce,"Armstrong, BC V0E 1B4",8431-Ouvriers agricoles,1
,,EVL Nursery,"LANGLEY, BC V2Y 2N8",8432-Ouvriers de pépinières et de serres,1
,,Function Junction Fruit Ltd.,"KELOWNA, BC V1P 1C6",8431-Ouvriers agricoles,2
,,Harman Labour Contracting Ltd,"ABBOTSFORD, BC V2S 6L2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,,,8431-Ouvriers agricoles,20
,,KNB Enterprises Ltd,"Ladner, BC V4K 3N2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,,,8431-Ouvriers agricoles,35
,,Legacy Five Farms Ltd,"Abbotsford, BC V4X 2P6",8431-Ouvriers agricoles,1
,,Lulu Island Winery Ltd,"Richmond, BC V6V 1A8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Odyssey Ventures Ltd.,"Oliver, BC V0H 1T1","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",2
,,Phulka Farms Inc.,"Abbotsford, BC V2T 5G3",8431-Ouvriers agricoles,4
,,Sabolay Processors Ltd.,"Langley, BC V4W 1K4",8431-Ouvriers agricoles,2
,,Samra Bros Blueberry Farms Ltd.,"SURREY, BC V3S 1K4",8431-Ouvriers agricoles,18
Territoires-du-Nord-Ouest,   Bas salaire,1845945 Alberta Ltd,"Hay River, NT X0E 0R8",6211-Superviseurs des ventes - commerce de détail,1
,,Arctic Digital Ltd.,"Inuvik, NT X0E 0T0",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,Aurora Ninja Ltd.,"YELLOWKNIFE, NT X1A 2R2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,    Haut salaire,Backyard Productions LLC.,"Marina Del Ray, 90292","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Biscuit Filmworks,"LOS ANGELES, 90038","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,BOB Industries LLC,"Santa Monica, 90401","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Frozen Man Inc.,"New York, 10011","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",3
,,"Furlined, Inc","Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Gleitbau GmbH,"SALZBURG, A5020",7204-Entrepreneurs et contremaîtres en charpenterie,3
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Honor Society Films, LLC","New York, 10012","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Humble TV, LLC","Los Angeles, 90019","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,,"New York, 10011","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,International Federation of Accountants,"New York, 10017",0111-Directeurs financiers,1
,,Lovesavage Inc.,"BROOKLYN, 11201","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Michael Schrom and Company LLC dba Sandwick Media,"BLAUVELT, 10913","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Morton Jankel Zander, Inc.","Los Angeles, 90064","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Moxie Pictures, Inc.","LOS ANGELES, 90016","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Park Pictures, LLC","New York, 10010","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,Radical Media LLC,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,Sanctuary Content Inc.,"LOS ANGELES, 90034","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,"Serial Pictures, LLC","Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Stink LLC,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,The Sweet Shop,"Hollywood, 90028","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Washington Square Films,"New York, 10012","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,  Agriculture primaire,"Olsen Custom Farms, LLC","Hendricks, 56136",8431-Ouvriers agricoles,28
Notes:,,,,,
1. Tous les renseignements utilisés dans la présente publication proviennent du Système d'étude d'impact sur le marché du travail (SEIMT) d'Emploi et Développement social Canada.,,,,,
"2. Cette liste exclut tous les informations personnelles, tels que le nom des employeurs des fournisseurs de soins à domicile ou les noms d'entreprises qui incluent des noms personnels. Pour cette raison, cette liste est incomplète et ne contient pas tous les employeurs qui ont soumis ou obtenu une EIMT. Si un employeur souhaite communiquer avec EDSC concernant l'exactitude de leur information, prière de communiquer au NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.  ",,,,,
3. Les noms des employeurs sont entrés manuellement dans le Système et peuvent faire l’objet d’erreurs dans la saisie de donnée.           ,,,,,
"4. Le système de Classification nationale des professions (CNP) 2011, est utilisé depuis novembre 2016. Avant novembre 2016, les professions classifiées sous le CNP 2006 étaient converti selon les professions correspondantes sous le CNP 2011. Une concordance empirique développée par Statistique Canada a été utilisée pour identifier la classification équivalente.                                                                              ",,,,,
"5. En vigueur à partir de février 2018, toutes les EIMT en appui à la résidence permanente (RP) sont exclues des rapports statistiques du PTET, sauf lorsque distinguées séparément. Ceci pourrait affecter les statistiques rapportées au fil du temps.",,,,,
"6. Les données issues du SEIMT concernent le nombre de postes de TÉTs visés, et non le nombre de permis de travail délivrés. Pour obtenir des renseignements sur le nombre de permis de travail délivrés, consultez le document: Faits et chiffres d'Immigration, Réfugiés et Citoyenneté Canada (IRCC) : www.cic.gc.ca/francais/ressources/statistiques/menu-faits.asp",,,,,
"7. Les chiffres indiqués dans la présente publication peuvent différer légèrement de ceux contenus dans les versions précédentes des statistiques des EIMT, en raison des mises à jour des données qui ont eu lieu entre temps.",,,,,
