Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Alberta,"Bas salaire","1278844 ALBERTA LTD","CALGARY, AB T3N 1L3","6733-Concierges et surintendants d'immeubles",Inconnu,1,1
Alberta,"Bas salaire","1303831 Alberta Ltd.","Calgary, AB T2X 4G5",7271-Charpentiers-menuisiers,Inconnu,1,1
Alberta,"Bas salaire","2226802 Alberta LTD.","Calgary, AB T3J 1Y6","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Alberta,"Bas salaire","2281313 Alberta Ltd.","Edmonton, AB T5K 0L5",6322-Cuisiniers,Inconnu,1,1
Alberta,"Bas salaire","2382399 Alberta Inc.","Calgary, AB T2J 0P5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"Bas salaire","2382399 Alberta Inc.","Calgary, AB T2J 0P5",6322-Cuisiniers,Inconnu,1,1
Alberta,"Bas salaire","2398211 Alberta LTD","Calgary, AB T2G 0T3","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Alberta,"Bas salaire","A&L electrical services ltd.","EDMONTON, AB T6X 1S8","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Bas salaire","ACONNECT INC.","Calgary, AB T2N 2B6","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Bas salaire","Amazing Duo Cleaning Services","Calgary, AB T1Y 4W8","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,2
Alberta,"Bas salaire","ARC PLUMBING INC.","airdrie, AB T4A 1W9",7251-Plombiers,Inconnu,1,1
Alberta,"Bas salaire","Belvent Manufacturing Ltd.","Edmonton, AB T5H 3P7","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",Inconnu,1,3
Alberta,"Bas salaire","Blue Rock Construction Ltd.","Edmonton, AB T6T 1W9","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Bas salaire","BRIDGE TO CARE","Spruce Grove, AB T7X 0J6","4212-Travailleurs des services sociaux et communautaires",Inconnu,1,1
Alberta,"Bas salaire","Compass Bending Ltd.","Calgary, AB T2C 1W2","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",Inconnu,1,1
Alberta,"Bas salaire","Crest Immigration Services inc.","Edmonton, AB T5Z 0J4","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Bas salaire","FASTWAY TRANS GROUP INC.","Calgary, AB T3J 4H6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"Bas salaire","Genesis Construction Inc.","Calgary, AB T3C 0N3","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,3
Alberta,"Bas salaire","GENIUS EXTERIORS LTD","Edmonton, AB T6B 3G1","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,5
Alberta,"Bas salaire","GIAANSH MANAGEMENT LTD","Edmonton, AB T5S 2X6",6322-Cuisiniers,Inconnu,1,1
Alberta,"Bas salaire","HENVI & PAL'S RESTAURANTS INC.","CALGARY, AB T2Z 3E7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Alberta,"Bas salaire","Legacy Immigration Services","BEAUMONT, AB T4X 2A2",1414-Réceptionnistes,Inconnu,1,1
Alberta,"Bas salaire","Lethbridge Chicken Foods Inc","Lethbridge, AB T1J 0L9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Alberta,"Bas salaire","LKJ Renovation Inc","Edmonton, AB T6P 1G8","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Alberta,"Bas salaire","MBIC Immigration Services Ltd.","Calgary, AB T2P 3H6","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Bas salaire","Mid east well bake corporation","calgary, AB T1Y 7L9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Alberta,"Bas salaire","MPC Logistics Inc.","Edmonton, AB T6L 5X9","6621-Préposés de stations-service",Inconnu,1,2
Alberta,"Bas salaire","Newton Holding Ltd","Edmonton, AB T6P 1M2","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"Bas salaire","Nho Saigon Inc.","Calgary, AB T2T 1Z7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Alberta,"Bas salaire","Olti Ceramic Tile Ltd.","Edmonton, AB T5T 7G7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Alberta,"Bas salaire","Pho Uncle Ten Inc","Calgary, AB T2A 7X6",6322-Cuisiniers,Inconnu,1,3
Alberta,"Bas salaire","PK 17TH AVENUE INC.","CALGARY, AB T2A 0S5",6322-Cuisiniers,Inconnu,1,1
Alberta,"Bas salaire","PosadaGem Food Products","Lethbridge, AB T1J 3S7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Alberta,"Bas salaire","PRABH DISTRIBUTORS LTD.","CALGARY, AB T3N 0V7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,3
Alberta,"Bas salaire","Red Spoon Holdings Ltd","Edmonton, AB T6M 0M8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,3,3
Alberta,"Bas salaire","SAMRA WELDING LTD","Edmonton, AB T6T 0L3","9612-Manoeuvres en métallurgie",Inconnu,1,1
Alberta,"Bas salaire","Skyhawk Transport Services Ltd.","St. Albert, AB T8N 4C9","1411-Employés de soutien de bureau généraux",Inconnu,1,1
Alberta,"Bas salaire","Spiro's family holdings Ltd","Lloydminster, AB T9V 0Y1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Alberta,"Bas salaire","Summit Resort MPM Inc-o/a Falcon Crest Lodge","Canmore, AB T1W 3K5","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Alberta,"Bas salaire","The Landscape Artist Inc.","Foothills, AB T1S 4E9","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,8
Alberta,"Bas salaire","The Posh Boutique Inc.","Calgary, AB T3N 1W3",6611-Caissiers,Inconnu,1,1
Alberta,"Bas salaire","The Roaring Rolls","Canmore, AB T1W 0L5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Alberta,"Bas salaire","Turkish Kebab House Inc","Calgary, AB T2A 0V6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Alberta,"Bas salaire","Unit Eight 73 Inc (1008)","Edmonton, AB T5V 0C8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Alberta,"Bas salaire","UnityRig Equipment Inc","Nisku, AB T9E 7M1","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Bas salaire","Vemuri Talla Pharmacy services Ltd","Peace River, AB T8S 0A3","3219-Autres technologues et techniciens des sciences de la santé (sauf soins dentaires)",Inconnu,1,1
Alberta,"Bas salaire","Wild Forest Adventures Sled Dog Tours and Pet Boarding","Crooked Creek, AB T0H 0Y0","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",Inconnu,1,1
Alberta,"Bas salaire","World Guardian Inc.","Edmonton, AB T6E 5Y7","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Bas salaire","ZM Auto Group Limited","Edmonton, AB T6R 3B2","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Haut salaire","10093998 Canada inc","calgary, AB T3J 0Y5","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","1141210 ALBERTA LTD.","CALGARY, AB T2P 1A5","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,2
Alberta,"Haut salaire","1230152 Alberta Ltd.","Calgary, AB T2V 4L1","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",Inconnu,1,1
Alberta,"Haut salaire","1842564 Alberta Ltd.","St Albert, AB T8N 3W2","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","2174779 Alberta Ltd.","Calgary, AB T3J 0J8",7452-Manutentionnaires,Inconnu,1,1
Alberta,"Haut salaire","2221766 Alberta Ltd.","Edmonton, AB T6N 1B6","5241-Designers graphiques et illustrateurs",Inconnu,1,1
Alberta,"Haut salaire","2376977 ALBERTA LTD.","Calgary, AB T2R 0K1","0601-Directeurs des ventes corporatives",Inconnu,1,1
Alberta,"Haut salaire","2507245 ALBERTA LTD","EDMONTON, AB T6W 4X6","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","Avanti Legacy Inc.","Calgary, AB T3J 0Z7","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","Big Project Investments Ltd","Calgary, AB T2P 3T1","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Haut salaire","Blue Horse Transportation  Ltd.","Calgary, AB T3J 0Y9","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"Haut salaire","Building Depot Supply Ltd","Edmonton, AB T6B 2P4","7511-Conducteurs de camions de transport",Inconnu,1,3
Alberta,"Haut salaire","CALGARY DRYWALL LTD.","CHESTERMERE, AB T1X 0B4","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Alberta,"Haut salaire","Canadian Heavy Truck Solutions Inc.","Rockyview County, AB T1X 0K3","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Haut salaire","Central Protection Services Inc.","Edmonton, AB T6E 6A4","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"Haut salaire","CIVIL CONSTRUCTION SOLUTION LTD.","Edmonton, AB T5J 3S9","2264-Inspecteurs en construction",Inconnu,1,1
Alberta,"Haut salaire","Dreamline Drywall Ltd.","CALGARY, AB T3N 1A8",7271-Charpentiers-menuisiers,Inconnu,1,1
Alberta,"Haut salaire","Dynatech Systems Inc.","Calgary, AB T2P 0J4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Alberta,"Haut salaire","Ecostone Construction LTD","Rocky View County, AB T1Z 0B8","7282-Finisseurs de béton",Inconnu,1,2
Alberta,"Haut salaire","Epsilon Environmental Solutions Inc.","Calgary, AB T2Z 1J2","7372-Foreurs et dynamiteurs de mines à ciel ouvert, de carrières et de chantiers de construction",Inconnu,1,1
Alberta,"Haut salaire","Eternal cabinetry inc.","Edmonton, AB T6N 1B2","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","FAAB Consultants Inc","Calgary, AB T3N 1K7","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Alberta,"Haut salaire","G & D Trucking Ltd.","Calgary, AB T3N 1H1","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","GAYATRI HOLDINGS MEDICINE HAT B INC.","MEDICINE HAT, AB T1A 8C1","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"Haut salaire","Henry C.D Carpenter Inc.","Calgary, AB T3J 1V2",7271-Charpentiers-menuisiers,Inconnu,1,3
Alberta,"Haut salaire","J&J Logistic Ltd","Calgary, AB T3J 0W2","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"Haut salaire","Legacy Immigration Services","BEAUMONT, AB T4X 2A2","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","Legacy Immigration Services","BEAUMONT, AB T4X 2A2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"Haut salaire","LOTUS CREATIVE SOLUTIONS LTD.","Edmonton, AB T6N 1B4","5241-Designers graphiques et illustrateurs",Inconnu,1,1
Alberta,"Haut salaire","RIVERA HOMES LTD","Edmonton, AB T6B 3G1","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","RIVERA HOMES LTD","Edmonton, AB T6B 3G1","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"Haut salaire","Sandhu Transportation Ltd","Rocky View County, AB T1X 0K1","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"Haut salaire","SILVER FREIGHT TRUCKING INC.","Calgary, AB T3J 0B6","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","SUNORA FOODS","CALGARY, AB T3A 0X9","1111-Vérificateurs et comptables",Inconnu,1,1
Alberta,"Haut salaire","SUNORA FOODS","CALGARY, AB T3A 0X9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Alberta,"Haut salaire","SUPER 1 CONSTRUCTIONS LTD.","CALGARY, AB T3J 2C8","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Alberta,"Haut salaire","Super Services Corp","EDMONTON, AB T6B 3J4","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","UPVIEW CONSTRUCTION & MANAGEMENT LTD.","CALGARY, AB T2E 2M3","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Alberta,"Haut salaire","Waymaker Creative Services Inc.","Edmonton, AB T6T 1E2","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,2
Alberta,"Haut salaire","WOODFELLAS CONSTRUCTION LTD.","Calgary, AB T3J 0B4","1221-Agents d'administration",Inconnu,1,1
Alberta,"Haut salaire","ZM Auto Group Limited","Edmonton, AB T6R 3B2","0114-Directeurs d'autres services administratifs",Inconnu,1,1
Alberta,"Résident Permanent seulement","Angad Immigration Consultancy Services Inc.","Edmonton, AB T6E  5T","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"Résident Permanent seulement","HEMKUND DEVELOPMENTS LTD.","Edmonton, AB T5M 1V4","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Colombie-Britannique,"Agriculture primaire","HIGH POWER NURSERY LTD.","ABBOTSFORD, BC V2T  9H","8431-Ouvriers agricoles",Corporation,1,9
Colombie-Britannique,"Agriculture primaire","Sun Harrison Hot Spring Farm Inc.","Agassiz, BC V0M 1A3","8431-Ouvriers agricoles",Inconnu,1,5
Colombie-Britannique,"Agriculture primaire","Sunshine meadow farms ltd","Pitt meadows, BC V3Y 2R8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,2
Colombie-Britannique,"Agriculture primaire","Year Around Agri Farms Ltd.","Surrey, BC V3W 6H6","8431-Ouvriers agricoles",Inconnu,1,30
Colombie-Britannique,"Bas salaire","0722802 BC LTD.","Burnaby, BC V3N 4N3","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"Bas salaire","0722802 BC LTD.","Burnaby, BC V3N 4N3","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Colombie-Britannique,"Bas salaire","0852905 B.C. Ltd.","Vancouver, BC V6J 1W6",6332-Boulangers-pâtissiers,Inconnu,1,1
Colombie-Britannique,"Bas salaire","1181778 B.C.LTD","NORTH VANCOUVER, BC V7J 3S8","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Colombie-Britannique,"Bas salaire","1211853 BC LTD","Vancouver, BC V6T 1K6","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,2
Colombie-Britannique,"Bas salaire","1261102 B.C. LTD.","Mission, BC V2V 6C7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Colombie-Britannique,"Bas salaire","12669340 Canada Ltd.","Kelowna, BC V1P 1R1","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,1
Colombie-Britannique,"Bas salaire","1290563 B.C. LTD.","Richmond, BC V7A 4E1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Colombie-Britannique,"Bas salaire","1326414 B.C. Ltd","Victoria, BC V9B 2W8","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,2
Colombie-Britannique,"Bas salaire","1377592 B.C. LTD.","VERNON, BC V1T 2T2",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"Bas salaire","3 Star Tile & Stone Services  Ltd.","Surrey, BC V3V 5M2",7281-Briqueteurs-maçons,Inconnu,1,2
Colombie-Britannique,"Bas salaire","3 Star Tile & Stone Services  Ltd.","Surrey, BC V3V 5M2",7283-Carreleurs,Inconnu,1,2
Colombie-Britannique,"Bas salaire","647700 BC Ltd","Kelowna, BC V1X 4J4","6315-Surveillants des services de nettoyage",Inconnu,1,1
Colombie-Britannique,"Bas salaire","A & S HAND CAR WASH LTD.","Surrey, BC V3W 3N4","6732-Nettoyeurs spécialisés",Inconnu,1,2
Colombie-Britannique,"Bas salaire","BCK Enterprises Ltd.","Kelowna, BC V1W 3S9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Colombie-Britannique,"Bas salaire","Coast Spas Manufacturing Inc","Langley, BC V2Y 1N1","9537-Monteurs, finisseurs et contrôleurs de produits divers",Inconnu,1,7
Colombie-Britannique,"Bas salaire","Coastpak Industrial Co. Ltd.","North Vancouver, BC V7P 0A3","1523-Coordonnateurs de la logistique de la production",Inconnu,1,1
Colombie-Britannique,"Bas salaire","GE CleanCheck Ltd.","Kelowna, BC V1V 1P3","6315-Surveillants des services de nettoyage",Inconnu,1,3
Colombie-Britannique,"Bas salaire","GREAT CHOICE CONSTRUCTION & RENOVATION LTD.","SURREY, BC V3W 0W1","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"Bas salaire","Hollyburn Family Services Ltd","North Vancouver, BC V7M 1A5","1212-Superviseurs de commis de finance et d'assurance",Inconnu,1,1
Colombie-Britannique,"Bas salaire","InOrbit Immigration Services Inc.","Vernon, BC V1T 9L6","1241-Adjoints administratifs",Inconnu,1,2
Colombie-Britannique,"Bas salaire","LA STELLA FOODS MANUFACTURING LTD","BURNABY, BC V5J 4R6","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Colombie-Britannique,"Bas salaire","LANGLEY FOOD STOP","LANGLEY, BC V2Y 1A5","6211-Superviseurs des ventes - commerce de détail",Corporation,1,2
Colombie-Britannique,"Bas salaire","Pacific Clothing Recyclers Inc","Surrey, BC V4N 3N6","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"Bas salaire","Pacific Coast Express Limited","Surrey, BC V3V 3V7","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"Bas salaire","Pro Vita Care Management","Surrey, BC V3S 6T4","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,10
Colombie-Britannique,"Bas salaire","Quantasphere Business Solutions Inc.","Burnaby, BC V5J 3J1","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"Bas salaire","Randhawa Farms Ltd","Abbotsford, BC V4X 2J7",7333-Électromécaniciens,Inconnu,1,1
Colombie-Britannique,"Bas salaire","Reposados Tacos Y Tequila Ltd.","Golden, BC V0A 1H0",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"Bas salaire","Stepwise Immigration Services Ltd","Delta, BC V4C 0C1","1242-Adjoints administratifs juridiques",Inconnu,1,2
Colombie-Britannique,"Bas salaire","Tandoori Grill on Hill Inc.","Whistler, BC V8E 1B6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Colombie-Britannique,"Bas salaire","The Magic Cattle Guard Taps and Takeout Ltd","Sun Peaks, BC V0E 5N0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"Bas salaire","TMT Dispatch Ltd.","Richmond, BC V6X 1Z7","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"Bas salaire","Tulio Renan Aviles Hernandez","Vancouver, BC V6A 1W6","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",Inconnu,1,3
Colombie-Britannique,"Bas salaire","zorbas bakery and foods (2005) ltd.","Burnaby, BC V5J 4S1","1221-Agents d'administration",Inconnu,1,1
Colombie-Britannique,"Haut salaire","0772185 B.C. Ltd.","Vancouver, BC V6B 2Z4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Colombie-Britannique,"Haut salaire","0794743 BC Ltd","Victoria, BC V8V 2P8","1212-Superviseurs de commis de finance et d'assurance",Inconnu,1,1
Colombie-Britannique,"Haut salaire","1037736 BC LTD","Hope, BC V0X 1L4","6315-Surveillants des services de nettoyage",Inconnu,1,1
Colombie-Britannique,"Haut salaire","1361118 B.C. LTD.","Delta, BC V4C 2L7","2175-Concepteurs et développeurs Web",Inconnu,1,1
Colombie-Britannique,"Haut salaire","3 Star Tile & Stone Services  Ltd.","Surrey, BC V3V 5M2",7283-Carreleurs,Inconnu,1,1
Colombie-Britannique,"Haut salaire","A D Services Ltd.","SURREY, BC V3W 3E9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Colombie-Britannique,"Haut salaire","A-2 Enterprises Ltd","Richmond, BC V6X 1T4","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Aarvi Transport Ltd.","Surrey, BC V3W 1R1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Access Pacific Enterprises LTD.","Richmond, BC V6V 0B7","0113-Directeurs des achats",Inconnu,1,1
Colombie-Britannique,"Haut salaire","ACTRONICS TECHNOLOGY SOLUTION INC.","Surrey, BC V3T 4Y2","2172-Analystes de bases de données et administrateurs de données",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Aglign BC Development (Baillie) Corp","Vancouver, BC V6B 4N6","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Alliance Energy Consultants LTD","Burnaby, BC V5C 6C6","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Autozone Diagnostics Ltd.","Surrey, BC V3W 4Z3","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,2
Colombie-Britannique,"Haut salaire","AYROOP MILLWORK & DESIGN LTD.","WEST VANCOUVER, BC V7S 2W1","5242-Designers d'intérieur et décorateurs d'intérieur",Inconnu,1,1
Colombie-Britannique,"Haut salaire","BAKERVIEW MEMORIAL CEMETRY LTD","LANGLEY, BC V4W 2P8","1241-Adjoints administratifs",Inconnu,1,2
Colombie-Britannique,"Haut salaire","Bang Bang Tang Consulting Service Ltd.","Burnaby, BC V5H 2A9","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Colombie-Britannique,"Haut salaire","BIBIANA MENDOZA MARTINEZ D.B.A Manu Dei Transportation","Surrey, BC V3T 5T8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,3
Colombie-Britannique,"Haut salaire","Blue Mars Logistics Ltd","Delta, BC V4G 1H5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Bones Pet Stores Inc","Vancouver, BC V6B 4Z8","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Colombie-Britannique,"Haut salaire","BURMA TRANSPORT LTD.","Surrey, BC V3S 0W3","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Colombie-Britannique,"Haut salaire","CAN ASIA ENTERPRISES LTD.","Surrey, BC V3T 2S9","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Castores Builders Ltd.","Burnaby, BC V5C 0L2",7271-Charpentiers-menuisiers,Inconnu,1,15
Colombie-Britannique,"Haut salaire","Centura immigration Service Inc.","Surrey, BC V3W 1E6","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Colombie-Britannique,"Haut salaire","CHILLIWACK CHILDRENS ACADEMY LTD.","Chilliwack, BC V2R 3M9","1221-Agents d'administration",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Cooperage Enterprises Inc.","Port Coquitlam, BC V3B 8B8","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Core Drywall Ltd.","Surrey, BC V3X 0E6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Curry Club Restaurant LTD.","Victoria, BC V8W 2H3","1221-Agents d'administration",Inconnu,1,1
Colombie-Britannique,"Haut salaire","EAGLE DISPOSAL INC.","RICHMOND, BC V6V 2K7","7521-Conducteurs d'équipement lourd (sauf les grues)",Inconnu,1,4
Colombie-Britannique,"Haut salaire","Ecological Park Agriculture Inc.","Richmond, BC V6W 1K8","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Ehsan Sharenejad Personal Real Estate Corporation","Vancouver, BC V6J 1W8","1221-Agents d'administration",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Enterpack paper & plastics ltd","North Vancouver, BC V7P 1E2","0111-Directeurs financiers",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Fair Waves Coffee Inc","New Westminster, BC V3M 1B2","1221-Agents d'administration",Inconnu,1,1
Colombie-Britannique,"Haut salaire",Filmgroup,"Vancouver, BC V5T 1A7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,5,5
Colombie-Britannique,"Haut salaire","Gaba Auto Detailing & Tires Ltd","Abbotsford, BC V2T 6K8","6315-Surveillants des services de nettoyage",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Gold Maple Landscaping Inc.","Vancouver, BC V5X 1B7","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Golestan Bakers","West Vancouver, BC V7T 1B7","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Colombie-Britannique,"Haut salaire","HAZEL CONSTRUCTIONS LTD","SURREY, BC V3W 1P7",7271-Charpentiers-menuisiers,Inconnu,1,2
Colombie-Britannique,"Haut salaire","HOME FORGE CONSTRUCTION LTD.","Burnaby, BC V5J 3J1","2264-Inspecteurs en construction",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Home Idol Building Supplies Inc.","Vanvouver, BC V5M 2A6","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Inline Truck repair ltd","SURREY, BC V3W 3H7","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Inline Truck repair ltd","SURREY, BC V3W 3H7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Island Lubricants Ltd.","Campbell River, BC V9W 3A6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Colombie-Britannique,"Haut salaire","JR Wholesale Bakery Ltd.","Victoria, BC V9A 4T8","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"Haut salaire","JSG CONSULTING INC.","Surrey, BC V3S 7J2","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"Haut salaire","Kathy's Small Garden Company","SALT SPRING ISLAND, BC V8K 2M8","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",Inconnu,1,1
Colombie-Britannique,"Haut salaire","KNIGHT HUB LTD.","SURREY, BC V3S 8A6","1221-Agents d'administration",Inconnu,1,1
Colombie-Britannique,"Haut salaire","KNIGHT HUB LTD.","SURREY, BC V3S 8A6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
