",,,,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT Approuvés","Postes Approuvés"
Alberta,"   Bas salaire","1839717 Alberta Ltd","Edmonton, AB T6B 3H9","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","1842564 Alberta Ltd.","St Albert, AB T8N 3W2","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Alberta,"   Bas salaire","1843815 Alberta Ltd","Airdrie, AB T4B 0J6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1848167 Alberta Ltd. o/a Sawaddee Thai Cuisine","Sherwood Park, AB T8A 6G3",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1851784 Alberta ltd","Calgary, AB T2T 6E4","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","1851784 Alberta ltd","Calgary, AB T2T 6E4",6332-Boulangers-pâtissiers,Inconnu,1,2
Alberta,"   Bas salaire","1853102 AB LTD","Leduc, AB T9E 6T2",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","1859111 Alberta Ltd","Edmonton, AB T6H 0K8","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","1859111 Alberta Ltd","Edmonton, AB T6H 0K8","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Alberta,"   Bas salaire","1860386 ALBERTA INC","Calgary, AB T3A 5K8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1871057 Alberta Inc","Airdrie, AB T4B 1S2",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","1875795 Alberta Ltd o/a Punjab Chaat House","Edmonton, AB T6L 7C9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1875795 Alberta Ltd o/a Punjab Chaat House","Edmonton, AB T6L 7C9",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","1877413 Alberta Ltd.","Onoway, AB T0E 1V0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1878174 Alberta Ltd.","Stony Plain, AB T7Z 2W7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1878274 Alberta Limited","Calgary, AB T2M 0L7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1879821 Alberta Ltd.","Drayton Valley, AB T7A 0C5",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","1880278 Alberta Ltd O/A Edo Japan 37 St","Edmonton, AB T5Y 0S5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1890712 Alberta Ltd.","Calgary, AB T3C 3S7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1896315 Alberta Ltd","Calgary, AB T2Z 4E7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1900358 Alberta Ltd.","Banf, AB T1L 1C9","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1900528 Alberta Ltd.","GRANDE PRAIRIE, AB T8V 3Y2","6311-Superviseurs des services alimentaires",Inconnu,2,4
Alberta,"   Bas salaire","1900528 Alberta Ltd.","GRANDE PRAIRIE, AB T8V 3Y2",6332-Boulangers-pâtissiers,Inconnu,1,4
Alberta,"   Bas salaire","1900912 Alberta Ltd.","Forestburg, AB T0B 1N0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Alberta,"   Bas salaire","1902335 ab. ltd.","edmonton, AB T6C 0X9","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","1903793 Alberta Ltd.","Chestermere, AB T1X 0R9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1905004 AB Ltd.","Hanna, AB T0J 1P0","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","1912892 Alberta Ltd","CALGARY, AB T2X 0R2",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1914090 Alberta Ltd","Edmonton, AB T6T 0C2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1914165 Alberta Ltd.","Calgary, AB T3P 0M9",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","1918448 alberta inc","cardston, AB T0K 0K0",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1918732 ALBERTA LTD.","CALGARY, AB T3H 0N5","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","1921237 Alberta Ltd.","Edmonton, AB T6J 5H2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1921358 Alberta Inc.","Canmore, AB T1W 2S9","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1925449 Alberta Ltd.","Calgary, AB T2P 1A6",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1926679 Alberta Ltd","Sylvan Lake, AB T4S 1J9","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1926679 Alberta Ltd","Sylvan Lake, AB T4S 1J9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1929550 Alberta Ltd.","Ponoka, AB T4J 1S1",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1933463 Alberta Ltd","Edmonton, AB T5L 4X5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1937987 Alberta Ltd","Edmonton, AB T5B 2W1","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"   Bas salaire","1940260 Alberta LTD.","Calgary, AB T3A 0Z9",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1944044 ALBERTA LTD","CALGARY, AB T2K 6G9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1945178 AB inc.","Chestermere, AB T1X 0P7",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1946220 Alberta ltd. o/a Mai Vietnamese Fusion","Edmonton, AB T5T 4M2",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1946605 Alberta Ltd","Edmonton, AB T6L 6N3",6332-Boulangers-pâtissiers,Inconnu,1,1
Alberta,"   Bas salaire","1947793 Alberta Ltd. o/a Pizza Plus Donairs & Wings","Fort McMurray, AB T9K 2S8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1951099 Alberta Ltd.","Calgary, AB T2A 6L8",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1953221 Alberta Ltd.","Lethbridge, AB T1J 5E8","6311-Superviseurs des services alimentaires",Inconnu,2,2
Alberta,"   Bas salaire","1953221 Alberta Ltd.","Lethbridge, AB T1K 6Z3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1953602 Alberta Ltd","Calgary, AB T2P 5M5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1953602 Alberta Ltd","Calgary, AB T2P 5M5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1955184 Alberta Ltd","Edmonton, AB T5C 2R7",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","1956772 Alberta Ltd","CALGARY, AB T3J 3K9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1957920 Alberta Ltd o/a Evershine Kitchen Cabinet","Edmonton, AB T6B 2S1",7272-Ébénistes,Inconnu,1,1
Alberta,"   Bas salaire","1958631 Alberta Ltd o/a Fusion Sushi","Calgary, AB T3G 2A7",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1959180 Alberta Ltd","Edmonton, AB T6W 0S4",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","1961629 Alberta Limited","Canmore, AB T1W 2B2",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1962059 Alberta Ltd","Calgary, AB T3C 0Z8",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1962999 Alberta Ltd o/a Subway","Edmonton, AB T5G 3A6","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","1963691 Alberta Ltd.","Westlock, AB T7P 2C7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,2
Alberta,"   Bas salaire","1967641 Alberta LTD","Edmonton, AB T6B 2N7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1969430 Alberta Ltd o/a Panago Pizza","Taber, AB T1G 1R7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1974745 Alberta Ltd o/a Longhorn Saloon & Grill","Ponoka, AB T4J 1H5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1974745 Alberta Ltd o/a Longhorn Saloon & Grill","Ponoka, AB T4J 1H5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1975617 Alberta Inc.","sherwood park, AB T8H 0P1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1976054 Alberta Ltd.","Edmonton, AB T6W 0C2","6315-Surveillants des services de nettoyage",Inconnu,1,1
Alberta,"   Bas salaire","1977207 Alberta LTD","Edmonton, AB T6V 0K9","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","1981287 ALBERTA LTD","EDMONTON, AB T5H 0E7",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","1981433 Alberta Ltd Smitty's Restaurant","Taber, AB T1G 2B1",6322-Cuisiniers,Inconnu,2,2
Alberta,"   Bas salaire","1983167 Alberta Ltd.","Slave Lake, AB T0G 2A4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1983475 Alberta Ltd.","Edmonton, AB T5H 3Y5","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Alberta,"   Bas salaire","1983568 Alberta Ltd.","Calgary, AB T2X 1N4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1988115 Alberta Ltd","Calgary, AB T1Y 1V1",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","1989794 Alberta Ltd.","EDMONTON, AB T6T 1T2","6341-Coiffeurs et barbiers",Inconnu,1,1
Alberta,"   Bas salaire","1992593 Alberta Ltd.","Sherwood Park, AB T8H 0P5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","1997725 Alberta Ltd o/a Pind Punjab","Edmonton, AB T6T 1N2",6322-Cuisiniers,Inconnu,2,5
Alberta,"   Bas salaire","1998196 Alberta Inc.","Airdrie, AB T4B 0V7","6311-Superviseurs des services alimentaires",Inconnu,2,2
Alberta,"   Bas salaire","1998673 Alberta Ltd","Edmonton, AB T5K 1M9",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2000246 Alberta Ltd.","Edmonton, AB T6E 6J7",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2000812 Alberta Ltd","Edmonton, AB T6E 6C7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2001582 Alberta Ltd.","Edmonton, AB T5J 4G8","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2002449 Alberta Ltd.","Calgary, AB T2A 6L8","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2002869 Alberta Ltd.","Edmonton, AB T6W 0Z2","4214-Éducateurs et aides-éducateurs de la petite enfance",Corporation,1,1
Alberta,"   Bas salaire","2010603 Alberta Ltd","Fort Saskatchewan, AB T8L 4N2","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2012934 Alberta Ltd.","Bonnyville, AB T9N 1A4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2013000 ALBERTA LTD","Calgary, AB T2H 3B8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2013940826 Alberta Ltd. o/a Chameleon Topcoatings Ltd.","Edmonton, AB T5L 4L2","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",Inconnu,1,1
Alberta,"   Bas salaire","2014985 Alberta Ltd","Edmonton, AB T5W 1A2","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Alberta,"   Bas salaire","2020803 Alberta Ltd.","Edmonton, AB T6K 4A2",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2023053 ALBERTA LTD.","Edmonton, AB T6H 5C3","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","2023053 ALBERTA LTD.","Edmonton, AB T6H 5C3",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2026036 Alberta Ltd","Sherwood Park, AB T8H 1S8",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2026997 Alberta Ltd o/a East Side Mario's","Calgary, AB T1Y 7J6",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2028564 Alberta Inc. o/a Buster's Pizza & Donair","Red Deer, AB T4R 2Y8","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2029433 Alberta Ltd","Calgary, AB T2Y 4S6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,2
Alberta,"   Bas salaire","2031660 Alberta Ltd.","Calgary, AB T2P 4M4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2032321 Alberta Ltd.","Red Deer, AB T4P 3E8","6315-Surveillants des services de nettoyage",Inconnu,1,1
Alberta,"   Bas salaire","2033966 Alberta Ltd.","Mundare, AB T0B 3H0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2033966 Alberta Ltd.","Mundare, AB T0B 3H0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2035469 Alberta Ltd","Calgary, AB T2X 1N4",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2037452 AB LTD.","Calgary, AB T2G 5J5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2037452 AB LTD.","Calgary, AB T2G 5J5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2038065 ALBERTA LTD","Red Deer, AB T4N 4A5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2039398 Alberta LTD","Red Deer, AB T4R 3G8",6322-Cuisiniers,Inconnu,2,2
Alberta,"   Bas salaire","2041480 Alberta Ltd","Edmonton, AB T5Y 0B9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2045694 ALBERTA LTD.","Edmonton, AB T6M 0E1",6322-Cuisiniers,Inconnu,1,3
Alberta,"   Bas salaire","2046651 Alberta Ltd","St Albert, AB T8N 5C9","6341-Coiffeurs et barbiers",Inconnu,1,2
Alberta,"   Bas salaire","2048223 ALBERTA LTD","COLD LAKE, AB T9M 1Y6","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2055035 Alberta Inc O/A Jerusalem Shawaram Signal Hill","Calgary, AB T3E 7C4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2057135 Alberta LTD","Grande Prairie, AB T8V 3B1",6332-Boulangers-pâtissiers,Inconnu,1,1
Alberta,"   Bas salaire","2067576 Alberta Ltd","Edmonton, AB T5J 3G1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2070634 Alberta Ltd","Edmonton, AB T6N 1B5",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2071106 alberta ltd","edmonton, AB T6R 3C2","6315-Surveillants des services de nettoyage",Inconnu,1,1
Alberta,"   Bas salaire","2072599 ALBERTA INC.","GRANDE PRAIRIE, AB T8V 1H2","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2076803 ALBERTA LTD.","Lloydminster, AB T9V 0A6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2078496 Alberta Ltd","Edmonton, AB T5Y 3E1",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2079115 Alberta Ltd","Morinville,, AB T8R 1A2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2079115 Alberta Ltd","Morinville,, AB T8R 1A2","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,1
Alberta,"   Bas salaire","2084509 Alberta Ltd","Edmonton, AB T5R 5W9","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2084509 Alberta Ltd","Edmonton, AB T5R 5W9",6322-Cuisiniers,Inconnu,1,4
Alberta,"   Bas salaire","2085533 Alberta Ltd.","Edmonton, AB T5C 2L2",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2087015 Alberta Ltd","Edmonton, AB T5V 1C5","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2091000 AB Ltd","Beaverlodge, AB T0H 0C0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2091000 AB Ltd","Beaverlodge, AB T0H 0C0",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2091916 Alberta Ltd","Edmonton International Airport, AB T9E 1J5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2093456 Alberta Ltd.","SO#717, AB T0L 1Y0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2102813 Alberta Ltd.","Edmonton, AB T5Y 3X6","6211-Superviseurs des ventes - commerce de détail",Inconnu,2,2
Alberta,"   Bas salaire","2105601 Alberta Ltd","Edmonton, AB T5K 0N4","6311-Superviseurs des services alimentaires",Inconnu,2,2
Alberta,"   Bas salaire","2105601 Alberta Ltd","Edmonton, AB T5K 0N4",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2107170 ALBERTA LTD","EDMONTON, AB T6E 4M9","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","2108642 ALBERTA LTD.","Edmonton, AB T5L 4T6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,2
Alberta,"   Bas salaire","2109855 Alberta Ltd.","CALGARY, AB T2M 1E8",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2109997 ALBERTA LTD.","Edmonton, AB T5K 0M8","1243-Adjoints administratifs médicaux",Inconnu,1,1
Alberta,"   Bas salaire","2111684 Alberta Ltd.","Fort Saskatchewan, AB T8L 0B2","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2114175 Alberta Ltd.","Beaverlodge, AB T0H 0C0","6421-Vendeurs - commerce de détail",Inconnu,1,2
Alberta,"   Bas salaire","2114883 Alberta Ltd.","Okotoks, AB T1S 1B2",6321-Chefs,Inconnu,1,2
Alberta,"   Bas salaire","2115116 AB LTD","LEDUC, AB T9E 1C4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2115810 Albertra Ltd.","Grande Prairie, AB T8V 4H5","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2115810 Albertra Ltd.","Grande Prairie, AB T8V 4H5",6332-Boulangers-pâtissiers,Inconnu,1,2
Alberta,"   Bas salaire","2116514 Alberta Ltd","WETASKIWIN, AB T9A 1V7","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2123139 Alberta Ltd.","Boyle, AB T0A 0M0",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2124759 Alberta Ltd","Leduc, AB T9E 7K6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2125359 ALBERTA LTD. O/A NEWGEN CLEANING SERVICES","CALGARY, AB T1Y 5Z1","6315-Surveillants des services de nettoyage",Inconnu,1,1
Alberta,"   Bas salaire","2125453 Alberta Ltd.","Edmonton, AB T5E 6C2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2127655 Alberta Ltd","Edmonton, AB T6E 1Z2","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2130791 Alberta Inc.","Canmore, AB T1W 0L5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2130994 Alberta Ltd","Fort McMurray, AB T9K 2Z7",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2132262 ALBERTA LTD.","CALGARY, AB T3H 3P8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2132262 ALBERTA LTD.","CALGARY, AB T3H 3P8",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2132570 Alberta Ltd. o/a Edo Japan 177 St.","Edmonton, AB T5T 4K3",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2132608 Alberta Inc","Edmonton, AB T6E 2A4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2136195 Ab Ltd.","Red deer, AB T4P 0T9","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2136367 Alberta Ltd","Edson, AB T7E 1C3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2140363 Alberta Ltd.","Wabasca, AB T0G 2K0","6311-Superviseurs des services alimentaires",Inconnu,1,2
Alberta,"   Bas salaire","2140363 Alberta Ltd.","Wabasca, AB T0G 2K0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Alberta,"   Bas salaire","2140363 Alberta Ltd.","Wabasca, AB T0G 2K0","6315-Surveillants des services de nettoyage",Inconnu,1,1
Alberta,"   Bas salaire","2140363 Alberta Ltd.","Wabasca, AB T0G 2K0",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2142966 ALBERTA INC","Edmonton, AB T6E 1Z4","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2144089 Alberta Ltd","Edmonton, AB T6X 2H4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2144262 Alberta Ltd o/a South St. Burger","Calgary, AB T2P 5L5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2144357 ALBERTA  LTD.","canmore, AB T1W 1N5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2144555 Alberta Ltd.","Airdrie, AB T4B 1R9","6311-Superviseurs des services alimentaires",Inconnu,1,3
Alberta,"   Bas salaire","2144618 Alberta Ltd.","Grande Prairie, AB T8V 7X8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2146735 Alberta Ltd.","Caroline, AB T0M 0M0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2149328 AB Ltd.","Onoway, AB T0E 1V0","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2149893 ALBERTA LTD","EDMONTON, AB T6W 0L9",6321-Chefs,Inconnu,1,1
Alberta,"   Bas salaire","2152599 AB Ltd","Edmonton, AB T6W 3R3","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","2152599 AB Ltd","Edmonton, AB T6W 3R3","6341-Coiffeurs et barbiers",Inconnu,1,2
Alberta,"   Bas salaire","2154363 Alberta Ltd. o/a Famoso Neapolitan Pizzeria","St Alberta, AB T8N 5E1","6311-Superviseurs des services alimentaires",Inconnu,2,2
Alberta,"   Bas salaire","2154363 Alberta Ltd. o/a Famoso Neapolitan Pizzeria","St Alberta, AB T8N 5E1",6322-Cuisiniers,Inconnu,1,3
Alberta,"   Bas salaire","2155023 Alberta Ltd","Calgary, AB T2T 0C6",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2155842 Alberta Ltd. o/a Marble Slab Creamery","Lloydminster, AB T9V 0V7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2157441 Alberta Ltd.","EDMONTON, AB T6E 5T5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2162320 AB LTD.","Calgary, AB T2Y 2Z3",6322-Cuisiniers,Inconnu,2,3
Alberta,"   Bas salaire","2165784 Alberta Ltd","Camrose, AB T4V 0K5","6315-Surveillants des services de nettoyage",Inconnu,1,1
Alberta,"   Bas salaire","2166586 Alberta Ltd.","Leduc, AB T9E 8B7",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2166787 Alberta Ltd","Edmonton, AB T6G 1K8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2169069 Alberta Ltd.","Spedden, AB T0A 3E0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2172280 Alberta Ltd.","CALGARY, AB T3N 0J2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2174754 Alberta Ltd","Calgary, AB T2E 2P6",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2175021 Alberta Ltd","Taber, AB T1G 1T9","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2175617 Alberta Inc","Edmonton, AB T5A 4V9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2176085 Alberta Ltd. o/a Noodlebox","Calgary, AB T2H 3A7",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2176089 Alberta Ltd.","Calgary, AB T2R 1R7",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2180568 Alberta Ltd.","Whitecourt, AB T7S 1N6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2183704 Alberta Ltd","Sherwood Park, AB T8H 0P5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2184889 Alberta Ltd.","Calgary, AB T2W 3N4",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2185178 Alberta Ltd","Calgary, AB T2L 0C5","6311-Superviseurs des services alimentaires",Inconnu,3,3
Alberta,"   Bas salaire","2185178 Alberta Ltd","Calgary, AB T2L 0C5",6322-Cuisiniers,Inconnu,2,3
Alberta,"   Bas salaire","2192526 Alberta Ltd","Edmonton, AB T6J 7B5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2192526 Alberta Ltd","Edmonton, AB T6J 7B5",6322-Cuisiniers,Inconnu,1,4
Alberta,"   Bas salaire","2192529 Alberta Ltd.","Edmonton, AB T6E 6T2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"   Bas salaire","2192972 Alberta Ltd.","Edmonton, AB T5C 3C8",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2194989 Alberta Ltd.","Hinton, AB T7V 0A6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","2197798 AB LTD.","Cochrane, AB T4C 2E4",6322-Cuisiniers,Inconnu,1,1
