Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
,,KGA Transport Ltd.,"WINNIPEG, MB R2R 0N4",1221-Agents d'administration,1
,,,,7511-Conducteurs de camions de transport,2
,,Kings Truck & Trailer Repair Ltd,"WINNIPEG, MB R2P 1N1",1311-Techniciens en comptabilité et teneurs de livres,1
,,,,7312-Mécaniciens d'équipement lourd,1
,,"K-Tec Earthmovers, Inc.","ROSENORT, MB R0G 1W0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,Luxury Lifestyle Management Inc.,"WINNIGEG, MB R3C 4H6",0632-Directeurs des services d'hébergement,1
,,Major Drilling International Group Inc.,"Winnipeg, MB R3J 3W1","7372-Foreurs et dynamiteurs de mines à ciel ouvert, de carrières et de chantiers de construction",1
,,Molly & Max Productions Inc,"Winnipeg, MB R3E 2K3","5226-Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène",5
,,Pritchard Autobody and Glass Inc.,"Winnipeg, MB R2W 2H7",7322-Débosseleurs et réparateurs de carrosserie,1
,,SH Construction & Renovation Inc,"Winnipeg, MB R2M 2P8",7283-Carreleurs,1
,,Sohi Logistics Truckline Ltd.,"Winnipeg, MB R2V 4K4",7511-Conducteurs de camions de transport,5
,,The University of Manitoba,"Winnipeg, MB R3T 2N2",4011-Professeurs et chargés de cours au niveau universitaire,3
,,Thompson Ford Sales Ltd.,"Thompson, MB R8N 0N6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",3
,   Bas salaire,6802312 Manitoba Inc.,"MORRIS, MB R0G 1K0",0631-Directeurs de la restauration et des services alimentaires,1
,,,,6311-Superviseurs des services alimentaires,1
,,,,6332-Boulangers-pâtissiers,1
,,Crisanti Investments Ltd.,"NEEPAWA, MB R0J 1H0",6311-Superviseurs des services alimentaires,4
,,Double Double Cathy Ltd.,"ELIE, MB R0H 0H0",0631-Directeurs de la restauration et des services alimentaires,1
,,,,6332-Boulangers-pâtissiers,2
,,Redcap Enterprise Company Ltd.,"Shoal Lake, MB R0J 1Z0",6322-Cuisiniers,1
,,Revolve Productions Canada Inc.,"WINNIPEG, MB R2X 1G9","6742-Autre personnel de soutien en service, n.c.a.",1
,,Shiv Shakti Anpurna Ltd.,"Dauphin, MB R7N 3H4",6322-Cuisiniers,1
,,St. Anne Hotel Chinese Restaurant,"WINNIPEG, MB R3B 0X1",6322-Cuisiniers,1
,,The Kitching Group (Canada) Inc.,"Winnipeg, MB R3M 0W5",0631-Directeurs de la restauration et des services alimentaires,1
,,Timvir Ltd.,"Virden, MB R0M 2C0",6311-Superviseurs des services alimentaires,4
,  Agriculture primaire,Canmark Family Farming Ltd.,"Roblin, MB R0L 1P0",8431-Ouvriers agricoles,3
,,Cell Farms Ltd.,"Hartney, MB R0M 0X0",8431-Ouvriers agricoles,1
,,Jeffries Bros Vegetable Growers Inc.,"Portage la Prairie, MB R1N 3C2",8431-Ouvriers agricoles,7
,,SB Vegetable Growers Ltd,"Portage La Prairie, MB R1N 3B2",8431-Ouvriers agricoles,1
,,Superior Weanlings Ltd.,"Birtle, MB R0M 0C0",8431-Ouvriers agricoles,4
, Talent mondial,EQ3 Ltd.,"Winnipeg, MB R2G 4H2",2174-Programmeurs et développeurs en médias interactifs,4
,,SkipTheDishes Restaurant Services,"WINNIPEG, MB R3B 0P4",0213-Gestionnaires des systèmes informatiques,1
,,,,2173-Ingénieurs et concepteurs en logiciel,2
Saskatchewan,    Haut salaire,102019183 Saskatchewan Ltd.,"WARMAN, SK S0K 4S1",3112-Omnipraticiens et médecins en médecine familiale,1
,,24 Hr Animal Care Centre Professional Corp,"Regina, SK S4N 7K3",3114-Vétérinaires,3
,,Alliance Health (Saskatoon) Prof. Corp.,"SASKATOON, SK S7J 2H9",3111-Médecins spécialistes,1
,,Chinazam Automotive Limited,"SASKATOON, SK S7M 3B6",0621-Directeurs - commerce de détail et de gros,1
,,Govan Aerial Applicators Inc.,"Warman, SK S0K 4S2","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",1
,,Mac Acres Ltd,"WATROUS, SK S0K 4T0","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",1
,,Mackay Equipment Sales Ltd.,"SASKATOON, SK S7K 7G9",6221-Spécialistes des ventes techniques - commerce de gros,1
,,MacNeil Motors Inc.,"MARTENSVILLE, SK S0K 2T0",1241-Adjoints administratifs,1
,,Max Motors Auto Sales Ltd.,"SASKATOON, SK S7K 0V6",7322-Débosseleurs et réparateurs de carrosserie,1
,,Monette Farms Ltd.,"Swift Current, SK S9H 3X4",7312-Mécaniciens d'équipement lourd,1
,,Saskatchewan Health Authority,"SASKATOON, SK S7K 4X4",3111-Médecins spécialistes,12
,,,,3211-Technologues de laboratoires médicaux,1
,,Saskatchewan Research Council,"SASKATOON, SK S7N 2X8",0211-Directeurs des services de génie,1
,,Sautner Concrete Services Inc.,"Saskatoon, SK S7M 0W9",7282-Finisseurs de béton,4
,,SJM Dental Prof. Corp.,"ASSINIBOIA, SK S0H 0B0","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
,,Span West Building Corporation,"SASKATOON, SK S7K 0W2",7271-Charpentiers-menuisiers,1
,,Timberlost Outfitting Ltd,"LEOVILLE, SK S0J 1N0",6532-Guides d'activités récréatives et sportives de plein air,1
,,University of Regina,"Regina, SK S4S 0A2",4011-Professeurs et chargés de cours au niveau universitaire,1
,,Veikle Seeds Ltd,"Cut Knife, SK S0M 0N0",7312-Mécaniciens d'équipement lourd,1
,   Bas salaire,101203566 SASK LTD.,"Estevan, SK S4A 2S7",6211-Superviseurs des ventes - commerce de détail,1
,,101210740 Saskatchewan LTD,"NIPAWIN, SK S0E 1E0",6311-Superviseurs des services alimentaires,1
,,101221215 Saskatchewan Ltd,"Regina Beach, SK S0G 4C0",6211-Superviseurs des ventes - commerce de détail,1
,,101269282 Saskatchewan Ltd,"SANDY BAY, SK S0P 0G0",6311-Superviseurs des services alimentaires,1
,,101269505 Saskatchewan Ltd,"Saskatoon, SK S7T 0J1",6322-Cuisiniers,2
,,101279889 Saskatchewan Ltd.,"Saskatoon, SK S7K 5C7",6211-Superviseurs des ventes - commerce de détail,1
,,102010838 Saskatchewan Ltd.,"Wolseley, SK S0G 5H0",6211-Superviseurs des ventes - commerce de détail,1
,,102015180 Saskatchewan Ltd.,"MELVILLE, SK S0A 2P0",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,2
,,1981761 Alberta Ltd,"SASKATOON, SK S7J 2G2",6211-Superviseurs des ventes - commerce de détail,2
,,Albert Enterprises Ltd.,"Radisson, SK S0K 3L0",6322-Cuisiniers,1
,,Atha Hotel Ltd o/a Ramada Carlyle Hotel,"Carlyle, SK S0C 0R0",6312-Gouvernants principaux,1
,,Caraway Grill Ltd,"Regina, SK S4P 1X3",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,2
,,GP Foods Services Inc,"Saskatoon, SK S7T 0H9",6311-Superviseurs des services alimentaires,1
,,GTR Oilfield Services Inc O/A Pierce Lake Lodge,"PIERCELAND, SK S0M 2K0",6315-Surveillants des services de nettoyage,1
,,JS Inn Ltd.,"North Battleford, SK S9A 2R7","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,KP Group Ventures Ltd.,"Moosomin, SK S0G 3N0",6312-Gouvernants principaux,1
,,Lee & Song Enterprises Ltd o/a Lanovaz Bigway Foods,"DUCK LAKE, SK S0K 1J0",6211-Superviseurs des ventes - commerce de détail,1
,,MacNeil Motors Inc.,"MARTENSVILLE, SK S0K 2T0",6732-Nettoyeurs spécialisés,1
,,Pump Jacks Saloon & Steakhouse,"Weyburn, SK S4H 3B3",6322-Cuisiniers,1
,,Rosetown ESSO Family Restaurant,"ROSETOWN, SK S0L 2V0",6322-Cuisiniers,1
,  Agriculture primaire,101299221 Saskatchewan Ltd.,"ROSETOWN, SK S0L 2V0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Barrich Farms (1994) Ltd,"OUTLOOK, SK S0L 2N0",8431-Ouvriers agricoles,11
,,Darryl Barton Farms Ltd,"OUTLOOK, SK S0L 2N0",8431-Ouvriers agricoles,4
,,Dietrich Farms Ltd.,"Mendham, SK S0N 1P0",8431-Ouvriers agricoles,1
,,Girodat Seeds Ltd.,"Shaunavon, SK S0N 2M0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Lakeshore Tree Farms Ltd,"Saskatoon, SK S7K 3J6",8432-Ouvriers de pépinières et de serres,1
,,Lyndon Olson Farms Inc,"Archerwill, SK S0E 0B0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Palmer Charolais Land & Cattle Co Ltd.,"Bladworth, SK S0G 0J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Path Head Farms Ltd,"Cabri, SK S0N 0J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,Pedigree Poultry Ltd.,"Regina Beach, SK S0G 4C0",8431-Ouvriers agricoles,6
,,Ross' L-Seven Ranch Ltd.,"ESTEVAN, SK S4A 2A3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Schlamp Cattle Company Ltd.,"MOSSBANK, SK S0H 3G0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Welsch Farms Inc.,"Cut Knife, SK S0M 0N0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,X6 Farms Inc,"CARONPORT, SK S0H 0S0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Alberta,    Haut salaire,1238067 AB Ltd o/a Cheema Trucking,"EDMONTON, AB T5Y 0L5",7305-Surveillants du transport routier et du transport en commun,1
,,1294631 Alberta Ltd o/a Paradise Inn & Suites,"Grande Prairie, AB T8V 3Y1",0632-Directeurs des services d'hébergement,1
,,1371487 Alberta Ltd,"Cochrane, AB T4C 0E6",0621-Directeurs - commerce de détail et de gros,1
,,1587198 Alberta Ltd,"EDMONTON, AB T6L 4P8",7511-Conducteurs de camions de transport,1
,,1682562 Alberta Ltd.,"EDMONTON, AB T5X 6C1",1221-Agents d'administration,1
,,1693312 Alberta Ltd.,"Calgary, AB T3K 5Z7",0621-Directeurs - commerce de détail et de gros,1
,,1746826 Alberta Ltd.,"EDMONTON, AB T5Y 3S5",1241-Adjoints administratifs,1
,,1821942 Alberta Ltd.,"EDMONTON, AB T6X 0B1",6316-Surveillants des autres services,1
,,2025904 Alberta Ltd.,"PROVOST, AB T0B 3S0",0631-Directeurs de la restauration et des services alimentaires,1
,,21 Century Seafood Inc,"Calgary, AB T2G 1Z6",6222-Acheteurs des commerces de détail et de gros,1
,,2113590 Alberta Ltd,"CALGARY, AB T2L 0A1","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
,,255172 Alberta Ltd,"Sherwood Park, AB T8A 4N5",0621-Directeurs - commerce de détail et de gros,1
,,9016970 Canada Inc. o/a Rock Rover Transport,"Edmonton, AB T6T 1T5",7511-Conducteurs de camions de transport,8
,,ABS Trucking Ltd,"Edmonton, AB T5W 5J6",7511-Conducteurs de camions de transport,6
,,ABS Truckwash and Lube Ltd,"EDMONTON, AB T5W  5J",6315-Surveillants des services de nettoyage,1
,,Access Helicopters Ltd,"Okotoks, AB T1S 0G5","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",2
,,Advance Drywall Ltd.,"CALGARY, AB T3J 0H9","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,AJP Maan Enterprises Ltd,"EDMONTON, AB T6T 0R8",7511-Conducteurs de camions de transport,3
,,Alberta Concrete Pumping Ltd,"EDMONTON, AB T6P 1L7",7282-Finisseurs de béton,8
,,Alberta Exteriors Ltd,"EDMONTON, AB T5T 2E3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Alberta Geomatics Inc.,"Edmonton, AB T6B 3H9",2254-Technologues et techniciens en arpentage,1
,,Alberta Health Services,"SPRUCE GROVE, AB T7X 3A8",3111-Médecins spécialistes,4
,,,,3112-Omnipraticiens et médecins en médecine familiale,2
,,Alberta Production Machining Ltd,"Edmonton, AB T6B 3S5",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,All Western Contracting Ltd.,"Edmonton, AB T5C 1R9","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,Alpha Tile Ltd,"Edmonton, AB T5T 5J4",7283-Carreleurs,3
,,,,7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,ANDERWERKS LTD,"CALGARY, AB T2E 6R4","7334-Mécaniciens de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé",1
,,Areo Homes Pvt Ltd,"Edmonton, AB T6N 1B7",1221-Agents d'administration,1
,,Atlas Granite Inc,"Edmonton, AB T5L 3C4","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,,,"1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,AV Exterior Ltd,"EDMONTON, AB T5V 1H7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",2
,,Axial Group Inc,"CALGARY, AB T2G 1Y8",0911-Directeurs de la fabrication,1
,,Aztec Landscaping Ltd,"GRANDE PRAIRIE, AB T8V 4N4",2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture,1
,,B25 Canada Productions Ltd.,"CALGARY, AB T2A 2M3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Ballroom & Country Dance Studio,"Calgary, AB T2E 1L7",5134-Danseurs,1
,,BCN Transport Ltd,"AIRDRIE, AB T4B 3X8",7305-Surveillants du transport routier et du transport en commun,1
,,Blacktop Paving Inc.,"EDMONTON, AB T6S 1N4",7282-Finisseurs de béton,2
,,,,7521-Conducteurs d'équipement lourd (sauf les grues),2
,,BOW VALLEY LIVESTOCK HEALTH LTD,"Brooks, AB T1R 1C1",3114-Vétérinaires,1
,,BP Machine Ltd.,"EDMONTON, AB T6B 2N3",7231-Machinistes et vérificateurs d'usinage et d'outillage,2
,,Brend-Vik Canada Inc.,"CALGARY, AB T2T 3L8",2174-Programmeurs et développeurs en médias interactifs,1
,,Business at Inc,"CALGARY, AB T2W 0K6",7283-Carreleurs,1
,,Calgary Golf Promotion Limited Partnership,"CALGARY, AB T2P 3G6",1226-Planificateurs de congrès et d'événements,1
,,Calgary International Film Festival Society,"CALGARY, AB T2G 0X8","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Canadian Mountain Holidays LP,"Banff, AB T1L 1J6","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",6
,,Candream Immigration Consultancy Services Inc.,"EDMONTON, AB T6X 0T3",1311-Techniciens en comptabilité et teneurs de livres,1
,,Canmak Ltd.,"Edmonton, AB T5Y 0E4",7511-Conducteurs de camions de transport,2
,,Canwide Carriers Ltd,"Edmonton, AB T6T 0P6",1221-Agents d'administration,1
,,,,7511-Conducteurs de camions de transport,2
,,Cemrock Concrete & Construction Ltd,"Calgary, AB T2B 1M4",7282-Finisseurs de béton,5
,,Cheema Janitorial Services Ltd.,"EDMONTON, AB T5Z 3R3",1241-Adjoints administratifs,1
,,,,6315-Surveillants des services de nettoyage,2
,,Chinook Valley Construction Ltd,"SEXSMITH, AB T0H 3C0","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Christensen & McLean Roofing Co. Ltd,"Edmonton, AB T5V 1H8",7291-Couvreurs et poseurs de bardeaux,5
,,Clear Choice Auto Inc.,"EDMONTON, AB T6X 1K7",0621-Directeurs - commerce de détail et de gros,1
,,Colbo Construction Ltd,"EDMONTON, AB T6M 0V3",7295-Poseurs de revêtements d'intérieur,2
,,Complete Care Restoration Services Ltd,"Edmonton, AB T5M 3E8",7271-Charpentiers-menuisiers,1
,,Connect Utility Services Ltd.,"CALGARY, AB T2G 2A7",7312-Mécaniciens d'équipement lourd,1
,,Conqur Industries Inc.,"Two Hills, AB T0B 4K0",0621-Directeurs - commerce de détail et de gros,1
,,CRS Crane Systems Inc,"Sherwood park, AB T8H 2K2",7371-Grutiers,1
,,D.O.T. Logistics Inc,"Calgary, AB T3J 4L9",7305-Surveillants du transport routier et du transport en commun,1
,,Dannburg Holdings Corporation Limited,"Calgary, AB T2G 4M6",7283-Carreleurs,1
,,Destinies Inc,"EDMONTON, AB T5C 0C6","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,DLH Trucking Inc,"Rockview, AB T1X 0K2",7511-Conducteurs de camions de transport,3
,,DS Homes Inc.,"CALGARY, AB T1Y 6M6",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,,,7283-Carreleurs,1
,,DT Global Ltd.,"Edmonton, AB T5S 2J6",6211-Superviseurs des ventes - commerce de détail,2
,,Durabuilt Windows & Doors Inc.,"Edmonton, AB T5S 1R7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Dx Medical Centres Inc.,"Edmonton, AB T6K 3Y7",3112-Omnipraticiens et médecins en médecine familiale,1
,,Engelbertink Sales & Distribution Ltd,"Edmonton, AB T5G 3J7",0621-Directeurs - commerce de détail et de gros,1
,,Era Project Ltd,"CALGARY, AB T2Y 2W6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Euro Marble Tiles & Granite Ltd,"Edmonton, AB T5J 3N1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,Exclusive Drywall Ltd.,"Edmonton, AB T6X 0P2","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",5
,,Fancy Doors & Mouldings Ltd,"Edmonton, AB T6B 3S5",1241-Adjoints administratifs,1
,,FC Telec Consultants Ltd,"EDMONTON, AB T6X 0B1",0211-Directeurs des services de génie,1
,,First Class Fencing Inc.,"CALGARY, AB T2H 2H2",0601-Directeurs des ventes corporatives,1
,,Five River Express Ltd.,"Edmonton, AB T6L 7E2",7511-Conducteurs de camions de transport,2
,,Five Rivers Repair Services Inc o/a Five Rivers,"Edmonton, AB T6P 1P6",0621-Directeurs - commerce de détail et de gros,1
,,Flexahopper Plastics Ltd.,"Lethbridge, AB T1H 5J2",2211-Technologues et techniciens en chimie,1
,,Fortis LGS Structures Inc,"Edmonton, AB T6N 0A3",7283-Carreleurs,4
,,G & S Gill Trucking Ltd,"EDMONTON, AB T5X 0E1",7305-Surveillants du transport routier et du transport en commun,1
,,Gaudi Orthodontics Inc.,"CALGARY, AB T1Y 5Z8",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
,,General Roofing & Waterproofing Systems Inc.,"Calgary, AB T3K 3Y9",7291-Couvreurs et poseurs de bardeaux,2
,,Giusti Group LP,"Calgary, AB T3S 0A2",7271-Charpentiers-menuisiers,2
,,Glass Projects Ltd.,"CALGARY, AB T2K 1Y6",7292-Vitriers,1
,,GLC Vet Services Ltd.,"AIRDRIE, AB T4B 3M2",1221-Agents d'administration,1
,,,,3114-Vétérinaires,1
,,Globalhire Placement Services Inc.,"Edmonton, AB T6B 3S3",1221-Agents d'administration,1
,,Golden Pinnacle Consultants Ltd.,"Edmonton, AB T5J 2B8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,Goran Contracting Ltd.,"EDMONTON, AB T6M 0L9",7282-Finisseurs de béton,2
,,Great Pacific Equities Inc. / Delcon Capital,"EDMONTON, AB T6E 2A4",5135-Acteurs et comédiens,1
,,Great White Holdings Ltd.,"EDMONTON, AB T5T 4T6",0632-Directeurs des services d'hébergement,1
,,Gur-Fateh Transport Ltd,"CALGARY, AB T3J 4S8",7305-Surveillants du transport routier et du transport en commun,1
,,Hirt's Vacuum Truck Service Ltd,"High Level, AB T0H 1Z0",7305-Surveillants du transport routier et du transport en commun,1
,,Husky Oil Operations Limited,"Calgary, AB T2P 3G7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",3
,,Icon Flooring (2010) Inc.,"Edmonton, AB T6E 6W2",7295-Poseurs de revêtements d'intérieur,4
,,Impression Print n Sign Inc,"Edmonton, AB T6E 6H6","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Infinique & Natural Beauty Ltd.,"Edmonton, AB T5T 2T1","6562-Esthéticiens, électrolystes et personnel assimilé",2
,,"Interlude Skin Care, Massage & Acupuncture Therapy","EDMONTON, AB T5N 0M3",3236-Massothérapeutes,1
,,International Painting and Drywall Co Ltd,"Edmonton, AB T5L 1C9","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
,,Joe Media Group Inc.,"Calgary, AB T2G 1R7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,,,5222-Cadreurs de films et cadreurs vidéo,1
,,Jon & Jay Dental Laboratory Ltd,"Calgary, AB T2M 1A6",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
,,KAIZEN AUTO GROUP LTD,"Calgary, AB T2G 4G2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",10
,,Kajata Inc.,"Calgary, AB T2T 0G7",1122-Professionnels des services-conseils en gestion aux entreprises,1
,,KDH DRYWALL (2012) LTD.,"Sherwood Park, AB T8H 2J6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Kerr Interior Systems Ltd,"Edmonton, AB T6E 0E1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Keystone Cladding Ltd,"EDMONTON, AB T6J 5L3","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,KMS Contracting,"CALGARY, AB T2G 3E5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,Letniak Land & Cattle Ltd.,"Veteran, AB T0C 2S0",7312-Mécaniciens d'équipement lourd,1
,,LGS Transport Inc,"Edmonton, AB T6T 1Y2",7511-Conducteurs de camions de transport,4
,,LN Contractors Inc.,"EDMONTON, AB T6L 0A4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",10
,,LNG Canada Development Inc,"CALGARY, AB T2P 2H5",1122-Professionnels des services-conseils en gestion aux entreprises,1
,,Lotus Janitorial Services Ltd.,"CALGARY, AB T3P 0A3",6315-Surveillants des services de nettoyage,1
,,Master Flo Valve Inc,"EDMONTON, AB T6B 2H5","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,Micralyne Inc,"EDMONTON, AB T6N 1E6",2141-Ingénieurs d'industrie et de fabrication,1
,,MK Construction Limited,"FORT MCMURRAY, AB T9H 2L8",0711-Directeurs de la construction,1
,,Morwest Crane & Services Ltd,"Calgary, AB T2H 1K1",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),2
,,Mud Lake Waterfowl Adventures Ltd.,"SHERWOOD PARK, AB T8A 6J2",6532-Guides d'activités récréatives et sportives de plein air,2
,,Nimet S. Jinnah Professional Corporation,"Fort Saskatchewan, AB T8L 3W2",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
,,Northern Concrete Services Ltd,"St. Albert, AB T8N 5A3",7282-Finisseurs de béton,1
,,NOVA Chemicals Corporation,"Calgary, AB T2P 5L5","2148-Autres ingénieurs, n.c.a.",1
,,O. J. Pipelines Canada Corporation,"NISKU, AB T9E 7M9",2243-Techniciens et mécaniciens d'instruments industriels,3
,,Out of Hand Limited,"Calgary, AB T3E 5R7",4216-Autres instructeurs,1
,,Pabyal Construction Inc,"CHESTERMERE, AB T1X 0R8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,PCL Constructors Inc.,"Edmonton, AB T6E 5L7",2254-Technologues et techniciens en arpentage,1
,,Peak Logistics 2008 Ltd.,"Rocky View, AB T1X 0V9",1241-Adjoints administratifs,1
,,Pitbull Energy Services Ltd.,"EDMONTON, AB T6P 1K9",7312-Mécaniciens d'équipement lourd,1
,,Primecare Health Inc.,"Calgary, AB T2Z 3R6",3112-Omnipraticiens et médecins en médecine familiale,2
,,PVN Flooring Ltd,"EDMONTON, AB T5T 4R5",7295-Poseurs de revêtements d'intérieur,1
,,Quickload Waterfowl Outfitters Ltd.,"Lloydminster, AB T9V 1Y9",6532-Guides d'activités récréatives et sportives de plein air,2
,,RAC Group Inc.,"CALGARY, AB T2E 7A4","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
,,Raj Woodwork Ltd.,"Edmonton, AB T6T 1N4",0711-Directeurs de la construction,1
,,Raja Trucking Ltd.,"Edmonton, AB T6T 1N4",1241-Adjoints administratifs,1
,,Refined Interiors Ltd.,"EDMONTON, AB T5S 1G4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",6
,,Residential Insulation Specialists Inc.,"STURGEON, AB T8T 0C3",7293-Calorifugeurs,12
,,Rimrock Resort Hotel Corporation,"Banff, AB T1L 1J2",6321-Chefs,1
,,Rony Soos Trucking Ltd,"CALGARY, AB T3J 0B1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,Sabre Concrete Construction Inc,"EDMONTON, AB T6L 1R2",7282-Finisseurs de béton,1
,,Sam Sandhu Computers Ltd.,"EDMONTON, AB T6X 0L4",2281-Techniciens de réseau informatique,1
,,Sam's Excavating and Landscaping Ltd.,"Edmonton, AB T6W 3S3",7521-Conducteurs d'équipement lourd (sauf les grues),2
,,Sensoplex Canada Inc.,"CALGARY, AB T2M 0M6",5241-Designers graphiques et illustrateurs,1
,,Serit Fire Protection Inc.,"EDMONTON, AB T5X 5X5","7252-Tuyauteurs, monteurs d'appareils de chauffage et poseurs de gicleurs",1
,,Shan Construction Services Ltd,"EDMONTON, AB T6P 1S1",7521-Conducteurs d'équipement lourd (sauf les grues),3
,,Sikati Enterprises Ltd,"Calgary, AB T3R 0M4",7511-Conducteurs de camions de transport,1
,,Silver Mechanical services (2013) Ltd.,"ACHESON, AB T7X 6B2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,"Sinopec USA, Inc","CALGARY, AB T2P 0H9",0601-Directeurs des ventes corporatives,1
,,Skycad Dental Technology Ltd.,"Calgary, AB T2M 1A6",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,3
,,Skyline Furniture Ltd,"Calgary, AB T2B 1N5","9217-Surveillants dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir",1
,,Source Can Solutions Inc.,"Edmonton, AB T5L 3H3",1221-Agents d'administration,1
,,South Pacific Builds Ltd.,"CALGARY, AB T2T 0T7",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Startech Services Ltd,"Calgary, AB T3J 2Z8",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,Sunshine Oilsands Ltd.,"Calgary, AB T2P 0P7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,Superior Flood & Fire Restoration Inc.,"CALGARY, AB T2P 5C5",7271-Charpentiers-menuisiers,1
,,Sureflow Weeping Tile Ltd,"EDMONTON, AB T6E 5C5",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,,,"7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
