Province/Territoire,Volet du programme,Employeur,Adresse,Profession,Postes demandes
Saskatchewan,   Bas salaire,Poncho's Pub and Grill,"Whitewood, S0G5C0",6513-Serveurs d'aliments et de boissons,1
Saskatchewan,   Bas salaire,RAM PAINTING LTD,"Saskatoon, S7K1W4",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
Saskatchewan,   Bas salaire,Real Good Oil Enterprises Ltd.,"Cochin, S0M0L0",6211-Superviseurs des ventes - commerce de détail,1
Saskatchewan,   Bas salaire,SKYWAY BRANDS REGINA INC.,"REGINA, S4W1B3",6311-Superviseurs des services alimentaires,1
Alberta,     Haut salaire,1143201 AB LTD,"Edmonton, T5Y0L5",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,1520879 Alberta Ltd. o/a Rowena Consulting,"CALGARY, T2G4X6",2171-Analystes et consultants en informatique,1
Alberta,     Haut salaire,1667134 ALBERTA LTD,"Fort Mcmurray, T9H1W5",0621-Directeurs - commerce de détail et de gros,1
Alberta,     Haut salaire,1765952 ALBERTA LTD,"CALGARY, T2H2K6",0711-Directeurs de la construction,1
Alberta,     Haut salaire,2132408 ALBERTA LTD.,"Edmonton, T5C3E1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Alberta,     Haut salaire,2156243 Alberta Ltd.,"CALGARY, T1Y5V2",0631-Directeurs de la restauration et des services alimentaires,1
Alberta,     Haut salaire,4HR DELIVERY INC,"Sherwood Park, T8A6K9",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,     Haut salaire,898562 Alberta Ltd.,"Edmonton, T5M4C9",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,     Haut salaire,A CLASS TRUCK & TRAILER  REPAIR LTD,"calgary, T2C5A1",1522-Magasiniers et commis aux pièces,1
Alberta,     Haut salaire,AC Capital Inc,"Calgary AB, T2P1X5",1122-Professionnels des services-conseils en gestion aux entreprises,1
Alberta,     Haut salaire,AKAL DRYWALL & CONTRACTING LTD.,"EDMONTON, T6T0A3",7611-Aides de soutien des métiers et manoeuvres en construction,2
Alberta,     Haut salaire,Alberta Exteriors Ltd,"EDMONTON, T5T2E3","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",2
Alberta,     Haut salaire,AM& M RIAR LTD.,"EDMONTON, T6L5S5",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Alberta,     Haut salaire,AMAR ENTERPRISES LTD.,"Edmonton, T6T0H5",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,     Haut salaire,Amar Trucking Ltd,"Edmonton, T6T0H5",7305-Surveillants du transport routier et du transport en commun,1
Alberta,     Haut salaire,Bansal's Transport Ltd,"Calgary, T3J0E9",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,Belterra Corporation,"Edmonton, T5V0A5",7311-Mécaniciens de chantier et mécaniciens industriels,1
Alberta,     Haut salaire,Belterra Corporation,"Edmonton, T5V0A5",9432-Opérateurs de machines dans les usines de pâte à papier,4
Alberta,     Haut salaire,City Carpentry LTD,"Edmonton, T6T0Z6",7271-Charpentiers-menuisiers,1
Alberta,     Haut salaire,Designers Touch Building Products Inc.,"Calgary, T2E6M2",6221-Spécialistes des ventes techniques - commerce de gros,1
Alberta,     Haut salaire,Frontech Solutions Inc.,"Edmonton, T6N1J1",2173-Ingénieurs et concepteurs en logiciel,1
Alberta,     Haut salaire,Galimax Trading Inc.,"Nobleford, T0L1S0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Alberta,     Haut salaire,Grand Matrix Consulting Inc.,"Edmonton, T6R0T8",7246-Installateurs et réparateurs de matériel de télécommunications,1
Alberta,     Haut salaire,Honeywell Custom Homes Inc.,"Calgary, T3J5H3",1411-Employés de soutien de bureau généraux,1
Alberta,     Haut salaire,ICON KITCHEN CABINETS LTD,"CALGARY, T3J4N4",1241-Adjoints administratifs,1
Alberta,     Haut salaire,J Punni Trucking Ltd.,"EDMONTON, T6X0R4",7511-Conducteurs de camions de transport,3
Alberta,     Haut salaire,Jinnuojiayin Culture and Development (Canada) Ltd.,"Calgary, T2E7W6",0213-Gestionnaires des systèmes informatiques,1
Alberta,     Haut salaire,K & G BUILDING MAINTENANCE SERVICES (KULWANT CHANA),"CALGARY, T3J4Y3",6315-Surveillants des services de nettoyage,1
Alberta,     Haut salaire,Lou Desmarais Enterprises Ltd.,"Calgary, T2E4B5",7271-Charpentiers-menuisiers,1
Alberta,     Haut salaire,MacDougal Transport Inc.,"Edmonton, T6B2V5",7511-Conducteurs de camions de transport,10
Alberta,     Haut salaire,MAND TRUCKING LTD.,"EDMONTON, T6T2C4",7511-Conducteurs de camions de transport,1
Alberta,     Haut salaire,Margaux Resources Ltd.,"Calgary, T2P3S2","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Alberta,     Haut salaire,New Western Motors Ltd.,"Calgary, T2E2N3",0621-Directeurs - commerce de détail et de gros,1
Alberta,     Haut salaire,PB Finance Consulting Ltd,"Calgary, T2E8W7",0125-Directeurs d'autres services aux entreprises,1
Alberta,     Haut salaire,Popov L&N Transport Ltd.,"EDmonton, T5Y0L7",7511-Conducteurs de camions de transport,1
Alberta,     Haut salaire,RAE Engineering and Inspection Ltd.,"Edmonton, T6E5M4",2261-Vérificateurs et essayeurs des essais non destructifs,1
Alberta,     Haut salaire,SAVE Emergency Hospital,"Okotoks, T1S1A6",3114-Vétérinaires,1
Alberta,     Haut salaire,Sidhu and Sons Trucking LTD,"Edmonton, T5Y3H7",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,Sidhu Truck Repairs Ltd.,"Edmonton, T5Y3H7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
Alberta,     Haut salaire,SJJS Techno Services Ltd,"Edmonton, T5Z3L2",1221-Agents d'administration,1
Alberta,     Haut salaire,SLK Transport Ltd.,"Edmonton, T6L6S1",7511-Conducteurs de camions de transport,8
Alberta,     Haut salaire,Standard Roofing & Exteriors Ltd.,"Grande Prairie, T8V2R8",7291-Couvreurs et poseurs de bardeaux,2
Alberta,     Haut salaire,Sunflower Developments Inc.,"CARDSTON, T0K0K0",1311-Techniciens en comptabilité et teneurs de livres,1
Alberta,     Haut salaire,Sungrace Transport Ltd.,"Calgary, T2B1N4",1525-Répartiteurs,1
Alberta,     Haut salaire,Techni-Craft Equipment Services Limited,"Albert, T8N4A4",7313-Mécaniciens en réfrigération et en climatisation,1
Alberta,     Haut salaire,United Roofing Inc.,"Calgary, T2G3K5",7291-Couvreurs et poseurs de bardeaux,3
Alberta,     Haut salaire,West Central Contracting Ltd.,"Hinton, T7V2G3",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
Alberta,   Bas salaire, NELSON LUMBER COMPANY LTD,"Acheson, T7X6N5",9227-Surveillants dans la fabrication et le montage de produits divers,1
Alberta,   Bas salaire,10113689 Canada Inc,"Calgary, T3E6K6",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1029925 Alberta Ltd,"Calgary, T2E2S8",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1107246 Alberta Ltd,"Edmonton, T6N1K7",0621-Directeurs - commerce de détail et de gros,1
Alberta,   Bas salaire,1167202 Alberta Ltd,"Jasper, T0E1E0",6322-Cuisiniers,4
Alberta,   Bas salaire,1226564 Alberta Inc.,"Edmonton, T6P1L7",1224-Agents de gestion immobilière,1
Alberta,   Bas salaire,1335805 Alberta Ltd,"Grande Prairie, T8V8J6",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1362597 Alberta Inc.,"Calgary, T3H5M6",6311-Superviseurs des services alimentaires,2
Alberta,   Bas salaire,1506411 AB Ltd.,"Red Deer, T4R3G8",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1512668 Alberta Ltd.,"EDMONTON, T5M1W4",6311-Superviseurs des services alimentaires,2
Alberta,   Bas salaire,1512668 Alberta Ltd.,"EDMONTON, T5M1W4",6322-Cuisiniers,2
Alberta,   Bas salaire,1753441 Alberta Ltd,"Beaumont, T4X1T8",6322-Cuisiniers,1
Alberta,   Bas salaire,1768612 ALBERTA LTD,"RED DEER, T4R1Z4",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1779696 Alberta Inc.,"calgary, T2P0V7",6322-Cuisiniers,1
Alberta,   Bas salaire,1833879 Alberta Ltd o/a Jade's Headshop,"Calgary, T2Y0J4",6341-Coiffeurs et barbiers,2
Alberta,   Bas salaire,1917016 AB Ltd,"Calgary, T2G2B6","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Alberta,   Bas salaire,1924268 Alberta LTD,"Jasper, T0E1E0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1926324 Alberta Ltd.,"Grande Prairie, T8V0P3",7514-Chauffeurs-livreurs - services de livraison et de messagerie,2
Alberta,   Bas salaire,2042033 Alberta Ltd,"Smoky Lake, T0A3C0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,2060712 ALBERTA INC,"Edmonton, T6B3V1",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,2061062 Alberta Inc,"CALGARY, T3R0J3","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Alberta,   Bas salaire,2072255 Alberta Ltd,"Wetaskiwin, T9A0S3",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,2084901 Alberta Ltd.,"La Crete, T0H2H0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",4
Alberta,   Bas salaire,2085533 Alberta Ltd.,"Edmonton, T5C2L2",6513-Serveurs d'aliments et de boissons,2
Alberta,   Bas salaire,2141667 Alberta Ltd.,"Consort, T0C1B0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,2175730 Alberta Ltd,"Airdrie, T4B1S2",6321-Chefs,1
Alberta,   Bas salaire,320364 Alberta Ltd,"Cold Lake, T9M1R6",6321-Chefs,1
Alberta,   Bas salaire,413877 Alberta Ltd.,"Grassland, T0A1V0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,682704 Alberta Ltd.,"Calgary, T2R1P6",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,793085 ALBERTA LTD,"ALBERTA, T9S1C5",6322-Cuisiniers,1
Alberta,   Bas salaire,874707 Alberta Ltd,"St. Alberta, T8N5B2",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,978556 Alberta Ltd.,"Calgary, T1Y7K7",6322-Cuisiniers,2
Alberta,   Bas salaire,ADH ALBERTA LTD.,"Calgary, T3J0V9",6311-Superviseurs des services alimentaires,2
Alberta,   Bas salaire,Africana Bar & Grill,"Calgary, T2E6T1",6322-Cuisiniers,3
Alberta,   Bas salaire,Air Immigration Inc,"Sylvan Lake, T4S0K5",1221-Agents d'administration,1
Alberta,   Bas salaire,Amirat Transportation Service Ltd,"Edmonton, T5A4K8",7514-Chauffeurs-livreurs - services de livraison et de messagerie,2
Alberta,   Bas salaire,Austin Nguyen Professional Corporation,"Calgary, T2A6L8",1242-Adjoints administratifs juridiques,1
Alberta,   Bas salaire,BANK & BARON INC (THE),"Calgary, T2P1B4",6322-Cuisiniers,1
Alberta,   Bas salaire,BIKANER SWEETS HOUSE & RESTAURANT,"Calgary, T3J4L4",6322-Cuisiniers,2
Alberta,   Bas salaire,Bonnyville & District Daycare Centre,"Bonnyville, T9N2J7",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Alberta,   Bas salaire,Calgary Court Restaurant Ltd.,"Calgary, T2G0B2",0631-Directeurs de la restauration et des services alimentaires,1
Alberta,   Bas salaire,CCA Logistics Ltd.,"Calgary, T2E6S6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,   Bas salaire,Cedar Sweets Ltd.,"Edmonton, T5E1J8",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,champeer dq ltd.,"edmonton, T6W2P3",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Cheema Janitorial Services Ltd.,"Edmonton, T5Z3R3",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,3
Alberta,   Bas salaire,CITY PAINTING LTD,"EDMONTON, T6T1P8",7611-Aides de soutien des métiers et manoeuvres en construction,3
Alberta,   Bas salaire,Connect Canada Immigration Services Inc.,"Calgary, T3J0H6",1411-Employés de soutien de bureau généraux,2
Alberta,   Bas salaire,Cranbrook Framing Inc,"Calgary, T1Y6T8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
Alberta,   Bas salaire,Earls Restaurant (Grande Prairie) Ltd.,"Grande Prairie, T8V6X3",6311-Superviseurs des services alimentaires,4
Alberta,   Bas salaire,Five Star Construction Ltd.,"Alberta Beach, T0E0A1",7291-Couvreurs et poseurs de bardeaux,3
Alberta,   Bas salaire,Goldeye Foundation Society,"Nordegg, T0M2H0",6322-Cuisiniers,1
Alberta,   Bas salaire,Gorgeous Beauty Salon Ltd,"Fort McMurray, T9H1J9",6341-Coiffeurs et barbiers,1
Alberta,   Bas salaire,GRAHAM AND LANE FLORISTS LTD.,"Edmonton, T5J2Y9",5244-Artisans,1
Alberta,   Bas salaire,Granite Warehouse Inc.,"Leduc, T9E8M4",7283-Carreleurs,1
Alberta,   Bas salaire,Harvest Four Inc.,"Cochrane, T4C0T1",6332-Boulangers-pâtissiers,1
Alberta,   Bas salaire,Jacques Cartier Clothier Inc.,"Banff, T1L1A2",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Jaskreet Holdings Ltd.,"Edmonton, T6X0A9",9227-Surveillants dans la fabrication et le montage de produits divers,1
Alberta,   Bas salaire,Jehan Foods Inc.,"Grande Prairie, T8V3Y2",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Josan Properties Ltd.,"Edmonton, T6J5H2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Alberta,   Bas salaire,Just Bismillah  Inc.,"Edmonton, T6X0K6",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,KD Group Ltd,"Edmonton, T6X0R9",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
Alberta,   Bas salaire,KENARD FAST FOOD LTD,"Edmonton, T6H0K4",6322-Cuisiniers,2
Alberta,   Bas salaire,Kinder Kollege Daycare Services Ltd.,"Edmonton, T6A3G3",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Alberta,   Bas salaire,Kinjo Sushi & Grill Ltd.,"Calgary, T2K5A2",6511-Maîtres d'hôtel et hôtes,1
Alberta,   Bas salaire,Kiwipark Ltd,"Black Diamond, T0L0H0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Kusina Filipino Take Out & Catering Inc.,"Edmonton, T5G1Z5",6322-Cuisiniers,2
Alberta,   Bas salaire,Kustom Auto Body (Coaldale 1990) Ltd,"Coaldale, T1M1N1",7322-Débosseleurs et réparateurs de carrosserie,1
Alberta,   Bas salaire,Matt's Pizza 2014 Ltd.,"High Level, T0H1Z0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,Melange Salon & Spa Inc,"EDMONTON, T6X1E9",6341-Coiffeurs et barbiers,1
Alberta,   Bas salaire,Merali Enterprises Ltd,"Chestermere, T1X0A9",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Milltech Millwork Ltd.,"Edmonton, T5L4K2",7272-Ébénistes,5
Alberta,   Bas salaire,NOE Construction Inc.,"Edmonton, T5T6A5",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
Alberta,   Bas salaire,Nourish Cafe Inc,"Banff, T1L1B4",6322-Cuisiniers,2
Alberta,   Bas salaire,NU-LOOK ALLARD INC.,"EDMONTON, T6W0J2",6341-Coiffeurs et barbiers,1
Alberta,   Bas salaire,O GAM Food Corporation,"Calgary, T2H0K1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,paolo's dine -in inc,"calgary, T2H0Y8",6513-Serveurs d'aliments et de boissons,1
Alberta,   Bas salaire,PK 17TH AVENUE INC.,"CALGARY, T2A0S5",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,PRINCE INDIA CATERING LTD,"Edmonton, T6T0P9",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Proveable Cleaning Services Ltd.,"Calgary, T2E7K1",6315-Surveillants des services de nettoyage,4
Alberta,   Bas salaire,Purewal Inc.,"Edmonton, T6X0K6",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Radiance Salon,"calgary, T2T0E1",6341-Coiffeurs et barbiers,1
Alberta,   Bas salaire,Rocky Mountain Manpower Inc,"SE Calgary, T2G0T7",1221-Agents d'administration,1
Alberta,   Bas salaire,Sai Ram Enterprise Ltd,"Sherwood Park, T8H1R4",0631-Directeurs de la restauration et des services alimentaires,1
Alberta,   Bas salaire,Sai Ram Enterprise Ltd,"Sherwood Park, T8H1R4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,SARR Foods Inc. o/a Little Caesars,"Calgary, T2J0N2",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Sawridge Management Corporation,"Slave Lake, T0G2A0",6322-Cuisiniers,2
Alberta,   Bas salaire,SHIELD OILFIELD MAINTENANCE LTD,"Slave Lake, T0G2A0","8615-Manoeuvres de forage et d'entretien des puits de pétrole et de gaz, et personnel assimilé",1
Alberta,   Bas salaire,Specon Construction Inc,"Rocky View, T1X0K3",7272-Ébénistes,1
Alberta,   Bas salaire,Spices Indian Restaurant Corp,"Fort McMurray, T9H2J9",6511-Maîtres d'hôtel et hôtes,1
Alberta,   Bas salaire,Spirit Hills Services Ltd.,"Millarville, T0L1K0",0821-Gestionnaires en agriculture,1
Alberta,   Bas salaire,Spring Roll Ltd.,"Lethbridge, T1H2S1",6322-Cuisiniers,1
Alberta,   Bas salaire,Subway Vermilion,"Vermilion, T9X0B4",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,SUMMIT LOCK & SAFE LTD.,"Edmonton, T6B1H1","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
Alberta,   Bas salaire,Sunnyside Daycare & OSC,"Edmonton, T5T3K1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Alberta,   Bas salaire,Takla Maintenance Corporation,"Edmonton, T6R0G7",1241-Adjoints administratifs,1
Alberta,   Bas salaire,Taste of India Express,"Sherwood Park, T8A4W2",6322-Cuisiniers,1
Alberta,   Bas salaire,Twenty First Century Homes Ltd,"Calgary, T3J4H6",7511-Conducteurs de camions de transport,1
Alberta,   Bas salaire,Viking Stables Inc.,"Innisfree, T0B2G0",6563-Soigneurs d'animaux et travailleurs en soins des animaux,6
Alberta,   Bas salaire,VN King Enterprises Inc.,"Calgary, T2A0V1",6221-Spécialistes des ventes techniques - commerce de gros,1
Alberta,   Bas salaire,Walkers Grocery Ltd,"Beaverlodge, T0H0C0",6211-Superviseurs des ventes - commerce de détail,2
Alberta,   Bas salaire,West Edmonton Truckland Ltd.,"Edmonton, T5V1M8",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Wilco Contractors Southwest Inc.,"Calgary, T2C2T8","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",3
Alberta,   Bas salaire,Woodbridge Holdings Ltd.,"Sherwood Park, T8A4G6",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
Alberta,  Agriculture primaire,697625 Alberta Ltd,"DeWinton, T0L0X0","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",3
Alberta,  Agriculture primaire,Entreprises Lavoie (1999) Ltd.,"St-Isidore, Ab, T0H3B0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5
Alberta,  Agriculture primaire,Rainbow Greenhouses Alberta Inc.,"Iron Springs, T0K1G0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Alberta,  Agriculture primaire,Wyant Enterprises,"Bonanza, T0H0K0",8431-Ouvriers agricoles,1
Colombie-Britannique,     Haut salaire,0348706 bc  ltd,"surrey, V3T4X8","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,0749491BC LTD,"Langley, V1M2C9",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,     Haut salaire,0893261 B.C Ltd,"SURREY, V3X1P3",5242-Designers d'intérieur et décorateurs d'intérieur,1
Colombie-Britannique,     Haut salaire,0924203 BC LTD.,"Surrey, V3S0Z4",7271-Charpentiers-menuisiers,3
Colombie-Britannique,     Haut salaire,0952511 BC LTD.,"SURREY, V3W4G3",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,1063217BC Ltd.,"LANGLEY, V2Y1A5",6321-Chefs,1
Colombie-Britannique,     Haut salaire,1082251 BC Ltd,"Nanaimo, V9S1G8",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,1164814 B.C. Ltd.,"SURREY, V3R7T7",0601-Directeurs des ventes corporatives,1
Colombie-Britannique,     Haut salaire,1177491 B.C. LTD.,"Vancouver, V6K4L3",0621-Directeurs - commerce de détail et de gros,2
Colombie-Britannique,     Haut salaire,1208811 B.C. Ltd.,"SURREY, V3W2N8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Colombie-Britannique,     Haut salaire,1208950 B.C. Ltd.,"SURREY, V3W2N8",0213-Gestionnaires des systèmes informatiques,1
Colombie-Britannique,     Haut salaire,1211918 BC Ltd.,"Surrey, V3V4B5",4216-Autres instructeurs,1
Colombie-Britannique,     Haut salaire,1216509 BC Ltd,"Richmond, V6Y2B2","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,1218629 BC Ltd,"Delta, V4C7V4",2175-Concepteurs et développeurs Web,1
Colombie-Britannique,     Haut salaire,1220287 BC Ltd,"Richmond, V6Y2B2","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Colombie-Britannique,     Haut salaire,1230075 BC Ltd.,"Richmond, V7C0A6","1123-Professionnels en publicité, en marketing et en relations publiques",1
Colombie-Britannique,     Haut salaire,1442403 Alberta Ltd,"SURREY, V4N5G5",1226-Planificateurs de congrès et d'événements,1
Colombie-Britannique,     Haut salaire,21 Century Trading Inc.,"Delta, V4G0A2","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Colombie-Britannique,     Haut salaire,681000 BC Ltd,"Langley, V1M2C9",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,     Haut salaire,7 Direct Furniture Ltd.,"SURREY, V3W2V7",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,A I Educational Consultancy Pvt. Ltd.,"Surrey, V3W3A8",1221-Agents d'administration,1
Colombie-Britannique,     Haut salaire,A&B DEVELOPMENT CORP,"west vancouver, V7S2E9",7281-Briqueteurs-maçons,2
Colombie-Britannique,     Haut salaire,A1 Doors & Mouldings Ltd.,"Surrey, V3W3A6",7271-Charpentiers-menuisiers,2
Colombie-Britannique,     Haut salaire,AAF Construction Ltd.,"Abbotsford, V4X2P6",7271-Charpentiers-menuisiers,2
Colombie-Britannique,     Haut salaire,Aarvi Transport Ltd.,"Surrey, V3S2G9",1241-Adjoints administratifs,1
Colombie-Britannique,     Haut salaire,Adrenalin Marine Ltd,"DELTA, V4G1C9",2253-Technologues et techniciens en dessin,1
Colombie-Britannique,     Haut salaire,Airport Driving School Ltd.,"RICHMOND, V6X2L5","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,     Haut salaire,ALL KIND OF PAINTING LTD.,"SURREY, V3W3V5",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),2
Colombie-Britannique,     Haut salaire,Amazing Tutors Inc.,"SURREY, V3W2N8",4021-Enseignants au niveau collégial et autres instructeurs en formation professionnelle,1
Colombie-Britannique,     Haut salaire,ANDSTUDIO DESIGNS INC.,"Vancouver, V6A1A7",2252-Designers industriels,1
Colombie-Britannique,     Haut salaire,APP FREIGHT FORWARD LTD.,"Surrey, V4N2X2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",3
Colombie-Britannique,     Haut salaire,Appsync Software Inc.,"VANCOUVER, V6B2Z4",0213-Gestionnaires des systèmes informatiques,1
Colombie-Britannique,     Haut salaire,Aquila Vola Enterprises Inc.,"VANCOUVER, V6B2Z4",0601-Directeurs des ventes corporatives,1
Colombie-Britannique,     Haut salaire,Atlantis Programs Inc.,"Vancouver, V5V4H5",2175-Concepteurs et développeurs Web,1
Colombie-Britannique,     Haut salaire,August Reign Shop Ltd.,"Richmond, V6Y2B6","5122-Réviseurs, rédacteurs-réviseurs et chefs du service des nouvelles",1
Colombie-Britannique,     Haut salaire,Avjot Construction Co. Ltd,"Surrey,, V3W5A5",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Back in Motion Rehab Inc.,"Surrey, V3S5J9",3143-Ergothérapeutes,1
Colombie-Britannique,     Haut salaire,Barefoot Oasis Foot Massage & Spa,"Vancouver, V6B0J6",3232-Praticiens des médecines douces,1
Colombie-Britannique,     Haut salaire,Basant Motors Ltd.,"Surrey, V4N0G1",5222-Cadreurs de films et cadreurs vidéo,1
Colombie-Britannique,     Haut salaire,Benjamin Towing Corp.,"Coquitlam, V3C4E6",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Bhullar Enterprises Inc dba Atlas Animal Hospital,"Vancouver, V5W2Z4",3213-Technologues en santé animale et techniciens vétérinaires,2
Colombie-Britannique,     Haut salaire,Blue Pacific Drywall Ltd.,"Surrey, V3W9N2",1431-Commis à la comptabilité et personnel assimilé,1
Colombie-Britannique,     Haut salaire,Brar Motors Ltd.,"Abbotsford, V2T6C7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,     Haut salaire,Bravo Stone Manufacturing Ltd.,"Burnaby, V3N0C6",0711-Directeurs de la construction,1
Colombie-Britannique,     Haut salaire,Canex Language Academy Inc.,"VANCOUVER, V6E3X2",0621-Directeurs - commerce de détail et de gros,1
Colombie-Britannique,     Haut salaire,Cansel Survey Equipment Inc.,"Burnaby, V5J5H6",6221-Spécialistes des ventes techniques - commerce de gros,1
Colombie-Britannique,     Haut salaire,CENTURION HARDWOOD FLOORS LTD,"Richmond, V6X1V4",7271-Charpentiers-menuisiers,1
Colombie-Britannique,     Haut salaire,Chilliwack Glass & Door Inc.,"Chilliwack, V2P2N3",7292-Vitriers,1
Colombie-Britannique,     Haut salaire,Clean Pro Building Maintenance Ltd.,"Kelowna, V1V2M4",6316-Surveillants des autres services,1
Colombie-Britannique,     Haut salaire,Coast to coast construction ltd.,"Burnaby, V5H3P9",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
Colombie-Britannique,     Haut salaire,CONNOISSEUR'S KITCHEN INC.,"SURREY, V3S7A4",0911-Directeurs de la fabrication,1
Colombie-Britannique,     Haut salaire,CONNOISSEUR'S KITCHEN INC.,"SURREY, V3S7A4",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,     Haut salaire,Critical Systems Labs Inc.,"Vancouver, V6B1G1","2148-Autres ingénieurs, n.c.a.",1
Colombie-Britannique,     Haut salaire,Deep & Max Plumbing & Heating Ltd.,"Surrey, V3W0Y1",7251-Plombiers,1
