Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Postal Code,Latitude,Longitude
Saskatchewan ,High Wage ,Popular Garage Inc.,"Saskatoon, SK S7M 3Z5",75119-Other trades helpers and labourers,Unknown,1,1,S7M 3Z5,52.12907870000001,-106.7272443
Saskatchewan ,High Wage ,Quezada Builders Inc.,"Saskatoon, SK S7L 3Z3",73100-Concrete finishers,Unknown,1,5,S7L 3Z3,52.1419,-106.7229253
Saskatchewan ,High Wage ,Star Gliders Daycare Ltd.,"Saskatoon, SK S7W 0L9",13110-Administrative assistants,Unknown,1,1,S7W 0L9,52.1662398,-106.5755292
Saskatchewan ,High Wage ,Star Gliders Daycare Ltd.,"Saskatoon, SK S7W 0L9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,S7W 0L9,52.1662398,-106.5755292
Saskatchewan ,High Wage ,Sturgis Motel,"Meacham, SK S0K 2V0",60031-Accommodation service managers,Corporation,1,1,S0K 2V0,52.1479515,-105.6867316
Saskatchewan ,Low Wage ,102018323 SASKATCHEWAN INC.,"SASKATOON, SK S7M 1J1","63211-Estheticians, electrologists and related occupations",Unknown,1,1,S7M 1J1,52.1137607,-106.6977807
Saskatchewan ,Low Wage ,102049082 SASKATCHEWAN LTD,"Shellbrook, SK S0J 2E0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,S0J 2E0,53.24308749999999,-106.3386413
Saskatchewan ,Low Wage ,102078914 Saskatchewan Ltd.,"Saskatoon, SK S7H 0W6",65100-Cashiers,Unknown,1,1,S7H 0W6,52.1138093,-106.5963094
Saskatchewan ,Low Wage ,102081942 Saskatchewan Ltd.,"Battleford, SK S0M 0E0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,S0M 0E0,52.6157274,-108.3080894
Saskatchewan ,Low Wage ,102093126 Saskatchewan Corp.,"Regina, SK S4X 4P7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,S4X 4P7,50.4975269,-104.6383349
Saskatchewan ,Low Wage ,102105000 SASKATCHEWAN CORPORATION,"Rosthern, SK S0K 3R0",62010-Retail sales supervisors,Unknown,1,1,S0K 3R0,52.7286884,-106.3873198
Saskatchewan ,Low Wage ,102108023 Saskatchewan Inc,"Grenfell, SK S0G 2B0",62010-Retail sales supervisors,Unknown,1,1,S0G 2B0,50.4286476,-102.8245
Saskatchewan ,Low Wage ,102109811 SASKATCHEWAN LTD,"Saskatoon, SK S7H 0T8",63200-Cooks,Unknown,1,1,S7H 0T8,52.1154555,-106.6238182
Saskatchewan ,Low Wage ,102118366 SASKATCHEWAN LTD.,"Fillmore, SK S0G 1N0",62020-Food service supervisors,Unknown,1,1,S0G 1N0,49.9208941,-103.4178043
Saskatchewan ,Low Wage ,102122538 SASKATCHEWAN LTD,"Saskatoon, SK S7H 0V4",62010-Retail sales supervisors,Unknown,1,1,S7H 0V4,52.1152765,-106.6156316
Saskatchewan ,Low Wage ,102154788 SASKATCHEWAN LTD,"FORT QU'APPELLE, SK S0G 1S0",63200-Cooks,Unknown,1,1,S0G 1S0,50.7149693,-103.8091223
Saskatchewan ,Low Wage ,102165661 SASKATCHEWAN LTD,"Chaplin, SK S0H 0V0",65100-Cashiers,Unknown,1,1,S0H 0V0,50.53686159999999,-106.5800125
Saskatchewan ,Low Wage ,2449370 Alberta Ltd.,"Saskatoon, SK S7M 0S4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,S7M 0S4,52.129064,-106.6869042
Saskatchewan ,Low Wage ,5AAB CONSTRUCTION LTD,"SASKATOON, SK S7K 4Z6",72310-Carpenters,Unknown,1,1,S7K 4Z6,52.1761515,-106.6579748
Saskatchewan ,Low Wage ,610935 Saskatchewan Ltd.,"Saskatoon, SK S7M 0R3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,S7M 0R3,52.12959739999999,-106.6738385
Saskatchewan ,Low Wage ,Ask Transportation Limited,"Yorkton, SK S3N 2B7",73300-Transport truck drivers,Unknown,1,3,S3N 2B7,51.2036722,-102.4738745
Saskatchewan ,Low Wage ,Basile & Sons Holdings Ltd.,"Weyburn, SK S4H 0V9",14401-Storekeepers and partspersons,Unknown,1,1,S4H 0V9,49.6608349,-103.8536126
Saskatchewan ,Low Wage ,ENDEAR NAILS SPA MASSAGE,"saskatoon, SK S7V 0H5",14101-Receptionists,Unknown,1,1,S7V 0H5,52.09664799999999,-106.5416586
Saskatchewan ,Low Wage ,EXTREME SPEED RV LTD,"MEADOW LAKE, SK S9X 1Y5",64100-Retail salespersons and visual merchandisers,Unknown,1,1,S9X 1Y5,54.1320954,-108.4326454
Saskatchewan ,Low Wage ,FasGasPlus,"Swift Current, SK S9H 3T7",62010-Retail sales supervisors,Unknown,1,1,S9H 3T7,50.2995777,-107.7939578
Saskatchewan ,Low Wage ,Holden Food Services LTD,"Melfort, SK S0E 1A0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,S0E 1A0,52.8069097,-104.6548084
Saskatchewan ,Low Wage ,KNOCK TOGETHER BUILDERS INC,"REDVERS, SK S0C 2H0",75110-Construction trades helpers and labourers,Unknown,1,3,S0C 2H0,49.6055016,-101.7552833
Saskatchewan ,Low Wage ,KSK FRAMING & CONSTRUCTION INC.,"SASKATOON, SK S7W 1C8",75110-Construction trades helpers and labourers,Unknown,1,1,S7W 1C8,52.1732044,-106.5484905
Saskatchewan ,Low Wage ,Limerick Childcare Centre Ltd.,"Limerick, SK S0H 2P0",42202-Early childhood educators and assistants,Unknown,1,1,S0H 2P0,49.6421722,-106.1972241
Saskatchewan ,Low Wage ,marchuk decorating ltd,"Regina, SK S4N 0S5",73112-Painters and decorators (except interior decorators),Unknown,1,1,S4N 0S5,50.4502791,-104.5904861
Saskatchewan ,Low Wage ,Miel’s Private Carehome,"Saskatoon, SK S7K 7K5",63200-Cooks,Unknown,1,1,S7K 7K5,52.1877274,-106.62515
Saskatchewan ,Low Wage ,Rich-Men Holdings Ltd,"La Ronge, SK S0J 1L0",63200-Cooks,Unknown,1,2,S0J 1L0,55.86811300000001,-104.6421618
Saskatchewan ,Low Wage ,SASKATOON WASH WORLD INC.,"Saskatoon, SK S7K 8H2",73201-General building maintenance workers and building superintendents,Unknown,1,1,S7K 8H2,52.1797189,-106.6604317
Saskatchewan ,Low Wage ,Value Tire (Saskatoon) Ltd.,"Saskatoon, SK S7K 2C9",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,2,S7K 2C9,52.138827,-106.6595755
Alberta ,Global Talent Stream ,2320445 Alberta Ltd,"edmonton, AB T5A 4L8",72205-Telecommunications equipment installation and cable television service technicians,Unknown,1,1,T5A 4L8,53.5865472,-113.4177552
Alberta ,Global Talent Stream ,2599332 ALBERTA LTD,"Calgary, AB T3B 3X3",20012-Computer and information systems managers,Unknown,1,1,T3B 3X3,51.1026323,-114.1766787
Alberta ,Global Talent Stream ,Envision Solutions Ltd. (CDA),"Calgary, AB T3G 3V1",20012-Computer and information systems managers,Unknown,1,1,T3G 3V1,51.1400085,-114.1777592
Alberta ,Global Talent Stream ,Trassic Solutions Inc.,"EDMONTON, AB T5H 2M",21223-Database analysts and data administrators,Corporation,1,1,,,
Alberta ,High Wage ,10637831 Canada Inc.,"Edmonton, AB T6X 2N6",73101-Tilesetters,Unknown,1,1,T6X 2N6,53.399671,-113.4729701
Alberta ,High Wage ,11116584 Canada Inc,"EDMONTON, AB T5Y 4C8",13100-Administrative officers,Unknown,1,1,T5Y 4C8,53.59189809999999,-113.361534
Alberta ,High Wage ,1112277 Alberta Ltd,"Edmonton, AB T6T 1X9",63200-Cooks,Unknown,1,1,T6T 1X9,53.4725373,-113.3705317
Alberta ,High Wage ,11979469 CANADA INCORPORATED,"Edmonton, AB T6W 2C5","10022-Advertising, marketing and public relations managers",Unknown,1,1,T6W 2C5,53.40280389999999,-113.5334458
Alberta ,High Wage ,11988131 CANADA INC.,"CALGARY, AB T3J 0Y9",73200-Residential and commercial installers and servicers,Unknown,1,1,T3J 0Y9,51.1338395,-113.9686523
Alberta ,High Wage ,11988131 CANADA INC.,"CALGARY, AB T3J 0Y9",75110-Construction trades helpers and labourers,Unknown,1,1,T3J 0Y9,51.1338395,-113.9686523
Alberta ,High Wage ,1226151 Alberta LTD.,"St. Albert, AB T8N 1E4",62020-Food service supervisors,Unknown,1,1,T8N 1E4,53.6339193,-113.6260095
Alberta ,High Wage ,1246246 Alberta LTD,"Edmonton, AB T6E 5Y1",12200-Accounting technicians and bookkeepers,Unknown,1,1,T6E 5Y1,53.4686123,-113.4722959
Alberta ,High Wage ,13041662 Canada Inc.,"Drayton Valley, AB T7A 1C4",13100-Administrative officers,Unknown,1,2,T7A 1C4,53.2250691,-114.9742102
Alberta ,High Wage ,1306043 AB. Ltd,"Calgary, AB T2H 2H9","10022-Advertising, marketing and public relations managers",Unknown,1,1,T2H 2H9,50.9978246,-114.0545185
Alberta ,High Wage ,1312640 ALBERTA LTD.,"CALGARY, AB T3J 4C9",63200-Cooks,Unknown,1,3,T3J 4C9,51.1183698,-113.9832624
Alberta ,High Wage ,1341735 Alberta Ltd,"Edmonton, AB T6E 6S2",62010-Retail sales supervisors,Unknown,1,1,T6E 6S2,53.469459,-113.4854322
Alberta ,High Wage ,14196937 Canada Corporation,"Grande Prairie, AB T8V 0P7",62020-Food service supervisors,Unknown,1,1,T8V 0P7,55.2200123,-118.7977892
Alberta ,High Wage ,1487850 Alberta Ltd,"Red Deer, AB T4P 1K4",60030-Restaurant and food service managers,Unknown,1,1,T4P 1K4,52.2900238,-113.8390333
Alberta ,High Wage ,1654981 Alberta Ltd.,"Edmonton, AB T5Y 3H5",73300-Transport truck drivers,Unknown,1,1,T5Y 3H5,53.6222797,-113.4129513
Alberta ,High Wage ,1677689 Alberta Ltd,"Tofield, AB T0B 4J0","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,2,T0B 4J0,53.53249229999999,-112.8181603
Alberta ,High Wage ,1677689 Alberta Ltd,"Tofield, AB T0B 4J0",12200-Accounting technicians and bookkeepers,Unknown,1,2,T0B 4J0,53.53249229999999,-112.8181603
Alberta ,High Wage ,1677689 Alberta Ltd,"Tofield, AB T0B 4J0",13100-Administrative officers,Unknown,1,2,T0B 4J0,53.53249229999999,-112.8181603
Alberta ,High Wage ,1691038 Alberta Ltd,"Edmonton, AB T6B 2J9",13100-Administrative officers,Unknown,1,1,T6B 2J9,53.5089281,-113.4175759
Alberta ,High Wage ,1716329 Alberta Ltd,"Edmonton, AB T6X 0E4","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1,T6X 0E4,53.4266263,-113.4747927
Alberta ,High Wage ,1751354 Alberta Ltd,"Calgary, AB T3N 1G9",75201-Delivery service drivers and door-to-door distributors,Unknown,1,1,T3N 1G9,51.1575693,-113.9423149
Alberta ,High Wage ,1823185 Alberta Ltd,"Edmonton, AB T6N 1A3",13100-Administrative officers,Unknown,1,1,T6N 1A3,53.4598053,-113.4828469
Alberta ,High Wage ,1823847 ALBERTA LTD,"EDMONTON, AB T6E 5P2",22221-User support technicians,Unknown,1,1,T6E 5P2,53.4678276,-113.4732764
Alberta ,High Wage ,1834724 Alberta Ltd.,"EDMONTON, AB T6X 0B1",13110-Administrative assistants,Unknown,1,1,T6X 0B1,53.4298109,-113.4826837
Alberta ,High Wage ,1859111 Alberta Ltd,"Edmonton, AB T6H 0K8",42202-Early childhood educators and assistants,Unknown,1,1,T6H 0K8,53.48799,-113.5064012
Alberta ,High Wage ,1868006 Alberta Ltd.,"Balzac, AB T0M 0E0",13110-Administrative assistants,Unknown,1,1,T0M 0E0,51.2885716,-114.0872884
Alberta ,High Wage ,1944427 ALBERTA LTD.,"CALGARY, AB T2A 2Z4",65310-Light duty cleaners,Unknown,1,1,T2A 2Z4,51.0593052,-113.9659737
Alberta ,High Wage ,2023366 ALBERTA LTD.,"BEAUMONT, AB T4X 1V8",42202-Early childhood educators and assistants,Unknown,1,1,T4X 1V8,53.3383512,-113.4209483
Alberta ,High Wage ,2088208 Alberta Ltd.,"Edmonton, AB T5J 1A7",60030-Restaurant and food service managers,Unknown,1,1,T5J 1A7,53.5424809,-113.4994827
Alberta ,High Wage ,2117973 ALBERTA LTD,"CALGARY, AB T3R 0Y6",13110-Administrative assistants,Unknown,1,1,T3R 0Y6,51.1653257,-114.154028
Alberta ,High Wage ,2118051 Alberta Ltd.,"Calgary, AB T3N 2B1",13100-Administrative officers,Unknown,1,1,T3N 2B1,51.1522606,-113.9731564
Alberta ,High Wage ,2132274 Alberta Ltd.,"Calgary, AB T3J 0Y7","72013-Contractors and supervisors, carpentry trades",Unknown,1,3,T3J 0Y7,51.136181,-113.9674399
Alberta ,High Wage ,2138162 Alberta Inc.,"CALGARY, AB T3J 3Z5",73300-Transport truck drivers,Unknown,1,1,T3J 3Z5,51.1006561,-113.9651942
Alberta ,High Wage ,2140363 Alberta Ltd.,"Wabasca, AB T0G 2K0",12200-Accounting technicians and bookkeepers,Unknown,1,1,T0G 2K0,56.0987393,-114.0454114
Alberta ,High Wage ,2144555 Alberta Ltd.,"Airdrie, AB T4B 1R9",62020-Food service supervisors,Unknown,1,3,T4B 1R9,51.2932678,-114.0011036
Alberta ,High Wage ,2144905 Alberta Inc,"Edmonton, AB T6E 0G6",32201-Massage therapists,Unknown,1,1,T6E 0G6,53.50008829999999,-113.4826193
Alberta ,High Wage ,2175982 ALBERTA LTD.,"INNISFAIL, AB T4G 1N8",63200-Cooks,Unknown,1,1,T4G 1N8,52.0265382,-113.9433501
Alberta ,High Wage ,2190103 Alberta Ltd,"Fort McMurray, AB T9K 2Z7","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,T9K 2Z7,56.7528337,-111.4313545
Alberta ,High Wage ,2204095 ALBERTA LTD.,"EDMONTON, AB T5L 2S6",60020-Retail and wholesale trade managers,Unknown,1,1,T5L 2S6,53.5742196,-113.5431625
Alberta ,High Wage ,2266670 Alberta Ltd,"Edmonton, AB T6J 5H2",62020-Food service supervisors,Unknown,1,3,T6J 5H2,53.478092,-113.4912143
Alberta ,High Wage ,2299916 ALBERTA LTD.,"Edmonton, AB T6H 4J8","14201-Banking, insurance and other financial clerks",Unknown,1,1,T6H 4J8,53.4905587,-113.4957684
Alberta ,High Wage ,2320018 ALBERTA LTD.,"Edmonton, AB T6M 1L9",13110-Administrative assistants,Unknown,1,1,T6M 1L9,53.47646779999999,-113.6729563
Alberta ,High Wage ,2326963 Alberta Ltd.,"Wainwright, AB T9W 1E3",13110-Administrative assistants,Unknown,1,1,T9W 1E3,52.8410041,-110.8530015
Alberta ,High Wage ,2344103 Alberta Ltd.,"Edmonton, AB T5Y 0W8",65310-Light duty cleaners,Unknown,1,3,T5Y 0W8,53.6395213,-113.4170649
Alberta ,High Wage ,2359199 ALberta Ltd,"Calgary, AB T3J 3Z4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,T3J 3Z4,51.10199350000001,-113.9678023
Alberta ,High Wage ,2359199 ALberta Ltd,"Calgary, AB T3J 3Z4",75110-Construction trades helpers and labourers,Unknown,1,3,T3J 3Z4,51.10199350000001,-113.9678023
Alberta ,High Wage ,2373505 ALBERTA LTD.,"Spruce Grove, AB T7X 1R2",65100-Cashiers,Unknown,1,2,T7X 1R2,53.542288,-113.9123671
Alberta ,High Wage ,2386644 Alberta Ltd,"Red Deer, AB T4P 1M2","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,2,T4P 1M2,52.3014131,-113.8112871
Alberta ,High Wage ,2425475 Alberta Ltd.,"Blairmore, AB T0K 0E0",63200-Cooks,Unknown,1,2,T0K 0E0,49.5830975,-114.430108
Alberta ,High Wage ,2440232 Alberta Ltd.,"Edmonton, AB T5T 1K8",63200-Cooks,Unknown,1,1,T5T 1K8,53.5100884,-113.675696
Alberta ,High Wage ,2440365 Alberta Ltd.,"Calgary, AB T2N 3P3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,T2N 3P3,51.05262800000001,-114.0883075
Alberta ,High Wage ,2442851 Alberta Ltd,"Fort Macleod, AB T0L 0Z0",62010-Retail sales supervisors,Unknown,1,1,T0L 0Z0,49.62630799999999,-113.544412
Alberta ,High Wage ,2448556 Alberta Ltd.,"EDMONTON, AB T5J 1N3",13100-Administrative officers,Unknown,1,1,T5J 1N3,53.5456143,-113.5080904
Alberta ,High Wage ,2448556 Alberta Ltd.,"EDMONTON, AB T5J 1N3",14101-Receptionists,Unknown,1,1,T5J 1N3,53.5456143,-113.5080904
Alberta ,High Wage ,2448556 Alberta Ltd.,"EDMONTON, AB T5J 1N3",62023-Customer and information services supervisors,Unknown,1,2,T5J 1N3,53.5456143,-113.5080904
Alberta ,High Wage ,2448645 ALBERTA LTD,"Calgary, AB T3H 3P8",62020-Food service supervisors,Unknown,1,2,T3H 3P8,51.01956800000001,-114.1693296
Alberta ,High Wage ,2483774 ALBERTA LTD,"AIRDRIE, AB T4B 2R4","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,T4B 2R4,51.2597731,-114.0337752
Alberta ,High Wage ,2483774 ALBERTA LTD,"AIRDRIE, AB T4B 2R4",14100-General office support workers,Unknown,1,1,T4B 2R4,51.2597731,-114.0337752
Alberta ,High Wage ,2492212 Alberta Inc.,"Edmonton, AB T6J 2G8",62020-Food service supervisors,Unknown,1,2,T6J 2G8,53.4595546,-113.4935131
Alberta ,High Wage ,2497649 Alberta Ltd.,"Cremona, AB T0M 0R0",62010-Retail sales supervisors,Unknown,1,1,T0M 0R0,51.56571539999999,-114.4247345
Alberta ,High Wage ,2497649 Alberta Ltd.,"Cremona, AB T0M 0R0",64100-Retail salespersons and visual merchandisers,Unknown,1,1,T0M 0R0,51.56571539999999,-114.4247345
Alberta ,High Wage ,2500402 Alberta Ltd,"Fort Saskatchewan, AB T8L 0V6",60030-Restaurant and food service managers,Unknown,1,1,T8L 0V6,53.7114362,-113.2067511
Alberta ,High Wage ,2501395alberta ltd,"edmonton, AB T6B 2W8",62010-Retail sales supervisors,Unknown,1,1,T6B 2W8,53.5114968,-113.4176942
Alberta ,High Wage ,2502916 ALBERTA INC,"CALGARY, AB T3N 0B3",13110-Administrative assistants,Unknown,1,1,T3N 0B3,51.1635755,-113.9681232
Alberta ,High Wage ,2502942 ALBERTA LTD.,"Medicine Hat, AB T1A 7E2",62010-Retail sales supervisors,Unknown,1,1,T1A 7E2,50.053795,-110.6992727
Alberta ,High Wage ,2507615 ALBERTA LTD.,"Edmonton, AB T5Y 0S5",63200-Cooks,Unknown,1,2,T5Y 0S5,53.6179978,-113.3981424
Alberta ,High Wage ,2509939 ALBERTA LTD,"Edmonton, AB T6X 2X6",62010-Retail sales supervisors,Unknown,1,1,T6X 2X6,53.4006948,-113.4912401
Alberta ,High Wage ,2519453 Alberta Ltd,"Edmonton, AB T5T 5Y1",62010-Retail sales supervisors,Unknown,1,1,T5T 5Y1,53.5026187,-113.6626377
Alberta ,High Wage ,2543083 ALBERTA INC.,"Airdrie, AB T4B 3Z8",12200-Accounting technicians and bookkeepers,Unknown,1,1,T4B 3Z8,51.2546471,-114.0302118
Alberta ,High Wage ,2544574 Alberta ltd,"Calgary, AB T2E 6M6",22221-User support technicians,Unknown,1,1,T2E 6M6,51.0856679,-114.0364583
Alberta ,High Wage ,2557371 ALBERTA LTD.,"Edmonton, AB T6E 1Z8",63200-Cooks,Unknown,1,1,T6E 1Z8,53.5182119,-113.4957026
Alberta ,High Wage ,2585488 ALBERTA INC,"Irricana, AB T0M 1B0",62020-Food service supervisors,Unknown,1,2,T0M 1B0,51.3109934,-113.5449609
Alberta ,High Wage ,2597541 ALBERTA INC.,"AIRDRIE, AB T4B 0R4",75110-Construction trades helpers and labourers,Unknown,1,1,T4B 0R4,51.2923962,-114.011506
Alberta ,High Wage ,2634808 ALBERTA INC.,"Vulcan, AB T0L 2B0",62010-Retail sales supervisors,Unknown,2,2,T0L 2B0,50.4569718,-113.3151463
Alberta ,High Wage ,282525 ALBERTA LTD.,"Edmonton, AB T6K 4C8",62010-Retail sales supervisors,Unknown,1,1,T6K 4C8,53.4597664,-113.4335193
Alberta ,High Wage ,3DEEZ INC,"LLOYDMINISTER, AB T9V 0B6",21234-Web developers and programmers,Unknown,1,1,T9V 0B6,53.27832120000001,-110.023754
Alberta ,High Wage ,3D's Construction Ltd,"Calgary, AB T3J 5B6",73110-Roofers and shinglers,Unknown,1,5,T3J 5B6,51.13383650000001,-113.945533
Alberta ,High Wage ,638JASPER INC.,"JASPER, AB T0E 1E0",62010-Retail sales supervisors,Unknown,1,1,T0E 1E0,52.58116810000001,-118.0825907
Alberta ,High Wage ,650273 ALBERTA LIMITED,"CALGARY, AB T2M 4S2",22220-Computer network and web technicians,Unknown,1,1,T2M 4S2,51.0675015,-114.0851933
Alberta ,High Wage ,650273 ALBERTA LIMITED,"CALGARY, AB T2M 4S2",62010-Retail sales supervisors,Unknown,1,1,T2M 4S2,51.0675015,-114.0851933
Alberta ,High Wage ,995 Junk Removal & Cleaning Ltd.,"Leduc County, AB T4X 0S1",73300-Transport truck drivers,Unknown,1,2,T4X 0S1,53.3551407,-113.3312266
Alberta ,High Wage ,Active homes Ltd,"Edmonton, AB T6B 2R2",72310-Carpenters,Unknown,1,1,T6B 2R2,53.5127867,-113.4352109
Alberta ,High Wage ,Advance Driving School Ltd.,"Fort Saskatchewan, AB T8L 1Y7",13110-Administrative assistants,Unknown,1,1,T8L 1Y7,53.7122329,-113.2129269
Alberta ,High Wage ,Ahmed Business Consulting Services Inc.,"Calgary, AB T3R 0Y4",12200-Accounting technicians and bookkeepers,Unknown,1,1,T3R 0Y4,51.1643987,-114.159051
Alberta ,High Wage ,AKRITI BY SHAKUN LTD,"CALGARY, AB T3N 1A6",60020-Retail and wholesale trade managers,Unknown,1,1,T3N 1A6,51.14936429999999,-113.9936567
Alberta ,High Wage ,Alberta Restaurant Management Corp o/a Subway,"Calgary, AB T3M 1T5",60030-Restaurant and food service managers,Unknown,1,1,T3M 1T5,50.8890451,-113.9585528
Alberta ,High Wage ,Alberta Restaurant Management Corp o/a Subway,"Calgary, AB T3M 1T5",62020-Food service supervisors,Unknown,1,2,T3M 1T5,50.8890451,-113.9585528
Alberta ,High Wage ,All Rounder Food Services Inc,"Calgary, AB T3E 0C3",63200-Cooks,Unknown,1,1,T3E 0C3,51.037392,-114.1428984
Alberta ,High Wage ,All Star Cleaners Ltd.,"Calgary, AB T2P 3E7",13110-Administrative assistants,Unknown,1,1,T2P 3E7,51.0494992,-114.0731239
Alberta ,High Wage ,Alliance Express Ltd,"Edmonton, AB T6T 2K9",73300-Transport truck drivers,Unknown,1,3,T6T 2K9,53.45159409999999,-113.3707131
Alberta ,High Wage ,Alpha Wealth Management Hub Ltd,"Calgary, AB T3N 1R7",12200-Accounting technicians and bookkeepers,Unknown,1,1,T3N 1R7,51.159824,-113.9399063
Alberta ,High Wage ,Alpha Wealth Management Hub Ltd,"Calgary, AB T3N 1R7",13100-Administrative officers,Unknown,1,1,T3N 1R7,51.159824,-113.9399063
Alberta ,High Wage ,AlphaIT ltd.,"Edmonton, AB T6K 3M2",13110-Administrative assistants,Unknown,1,1,T6K 3M2,53.459808,-113.459596
Alberta ,High Wage ,AMARAJ CLEANING INC.,"CALGARY, AB T3J 5L3",13110-Administrative assistants,Unknown,1,1,T3J 5L3,51.10671259999999,-113.9723739
Alberta ,High Wage ,AMMY TRANSPORT LTD.,"Calgary, AB T3J 4E7",14404-Dispatchers,Unknown,1,1,T3J 4E7,51.12000099999999,-113.9741639
Alberta ,High Wage ,AMMY TRANSPORT LTD.,"Calgary, AB T3J 4E7",73300-Transport truck drivers,Unknown,1,3,T3J 4E7,51.12000099999999,-113.9741639
Alberta ,High Wage ,Angel Drywall Ltd.,"Calgary, AB T2N 0G9",72310-Carpenters,Unknown,1,2,T2N 0G9,51.0545851,-114.1114119
Alberta ,High Wage ,Anytime Construction Inc.,"Calgary, AB T3N 2J2",75110-Construction trades helpers and labourers,Unknown,1,3,T3N 2J2,51.1615863,-113.9261847
Alberta ,High Wage ,Applied Quantum Materials Inc.,"Edmonton, AB T6N 1H1",21320-Chemical engineers,Unknown,1,1,T6N 1H1,53.450592,-113.472127
Alberta ,High Wage ,Aroma Construction Ltd,"Airdrie, AB T4B 2X2","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,2,T4B 2X2,51.2693395,-114.0201257
Alberta ,High Wage ,Atlas Granite Inc,"Edmonton, AB T5L 2G8",12200-Accounting technicians and bookkeepers,Unknown,1,1,T5L 2G8,53.572532,-113.5663139
Alberta ,High Wage ,Avail LLP,"Lethbridge, AB T1J 2J8",11100-Financial auditors and accountants,Unknown,1,1,T1J 2J8,49.6918661,-112.835613
Alberta ,High Wage ,B.J.S Contractor Ltd,"Calgary, AB T3J 0M1",75110-Construction trades helpers and labourers,Unknown,1,2,T3J 0M1,51.1181783,-113.9239325
Alberta ,High Wage ,BAGGA DRYWALL LTD,"Calgary, AB T3J 2C7",75110-Construction trades helpers and labourers,Unknown,1,2,T3J 2C7,51.1087244,-113.9403878
Alberta ,High Wage ,Barlow Electrical Services Ltd.,"Calgary, AB T3J 2W4",12200-Accounting technicians and bookkeepers,Unknown,1,1,T3J 2W4,51.1114905,-113.9583476
Alberta ,High Wage ,Barlow Electrical Services Ltd.,"Calgary, AB T3J 2W4",72200-Electricians (except industrial and power system),Unknown,1,1,T3J 2W4,51.1114905,-113.9583476
Alberta ,High Wage ,BDSG TRANSPORT LTD.,"CALGARY, AB T3J 3J1",73300-Transport truck drivers,Unknown,1,2,T3J 3J1,51.1117037,-113.967728
Alberta ,High Wage ,Beima Global Inc.,"Calgary, AB T3G 4E2","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,T3G 4E2,51.1304534,-114.1991773
Alberta ,High Wage ,Best One Contracting Inc,"Edmonton, AB T5S 2C3",14100-General office support workers,Unknown,1,1,T5S 2C3,53.5435343,-113.6767823
Alberta ,High Wage ,Big Sky Milling Inc.,"Bowden, AB T0M 0K0",12102-Procurement and purchasing agents and officers,Unknown,1,1,T0M 0K0,51.8821716,-114.208501
Alberta ,High Wage ,BioAro Inc.,"Calgary, AB T2P 0L4","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,T2P 0L4,51.04829849999999,-114.069312
Alberta ,High Wage ,BLACKSTONE HOMES LTD,"EDMONTON, AB T6W 0P8",13110-Administrative assistants,Unknown,1,1,T6W 0P8,53.4418204,-113.6111391
Alberta ,High Wage ,Blue Rock Construction Ltd.,"Edmonton, AB T6T 1Z4","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,T6T 1Z4,53.4646499,-113.3801588
Alberta ,High Wage ,Bright Choice Construction Ltd.,"Edmonton, AB T6L 4P3",73111-Glaziers,Unknown,1,2,T6L 4P3,53.4568623,-113.4169191
Alberta ,High Wage ,BRIGHT ROOFING & EXTERIORS LTD.,"Calgary, AB T3J 3N8","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,T3J 3N8,51.11689699999999,-113.9621509
Alberta ,High Wage ,BRONCO LOGISTICS INC.,"EDMONTON, AB T6L 5W7",73300-Transport truck drivers,Unknown,1,3,T6L 5W7,53.4515946,-113.4123712
Alberta ,High Wage ,C & K Homes Ltd,"Calgary, AB T2A 4C3",73110-Roofers and shinglers,Unknown,1,2,T2A 4C3,51.05786920000001,-113.9518822
Alberta ,High Wage ,CAKES-BAKES & CHICKEN KHURANA LTD.,"CALGARY, AB T3J 0Z7",62020-Food service supervisors,Unknown,1,1,T3J 0Z7,51.1330086,-113.951742
