Postal Code;Latitude;Longitude;Sample Address;Sample Employer
A1B4M7;47.561268;-52.775262;17 Duffy Place, St. John's, NL A1B4M7 17 Duffy Place, St. John's, NL A1B4M7;Arup Canada Arup Canada
A2V2Y6;52.948003;-66.898336;2 Avalon Drive, Labrador City, NL A2V2Y6 2 Avalon Drive, Labrador City, NL A2V2Y6;Iron Ore Company Of Canada Iron Ore Company Of Canada
A1E1C5;47.545479;-52.722139;73 Waterford Bridge Road, St. John's, NL A1E1C5 73 Waterford Bridge Road, St. John's, NL A1E1C5;Jill Dreaddy Danceco Jill Dreaddy Danceco
A1C4Z5;47.565783;-52.727972;35 Suvla Street, St. John's, NL A1C4Z5 35 Suvla Street, St. John's, NL A1C4Z5;Mohamed Ali's Restaurant Mohamed Ali's Restaurant
A0N1X0;48.200149;-58.870636;PO Box475, St. David's, NL A0N1X0 PO Box475, St. David's, NL A0N1X0;New World Dairy New World Dairy
A2H4E3;48.953268;-57.956178;117 Broadway, Corner Brook, NL A2H4E3 117 Broadway, Corner Brook, NL A2H4E3;Newfound Sushi Inc. Newfound Sushi Inc.
A0B1J0;47.660855;-53.498586;160 Main Road, Cavendish, NL A0B1J0 160 Main Road, Cavendish, NL A0B1J0;Viking Fur Inc Viking Fur Inc
A1E1E2;47.533950;-52.738350;240 Waterford Bridge Road, St. John's, NL A1E1E2 240 Waterford Bridge Road, St. John's, NL A1E1E2;WorleyParsons Canada Services Ltd. WorleyParsons Canada Services Ltd.
C1A6H7;46.258857;-63.129308;c/o 26 Hillside Drive, Charlottetown, PE C1A6H7 c/o 26 Hillside Drive, Charlottetown, PE C1A6H7;Burger King East Saint John /6497969 Canada Inc. Burger King East Saint John /6497969 Canada Inc.
C1A4N5;46.244785;-63.134087;386 University Avenue, Charlottetown, PE C1A4N5 386 University Avenue, Charlottetown, PE C1A4N5;Domino's Pizza Domino's Pizza
C0A1L0;46.191351;-62.537399;10 Water Street, PO Box4010, Georgetown, PE C0A1L0 10 Water Street, PO Box4010, Georgetown, PE C0A1L0;Seafood 2000 Ltd. Seafood 2000 Ltd.
B3M4G2;44.663561;-63.654473;255 Lacewood Drive, Suite210, Halifax, NS B3M4G2 255 Lacewood Drive, Suite210, Halifax, NS B3M4G2;5D Imaging 5D Imaging
B0J2C0;44.3698843;-64.2836766;""Cilantro, The Cooks Shop Inc"",""PO Box219, Lunenburg, NS B0J2C0"",1 ""Cilantro, The Cooks Shop Inc"",""PO Box219, Lunenburg, NS B0J2C0"",1;Cilantro, The Cooks Shop Inc"",""PO Box219, Lunenburg, NS B0J2C0"",1 Cilantro, The Cooks Shop Inc"",""PO Box219, Lunenburg, NS B0J2C0"",1
B1Y2E2;46.274338;-60.352070;300 Millville Highway, Millville, NS B1Y2E2 300 Millville Highway, Millville, NS B1Y2E2;Eyking Brothers Farms Ltd Eyking Brothers Farms Ltd
B3J2X1;44.734222;-63.651272;577 Marginal Road, PO Box1057, Halifax, NS B3J2X1 577 Marginal Road, PO Box1057, Halifax, NS B3J2X1;Halterm Container Terminal Limited Partnership Halterm Container Terminal Limited Partnership
B3B1S3;44.6930596;-63.5922487;""Jesse Stone Productions, Inc"",""170 Thornhill Drive, 2nd Floor, Dartmouth, NS B3B1S3"",13 ""Jesse Stone Productions, Inc"",""170 Thornhill Drive, 2nd Floor, Dartmouth, NS B3B1S3"",13;Jesse Stone Productions, Inc"",""170 Thornhill Drive, 2nd Floor, Dartmouth, NS B3B1S3"",13 Jesse Stone Productions, Inc"",""170 Thornhill Drive, 2nd Floor, Dartmouth, NS B3B1S3"",13
B4V3T2;44.379999;-64.516534;28 Davison Drive, Suite135, Bridgewater, NS B4V3T2 28 Davison Drive, Suite135, Bridgewater, NS B4V3T2;Pizzatown Pizzatown
B2Y4S9;44.656693;-63.538981;21 Orion Court, Dartmouth, NS B2Y4S9 21 Orion Court, Dartmouth, NS B2Y4S9;Quality Blasting & Coating Limited Quality Blasting & Coating Limited
B4V2S9;44.385559;-64.513554;170 Aberdeen Road, Unit2, Bridgewater, NS B4V2S9 170 Aberdeen Road, Unit2, Bridgewater, NS B4V2S9;Shree Ganesh Ltd. (Curry Express Shree Ganesh Ltd. (Curry Express
B2H3K6;45.595413;-62.635917;""The Dock Food, Spirits and Ales Ltd"",""130 George Street, New Glasgow, NS B2H3K6"",2 ""The Dock Food, Spirits and Ales Ltd"",""130 George Street, New Glasgow, NS B2H3K6"",2;The Dock Food, Spirits and Ales Ltd"",""130 George Street, New Glasgow, NS B2H3K6"",2 The Dock Food, Spirits and Ales Ltd"",""130 George Street, New Glasgow, NS B2H3K6"",2
E5P3H5;45.769514;-65.601103;891 Route 880, Box243, Berwick, NB E5P3H5 891 Route 880, Box243, Berwick, NB E5P3H5;BTN Atlantic BTN Atlantic
E1N3A7;47.054540;-65.430344;PO Box237, Miramichi, NB E1N3A7 PO Box237, Miramichi, NB E1N3A7;Burger King Burger King
E4N1E3;46.216887;-64.279006;2618, chemin Acadie, Cap Pele, NB E4N1E3 2618, chemin Acadie, Cap Pele, NB E4N1E3;Cape Bald Packers Ltd Cape Bald Packers Ltd
E1N2T2;47.029299;-65.470096;32 Cunard Street, Miramichi, NB E1N2T2 32 Cunard Street, Miramichi, NB E1N2T2;Cunard Restaurant Cunard Restaurant
E1A2X7;46.121971;-64.771025;716 Elmwood Drive, Moncton, NB E1A2X7 716 Elmwood Drive, Moncton, NB E1A2X7;Dairy Queen Dairy Queen
E3B2H8;45.964070;-66.664554;251 Woodstock Road, Fredericton, NB E3B2H8 251 Woodstock Road, Fredericton, NB E3B2H8;Diplomat Restaurant Diplomat Restaurant
A1E2C5;47.529352;-52.760417;520 Topsail Road, St. John's, NL A1E2C5 520 Topsail Road, St. John's, NL A1E2C5;Burger King Burger King
A2V2K6;52.945521;-66.905386;55 Avalon Drive, PO Box304, Labrador City, NL A2V2K6 55 Avalon Drive, PO Box304, Labrador City, NL A2V2K6;Carol Automobile Ltd. Carol Automobile Ltd.
K1A0A6;45.4218500;-75.7029590;Unknown;Unknown
