"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2024",b,c,d,e,f,g,h
Ontario,Low Wage,New Super Tech Collision Inc.,"East York, ON M4B 1Z1",7322-Motor vehicle body repairers,Unknown,1,1
Ontario,Low Wage,Newport Hotel Services Inc.,"Niagara Falls, ON L2G 2N9",6731-Light duty cleaners,Unknown,1,5
Ontario,Low Wage,NEXWAY IMMIGRATION SERVICES,"Brampton, ON L6W 3W8",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,NIA 1 Inc.,"Scarborough, ON M1G 2P9",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,NIANSH HOSPITALITY LTD.,"PEMBROKE, ON K8A 4L7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Nigerian Caterers Ltd,"Etobicoke, ON M9W 6T5",6321-Chefs,Unknown,1,2
Ontario,Low Wage,NINO PIZZA INC.,"SMITHVILLE, ON L0R 2A0",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Nirman Management Inc.,"Brampton, ON L6P 2J9",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,NK PIZZA INC.,"TORONTO, ON M4N 2H8",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Nortera Foods Inc.,"Strathroy, ON N7G 4J1","9617-Labourers in food, beverage and associated products processing",Unknown,3,58
Ontario,Low Wage,North American Midway Entertainment-Canada Co.,"Brantford, ON N3R 8A6",6316-Other services supervisors,Unknown,1,10
Ontario,Low Wage,North American Midway Entertainment-Canada Co.,"Brantford, ON N3R 8A6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,30
Ontario,Low Wage,North American Midway Entertainment-Canada Co.,"Brantford, ON N3R 8A6","6722-Operators and attendants in amusement, recreation and sport",Unknown,2,124
Ontario,Low Wage,North Central Co-Operative Incorporated,"White River, ON P0M 3G0",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Northern Breeze Painting Ltd.,"Caledon, ON L7E 3R7",7294-Painters and decorators (except interior decorators),Unknown,1,3
Ontario,Low Wage,Nova Centaurus Group Inc.,"Greely, ON K4P 0G5",0631-Restaurant and food service managers,Unknown,2,2
Ontario,Low Wage,Nova Centaurus Group Inc.,"Greely, ON K4P 0G5",6311-Food service supervisors,Unknown,1,2
Ontario,Low Wage,Nova Era Bakery & Pastry VIII Inc.,"Toronto, ON M6H 2B9",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Nutri-Lawn Ottawa,"Ottawa, ON K1B 3S3",8612-Landscaping and grounds maintenance labourers,Unknown,1,5
Ontario,Low Wage,Oakville Pizzeria Inc.,"Oakville, ON L6K 3C1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,OBG Golf Inc.,"Port Severn, ON L0K 1S0",6321-Chefs,Unknown,1,1
Ontario,Low Wage,OBR Liberty Village LTD.,"Toronto, ON M6K 3E7",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Obra Homes Incorporated,"Napanee, ON K7R 0E2",7271-Carpenters,Unknown,1,1
Ontario,Low Wage,Octate Mcleod Inc,"Niagara Falls, ON L2H 2P7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,OLIVER & BONACINI FESTIVAL LTD,"Toronto, ON M5V 3X5",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Om Hospitality Inc,"Ottawa, ON K2P 1W5",6322-Cooks,Unknown,1,1
Ontario,Low Wage,OM HOSPITALITY LTD.,"Guelph, ON N1L 0G6",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Om Lakshminarayan Ontario Inc.,"Oshawa, ON L1G 1Z7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,OM NARNARAYAN ONTARIO INC.,"Courtice, ON L1E 3B4",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Om Shivanand  Inc,"Stoney Creek, ON L8E 5M1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Omega Mantels & Mouldings Ltd.,"Woodbridge, ON L4L 8B1","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,2
Ontario,Low Wage,Omkar Restaurant Inc.,"Barrie, ON L4N 6P1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Omkar Restaurant Inc.,"Barrie, ON L4N 6P1",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Ondrejicka Elevators Limited,"Exeter, ON N0M 1S4","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,6
Ontario,Low Wage,One Eyed Jack Lindsay Inc,"lindsay, ON K9V 2Y7",6322-Cooks,Unknown,1,4
Ontario,Low Wage,Ontario Impex of Canada Inc.,"Mississauga, ON L5S 1X7",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Ontario Impex of Canada Inc.,"Mississauga, ON L5S 1X7",6332-Bakers,Unknown,1,1
Ontario,Low Wage,Ontario Pool Coatings Inc,"London, ON N6L 1A4",7611-Construction trades helpers and labourers,Unknown,1,7
Ontario,Low Wage,Opex Foods Ltd,"London, ON N6J 2K6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Optimal Irrigation Corp.,"Vaughan, ON L4H 3Z2",2225-Landscape and horticulture technicians and specialists,Unknown,1,2
Ontario,Low Wage,Orangeville Pizza Company Inc,"Orangeville, ON L9W 0A2",6322-Cooks,Unknown,1,4
Ontario,Low Wage,ORGANO INTERNATIONAL INC,"brampton, ON L6T 4Z7",7511-Transport truck drivers,Unknown,1,1
Ontario,Low Wage,Orsini Bros. Inns Inc.,"Niagara Falls, ON L2G 3V6",6731-Light duty cleaners,Unknown,1,4
Ontario,Low Wage,OWEN SOUND FIRE SUBS LTD.	,"Owen Sound, ON N4K 6X8",6311-Food service supervisors,Unknown,1,3
Ontario,Low Wage,OXFORD GRILL INC,"Woodstock, ON N4S 7V9",6322-Cooks,Unknown,1,1
Ontario,Low Wage,OZONE WEST WELLNESS LIMITED,"Cobourg, ON K9A 4J8",6322-Cooks,Unknown,1,1
Ontario,Low Wage,P & D WEBSTER ENTERPRISES INC.,"Scarborough, ON M1N 1T9",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,P & G Landscaping & Snow Removal Inc.,"Caledon, ON L7C 3G3",2225-Landscape and horticulture technicians and specialists,Unknown,1,1
Ontario,Low Wage,P. Bhatt Physiotherapy Professional Corporation,"Brockville, ON K6V 5T7",3237-Other technical occupations in therapy and assessment,Unknown,1,1
Ontario,Low Wage,P.A.T THORNHILL LTD.,"THORNHILL, ON L3T 5W2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Ontario,Low Wage,P.A.T. CENTRAL MARKET INC.,"TORONTO, ON M6G 1L3",6322-Cooks,Unknown,1,2
Ontario,Low Wage,P.A.T. CENTRAL MARKET INC.,"TORONTO, ON M6G 1L3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Ontario,Low Wage,P.CHANDRA PETROLEUM INC.,"PICKERING, ON L1W 1G4",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,P.S.A. Insurance Brokers Ltd.,"Mississauga, ON L5T 0B3",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Pacini Derry Inc.,"Mississauga, ON L5W 1N6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Pahals Construction Inc.,"Brampton, ON L6T 2T4",7441-Residential and commercial installers and servicers,Unknown,1,1
Ontario,Low Wage,Pak Homes Builder Inc,"Brampton, ON L6W 2B5",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,Palisade Gardens Retirement Residence,"Cobourg, ON K9A 0E3","3413-Nurse aides, orderlies and patient service associates",Unknown,1,4
Ontario,Low Wage,Palser Enterprises Ltd,"London, ON N6H 5L9",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Pantry Enterprises Inc.,"Toronto, ON M6A 2C4",6311-Food service supervisors,Unknown,2,3
Ontario,Low Wage,Pantry Enterprises Inc.,"Toronto, ON M6A 2C4",6322-Cooks,Unknown,1,3
Ontario,Low Wage,Pantry Enterprises Inc.,"Toronto, ON M6A 2C4",6332-Bakers,Unknown,1,2
Ontario,Low Wage,PANWAR INTERNATIONAL LTD.,"NORTH YORK, ON M5M 3Y8",6322-Cooks,Unknown,1,2
Ontario,Low Wage,PAPA JOHNS YORK INC.,"MARKHAM, ON L3S 4N7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Papas Pizza Indian Cuisine Inc.,"Ridgeway, ON L0S 1N0",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Paradise Pride Inc.,"Barry s Bay, ON K0J 1B0",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Parallel Geary LTD,"Toronto, ON M6H 2C1",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Paramount Concierge Services Ltd,"Toronto, ON M5R 2A5",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Paramount Lebanese Kitchen - Brookfield,"Mississauga, ON L5A 3S1",6321-Chefs,Corporation,1,2
Ontario,Low Wage,PARI HOSPITALITY INC.,"Collingwood, ON L9Y 1B4",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Parin Enterprise Inc.,"Stratford, ON N4Z 1A5",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Paul K Brennan Holdings Limited,"Burlington, ON L7L 6M6",6211-Retail sales supervisors,Unknown,1,2
Ontario,Low Wage,Paul K Brennan Holdings Limited,"Burlington, ON L7L 6M6",7535-Other automotive mechanical installers and servicers,Unknown,1,2
Ontario,Low Wage,PAVANPUTRA COBOURG CORPORATION,"Cobourg, ON K9A 4J9",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,PAVANPUTRA COBOURG CORPORATION,"Cobourg, ON K9A 4J9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,Low Wage,PAW RESTAURANTS INC.,"Pickering, ON L1V 1A8",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Pcam Group Inc,"Toronto, ON M3K 1B6",6731-Light duty cleaners,Unknown,1,1
Ontario,Low Wage,PD1 PIZZA INC.,"Port Dover, ON N0A 1N0",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,PDCJG Office Management Inc,"Brampton, ON L6X 4H3",1242-Legal administrative assistants,Unknown,1,1
Ontario,Low Wage,PEARL MOON LOGISTICS INC.,"Mississauga, ON L5N 6J5",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Pearl Nail Bar Inc.,"Toronto, ON M6G 1A6","6562-Estheticians, electrologists and related occupations",Unknown,1,2
Ontario,Low Wage,Peninsula Plastics Limited,"Fort Erie, ON L2A 5M4",9422-Plastics processing machine operators,Unknown,1,1
Ontario,Low Wage,PEOPLE FIRST PIZZA CORPORATION,"London, ON N6H 5L6",0631-Restaurant and food service managers,Unknown,3,4
Ontario,Low Wage,PeopleCare Communities Inc.,"Waterloo, ON N2V 2H1","3413-Nurse aides, orderlies and patient service associates",Unknown,1,10
Ontario,Low Wage,Performance Value Ltd,"MISSISSAUGA, ON L5T 2J9",6732-Specialized cleaners,Unknown,1,1
Ontario,Low Wage,PETAWAWA PETROLEUM INC,"CARLSBAD SPRINGS, ON K0A 1K0",6322-Cooks,Unknown,1,2
Ontario,Low Wage,PFF WEN RESTAURANTS INC.,"TORONTO, ON M5J 2J1",6311-Food service supervisors,Unknown,3,5
Ontario,Low Wage,PHOTOBOOTHTO LIMITED,"WOODBRIDGE, ON L4L 0G7",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Piccadilly Indian Cuisine Ltd,"Burlington, ON L7M 4N5",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Pine River Food Products Inc,"Ripley, ON N0G 2R0","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,1
Ontario,Low Wage,Piper's Heath Golf Club Ltd.,"Milton, ON L9E 0Z5",8612-Landscaping and grounds maintenance labourers,Unknown,1,5
Ontario,Low Wage,Pistu Studio Productions Inc,"BRAMPTON, ON L6R 1T4",5221-Photographers,Unknown,1,1
Ontario,Low Wage,Pita lite Shawarma,"Toronto, ON M4P 2X7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,PITA N MORE INC,"Hamilton, ON L8S 1C5",6322-Cooks,Unknown,1,1
Ontario,Low Wage,PITA N MORE INC,"Hamilton, ON L8S 1C5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Ontario,Low Wage,PIYUDA INC.,"Ottawa, ON K2P 2K3",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Pizza Hut,"Caledon East, ON L7C  1G",6311-Food service supervisors,Corporation,1,1
Ontario,Low Wage,Pizza Hut,"Caledon East, ON L7C  1G","6711-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Ontario,Low Wage,PJ Burlington Inc.,"Pickering, ON L1V 1A8",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,PJ-M2R Restaurants Inc,"Stittsville, ON K2S 1S9",0631-Restaurant and food service managers,Unknown,1,1
Ontario,Low Wage,PJ-M2R Restaurants Inc,"Stittsville, ON K2S 1S9",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Platinum welding & fabrication Inc.,"Brampton, ON L6T 4K9",7237-Welders and related machine operators,Unknown,1,1
Ontario,Low Wage,PLATO ADULT EDUCATION CENTRE,"TORONTO, ON M6P 2R5",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Ponteland Food Corporation,"Guelph, ON N1H 7P8",6311-Food service supervisors,Unknown,1,2
Ontario,Low Wage,POONAM INC.,"Mississauga, ON L4W 4Y9",3237-Other technical occupations in therapy and assessment,Unknown,1,1
Ontario,Low Wage,Postal Food Co. Ltd.,"Toronto, ON M4P 3J5",6322-Cooks,Unknown,1,1
Ontario,Low Wage,PPSP Inc.,"NORTH YORK, ON M3K 1E7","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario,Low Wage,PRAKM Ventures Ltd.,"Forest, ON N0N 1J0",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Pramukh Enterprises Inc,"Toronto, ON M9M 0B7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Precision tool & Die Inc.,"Mississauga, ON L4T 1G7",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Preferential Tax Services Inc,"Etobicoke, ON M8X 1E7",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,Premier Event Tent Rentals Inc.,"Brampton, ON L6T 4P8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,Low Wage,Premium Sweets & Desserts Inc.,"Mississauga, ON L5S 1R6",6311-Food service supervisors,Unknown,1,6
Ontario,Low Wage,Prescott Russell Paving & Interlock inc,"Alfred and Plantegenet, ON K0B 1L0",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
Ontario,Low Wage,PRESCOTT SMOKESHOP & GROCERY INC.,"Prescott, ON K0E 1T0",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Price Street Capital Corp.,"TORONTO, ON M4W 2L7",6322-Cooks,Unknown,2,2
Ontario,Low Wage,PRIDE GROUP LOGISTICS LTD,"Mississauga, ON L5T 1A6",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Promised Land Ltd.,"Stratford, ON N4Z 1A1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Prudent Benefits Administration Services Inc.,"Toronto, ON M9W 6K4",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Punjab Tax solutions Inc.,"Mississauga, ON L5S 0A2",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,Purnima Enterprise Inc.,"Guelph, ON N1C 1H1",6211-Retail sales supervisors,Unknown,1,2
Ontario,Low Wage,PURPOSE STAFFING INC,"Brampton, ON L6S 3L9",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,QG Meat Ltd,"Scarborough, ON M1V 5C8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Ontario,Low Wage,QMS CONSULTING INC,"Toronto, ON M6P 2A1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Quadm Niagara Inc.,"St. Catharines, ON L2N 2E9",6332-Bakers,Unknown,1,1
Ontario,Low Wage,Quality Home Care Solutions Inc.,"Windsor, ON N8T 1J9","3413-Nurse aides, orderlies and patient service associates",Unknown,1,12
Ontario,Low Wage,Queensville Sod Farms Limited,"Queensville, ON L0G 1R0",8612-Landscaping and grounds maintenance labourers,Unknown,1,6
Ontario,Low Wage,Quick Food Inc.,"Mississauga, ON L5M 8A7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Quick Serve Restaurants Ltd.,"TORONTO, ON M5J 2J1",6311-Food service supervisors,Unknown,7,16
Ontario,Low Wage,Quinte Physiotherapy Clinic Inc.,"Belleville, ON K8P 2G3",3237-Other technical occupations in therapy and assessment,Unknown,1,1
Ontario,Low Wage,R. AHLUWALIA MEDICINE PROFESSIONAL CORPORATION,"North York, ON M3B 0A7",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,R.N.G. Transport Inc.,"Caledon, ON L7C 0Z4",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,R.R. Trading Corporation Ltd.,"WHITBY, ON L1M 1Y1",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Radha Business Inc,"Brampton, ON L6Y 0L7",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Rahier Patisserie Inc.,"Toronto, ON M4G 3B7",6332-Bakers,Unknown,1,1
Ontario,Low Wage,Raj Mahal Indian Cuisine Ltd,"North York, ON M3H 5Y4",6322-Cooks,Unknown,1,1
Ontario,Low Wage,RAJ RENO'S INC.,"Brampton, ON L6T 5E9",7294-Painters and decorators (except interior decorators),Unknown,1,1
Ontario,Low Wage,RAJSHREE CORPORATION,"TILLSONBURG, ON N4G 5K9",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Rakesh Bhandari Medicine Professional Corporation,"London, ON N6K 4Z2",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,ramachandran law professional corporation,"Scarborough, ON M1B 3V4",1411-General office support workers,Unknown,1,1
Ontario,Low Wage,Ramdoot Investment Inc.,"Waterloo, ON N2L 3E9",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Ramen Marketing Corp.,"Toronto, ON M4Y 2X6",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Ramen Marketing Corp.,"Toronto, ON M4Y 2X6",6322-Cooks,Unknown,1,2
Ontario,Low Wage,Ramzi Hindieh Dentistry Professional Corporation,"Toronto, ON M4M 1K3",1243-Medical administrative assistants,Unknown,1,1
Ontario,Low Wage,Randhawa Corporation,"London, ON N6P 0G5",7511-Transport truck drivers,Unknown,1,1
Ontario,Low Wage,RANVEE'S CORPORATION,"Sudbury, ON P3C 5L8",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Ravinder Makkar CPA,"Brampton, ON L6T 4L9",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,Low Wage,Raycore,"Goderich, ON N7A 4E7",6311-Food service supervisors,Unknown,1,4
Ontario,Low Wage,RDRL Inc.,"Red Lake, ON P0V 2M0",6311-Food service supervisors,Unknown,1,2
Ontario,Low Wage,RDRL Inc.,"Red Lake, ON P0V 2M0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Ontario,Low Wage,Real Fruit Bubble Tea INC.,"Markham, ON L3R 3L2",0631-Restaurant and food service managers,Unknown,6,6
Ontario,Low Wage,Real Punjabi Taste Inc.,"BRAMPTON, ON L6Y 3B2",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Redberry Caliente Restaurants LP,"Mississauga, ON L4W 5L1",0631-Restaurant and food service managers,Unknown,4,4
Ontario,Low Wage,Redberry Caliente Restaurants LP,"Mississauga, ON L4W 5L1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Redberry Caliente Restaurants LP,"Mississauga, ON L4W 5L1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,Low Wage,Redberry Crown Restaurants LP,"Mississauga, ON L4W 5L1",0631-Restaurant and food service managers,Unknown,21,21
Ontario,Low Wage,Redberry Crown Restaurants LP,"Mississauga, ON L4W 5L1",6311-Food service supervisors,Unknown,66,98
Ontario,Low Wage,Redberry Crown Restaurants LP,"Mississauga, ON L4W 5L1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,11,24
Ontario,Low Wage,Redden's Camp Ltd.,"Longbow Lake, ON P0X 1H0",6322-Cooks,Unknown,2,4
Ontario,Low Wage,Redstone Food Consultants Ltd,"Mississauga, ON L5L 1A3",6332-Bakers,Unknown,1,8
Ontario,Low Wage,Reliable AOC Inc.,"Etobicoke, ON M9W 6S9",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Reliable Window Cleaners (Sudbury) Limited,"Sudbury, ON P3C 4E1",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Rendezvous Restaurants of Fort Frances Limited,"Fort Frances, ON P9A 3M3",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Rendezvous Restaurants of Fort Frances Limited,"Fort Frances, ON P9A 3M3",6512-Bartenders,Unknown,1,1
Ontario,Low Wage,RENZ - 2534136 ONTARIO INC.,"Mississauga, ON L5C 3G1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Restaurants Louis Giguère inc.,"Hawkesbury, ON K6A 3S5",6311-Food service supervisors,Unknown,4,7
Ontario,Low Wage,REVITALIZE CLINIC & DAY SPA INC,"TORONTO, ON M8V 1L2","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario,Low Wage,REX Beauty Inc.,"Toronto, ON M3M 2H7",6211-Retail sales supervisors,Unknown,2,2
Ontario,Low Wage,Ricks Good Eats Inc.,"Mississauga, ON L5T 2M9",6332-Bakers,Unknown,1,3
Ontario,Low Wage,RIDEAU TRADING INC,"Toronto, ON M1B 5P2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Corporation,1,2
Ontario,Low Wage,Right at Home Mississauga,"Mississauga, ON L5B 3C3","3413-Nurse aides, orderlies and patient service associates",Corporation,1,1
Ontario,Low Wage,Rivershrike Inc,"Napanee, ON K7R 1V4",6322-Cooks,Unknown,1,2
Ontario,Low Wage,RKN Food Company Inc.,"Bolton, ON L7E 4Z8",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Rob Prober Enterprises Inc,"Thunder Bay, ON P7E 5P7",6311-Food service supervisors,Unknown,1,2
Ontario,Low Wage,ROBERTSON AMUSEMENTS LTD,"ORANGEVILLE, ON L9W 3Z9","6722-Operators and attendants in amusement, recreation and sport",Unknown,1,20
Ontario,Low Wage,Rock Autocare Ltd,"Rockland, ON K4K 0B2",7535-Other automotive mechanical installers and servicers,Unknown,1,1
Ontario,Low Wage,ROCKHARD FOOD & BEV INC.,"London, ON N5W 0B4",6321-Chefs,Unknown,1,1
Ontario,Low Wage,RollerUP Solutions Inc.,"Newmarket, ON L3Y 8Y1",7441-Residential and commercial installers and servicers,Unknown,1,2
Ontario,Low Wage,Ronin Bask Inc.,"ETOBICOKE, ON M8Y 1K9",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Rootree Inc.,"Burlington, ON L7L 6A8",7381-Printing press operators,Unknown,1,2
Ontario,Low Wage,Roy A Group Inc.,"Toronto, ON M6G 1C8",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Royal Canadian Gifts Inc,"Toronto, ON M5T 2E2",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,Royal Garden Work N Roll Inc.,"Oakville, ON L6M 2R8",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Royal SC Ltd,"Concord, ON L4K 2P2","9414-Concrete, clay and stone forming operators",Unknown,1,3
Ontario,Low Wage,RPASS INC,"WHITBY, ON L1R 2Y3",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,RPH FOOD SERVICE LTD.,"Baccart crescent, ON L7A 1K7",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,RT Woodart Ltd.,"Mississauga, ON L5T 1J5",7272-Cabinetmakers,Unknown,1,3
Ontario,Low Wage,Rua Meats Limited,"Foxboro, ON K0K 2B0","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,2
Ontario,Low Wage,RUCHI NO ONE INC.,"Scarborough, ON M1B 3W1",6311-Food service supervisors,Unknown,1,2
Ontario,Low Wage,Rudransh Inc,"Brampton, ON L6X 1Z6",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,RUDRANSHU CORPORATION.,"Grand Bend, ON N0M 1T0",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,RUHUNGRY CANADA INC.,"MISSISSAUGA, ON L5T 1A3",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Ruth's Chris Steak House,"Niagara Falls, ON L2G 3V9",6322-Cooks,Unknown,1,5
Ontario,Low Wage,RYJENN Foods Ltd,"Timmins, ON P4N 1A2",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Ryna's Nails Inc,"Etobicoke, ON M9V 5G6","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario,Low Wage,S&A Crafts,"Concord, ON L4K 1J1",7441-Residential and commercial installers and servicers,Unknown,1,2
Ontario,Low Wage,S.E. Car Protection Inc,"Innisfil, ON L9S 0P2",7237-Welders and related machine operators,Unknown,1,1
Ontario,Low Wage,S2 Fascination Corp.,"NEWMARKET, ON L3Y 4Z1","6562-Estheticians, electrologists and related occupations",Unknown,1,2
Ontario,Low Wage,SA RANG NAILS & BEAUTY INC,"Toronto, ON M6G 1K8","6562-Estheticians, electrologists and related occupations",Unknown,1,2
Ontario,Low Wage,SAANVI ENERGY INC,"Chatham, ON N7M 5J7",6211-Retail sales supervisors,Unknown,1,1
Ontario,Low Wage,SAFETY FIRST SECURITY SERVICES INC.,"SCARBOROUGH, ON M1S 3L1",6316-Other services supervisors,Unknown,1,1
Ontario,Low Wage,Safina Textiles Inc.,"Mississauga, ON L5E 2C4",1241-Administrative assistants,Unknown,1,1
Ontario,Low Wage,Saint Elizabeth Health Care,"Markham, ON L3R 6H3","3413-Nurse aides, orderlies and patient service associates",Unknown,1,3
Ontario,Low Wage,Saisethsons Hospitality Group,"Woodbridge, ON L4H 1B5","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
Ontario,Low Wage,Saisethsons Hospitality Group,"Woodbridge, ON L4H 1B5",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,Saisethsons Hospitality Toronto Inc.,"VAUGHAN, ON L4H 1B5",6311-Food service supervisors,Unknown,1,2
Ontario,Low Wage,Saisethsons Realty Inc,"Woodbridge, ON L4H 1B5",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,SAKUNTHALA CATERING INC.,"TIMMINS, ON P4R 1A1",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,SAKUNTHALA CATERING INC.,"TIMMINS, ON P4R 1A1",6322-Cooks,Unknown,1,1
Ontario,Low Wage,Salad King Incorporated,"Markham, ON L3T 6X7",6322-Cooks,Unknown,1,1
Ontario,Low Wage,SAM LEGHA PERSONAL REAL ESTATE CORPORATION,"BRAMPTON, ON L6T 4L6",1221-Administrative officers,Unknown,1,1
Ontario,Low Wage,SAMAYRA FOODS INC.,"Belleville, ON K8P 3C3",6311-Food service supervisors,Unknown,1,1
Ontario,Low Wage,SAM'S GRAND BAKERS INC.,"BRAMPTON, ON L6Z 1R3",6332-Bakers,Unknown,1,2
