"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, July to September 2024",b,c,d,e,f,g,h
Alberta                                                                    ,Low Wage            ,1813088 Alberta Ltd,"Lethbridge, AB T1K 2P7",63200-Cooks,Unknown,2,2
Alberta                                                                    ,Low Wage            ,1813088 Alberta Ltd,"Lethbridge, AB T1K 2P7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1815733 Alberta Ltd.,"Calgary, AB T2A 7X6",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1815733 Alberta Ltd.,"Calgary, AB T2A 7X6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1816674 Alberta Ltd.,"Vulcan, AB T0L 2B0",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1817542 Alberta Ltd,"Sylvan Lake, AB T4S 1G6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Alberta                                                                    ,Low Wage            ,1822802alberta ltd,"Blackfalds, AB T0M 0J0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1823185 Alberta Ltd,"Edmonton, AB T6E 5R9",75201-Delivery service drivers and door-to-door distributors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1827186 Alberta Inc,"Calgary, AB T2R 1J2",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1827359 Ab Ltd,"Cold Lake, AB T9M 1K6",63202-Bakers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1831169 Alberta Ltd.,"Cold Lake, AB T9M 1P1",63202-Bakers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1838258 Alberta Ltd,"Fort Saskatchewan, AB T8L 0G7",62024-Cleaning supervisors,Unknown,2,2
Alberta                                                                    ,Low Wage            ,1838258 Alberta Ltd,"Fort Saskatchewan, AB T8L 0G7",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1838258 Alberta Ltd,"Fort Saskatchewan, AB T8L 0G7",64314-Hotel front desk clerks,Unknown,2,3
Alberta                                                                    ,Low Wage            ,1841131 Alberta Ltd.,"Edmonton, AB T5J 1C3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1841830 Alberta  Ltd,"Calgary, AB T2Y 3S5",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1841830 Alberta  Ltd,"Calgary, AB T2Y 3S5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Alberta                                                                    ,Low Wage            ,1843839 ALBERTA LTD,"EDMONTON, AB T5N 1P9",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1845564 Alberta Ltd.,"Edmonton, AB T6T 2R5",75110-Construction trades helpers and labourers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1848952 Alberta Ltd,"Edmonton, AB T6C 4E3",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1852124 Alberta Ltd.,"Medicine Hat, AB T1A 4V5",65310-Light duty cleaners,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1854361 Alberta Ltd.,"Calgary, AB T2J 7C4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1854652 ALBERTA LTD,"Redwater, AB T0A 2W0",63201-Butchers - retail and wholesale,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1857531 Alberta Ltd.,"Grimshaw, AB T0H 1W0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1857911 Alberta LTD,"Jasper, AB T0E 1E0",65310-Light duty cleaners,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1860677 Alberta Corp.,"Calgary, AB T2Z 0N3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1863578 Alberta Ltd,"Edmonton, AB T5X 0C7",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1864506 Alberta Ltd,"Chestermere Lake, AB T1X 0A9",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1864793 Alberta ltd,"High Prairie, AB T0G 1E0",65200-Food and beverage servers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1865854 Alberta Ltd.,"Leduc, AB T9E 7G3",65310-Light duty cleaners,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1868145 Alberta Ltd.,"Calgary, AB T2R 0S9",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1870820 Alberta Ltd.,"Fox Creek, AB T0H 1P0",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1871337 Alberta Ltd.,"Breton, AB T0C 0P0",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1871786 ALBERTA LTD.,"Airdrie, AB T4A 0E1","63211-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1875795 Alberta Ltd o/a Punjab Chaat House,"Edmonton, AB T6L 7C9",62020-Food service supervisors,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1875795 Alberta Ltd o/a Punjab Chaat House,"Edmonton, AB T6L 7C9",63200-Cooks,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1879246 AB Ltd,"Chestermere, AB T1X 1N2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1881303 Alberta Ltd.,"St. Albert, AB T8N 1E8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1884159 Alberta Ltd,"Strathmore, AB T1P 0A8",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1888956 ALBERTA LTD.,"Sundre, AB T0M 1X0",65310-Light duty cleaners,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1890326 Alberta Ltd (A-Mart),"Calgary, AB T2H 0L9",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1890326 Alberta Ltd (A-Mart),"Calgary, AB T2H 0L9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1893381 ALBERTA LTD,"Bragg Creek, AB T0L 0K0",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1895538 Alberta Ltd,"AIRDRIE, AB T4A 2G4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,1896485 Alberta Ltd,"Edmonton, AB T6H 3G8",65310-Light duty cleaners,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1896731 Alberta ltd o/a Burger Baron Restaurant,"Rocky Mountain House, AB T4T 1C4",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1898487 ALBERTA LTD.,"Drayton Valley, AB T7A 1R6",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1899562 Alberta Ltd.,"Calgary, AB T2W 0K1",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1902582 Alberta LTD.,"Lac La Biche, AB T0A 2C0",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1905528 Alberta Inc.,"Calgary, AB T2E 7A9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,1906408 Alberta Ltd.,"Calgary, AB T2A 0V1",62020-Food service supervisors,Unknown,2,2
Alberta                                                                    ,Low Wage            ,1907125 ALBERTA LTD,"CALGARY, AB T2W 1G8",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1908327 Alberta Ltd. O/A Esso Family Restaurant,"Grassland, AB T0A 1V0",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1909335 Alberta Ltd,"Calgary, AB T2P 0N7",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1910161 Alberta Ltd.,"Edmonton, AB T5Y 2W8",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1911253 Alberta Inc DBA Torque logistics,"Edmonton, AB T6W 1A8",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1912758 Alberta Ltd,"Fort McMurray, AB T9K 1X4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1912885 Alberta Ltd.,"Calgary, AB T1Y 3R7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1913176 Alberta Ltd,"Edmonton, AB T6R 2E3",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1914090 Alberta Ltd,"Edmonton, AB T6T 0C2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1914098 Alberta Ltd,"Edmonton, AB T6W 3R3",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1914165 Alberta Ltd.,"Calgary, AB T3P 0M9",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1916903 Alberta Ltd. o/a Neighbourhood Pub,"Calgary, AB T2A 6X7",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1916903 Alberta Ltd. o/a Neighbourhood Pub,"Calgary, AB T2A 6X7",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1918448 alberta inc,"cardston, AB T0K 0K0",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1920737 alberta ltd,"drayton valley, AB T7A 1M4",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1921817 Alberta Inc,"Edmonton, AB T6E 5P2",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1922136 Alberta Inc,"Camrose, AB T4V 0K1",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1923204 ALBERTA LTD.,"EDMONTON, AB T6J 5P4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,1923317 Alberta Ltd.,"Buck Lake, AB T0C 0T0",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1924268 Alberta LTD,"Jasper, AB T0E 1E0",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1926265 Alberta Corporation,"Cochrane, AB T4C 0T4","63211-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1927349 Alberta Ltd,"Calgary, AB T2P 1R2",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1927373 Alberta Inc.,"Calgary, AB T2L 2J9",42202-Early childhood educators and assistants,Unknown,2,2
Alberta                                                                    ,Low Wage            ,1929010 Alberta Inc.,"Calgary, AB T2H 0J9",63200-Cooks,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1931668 Alberta Inc.,"Red Deer, AB T4N 1W1",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1933676 alberta ltd,"EDMONTON AB, AB T6T 1W1",75110-Construction trades helpers and labourers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1934897 Alberta Ltd.,"Lacombe, AB T4L 1K5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1935806 Alberta LTD.,"Edmonton, AB T5T 3J7",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1938751 Alberta Ltd o/a Fusion Sushi and Thai,"Calgary, AB T3G 2A7",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1938895 Alberta Ltd.,"EDMONTON, AB T5S 0K5",62020-Food service supervisors,Unknown,2,2
Alberta                                                                    ,Low Wage            ,1939795 ALBERTA LTD,"GLENEVIS, AB T0E 0X0",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1941441 Alberta Inc.,"Edmonton, AB T6X 1A4",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1941486 alberta ltd.,"BONNYVILLE, AB T9N 2N2",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1942295 Alberta Ltd,"Red Deer, AB T4N 1A6",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1945332 Alberta Ltd,"Fort McMurray, AB T9H 3K8",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1946220 Alberta ltd. o/a Mai Vietnamese Fusion,"Edmonton, AB T5T 4M2",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1949799 Alberta Ltd.,"Edmonton, AB T5M 3J8",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1949799 Alberta Ltd.,"Edmonton, AB T5M 3J8",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1952097 Alberta Ltd.,"Edmonton, AB T6G 2C5",63200-Cooks,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1952535 Alberta Ltd,"Three Hills, AB T0M 2A0",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1953221 Alberta Ltd.,"Lethbridge, AB T1J 5E8",62020-Food service supervisors,Unknown,2,3
Alberta                                                                    ,Low Wage            ,1953221 Alberta Ltd.,"Lethbridge, AB T1K 6Z3",62020-Food service supervisors,Unknown,2,3
Alberta                                                                    ,Low Wage            ,1961629 Alberta Limited,"Canmore, AB T1W 2B2",63200-Cooks,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1962999 Alberta Ltd o/a Subway,"Edmonton, AB T5G 3A6",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1964561 Alberta Ltd.,"Redwater, AB T0A 2W0",62010-Retail sales supervisors,Unknown,2,2
Alberta                                                                    ,Low Wage            ,1970034  Alberta Ltd,"High Prairie, AB T0G 1E0",62020-Food service supervisors,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1970034  Alberta Ltd,"High Prairie, AB T0G 1E0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,1970269 Alberta Ltd.,"Westlock, AB T7P 2H6",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1972108 Alberta Ltd,"Swan Hills, AB T0G 2C0",62010-Retail sales supervisors,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1972497 Alberta Ltd.,"Calgary, AB T2T 2B2",75110-Construction trades helpers and labourers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1974745 Alberta Ltd o/a Longhorn Saloon & Grill,"Ponoka, AB T4J 1H5",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1974745 Alberta Ltd o/a Longhorn Saloon & Grill,"Ponoka, AB T4J 1H5",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1975538 ALBERTA INC.,"Leduc, AB T9E 8N4",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1978249 Alberta Ltd.,"Vermilion, AB T9X 1L3",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1979839 Alberta Ltd.,"Leduc, AB T9E 8N4",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1981433 Alberta Ltd.,"Taber, AB T1G 2B1",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1981433 Alberta Ltd.,"Taber, AB T1G 2B1",65200-Food and beverage servers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1983887 ALBERTA LTD,"Fort McMurray, AB T9H 2J9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Alberta                                                                    ,Low Wage            ,1987415 Alberta Ltd,"Edmonton, AB T5T 4V3",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1987415 Alberta Ltd,"Edmonton, AB T5T 4V3",63202-Bakers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1989794 Alberta Ltd.,"EDMONTON, AB T6T 1T2",63210-Hairstylists and barbers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,1991914 Alberta LTD.,"Fort Mcmurray, AB T9H 0G1",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1992993 Alberta Ltd.,"Edmonton, AB T5G 2Y6",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1993172 ALBERTA LTD,"CANMORE, AB T1W 1P6",73113-Floor covering installers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,1996486 ALBERTA LTD. O/A RICKY'S ALL DAY GRILL,"CALGARY, AB T2Y 3H9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,1996651 Alberta Ltd.,"Calgary, AB T3J 4X2","65312-Janitors, caretakers and heavy-duty cleaners",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1998843 Alberta Ltd.,"Edmonton, AB T5T 4J2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,1999546 Alberta Ltd.,"Grande Cache, AB T0E 0Y0",62200-Chefs,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2000246 Alberta Ltd.,"Edmonton, AB T5K 1R7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,2002428 ALBERTA LTD,"Edmonton, AB T6M 0K4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2007226 Alberta LTD,"Rocky view county, AB T1Z 0C4",13110-Administrative assistants,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2009662 Alberta Ltd.,"Calgary, AB T3C 0J4",63200-Cooks,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2009959 Alberta Ltd.,"Edmonton, AB T6W 1C8",75110-Construction trades helpers and labourers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2010655 Alberta Ltd,"Medicine Hat, AB T1B 1H8",60030-Restaurant and food service managers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2013722 ALBERTA LTD,"EDMONTON, AB T5S 2S6",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2014936 ALBERTA LTD.,"SYLVAN LAKE, AB T4S 2J3","63211-Estheticians, electrologists and related occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,2014985 Alberta Ltd,"Edmonton, AB T5W 1A2",42202-Early childhood educators and assistants,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2018319 ALBERTA LTD,"EDMONTON, AB T5B 1Y6",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2020620 AB Ltd,"Jasper, AB T0E 1E0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,2020803 Alberta Ltd.,"Edmonton, AB T6K 4A2",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2022994 Alberta LTD,"CANMORE, AB T1W 2W1",62020-Food service supervisors,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2026238 ALBERTA LTD,"EDMONTON, AB T6E 5H7",75110-Construction trades helpers and labourers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2026855 Alberta Ltd,"Edmonton, AB T5E 6W1","63211-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2027253 Alberta Inc.,"Red Deer, AB T4R 1N9",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2027366 Alberta Ltd,"Olds, AB T4H 1M8",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2032321 Alberta Ltd.,"Red Deer, AB T4P 3E8",65311-Specialized cleaners,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2033114 ALBERTA LTD. O/A STREATS,"Lethbridge, AB T1J 4T3",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2033279 Alberta Ltd,"Fort McMurray, AB T9H 0K1",62020-Food service supervisors,Unknown,18,18
Alberta                                                                    ,Low Wage            ,2033279 Alberta Ltd,"Fort McMurray, AB T9H 0K1","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,3
Alberta                                                                    ,Low Wage            ,2033966 Alberta Ltd.,"Mundare, AB T0B 3H0",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2037552 Alberta Inc.,"Blairmore, AB T0K 0E0",65310-Light duty cleaners,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2038909 ALBERTA INC,"SHERWOOD PARK, AB T8H 1Y4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2041480 Alberta Ltd,"Edmonton, AB T5Y 0B9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta                                                                    ,Low Wage            ,2041572 Alberta Ltd O/A MAC'S CONVENIENCE STORE/ CIRCLE K,"Spruce Grove, AB T7X 4K5",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2043567 ALBERTA INC.,"Calgary, AB T2E 7C4",75119-Other trades helpers and labourers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2044261 Alberta Ltd.,"Spruce Grove, AB T7X 0T3","63211-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2044461 Alberta Ltd.,"Sexsmith, AB T0H 3C0","95109-Other labourers in processing, manufacturing and utilities",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2045694 ALBERTA LTD.,"Hinton, AB T7V 1S0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Alberta                                                                    ,Low Wage            ,2049004 Alberta Ltd,"Edmonton, AB T5Y 0L2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2050237 ALBERTA LTD.,"Canmore, AB T1W 1P2",63200-Cooks,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2051593 ALBERTA LTD,"Calgary, AB T3R 0R5",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2052406 Alberta Ltd,"Fort McMurray, AB T9H 2J9",63202-Bakers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2052879 Alberta Inc,"CALGARY, AB T2W 1G8",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2054979 Alberta Ltd,"Calgary, AB T2B 3T1",62020-Food service supervisors,Unknown,2,2
Alberta                                                                    ,Low Wage            ,2055753 Alberta Ltd,"Edmonton, AB T6L 6N4",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2057405 Alberta Ltd.,"Edmonton, AB T5H 1E1","64200-Tailors, dressmakers, furriers and milliners",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2058277 Alberta Inc,"Calgary, AB T1Y 2K1",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2059176 ALBERTA INC.,"Grande Prairie, AB T8V 3X9",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2059176 ALBERTA INC.,"Grande Prairie, AB T8V 3X9",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2059823 Alberta Ltd.,"Edmonton, AB T6W 2P3",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2060693 ALBERTA LTD.,"EDMONTON, AB T5E 5R8",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2061624 ALBERTA INC,"Calgary, AB T2A 6K4",13100-Administrative officers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2062988 Alberta Ltd,"Sherwood park, AB T8H 0K9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta                                                                    ,Low Wage            ,2063088 Alberta Ltd.,"Edmonton, AB T6G 1E7",63210-Hairstylists and barbers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2064199 Alberta Ltd.,"Devon, AB T9G 1K8",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2065496 Alberta Ltd.,"EDMONTON, AB T6H 4M6",63210-Hairstylists and barbers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2065519 Alberta Ltd.,"Calgary, AB T3J 1G1",72310-Carpenters,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2068191Alberta Ltd,"St Albert, AB T8N 3Z7",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2070634 Alberta Ltd,"Edmonton, AB T6N 1B5",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2070634 Alberta Ltd,"Edmonton, AB T6N 1B5",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2071770 ALBERTA LTD.,"CALGARY, AB T2S 1W6",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2072599 ALBERTA INC.,"GRANDE PRAIRIE, AB T8V 0V3",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2072916 ALBERTA LTD.,"CALGARY, AB T3G 3T2",65200-Food and beverage servers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2073133 Alberta Ltd.,"Calgary, AB T3J 0V9",13110-Administrative assistants,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2074208 Alberta Ltd.,"Calgary, AB T3P 0W2",13100-Administrative officers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2074208 Alberta Ltd.,"Calgary, AB T3P 0W2",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2074208 Alberta Ltd.,"Calgary, AB T3P 0W2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,2
Alberta                                                                    ,Low Wage            ,2081843 Alberta Ltd.,"Medicine Hat, AB T1B 3S1",65100-Cashiers,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2082093 Alberta Ltd.,"Edmonton, AB T6R 0R7",62010-Retail sales supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2084364 Alberta Ltd. o/a Edo Japan Belmont Market Langford,"Edmonton, AB T5T 5Z7",63200-Cooks,Unknown,1,2
Alberta                                                                    ,Low Wage            ,2085500 Alberta Ltd.,"Calgary, AB T3J 0J1",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2085533 Alberta Ltd.,"Edmonton, AB T5C 2L2",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2085879 Alberta Ltd.,"Lacombe, AB T4L 1K7",65100-Cashiers,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2088208 Alberta Ltd.,"Edmonton, AB T5J 1A7",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2088208 Alberta Ltd.,"Edmonton, AB T5J 1A7",63200-Cooks,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2088582 alberta inc.,"sherwood park, AB T8H 2A7",62020-Food service supervisors,Unknown,1,1
Alberta                                                                    ,Low Wage            ,2089527 ALBERTA LTD.,"Didsbury, AB T0M 0W0",62010-Retail sales supervisors,Unknown,1,1
