"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, October to December 2021",b,c,d,e,f,g,h
Ontario,  Primary Agriculture,ARKONA ORCHARDS INC,"Arkona, ON N0M 1B0",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,"Arterra Wines Canada, Inc.","Mississauga, ON L5T 2V3",8431-General farm workers,Unknown,4,140
Ontario,  Primary Agriculture,ASHLEY GARDENS INC.,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,Unknown,1,25
Ontario,  Primary Agriculture,Atkinson Farms Ltd.,"Melancthon, ON L9V 2A2",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Avonmore Berry Farm Inc.,"Avonmore, ON K0C 1C0",8431-General farm workers,Unknown,2,11
Ontario,  Primary Agriculture,B & T Oakley Orchards Ltd,"Clarksburg, ON N0H 1J0",8431-General farm workers,Unknown,1,41
Ontario,  Primary Agriculture,Bachert Meats Inc.,"Walton, ON N0K 1Z0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Barrie Hill Farms Limited,"Springwater, ON L9X 1S8",8431-General farm workers,Unknown,2,33
Ontario,  Primary Agriculture,Baseline Pork Co. Inc.,"LaSalette, ON N0E 1H0",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,Bekkon Corner Farm Inc,"Russell, ON K4R 1E5",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Belview Acres ltd.,"Blyth, ON N0M 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Berkel Greenhouses Inc.,"Simcoe, ON N3Y 4K3",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,Beverly Greenhouses Limited,"Waterdown, ON L8B 1K2",8431-General farm workers,Unknown,1,28
Ontario,  Primary Agriculture,BHS Greenhouses Ltd.,"Simcoe, ON N3Y 4K3",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,Birch Lawn Farms Ltd.,"Atwood, ON N0G 1B0",8431-General farm workers,Unknown,2,3
Ontario,  Primary Agriculture,BLACK TOP ENDS LIMITED,"SCOTLAND, ON N0E 1L0",8431-General farm workers,Unknown,1,15
Ontario,  Primary Agriculture,BLocknote Canada Inc.,"Consecon, ON K0K 1T0",8431-General farm workers,Unknown,2,5
Ontario,  Primary Agriculture,Blue Sky Nursery Ltd.,"Beamsville, ON L0R 1B1",8432-Nursery and greenhouse workers,Unknown,1,20
Ontario,  Primary Agriculture,Blyleven Enterprises Inc.,"Paris, ON N3L 3E1",8432-Nursery and greenhouse workers,Unknown,2,12
Ontario,  Primary Agriculture,Bob Dick Plant Farm Ltd.,"Leamington, ON N8H 3V7",8431-General farm workers,Unknown,1,15
Ontario,  Primary Agriculture,Boekestyn Greenhouses Inc.,"Jordan, ON L0R 1S0",8432-Nursery and greenhouse workers,Unknown,2,13
Ontario,  Primary Agriculture,Boots Farms Inc.,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,1,17
Ontario,  Primary Agriculture,Borcsok Farms Inc.,"King, ON L7B 0K5",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,BOSC ESTATE WINES LTD.,"Niagara-On-The-Lake, ON L0S 1J0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Botden Orchards Ltd.,"Thornbury, ON N0H 2P0",8431-General farm workers,Unknown,1,42
Ontario,  Primary Agriculture,Brabantdale Farms LTD,"Vars, ON K0A 3H0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Brad and Linda Claes Farms Limited,"Delhi, ON N4B 2W6",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,BRADFORD GREENHOUSES LTD.,"BARRIE, ON L9X 1T7",8432-Nursery and greenhouse workers,Unknown,4,70
Ontario,  Primary Agriculture,Branch Farming Inc.,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Brandy Creek Farms Ltd,"La Salette, ON N0E 1H0",8431-General farm workers,Unknown,2,8
Ontario,  Primary Agriculture,Braun Nursery Limited,"Mount Hope, ON L0R 1W0",8432-Nursery and greenhouse workers,Unknown,1,38
Ontario,  Primary Agriculture,Brenn-B Farms Limited,"Waterdown, ON L8B 1L8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Brenn-B Farms Limited,"Waterdown, ON L8B 1L8",8431-General farm workers,Unknown,2,37
Ontario,  Primary Agriculture,Bright Pork Livestock Inc.,"Bright, ON N0J 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Brookdale Treeland Nurseries Ltd.,"Schomberg, ON L0G 1T0",8432-Nursery and greenhouse workers,Unknown,5,170
Ontario,  Primary Agriculture,Brooks Farms Ltd,"Mount Albert, ON L0G 1M0",8431-General farm workers,Corporation,1,8
Ontario,  Primary Agriculture,Brooymans Farms Ltd,"Port Stanley, ON N5L 1J2",8431-General farm workers,Unknown,1,24
Ontario,  Primary Agriculture,BT Farms Ltd.,"Bluevale, ON N0G 1G0",8431-General farm workers,Unknown,2,4
Ontario,  Primary Agriculture,Bull Market Farms Inc.,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,17,114
Ontario,  Primary Agriculture,C&B Farms Inc.,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,2,16
Ontario,  Primary Agriculture,C&R Atkinson Farms Ltd.,"St. Williams, ON N0E 1P0",8431-General farm workers,Unknown,2,8
Ontario,  Primary Agriculture,C.J. Bradley & Sons Limited,"Cottam, ON N0R 1B0",8431-General farm workers,Unknown,2,4
Ontario,  Primary Agriculture,Caledon Produce Farms Ltd.,"Burford, ON N0E 1A0",8431-General farm workers,Unknown,2,48
Ontario,  Primary Agriculture,Canadale Nurseries Limited,"St. Thomas, ON N5R 3C4",8432-Nursery and greenhouse workers,Unknown,1,17
Ontario,  Primary Agriculture,Canadian Fruit Tree Nursery Co-operative Limited,"Jordan Station, ON L0R 1S0",8432-Nursery and greenhouse workers,Unknown,1,6
Ontario,  Primary Agriculture,Canadian Select Genetics LTD.,"Putnam, ON N0L 2B0",8431-General farm workers,Unknown,9,19
Ontario,  Primary Agriculture,Capogna Flowers Inc,"Kingsville, ON N9Y 2E4",8432-Nursery and greenhouse workers,Unknown,4,38
Ontario,  Primary Agriculture,CARLETON CORNER FARMS LTD.,"MARIONVILLLE, ON K4R 1E5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Casteels Greenhouses Ltd.,"Baltimore, ON K0K 1C0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Cave Spring Cellars Partnership,"Jordan, ON L0R 1S0",8431-General farm workers,Unknown,1,7
Ontario,  Primary Agriculture,Cedar Flats Farm Ltd.,"Vanessa, ON N0E 1V0",8431-General farm workers,Unknown,1,13
Ontario,  Primary Agriculture,Cedar Valley Nursery Inc.,"Stouffville, ON L4A 2M7",8432-Nursery and greenhouse workers,Unknown,2,28
Ontario,  Primary Agriculture,Cedarholme Farms Limited,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Cervini Farms (1993) Inc.,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,8,106
Ontario,  Primary Agriculture,Chary Produce Ltd.,"Oakland, ON N0E 1L0",8431-General farm workers,Unknown,2,8
Ontario,  Primary Agriculture,Chateau des Charmes Wines Ltd.,"Niagara-On-The-Lake, ON L0S 1J0",8431-General farm workers,Unknown,1,13
Ontario,  Primary Agriculture,Chieftain Dairy Farms Ltd.,"New Liskeard, ON P0J 1P0",8431-General farm workers,Corporation,1,1
Ontario,  Primary Agriculture,Chow's Farms Ltd,"Hornby, ON L0P 1E0",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,Cielo Vista Farms Inc.,"Leamington, ON N8H 3V8",8431-General farm workers,Unknown,6,137
Ontario,  Primary Agriculture,CJB Farms Inc.,"Norwich, ON N0J 1P0",8431-General farm workers,Unknown,1,8
Ontario,  Primary Agriculture,Clearview Nursery Ltd,"Stayner, ON L0M 1S0",8432-Nursery and greenhouse workers,Unknown,1,8
Ontario,  Primary Agriculture,Clendenning Bayview Farms Inc.,"Blenheim, ON N0P 1A0",8431-General farm workers,Unknown,1,21
Ontario,  Primary Agriculture,Closson Chase Vineyards Inc.,"Hillier, ON L0L 2J0",8431-General farm workers,Corporation,1,7
Ontario,  Primary Agriculture,Coivic specimen trees,"MILTON, ON L9E 1A3",8431-General farm workers,Corporation,1,6
Ontario,  Primary Agriculture,COLASANTI FARMS LTD,"Kingsville, ON N9Y 2E5",8432-Nursery and greenhouse workers,Unknown,2,11
Ontario,  Primary Agriculture,Col-Mac Orchards Limited,"Kingsville, ON N9Y 2M2",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,Colonial Florists Ltd.,"St. Catharines, ON L2M 1M4",8432-Nursery and greenhouse workers,Unknown,1,8
Ontario,  Primary Agriculture,Connon Nurseries Inc.,"Waterdown, ON L0R 2H0",8432-Nursery and greenhouse workers,Corporation,1,48
Ontario,  Primary Agriculture,Cookstown Greens Inc,"Thornton, ON L0L 2N0",8431-General farm workers,Unknown,2,9
Ontario,  Primary Agriculture,Covemaeker Farms Inc.,"Bothwell, ON N0P 1C0",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,CRC Farms Limited,"Leamington, ON N8H 4C9",8431-General farm workers,Unknown,1,18
Ontario,  Primary Agriculture,Creekside Greenhouses Limited,"Jordan Station, ON L0R 1S0",8432-Nursery and greenhouse workers,Unknown,2,30
Ontario,  Primary Agriculture,Cristofari Farms Inc,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,4,36
Ontario,  Primary Agriculture,Crombez Inc,"Otterville, ON N0J 1R0",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Cronin Farms Ltd,"Bluevale, ON N0G 1G0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,5
Ontario,  Primary Agriculture,Cronin Farms Ltd,"Bluevale, ON N0G 1G0",8431-General farm workers,Unknown,2,6
Ontario,  Primary Agriculture,Cronin Pork Ltd.,"Bluevale, ON N0G 1G0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Cronos Growing Company Inc.,"Kingsville, ON N9Y 2E5",8432-Nursery and greenhouse workers,Unknown,2,38
Ontario,  Primary Agriculture,Crop Defenders Ltd.,"Windsor, ON N9B 3W8",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Cuddy Farms Limited 2008,"Strathroy, ON N7G 3H6",8431-General farm workers,Unknown,2,14
Ontario,  Primary Agriculture,D.R.Whiteside Farms Ltd,"Tillsonburg, ON N4G 4G8",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,DA FENG FARMS INC.,"Port Hope, ON L1A 3V5",8431-General farm workers,Unknown,1,23
Ontario,  Primary Agriculture,Dalton White Farms Ltd.,"Delhi,, ON N4B 2E1",8431-General farm workers,Unknown,2,37
Ontario,  Primary Agriculture,David W. R. Assel Inc.,"Vittoria, ON N0E 1W0",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,DeBackere Farm Market,"Union, ON N0L 2L0",8431-General farm workers,Partnership,1,10
Ontario,  Primary Agriculture,DEBCO (GINSENG) LIMITED,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,1,12
Ontario,  Primary Agriculture,Debono Greenhouses Ltd,"Waterford, ON N0E 1Y0",8432-Nursery and greenhouse workers,Unknown,1,8
Ontario,  Primary Agriculture,DeGroot Pork Net Inc.,"monkton, ON N0K 1P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,6
Ontario,  Primary Agriculture,DeGroot Pork Net Inc.,"monkton, ON N0K 1P0",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Del Sol Greenhouses Inc.,"Kingsville, ON N9Y 2E4",8431-General farm workers,Unknown,1,17
Ontario,  Primary Agriculture,Delhaven Orchards Ltd.,"Blenheim, ON N0P 1A0",8431-General farm workers,Unknown,1,22
Ontario,  Primary Agriculture,Dem Corner Farms Ltd.,"RR#2 Vanessa, ON N0E 1V0",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Den Boer Family Farm Inc.,"Otterville, ON N0J 1R0",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Dentz Orchards and Berry Farm Inc.,"Iroquois, ON K0E 1K0",8431-General farm workers,Unknown,2,40
Ontario,  Primary Agriculture,DEVOS ACRES LTD.,"Norwich, ON N0J 1P0",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,DeVries Fruit Farm Ltd,"Fenwick, ON L0S 1C0",8431-General farm workers,Unknown,1,22
Ontario,  Primary Agriculture,Di Ciocco Farms Eastside Inc,"Leamington, ON N8H 3V6",8431-General farm workers,Unknown,2,48
Ontario,  Primary Agriculture,Di Ciocco Farms Incorporated,"Leamington, ON N8H 3V6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Di Ciocco Farms Incorporated,"Leamington, ON N8H 3V6",8431-General farm workers,Unknown,1,30
Ontario,  Primary Agriculture,Di Ciocco Sonny Farms Inc,"Leamington, ON N8H 3V6",8431-General farm workers,Unknown,1,11
Ontario,  Primary Agriculture,Diane & Gerry Rochon Garden Inc.,"Edwards, ON K0A 1V0",8431-General farm workers,Unknown,2,21
Ontario,  Primary Agriculture,DIMENNA NURSERIES LIMITED,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,Unknown,2,8
Ontario,  Primary Agriculture,Dobbin Estate Inc.,"St. Catharines, ON L2R 6P7",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Domric International Ltd.,"Ruthven, ON N0P 2G0",8431-General farm workers,Unknown,1,8
Ontario,  Primary Agriculture,Downey Potato Farms Inc.,"Melancthon, ON L9V 1T6",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Droogendyk's Produce Ltd.,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,DT Enterprise Farms Ltd,"Ruthven, ON N0P 2G0",8431-General farm workers,Unknown,2,36
Ontario,  Primary Agriculture,during farms limited,"alliston, ON L9R 1V9",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,DUTCHMASTER NURSERIES LTD,"Pickering, ON L1Y 0A7",8432-Nursery and greenhouse workers,Unknown,1,75
Ontario,  Primary Agriculture,DVD FARMS LIMITED,"Leamington, ON N8H 3V7",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Dykstra Farms Peterborough Sow Ltd,"Indian River, ON K0L 2B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Dykstra Orchards Ltd,"Clarksburg, ON N0H 1J0",8431-General farm workers,Unknown,1,12
Ontario,  Primary Agriculture,E & B Medel Orchards Ltd.,"Ruthven, ON N0P 2G0",8431-General farm workers,Unknown,1,20
Ontario,  Primary Agriculture,E&C Chromczak Holdings Inc.,"Courtland, ON N0J 1E0",8431-General farm workers,Unknown,1,24
Ontario,  Primary Agriculture,Eau Road Farms Ltd.,"Blenheim, ON N0P 1A0",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,Eborall Farms Inc.,"Beamsville, ON L0R 1B1",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Ed Sobkowich Greenhouses Ltd.,"Grimsby, ON L3M 3B9",8432-Nursery and greenhouse workers,Corporation,1,4
Ontario,  Primary Agriculture,EDGEWOOD ORCHARDS INC,"Jordan Station, ON L0R 1S0",8431-General farm workers,Unknown,1,22
Ontario,  Primary Agriculture,Emerald Acres Greenhouses Inc.,"Kingsville, ON N9Y 2E4",8431-General farm workers,Unknown,2,12
Ontario,  Primary Agriculture,Emerald Acres Greenhouses Inc.,"Kingsville, ON N9Y 2E4",8432-Nursery and greenhouse workers,Unknown,1,1
Ontario,  Primary Agriculture,Emre Farms Inc.,"WINDHAM CENTRE, ON N0E 2A0",8431-General farm workers,Unknown,1,15
Ontario,  Primary Agriculture,Erieview Acres Inc,"KINGSVILLE, ON N9Y 2N1",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,"Exeter Produce & Storage Company, Limited","Exeter, ON N0M 1S3",8431-General farm workers,Unknown,5,97
Ontario,  Primary Agriculture,EZ GROW FARMS LTD.,"Langton, ON N0E 1G0",8431-General farm workers,Unknown,4,60
Ontario,  Primary Agriculture,F&A VEGGY-SYMPHONY AGRICULTURE INC.,"HAMILTON, ON L0R 1W0",8611-Harvesting labourers,Unknown,1,6
Ontario,  Primary Agriculture,F&R Mushroom Farms Ltd.,"Greenwood, ON L1Y 1A2",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Fehr Shredding Ltd,"Leamington, ON N8H 4E6",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Ferme Hesnoda Inc,"Casselman, ON K0A 1M0",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Ferme P-A inc.,"Alfred, ON K0B 1A0",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Ferme Troitrefles inc.,"Embrun, ON K0A 1W0",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Feth Farms Ginseng Company Ltd.,"WINDHAM CENTRE, ON N0E 2A0",8431-General farm workers,Unknown,3,25
Ontario,  Primary Agriculture,Feth Farms Ltd.,"WINDHAM CENTRE, ON N0E 2A0",8431-General farm workers,Unknown,2,36
Ontario,  Primary Agriculture,Flamborough Flowers Ltd.,"Millgrove, ON L8B 1M9",8432-Nursery and greenhouse workers,Unknown,1,13
Ontario,  Primary Agriculture,Flavor Fresh Farms Ltd.,"Leamington, ON N8H 3V8",8431-General farm workers,Unknown,4,78
Ontario,  Primary Agriculture,Flinkert Farms Inc.,"New Liskeard, ON P0J 1P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Flower Group Operating Inc - One Floral Group,"Jordan Station, ON L0R 1S0",8432-Nursery and greenhouse workers,Partnership,1,22
Ontario,  Primary Agriculture,Flower Group Operating Inc.,"Leamington, ON N8H 4C9",8432-Nursery and greenhouse workers,Unknown,1,33
Ontario,  Primary Agriculture,Foliera Inc,"Beamsville, ON L0R 1B1",8432-Nursery and greenhouse workers,Unknown,3,34
Ontario,  Primary Agriculture,Foothill Greenhouses Ltd,"KING, ON L7B 0G6",8431-General farm workers,Unknown,1,19
Ontario,  Primary Agriculture,Forrer Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,Forthdale Farms Limited,"Lynden, ON L0R 1T0",8431-General farm workers,Unknown,1,18
Ontario,  Primary Agriculture,Frank Lafferty Limited,"Maidstone, ON N0R 1K0",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Fresh Venture Farms Inc.,"Thedford, ON N0M 2N0",8431-General farm workers,Corporation,2,16
Ontario,  Primary Agriculture,FRESKIW FARMS COLDWATER INC.,"COLDWATER, ON L0K 1E0",8432-Nursery and greenhouse workers,Unknown,1,3
Ontario,  Primary Agriculture,Fruitwood Farms Ltd.,"Denfield, ON N0M 1P0",8431-General farm workers,Unknown,2,28
Ontario,  Primary Agriculture,Fulsang Nurseries Inc.,"MILTON, ON L9E 1A3",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,G & M Howe & Sons Ltd,"Aylmer, ON N5H 2R4",8431-General farm workers,Unknown,2,18
Ontario,  Primary Agriculture,G&J Bouw LTD,"Simcoe, ON N3Y 4J9",8431-General farm workers,Unknown,1,7
Ontario,  Primary Agriculture,G.D.Byers Farms Inc,"Norwich, ON N0J 1P0",8431-General farm workers,Unknown,1,7
Ontario,  Primary Agriculture,G.L. Hubbard Ltd,"Blyth, ON N0M 1H0",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,G.W. Farms Ltd.,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,14
Ontario,  Primary Agriculture,Gaetano's Green Acres Inc.,"Newmarket, ON L3Y 4V9",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Gaio Acres Ltd.,"Niagara-On-The-Lake, ON L0S 1J0",8431-General farm workers,Unknown,1,7
Ontario,  Primary Agriculture,Galten Farms Ltd.,"Markham, ON L6C 1N3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,George Durocher and Sons Inc.,"Windsor, ON N9J 2C3",8431-General farm workers,Unknown,1,38
Ontario,  Primary Agriculture,George II Farms Ltd,"Beamsville, ON L0R 1B1",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,George Sant & Sons Ltd.,"Kleinburg, ON L0J 1C0",8432-Nursery and greenhouse workers,Unknown,2,38
Ontario,  Primary Agriculture,Geronne Farms Limited,"Chatham, ON N7M 5J4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Gilt Edged Farms Amaranth Inc.,"Amaranth, ON L9W 0K8",8431-General farm workers,Unknown,1,1
Ontario,  Primary Agriculture,Glen Drummond Farm Inc,"Dundas, ON L9H 5E2",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Glenhaven Farms Inc.,"Williamstown, ON K0C 2J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Glenhaven Farms Inc.,"Williamstown, ON K0C 2J0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Glenlake Orchards Ltd.,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,Unknown,1,25
Ontario,  Primary Agriculture,Glenn Whiteside Farms ltd,"Alliston, ON L9R 1V2",8431-General farm workers,Unknown,1,8
Ontario,  Primary Agriculture,GOL Corporation,"Paris, ON N3L 0A5",8431-General farm workers,Unknown,2,10
Ontario,  Primary Agriculture,Golden Acre Farms Inc.,"Kingsville, ON N9Y 2E4",8431-General farm workers,Unknown,4,67
Ontario,  Primary Agriculture,Golden Harvest Farm / 2354479 ONTARIO INC.,"Newmarket, ON N3Y 4V9",8431-General farm workers,Unknown,1,11
Ontario,  Primary Agriculture,Grace Family Farms Ltd.,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,1,21
Ontario,  Primary Agriculture,Great Lakes Greenhouses Inc.,"Leamington, ON N8H 3V6",8431-General farm workers,Unknown,3,45
Ontario,  Primary Agriculture,Green View Acres Ltd.,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,2,8
Ontario,  Primary Agriculture,Greenfield Gardens Inc.,"Fenwick, ON L0S 1C0",8432-Nursery and greenhouse workers,Unknown,1,18
Ontario,  Primary Agriculture,Greenhill Produce (Thamesville) Ltd,"Thamesville, ON N0P 2K0",8431-General farm workers,Unknown,6,136
Ontario,  Primary Agriculture,Gregory Greenhouses Inc.,"St. Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,Unknown,1,2
Ontario,  Primary Agriculture,Grindstone Creek Nursery Inc.,"Carlisle, ON L0R 1H1",8432-Nursery and greenhouse workers,Unknown,1,4
Ontario,  Primary Agriculture,Gwillimdale Farms Ltd.,"Bradford, ON L3Z 3M5",8431-General farm workers,Unknown,3,24
Ontario,  Primary Agriculture,H & L Koelen Farms ltd,"Paisley, ON N0G 2N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,H G Versteegh Orchards Ltd,"Ilderton, ON N0M 2A0",8431-General farm workers,Unknown,1,20
Ontario,  Primary Agriculture,H&A Mastronardi Farms Ltd.,"Kingsville, ON N9Y 2E5",8431-General farm workers,Unknown,1,46
Ontario,  Primary Agriculture,H. J. VANDER ZAAG FARMS LIMITED,"Alliston, ON L9R 1V3",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,H.R. Marshall Farms Ltd.,"Ancaster, ON L9G 1P9",8431-General farm workers,Unknown,2,4
Ontario,  Primary Agriculture,H-9 Farms Ltd.,"Stratford, ON N5A 6S4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Ontario,  Primary Agriculture,Hacienda North Farms Inc.,"Wheatley, ON N0P 2P0",8431-General farm workers,Unknown,1,20
Ontario,  Primary Agriculture,Ham Haven Acres Inc.,"Atwood, ON N0G 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
Ontario,  Primary Agriculture,Hardie Wines Limited,"Wellington, ON K0K 3L0",8431-General farm workers,Unknown,1,9
Ontario,  Primary Agriculture,Harster Greenhouses Inc.,"Flamborough, ON L9H 5E1",8432-Nursery and greenhouse workers,Unknown,1,12
Ontario,  Primary Agriculture,Hayter's Turkey Farms Ltd,"Dashwood, ON N0M 1N0",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Heeman Greenhouses Limited,"Thorndale, ON N0M 2P0",8431-General farm workers,Unknown,1,12
Ontario,  Primary Agriculture,Henria Holsteins Inc.,"Conn, ON N0G 1N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Henry J Peters Farms Limited,"Thedford, ON N0M 2N0",8431-General farm workers,Unknown,1,5
Ontario,  Primary Agriculture,Hernder Vineyards Inc,"Niagara-On-The-Lake, ON L0S 1J0",8431-General farm workers,Unknown,1,16
Ontario,  Primary Agriculture,Hevesi Farms Inc.,"Scotland, ON N0E 1R0",8431-General farm workers,Unknown,1,6
Ontario,  Primary Agriculture,Hi-Berry Farm Inc,"Port Elgin, ON N0H 2C6",8431-General farm workers,Unknown,1,20
Ontario,  Primary Agriculture,Hidden Bench Vineyards & Winery Inc,"Beamsville, ON L0R 1B0",8431-General farm workers,Unknown,1,10
Ontario,  Primary Agriculture,High Octane Farms Inc,"Norwich, ON N0J 1P0",8431-General farm workers,Unknown,1,4
Ontario,  Primary Agriculture,Highline Produce Limited,"Leamington, ON N8H 3V5",8431-General farm workers,Unknown,2,22
Ontario,  Primary Agriculture,Highline Produce Limited,"Leamington, ON N8H 3V5",8611-Harvesting labourers,Unknown,4,134
Ontario,  Primary Agriculture,Hillen Nursery Ltd.,"MOUNT BRYDGES, ON N0L 1W0",8432-Nursery and greenhouse workers,Unknown,2,28
Ontario,  Primary Agriculture,HILLIER CREEK ESTATES LIMITED,"HILLIER, ON K0K 2J0",8431-General farm workers,Unknown,1,2
Ontario,  Primary Agriculture,Hillside Gardens Ltd.,"Bradford, ON L3Z 4A6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,  Primary Agriculture,Hillside Gardens Ltd.,"Bradford, ON L3Z 4A6",8431-General farm workers,Unknown,1,3
Ontario,  Primary Agriculture,Hillside Hothouse Ltd,"Ruthven, ON N0P 2G0",8431-General farm workers,Unknown,3,14
Ontario,  Primary Agriculture,Hipple Farms Limited,"Beamsville, ON L0R 1B1",8431-General farm workers,Unknown,1,7
Ontario,  Primary Agriculture,Holburne Mushroom Farm (2005) Limited,"Queensville, ON L0G 1R0",8611-Harvesting labourers,Unknown,1,4
Ontario,  Primary Agriculture,Holland Acres Incorporated,"Newmarket, ON L3Y 4V9",8431-General farm workers,Unknown,1,9
Ontario,  Primary Agriculture,Homestead Growers Niagara Inc.,"Vineland, ON L0R 2E0",8432-Nursery and greenhouse workers,Unknown,1,8
