"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, October to December 2024",b,c,d,e,f,g,h
Ontario                                                                    ,Primary Agriculture,Scharringa Greenhouses Ltd.,"Waterdown, ON L0R 2H2",85103-Nursery and greenhouse labourers,Unknown,1,17
Ontario                                                                    ,Primary Agriculture,Schouten Corner View Farms Ltd.,"Richmond, ON K0A 2Z0",85100-Livestock labourers,Corporation,1,6
Ontario                                                                    ,Primary Agriculture,Schouten Dairy Farms Inc,"Richmond, ON K0A 2Z0",82030-Agricultural service contractors and farm supervisors,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Schuele Vineyards Inc.,"Lincoln, ON L3J 0X5",85101-Harvesting labourers,Unknown,2,5
Ontario                                                                    ,Primary Agriculture,Schuyler Farms Ltd.,"Simcoe, ON N3Y 4K3",85101-Harvesting labourers,Unknown,5,166
Ontario                                                                    ,Primary Agriculture,Scotlynn Sweetpac Growers Inc.,"Vittoria, ON N0E 1W0",85101-Harvesting labourers,Unknown,4,400
Ontario                                                                    ,Primary Agriculture,Scott Street Greenhouses Ltd.,"St. Davids, ON L0S 1P0",85103-Nursery and greenhouse labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Sedum Master Inc.,"Princeton, ON N0J 1V0",85101-Harvesting labourers,Unknown,3,15
Ontario                                                                    ,Primary Agriculture,Seeger Farms Limited,"Niagara-On-The-Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,12
Ontario                                                                    ,Primary Agriculture,Serkka Farms Inc,"Wallaceburg, ON N8A 4L1",85101-Harvesting labourers,Unknown,2,48
Ontario                                                                    ,Primary Agriculture,Shang-Hi Farming Limited,"Harley, ON N0E 1E0",85101-Harvesting labourers,Unknown,1,8
Ontario                                                                    ,Primary Agriculture,SHawson Gardens Inc,"Scotland, ON N0E 1R0",85101-Harvesting labourers,Unknown,1,12
Ontario                                                                    ,Primary Agriculture,Sheridan Nurseries Limited,"Georgetown, ON L7G 4S7",85103-Nursery and greenhouse labourers,Unknown,1,9
Ontario                                                                    ,Primary Agriculture,Shouldice Farms Inc.,"Richmond, ON K0A 2Z0",85101-Harvesting labourers,Unknown,1,25
Ontario                                                                    ,Primary Agriculture,Shuh Orchards Inc.,"West Montrose, ON N0B 2V0",85101-Harvesting labourers,Unknown,2,11
Ontario                                                                    ,Primary Agriculture,Shylane Holsteins Inc.,"Stratford, ON N5A 6S2",85100-Livestock labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Sia's Green Thumb,"Cameron, ON K0M 1G0",85103-Nursery and greenhouse labourers,Unknown,1,8
Ontario                                                                    ,Primary Agriculture,Simcoe Botanicals Inc,"Simcoe, ON N3Y 4K1",85101-Harvesting labourers,Unknown,1,5
Ontario                                                                    ,Primary Agriculture,Skotidakis Goat Farm,"St-Eugene, ON K0B 1P0",85100-Livestock labourers,Unknown,1,10
Ontario                                                                    ,Primary Agriculture,Skyberry Farms Inc.,"Leamington, ON N8H 3V5",85101-Harvesting labourers,Unknown,1,10
Ontario                                                                    ,Primary Agriculture,Sloan's Nursery & Christmas Trees,"Bothwell, ON N0P 1C0",85103-Nursery and greenhouse labourers,Unknown,1,28
Ontario                                                                    ,Primary Agriculture,Smalley's Produce Limited,"Mount Albert, ON L0G 1M0",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Smith Gardens Inc.,"Queensville, ON L0G 1R0",85101-Harvesting labourers,Unknown,3,19
Ontario                                                                    ,Primary Agriculture,Smyth's Apple Orchard Ltd,"Iroquois, ON K0E 1K0",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Somerville Nurseries Inc.,"Everett, ON L0M 1J0",85103-Nursery and greenhouse labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,SOUTH PARK HYDROPONICS INC.,"Leamington, ON N8H 4G2",85101-Harvesting labourers,Unknown,4,37
Ontario                                                                    ,Primary Agriculture,South Pelham Nursery Inc.,"Fenwick, ON L0S 1C0",85103-Nursery and greenhouse labourers,Corporation,3,4
Ontario                                                                    ,Primary Agriculture,Southbrook Farms Ltd,"Niagara-On-The-Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,5
Ontario                                                                    ,Primary Agriculture,Southcoast Farming Inc,"R. R. #2  Simcoe, ON N3Y 4K1",85101-Harvesting labourers,Unknown,2,17
Ontario                                                                    ,Primary Agriculture,SOUTHSHORE GREENHOUSES INC.,"KINGSVILLE, ON N9Y 2M6",82030-Agricultural service contractors and farm supervisors,Corporation,1,1
Ontario                                                                    ,Primary Agriculture,SOUTHSHORE GREENHOUSES INC.,"KINGSVILLE, ON N9Y 2M6",85101-Harvesting labourers,Corporation,1,11
Ontario                                                                    ,Primary Agriculture,SouthWest Tobacco Ltd,"Langton, ON N0E 1G0",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Spriet Ventures Ltd.,"Burford, ON N0E 1A0",85101-Harvesting labourers,Unknown,2,18
Ontario                                                                    ,Primary Agriculture,Spring Valley Gardens (Niagara) Inc.,"St. Catharines, ON L2R 6P9",85103-Nursery and greenhouse labourers,Unknown,1,13
Ontario                                                                    ,Primary Agriculture,Springridge Farm Inc.,"Milton, ON L9T 0N7",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Sprucewood Shores Inc.,"Harrow, ON N0R 1G0",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,St. Brigid's Dairy Ltd.,"Brussels, ON N0G 1H0",82030-Agricultural service contractors and farm supervisors,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,St. David's Hydroponics Ltd,"Niagara-On-The-Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,3,52
Ontario                                                                    ,Primary Agriculture,St. Soldier Farms Inc.,"Bolton, ON L7E 0W6",82030-Agricultural service contractors and farm supervisors,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,St. Soldier Farms Inc.,"Bolton, ON L7E 0W6",85101-Harvesting labourers,Unknown,1,5
Ontario                                                                    ,Primary Agriculture,Stam Nurseries (2009) Inc.,"Burgessville, ON N0J 1C0",85103-Nursery and greenhouse labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Stan Gillier Farms LTD,"Chatham, ON N7M 5J4",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Stanners Vineyard Inc.,"Hillier, ON K0K 2J0",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Steenbeek Dairy Farms Inc,"Varna, ON N0M 2R0",82030-Agricultural service contractors and farm supervisors,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Steyn Enterprises Inc.,"Bradford, ON L3Z 2B6",85103-Nursery and greenhouse labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Stonecreek Farms LTD.,"Woodham, ON N0K 2A0",85100-Livestock labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,STONEHENGE ACRES LIMITED,"Scotland, ON N0E 1R0",85101-Harvesting labourers,Unknown,1,28
Ontario                                                                    ,Primary Agriculture,Strawberry Tyme farms Inc,"Simcoe, ON N3Y 4K1",85101-Harvesting labourers,Unknown,2,86
Ontario                                                                    ,Primary Agriculture,Sugar Apple Orchards Ltd,"Kingsville, ON N9Y 2E4",85101-Harvesting labourers,Unknown,2,14
Ontario                                                                    ,Primary Agriculture,Sugarbush Vineyards Ltd.,"Hillier, ON K0K 2J0",85101-Harvesting labourers,Unknown,2,4
Ontario                                                                    ,Primary Agriculture,Sun Circle Greenhouses Inc.,"Kingsville, ON N9Y 2E4",85101-Harvesting labourers,Unknown,1,19
Ontario                                                                    ,Primary Agriculture,Sundelyn International lnc.,"Waterford, ON N0E 1Y0",85101-Harvesting labourers,Unknown,1,3
Ontario                                                                    ,Primary Agriculture,Sun-Ray Orchards Inc.,"Beamsville, ON L0R 1B1",85101-Harvesting labourers,Unknown,1,38
Ontario                                                                    ,Primary Agriculture,Sunrise Farms Limited,"Kingsville, ON N9Y 2N6",85101-Harvesting labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Sunrise Greenhouses,"Vineland, ON L0R 2E0",85103-Nursery and greenhouse labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,sunrise orchards inc.,"Arkona, ON N0M 1B0",85101-Harvesting labourers,Unknown,2,5
Ontario                                                                    ,Primary Agriculture,Sunrise Potato Storage Ltd,"Alliston, ON L9R 1V3",85101-Harvesting labourers,Unknown,1,5
Ontario                                                                    ,Primary Agriculture,Sunrite Greenhouses Ltd.,"Kingsville, ON N9Y 2M2",85101-Harvesting labourers,Unknown,1,14
Ontario                                                                    ,Primary Agriculture,Sunsation Acres INC,"Leamington, ON N8H 3W5",85101-Harvesting labourers,Unknown,1,15
Ontario                                                                    ,Primary Agriculture,Suntastic Hothouse Inc,"Exeter, ON, ON N0M 1S5",85101-Harvesting labourers,Unknown,3,57
Ontario                                                                    ,Primary Agriculture,Sunvalley Hydroponics Ltd.,"Ruthven, ON N0P 2G0",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Supersweet Honey,"Watford, ON N0M 2S0",84120-Specialized livestock workers and farm machinery operators,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Su's Farming 2016,"Simcoe, ON N3Y 4K6",85101-Harvesting labourers,Unknown,1,10
Ontario                                                                    ,Primary Agriculture,Swisstrio Farms Inc.,"Zurich, ON N0M 2T0",85100-Livestock labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,T & S Gignac Farms Ltd.,"Langton, ON N0E 1G0",85101-Harvesting labourers,Unknown,1,68
Ontario                                                                    ,Primary Agriculture,Tamarack Swine Genetics Ltd.,"West Lorne, ON N0L 2P0",84120-Specialized livestock workers and farm machinery operators,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,TamBerry Farms Ltd,"Tupperville, ON N0P 2M0",85101-Harvesting labourers,Unknown,3,9
Ontario                                                                    ,Primary Agriculture,Tawse Winery INC,"Vineland, ON L0R 2C0",85101-Harvesting labourers,Unknown,4,9
Ontario                                                                    ,Primary Agriculture,TD Greenhouses Ltd,"Wainfleet, ON L0S 1V0",85103-Nursery and greenhouse labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Terra Estate Winery Inc,"Consecon, ON K0K 1T0",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Terra Fusion Enterprise Inc.,"Ridgeway, ON L0S 1N0",85100-Livestock labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,TGG Mastronardi,"Leamington, ON N8H 4E6",85101-Harvesting labourers,Unknown,1,32
Ontario                                                                    ,Primary Agriculture,Thames River Melons Ltd.,"Innerkip, ON N0J 1M0",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,The Blueberry Patch,"Picton, ON K0K 2T0",85101-Harvesting labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,The Brother's Farm Inc.,"Port Hope, ON L1A 3V7",85101-Harvesting labourers,Unknown,1,8
Ontario                                                                    ,Primary Agriculture,THE CAMPBELL'S ORCHARDS INC.,"CARRYING PLACE, ON K0K 1L0",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Thiessen Orchards Ltd,"Leamington, ON N8H 3V6",85101-Harvesting labourers,Unknown,1,3
Ontario                                                                    ,Primary Agriculture,Thombon Farms Ltd,"Thorndale, ON N0M 2P0",84120-Specialized livestock workers and farm machinery operators,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Thompson Potato Farm Inc.,"Mount Albert, ON L0G 1M0",85101-Harvesting labourers,Unknown,1,9
Ontario                                                                    ,Primary Agriculture,THOMPSON'S ORCHARDS LTD,"Blenheim, ON N0P 1A0",85101-Harvesting labourers,Unknown,2,23
Ontario                                                                    ,Primary Agriculture,Three Dog Winery,"Picton, ON K0K 2T0",85101-Harvesting labourers,Corporation,2,3
Ontario                                                                    ,Primary Agriculture,Thwaites Farms Ltd.,"Niagara on the Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,65
Ontario                                                                    ,Primary Agriculture,Tincap Berry Farm Inc.,"Brockville, ON K6V 5T4",85101-Harvesting labourers,Unknown,1,12
Ontario                                                                    ,Primary Agriculture,tomato e-commerce Inc,"Scarborough, ON M1B 2G1",85101-Harvesting labourers,Unknown,1,10
Ontario                                                                    ,Primary Agriculture,Top Tomato Foods,"Markham, ON L6C 1L7",85101-Harvesting labourers,Unknown,1,16
Ontario                                                                    ,Primary Agriculture,Townsend Fruit Farms Inc,"Simcoe, ON N3Y 4K3",85101-Harvesting labourers,Unknown,2,81
Ontario                                                                    ,Primary Agriculture,Treelocate incorporated,"MISSISSAUGA, ON L5N 2K9",85103-Nursery and greenhouse labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Tregunno Fruit Farms Inc,"Niagara-On-The-Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,90
Ontario                                                                    ,Primary Agriculture,TRI MN LTD,"Delhi, ON N4B 2W5",85101-Harvesting labourers,Unknown,2,13
Ontario                                                                    ,Primary Agriculture,Triple MC Farms LTD,"Simcoe, ON N3Y 4J9",85101-Harvesting labourers,Unknown,1,8
Ontario                                                                    ,Primary Agriculture,Triple P Farms Ontario Inc.,"Thamesville, ON N0P 2K0",85101-Harvesting labourers,Unknown,1,8
Ontario                                                                    ,Primary Agriculture,Tucker Farms Ltd.,"Freelton, ON L8B 1H5",82030-Agricultural service contractors and farm supervisors,Unknown,2,2
Ontario                                                                    ,Primary Agriculture,Tucker Farms Ltd.,"Freelton, ON L8B 1H5",85101-Harvesting labourers,Unknown,2,16
Ontario                                                                    ,Primary Agriculture,Tupling Farms Ltd,"Melancthon, ON L9V 1X1",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Twin M Meadows,"Clarksburg, ON N0H 1J0",85101-Harvesting labourers,Unknown,3,11
Ontario                                                                    ,Primary Agriculture,Uncle Ginseng Farm Ltd.,"Langton, ON N0E 1G0",85101-Harvesting labourers,Unknown,1,10
Ontario                                                                    ,Primary Agriculture,Under Sun Acres Inc.,"Staples, ON N0P 2J0",85101-Harvesting labourers,Unknown,1,9
Ontario                                                                    ,Primary Agriculture,Upper Canada Growers Ltd.,"Niagara on the Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Upper Canada Growers Ltd.,"Niagara on the Lake, ON L0S 1J0",85103-Nursery and greenhouse labourers,Unknown,4,58
Ontario                                                                    ,Primary Agriculture,Uxbridge Nurseries Limited,"Brooklin, ON L1M 1Y6",85103-Nursery and greenhouse labourers,Unknown,1,23
Ontario                                                                    ,Primary Agriculture,V&M Szucsko Farms Limited,"Langton, ON N0E 1G0",85101-Harvesting labourers,Unknown,1,43
Ontario                                                                    ,Primary Agriculture,V. Kraus Nurseries Ltd.,"Carlisle, ON L0R 1H0",85103-Nursery and greenhouse labourers,Unknown,1,5
Ontario                                                                    ,Primary Agriculture,Vail's Orchards Inc,"Meaford, ON N4L 1W5",85101-Harvesting labourers,Unknown,1,20
Ontario                                                                    ,Primary Agriculture,Val Csets and Son Fruit Farms,"Beamsville, ON L0R 1B6",85101-Harvesting labourers,Unknown,1,26
Ontario                                                                    ,Primary Agriculture,Valley Growers Inc.,"Blezard Valley, ON P0M 1E0",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Valleyview Gardens,"MARKHAM, ON L6B 1A6",85103-Nursery and greenhouse labourers,Unknown,2,16
Ontario                                                                    ,Primary Agriculture,VAN BOEKEL HOG FARMS INC.,"Mount Elgin, ON N0J 1N0",85100-Livestock labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Van Brenks Fruit Farm and Nursery Ltd,"Fingal, ON N0L 1K0",85103-Nursery and greenhouse labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Van de Gevel Farms Inc.,"Port Stanley, ON N5L 1J2",85101-Harvesting labourers,Unknown,1,38
Ontario                                                                    ,Primary Agriculture,Van de Laar Vineyards Inc.,"Niagara on the Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Van Dongen's Landscaping & Nurseries Ltd,"Hornby, ON L0P 1E0",85103-Nursery and greenhouse labourers,Unknown,1,10
Ontario                                                                    ,Primary Agriculture,Van Engelen Dairy Farms Ltd.,"Thedford, ON N0M 2N0",85100-Livestock labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Van Gulck-Jansen Farms Ltd,"CLEAR CREEK, ON N0E 1C0",85101-Harvesting labourers,Unknown,1,11
Ontario                                                                    ,Primary Agriculture,VAN HOVE HOLDINGS INC.,"TILLSONBURG, ON N4G 4G7",85101-Harvesting labourers,Unknown,4,36
Ontario                                                                    ,Primary Agriculture,Van Raay Farms Ltd,"Dashwood, ON N0N  1N",85101-Harvesting labourers,Corporation,1,4
Ontario                                                                    ,Primary Agriculture,Van Vliet Greenhouses Inc.,"Fenwick, ON L0S 1C0",85103-Nursery and greenhouse labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Van Ymeren Orchards Inc,"Aylmer, ON N5H 2R4",85101-Harvesting labourers,Unknown,2,19
Ontario                                                                    ,Primary Agriculture,van Zanten Floral Inc,"Lincoln, ON L0R 2E0",85103-Nursery and greenhouse labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Vander Hoeven Greenhouses Ltd.,"St. Catharines, ON L2R 7K6",85103-Nursery and greenhouse labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Vanderwindt Farms,"Port Hope, ON L1A 3V5",85101-Harvesting labourers,Unknown,1,19
Ontario                                                                    ,Primary Agriculture,Vanessa Hill Farms Inc,"Vanessa, ON N0E 1V0",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,VanGo Farms LTD,"Delhi, ON N4B 2W4",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,VanZanten Greenhouses,"Fenwick, ON L0S 1C0",85103-Nursery and greenhouse labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Verbrugge Ag Group,"Simcoe, ON N3Y 4K6",85101-Harvesting labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Vermeer Greenhouses (Welland) Inc,"Welland, ON L3C 3C8",85103-Nursery and greenhouse labourers,Unknown,1,10
Ontario                                                                    ,Primary Agriculture,Vermeer Orchards Inc,"Aylmer, ON N5H 2R5",85101-Harvesting labourers,Unknown,1,10
Ontario                                                                    ,Primary Agriculture,Versnel Farms Inc,"Kingsville, ON N9Y 2E4",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Vespa Greenhouses Ltd,"Ruthven, ON N0P 2G0",85101-Harvesting labourers,Unknown,3,6
Ontario                                                                    ,Primary Agriculture,Via Verde Hydroponics,"Leamington, ON N8H 3V6",85101-Harvesting labourers,Unknown,1,15
Ontario                                                                    ,Primary Agriculture,Vieni Estates,"BEAMSVILLE, ON L0R 1B2",85101-Harvesting labourers,Unknown,2,6
Ontario                                                                    ,Primary Agriculture,Vienna Farms Ltd.,"Waterloo, ON N2J 4G8",85101-Harvesting labourers,Unknown,10,56
Ontario                                                                    ,Primary Agriculture,Vilaca Farms Inc.,"Brantford, ON N3R 0B8",85101-Harvesting labourers,Unknown,1,12
Ontario                                                                    ,Primary Agriculture,VINE FRESH ACRES LTD,"Leamington, ON N8H 3V8",85101-Harvesting labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Vissers Sod Farm,"Hampton, ON L0B 1J0",85101-Harvesting labourers,Corporation,1,4
Ontario                                                                    ,Primary Agriculture,VOLTA ESTATE WINERY INC.,"Wellington, ON K0K 3L0",85101-Harvesting labourers,Unknown,1,5
Ontario                                                                    ,Primary Agriculture,Voogt Greenhouses Limited,"Niagara on the Lake, ON L0S 1J0",85103-Nursery and greenhouse labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,W J Neufeld Farms Inc,"Niagara on the Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,3
Ontario                                                                    ,Primary Agriculture,Wah Kiu Farm Ltd.,"Newmarket, ON L3Y 4V8",85101-Harvesting labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Walker Dairy Inc.,"Aylmer, ON N5H 2R1",85100-Livestock labourers,Unknown,1,4
Ontario                                                                    ,Primary Agriculture,Wall Farms Ltd,"St. Catharines, ON L2R 6P9",85101-Harvesting labourers,Unknown,1,20
Ontario                                                                    ,Primary Agriculture,Waltz Acre Farms,"Consecon, ON K0K 1T0",85100-Livestock labourers,Unknown,1,2
Ontario                                                                    ,Primary Agriculture,Warren Greenhouses 2000 Ltd.,"Ariss, ON N0B 1B0",85103-Nursery and greenhouse labourers,Unknown,1,8
Ontario                                                                    ,Primary Agriculture,Werner Fruit Farm,"St.Catharines, ON L2R 7K6",85101-Harvesting labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,West Montrose Farms Ltd.,"West Montrose, ON N0B 2V0",85103-Nursery and greenhouse labourers,Unknown,1,7
Ontario                                                                    ,Primary Agriculture,Westland Greenhouses (Jordan) Ltd.,"Jordan Station, ON L0R 1S0",85103-Nursery and greenhouse labourers,Unknown,3,9
Ontario                                                                    ,Primary Agriculture,Westland Hogco Inc.,"Zurich, ON N0M 2T0",84120-Specialized livestock workers and farm machinery operators,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Whites Potatoe Farms Inc.,"Vanessa, ON N0E 1V0",85101-Harvesting labourers,Unknown,1,18
Ontario                                                                    ,Primary Agriculture,Wide Open Farms Inc.,"Windham Centre, ON N0E 2A0",85101-Harvesting labourers,Unknown,1,16
Ontario                                                                    ,Primary Agriculture,Wildhagen Limited,"Campbellville, ON L0P 1B0",85103-Nursery and greenhouse labourers,Unknown,1,16
Ontario                                                                    ,Primary Agriculture,Willow Lake Ventures Inc.,"Niagara-On-The-Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Willy's Greenhouse Ltd.,"Niagara on the Lake, ON L0S 1J0",85103-Nursery and greenhouse labourers,Unknown,1,7
Ontario                                                                    ,Primary Agriculture,Wilmot Orchards Inc,"Newcastle, ON L1B 0N1",85101-Harvesting labourers,Unknown,2,21
Ontario                                                                    ,Primary Agriculture,Winkelmolen Nursery Ltd.,"Lynden, ON L0R 1T0",85103-Nursery and greenhouse labourers,Unknown,3,46
Ontario                                                                    ,Primary Agriculture,Witzke's Greenhouses LTD,"Courtice, ON L1E 2H1",80021-Managers in horticulture,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Woodbury Trading Inc,"Burford, ON N0E 1A0",85100-Livestock labourers,Unknown,1,3
Ontario                                                                    ,Primary Agriculture,Wrightland Farm,"Harrow, ON N0R 1G0",85101-Harvesting labourers,Unknown,2,20
Ontario                                                                    ,Primary Agriculture,wtl investments,"Langton, ON N0E 1G0",85101-Harvesting labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,yen wo enterprise inc,"Newmarket, ON L3Y 4V9",85101-Harvesting labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Yong Sheng Farm Ltd.,"Keswick, ON L4P 3X6",85101-Harvesting labourers,Corporation,2,9
Ontario                                                                    ,Primary Agriculture,ZABEK FARMS LIMITED,"Niagara on the Lake, ON L0S 1J0",85101-Harvesting labourers,Unknown,1,6
Ontario                                                                    ,Primary Agriculture,Zantingh Direct Inc.,"Wyoming, ON N0N 1T0",85100-Livestock labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Zekveld's Garden Market Inc.,"Wyoming, ON N0N 1T0",85101-Harvesting labourers,Unknown,1,1
Ontario                                                                    ,Primary Agriculture,Ziemba Farms Ltd,"Newmarket, ON L3Y 4V9",85101-Harvesting labourers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,11618768 CANADA INC.,"Toronto, ON M6K 1X9",21233-Web designers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,11841360 CANADA INC.,"Kanata, ON K2K 3E7",21211-Data scientists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,1245532 Ontario Inc,"Richmond Hill, ON L4B 3B4",21233-Web designers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,12607239 Canada Inc.,"Toronto, ON M2L 1V9",21231-Software engineers and designers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,12694166 Canada Inc. O/A Waabi Innovation Inc.,"Toronto, ON M5T 2S6",21232-Software developers and programmers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,13060144 Canada Inc.,"Burlington, ON L7L 6A3",21221-Business system specialists,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,13060144 Canada Inc.,"Burlington, ON L7L 6A3",22222-Information systems testing technicians,Unknown,1,2
Ontario                                                                    ,Global Talent Stream,13097587 CANADA INC.,"Oshawa, ON L1K 3G1",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,13199517 Canada Inc,"Toronto, ON M5X 1C9","00012-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario                                                                    ,Global Talent Stream,2535531 ONTARIO INC.,"LONDON, ON N6C 2R5",21223-Database analysts and data administrators,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,2657548 Ontario Corp.,"Oakville, ON L6H 6X7",21221-Business system specialists,Unknown,1,3
Ontario                                                                    ,Global Talent Stream,5 Touch Solutions Inc,"Toronto, ON M5X 2A2",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,5Rivers Media Inc.,"Mississauga, ON L4Z 1V9",52120-Graphic designers and illustrators,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,9768840 Canada Inc.,"Brampton, ON L6W 1X9",22310-Electrical and electronics engineering technologists and technicians,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Aarorn Technologies Inc.,"Guelph, ON N1H 3A2",22220-Computer network and web technicians,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Accenture Inc.,"Toronto, ON M5H 3Y2",20012-Computer and information systems managers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Accenture Inc.,"Toronto, ON M5H 3Y2",21231-Software engineers and designers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Accion Labs Canada Inc.,"toronto, ON M2N 6K8",21231-Software engineers and designers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,ACV AUTO CANADA LTD.,"Toronto, ON M5V 1R2",21230-Computer systems developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,"ADB Safegate Canada, Inc.","Brantford, ON N3S 7W8",21310-Electrical and electronics engineers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Advent Consulting Canada Inc.,"toronto, ON M2N 6K8",21310-Electrical and electronics engineers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Aerotek ULC,"Mississauga, ON L5B 3J1",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Aerotek ULC,"Mississauga, ON L5B 3J1",21311-Computer engineers (except software engineers and designers),Unknown,1,1
Ontario                                                                    ,Global Talent Stream,Agentnoon Inc.,"Richmond Hill, ON L4E  0M",21231-Software engineers and designers,Corporation,1,1
Ontario                                                                    ,Global Talent Stream,Alite Security & Investigation Services Ltd,"Innisfil, ON L9S 2K3",21221-Business system specialists,Unknown,1,1
