"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, April to June 2022",b,c,d,e,f,g,h
Ontario,   Low Wage,ARIRA IT SOLUTIONS INC.,"Toronto, ON M5B 2L7",1241-Administrative assistants,Unknown,1,2
Ontario,   Low Wage,ARNIMAN SERVICES INC,"MISSISSAUGA, ON L5W 0C4",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,Art-is-in Bakery Inc,"ottawa, ON K1R 6K7",6321-Chefs,Unknown,1,1
Ontario,   Low Wage,Asha Jagdish Enterprise Inc.,"Milton, ON L9T 1P7",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Asif's Cake and Bake Inc,"Brampton, ON L6T 5E2",6332-Bakers,Unknown,1,2
Ontario,   Low Wage,ASK PIZZA INC.,"UXBRIDGE, ON L9P 1P4",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,ASK PIZZA INC.,"UXBRIDGE, ON L9P 1P4",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,ASSK General Building Materials Ltd,"Mississauga, ON L4W 3C6",7271-Carpenters,Unknown,1,1
Ontario,   Low Wage,Assurance Home Care Inc.,"Ottawa, ON K2E  1A","3413-Nurse aides, orderlies and patient service associates",Corporation,1,5
Ontario,   Low Wage,Astro Zodiac Enterprises Limited,"Kettleby, ON L7B 0E7","6722-Operators and attendants in amusement, recreation and sport",Unknown,1,6
Ontario,   Low Wage,Audet & Associates Inc.,"Manotick, ON K4M 1J4",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
Ontario,   Low Wage,AURORA ROTISSERIE INC,"AURORA, ON L4G 0H5",6311-Food service supervisors,Unknown,3,3
Ontario,   Low Wage,Auto Konnect Inc.,"Ottawa, ON K2G  1E","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Ontario,   Low Wage,Autobahn Autosalon Corp,"Concord, ON L4K 5T3",7322-Motor vehicle body repairers,Unknown,1,2
Ontario,   Low Wage,AUTOLINX EXPRESS INC.,"MILTON, ON L9T 2V6",1221-Administrative officers,Unknown,1,1
Ontario,   Low Wage,B & M HYDRAULICS INC,"Concord, ON L4K 1K8",7237-Welders and related machine operators,Unknown,1,2
Ontario,   Low Wage,B&N TRANSMISSION INC,"OTTAWA, ON K1Y 3G9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Ontario,   Low Wage,B.J.S Meats Inc.,"NORTH YORK, ON M9L 1Z8","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Ontario,   Low Wage,Bad Apple Brewing Company Ltd.,"Zurich, ON N0M 2T0",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,Bairn Croft Residential Services Inc.,"Orleans, ON K1C 4R1","4412-Home support workers, housekeepers and related occupations",Unknown,1,5
Ontario,   Low Wage,Balloons Children's Development Center Inc.,"Etobicoke, ON M9B 3N7",4214-Early childhood educators and assistants,Unknown,1,1
Ontario,   Low Wage,Bar Centrale di Terroni,"TORONTO, ON M4W 2L7",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Barco Materials Handling Ltd.,"PUSLINCH, ON N0B 2J0",9533-Other wood products assemblers and inspectors,Unknown,1,7
Ontario,   Low Wage,Baxter Kitchens Inc,"Toronto, ON M1S 4A4",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Bay Growers Inc.,"Clarksburg, ON N0H 1J0",6315-Cleaning supervisors,Unknown,1,1
Ontario,   Low Wage,Bay Growers Inc.,"Clarksburg, ON N0H 1J0",8611-Harvesting labourers,Unknown,1,6
Ontario,   Low Wage,Bayshore Healthcare Ltd.,"Mississauga, ON L5K 2L3","4412-Home support workers, housekeepers and related occupations",Unknown,1,2
Ontario,   Low Wage,Beauty Destination Spa and Esthetics,"burlington, ON L7R 4B6",6341-Hairstylists and barbers,Unknown,1,1
Ontario,   Low Wage,BEECH NURSERY GROUP INC.,"King City, ON L7B 0G8",8612-Landscaping and grounds maintenance labourers,Unknown,1,13
Ontario,   Low Wage,Belcare Ltd,"Collingwood, ON L9Y 1B2","3413-Nurse aides, orderlies and patient service associates",Unknown,1,3
Ontario,   Low Wage,BELFORM INSULATION LTD,"London, ON N6L 1B8",7231-Machinists and machining and tooling inspectors,Unknown,1,1
Ontario,   Low Wage,Bell's Lake-Vu Motel & Services Inc,"Kenora, ON P9N 3P7",6311-Food service supervisors,Unknown,1,2
Ontario,   Low Wage,Bell's Lake-Vu Motel & Services Inc,"Kenora, ON P9N 3P7",6322-Cooks,Unknown,2,3
Ontario,   Low Wage,Best Care Consulting Inc.,"Toronto, ON M6A 2S9",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,Best Planners Inc.,"Brampton, ON L6W 2B3",6235-Financial sales representatives,Unknown,1,1
Ontario,   Low Wage,BHOGAL METAL WORKS INC,"Etobicoke, ON M9W 6P7",7237-Welders and related machine operators,Unknown,1,1
Ontario,   Low Wage,Big Brothers O Inc.,"Scarborough, ON M1M 1P2",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Blondies Pizza Ltd,"Toronto, ON M5A 3A1",6322-Cooks,Unknown,1,5
Ontario,   Low Wage,Blue Mountain Chuck Burger Inc. o/a Chuck Burger,"Blue Mountains, ON L9Y 0V2",6311-Food service supervisors,Unknown,1,2
Ontario,   Low Wage,Bobii Donuts Inc,"Windsor, ON N8S 1S9",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Bombay Vintage Inc.,"Burlington, ON L7L 6M6",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Bosman Home Front Inc.,"Palmerston, ON N0G 2P0",7611-Construction trades helpers and labourers,Unknown,1,2
Ontario,   Low Wage,Boston Group Heartland Ltd,"mississauga, ON L5R 3T7",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Boston Sails Limited,"Point Edward, ON N7V 1E6","5245-Patternmakers - textile, leather and fur products",Unknown,1,1
Ontario,   Low Wage,BOTA VENTURES INC,"Brantford, ON N3T 1L2",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,BOUTON D'OR FOOD LTD,"Ottawa, ON K1N 9J7",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Bradley Ontario Precision Inc.,"Concord, ON L4K 3X6",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,Bridges Thornbury Inc,"Thornbury, ON N0H 2P0",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Britespan Building Systems Inc.,"Wingham, ON N0G 2W0",7237-Welders and related machine operators,Unknown,1,4
Ontario,   Low Wage,Britespan Building Systems Inc.,"Wingham, ON N0G 2W0",9612-Labourers in metal fabrication,Unknown,1,4
Ontario,   Low Wage,Bryan Gelman Corporation,"Toronto, ON M4T 2A7",3213-Animal health technologists and veterinary technicians,Unknown,1,1
Ontario,   Low Wage,BTI CARTAGE INC.,"VAUGHAN, ON L4L 1A7",7511-Transport truck drivers,Unknown,1,1
Ontario,   Low Wage,Burnhamthorpe Fruit Market Inc.,"Mississauga, ON L4Y 2B3",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,BVD Holdings Georgetown Inc,"Georgetown, ON L7G 4S4",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,CAESAR'S CENTRE INC.,"Bolton, ON L7E 2X8",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Cafe Gitanes Inc,"Ottawa, ON K2P 1M7",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Cafe Sweet Gallery Inc.,"Toronto, ON M8Z 3A9",6322-Cooks,Unknown,1,2
Ontario,   Low Wage,Cambridge Drywall Services Ltd,"Cambridge, ON N1T 2K8",7611-Construction trades helpers and labourers,Unknown,1,2
Ontario,   Low Wage,Cambridge Pizza,"CAMBRIDGE, ON N1R 7N7",6322-Cooks,Unknown,2,2
Ontario,   Low Wage,Canada Candy Company INC.,"Cobourg, ON K9A 4S3","9617-Labourers in food, beverage and associated products processing",Unknown,1,4
Ontario,   Low Wage,Canada Styles Ltd.,"toronto, ON M5S 1Y6",6341-Hairstylists and barbers,Unknown,1,1
Ontario,   Low Wage,CANADA-CHINA AGEING INDUSTRY DEVELOPMENT INC.,"Richmond Hill, ON L4B 3H6","3413-Nurse aides, orderlies and patient service associates",Unknown,1,1
Ontario,   Low Wage,Canadian Adventure Camps LTD.,"Thornhill, ON L4J 1K9","0513-Recreation, sports and fitness program and service directors",Unknown,1,1
Ontario,   Low Wage,Canadian Niagara Hotels Inc,"Niagara Falls, ON L2E 6W7",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Canadian Niagara Hotels Inc,"Niagara Falls, ON L2E 6W7",6731-Light duty cleaners,Unknown,1,40
Ontario,   Low Wage,CANCIAN BROS. LIMITED,"Woodbridge, ON L4L 3A2",7272-Cabinetmakers,Unknown,1,1
Ontario,   Low Wage,Carbonic Coffee Inc.,"TORONTO, ON M5T 1L1",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,Carnevale Supermarkets Inc,"Toronto, ON M4K 1R2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
Ontario,   Low Wage,Caro Leveillee Pierce Foods Inc.,"Guelph, ON N1E 5R1",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,Caro Leveillee Pierce Foods Inc.,"Guelph, ON N1E 5R1",6311-Food service supervisors,Unknown,1,2
Ontario,   Low Wage,Cascades Canada ULC,"Whitby, ON L1N 9E1",8612-Landscaping and grounds maintenance labourers,Unknown,1,1
Ontario,   Low Wage,Cascades Container Board Packaging Ontario Inc.,"Etobicoke, ON M9W 5S2",9433-Papermaking and finishing machine operators,Unknown,1,1
Ontario,   Low Wage,Central Fairbank Lumber Division of Central Lumber Limited,"Concord, ON L4K 1A1",7452-Material handlers,Unknown,1,1
Ontario,   Low Wage,Chachis Chai Corp,"Toronto, ON M1J 3G1",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,CHALLA MANAGEMENT INC.,"Timmins, ON P4N 2R9",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,Chayden Corp,"Cobourg, ON K9A 3A7",6311-Food service supervisors,Unknown,4,6
Ontario,   Low Wage,Cheese Boutique Ltd,"TORONTO, ON M6S 3P2",6322-Cooks,Unknown,2,3
Ontario,   Low Wage,CHEF OF INDIA INC.,"niagara falls, ON L2G 3S4",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Chillies Indian Restaurant Incorporated,"Nepean, ON K2J 4Y6",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Churchill Foods Ltd,"Burlington, ON L7L 6S1",6311-Food service supervisors,Unknown,2,5
Ontario,   Low Wage,Churchill Foods Ltd,"Burlington, ON L7L 6S1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Ontario,   Low Wage,Cielito Rico Inc.,"Concord, ON L4K 3R9",6332-Bakers,Unknown,1,1
Ontario,   Low Wage,Clandestina Inc.,"Toronto, ON M4S 2A4",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,CLEAR OPTICAL INC,"Brampton, ON L6Y 6A1",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,Clientserver Tech Systems Inc.,"Mississauga, ON L4W 4Y9",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,   Low Wage,ClubLink Corporation ULC,"King City, ON L7B 1K5",6322-Cooks,Corporation,3,18
Ontario,   Low Wage,ClubLink Corporation ULC,"King City, ON L7B 1K5",6525-Hotel front desk clerks,Corporation,1,3
Ontario,   Low Wage,Coco and Jack INC.,"ANCASTER, ON L9G 2C2",7611-Construction trades helpers and labourers,Unknown,1,1
Ontario,   Low Wage,Comfortable Retirement Inc.,"Southhampton, ON N0H 2L0","3413-Nurse aides, orderlies and patient service associates",Unknown,1,3
Ontario,   Low Wage,Concept Plastics Limited,"Brantford, ON N3T 1X5",9422-Plastics processing machine operators,Unknown,1,10
Ontario,   Low Wage,Conestoga Meat Packers Ltd,"Breslau, ON N0B 1M0","9617-Labourers in food, beverage and associated products processing",Unknown,1,100
Ontario,   Low Wage,Copetown Woods Golf Club Inc.,"Copetown, ON L0R 1J0",6322-Cooks,Unknown,1,3
Ontario,   Low Wage,Copetown Woods Golf Club Inc.,"Copetown, ON L0R 1J0",8612-Landscaping and grounds maintenance labourers,Unknown,1,4
Ontario,   Low Wage,Copperhill Group Ltd.,"Kitchener, ON N2P 1P7",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
Ontario,   Low Wage,CORRON INVESTMENTS INC,"mississauga, ON L4W 5A6",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Crafty ramen Inc.,"Guelph, ON N1H 2Z4",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,CREN Enterprises Inc.,"Brampton, ON L6S 0E7",6322-Cooks,Unknown,1,2
Ontario,   Low Wage,CROSS MERGE SERVICES INC.,"MISSISSAUGA, ON L5T 2E7",1221-Administrative officers,Unknown,1,1
Ontario,   Low Wage,CWSS Canada USA Immigration Services Inc.,"Toronto, ON M2N 7A5",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,D & Y Sushi Inc,"TORONTO, ON M6P 1Y9",6321-Chefs,Unknown,1,1
Ontario,   Low Wage,D.M.D. Farm Drainage Inc.,"Elmvale, ON L0L 1P0",7611-Construction trades helpers and labourers,Unknown,1,2
Ontario,   Low Wage,DABANG BISTRO INC.,"Brampton, ON L6Y 6H4",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Daily Seafood Inc,"Toronto, ON M4J 3E2",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Dakshin Foods Inc,"Cambridge, ON N1R 6J8",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Daniel S Webster Holdings Limited,"Collingwood, ON L9Y 3Y6",6421-Retail salespersons,Unknown,1,9
Ontario,   Low Wage,Daniel S Webster Holdings Limited,"Collingwood, ON L9Y 3Y6",6552-Other customer and information services representatives,Unknown,1,2
Ontario,   Low Wage,Daniel S Webster Holdings Limited,"Collingwood, ON L9Y 3Y6",7535-Other automotive mechanical installers and servicers,Unknown,1,1
Ontario,   Low Wage,DBK Salon Inc,"Toronto, ON M3B 1X8",6341-Hairstylists and barbers,Unknown,1,1
Ontario,   Low Wage,Design Stainless Steel Ltd,"Etobicoke, ON M9W 4Y5",7237-Welders and related machine operators,Unknown,1,1
Ontario,   Low Wage,DEV KISHOR ENTERPRISE LTD.,"COLLINGWOOD, ON L9Y 3J4",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,DEV KISHOR ENTERPRISE LTD.,"COLLINGWOOD, ON L9Y 3J4",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Devilaxmi Inc.,"South Dundas, ON K0C 1X0",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,DFII Corp,"Beamsville, ON L0R 1B5",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,DFIV Corp. o/a Pizza Hut,"Burlington, ON L7M 0V7",6311-Food service supervisors,Corporation,1,1
Ontario,   Low Wage,Dimple Diamond Inc.,"Mississauga, ON L5V 1B9",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Diversified Dynamic Care Limited,"Arva, London, ON N0M 1C0","3413-Nurse aides, orderlies and patient service associates",Unknown,1,5
Ontario,   Low Wage,DOABA SWEETS AND SNACKS INC.,"Brampton, ON L6Y 2R2",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,DPZ Vancouver Island Ltd.,"Woodstock, ON N4S 3H3",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,E.J. Wen Enterprises Inc,"Vaughan, ON L4L 8E3",6311-Food service supervisors,Unknown,1,2
Ontario,   Low Wage,Earl's Restaurant (Burlington) Ltd.,"Burlington, ON L7S 2J8",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Earl's Restaurant (Burlington) Ltd.,"Burlington, ON L7S 2J8",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Eleven Foods Incorporated,"Elmira, ON N3B 3B1",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,Eli Logistics Solutions Inc,"Mississauga, ON L4T 1G3",1311-Accounting technicians and bookkeepers,Unknown,1,2
Ontario,   Low Wage,Elva Beauty Ancaster Medical Aestheticians inc.,"ANCASTER, ON L9G 3K9",6316-Other services supervisors,Unknown,1,1
Ontario,   Low Wage,EMBASSY GRAND CONVENTION CENTRE,"BRAMPTON, ON L6P 0B1",6322-Cooks,Unknown,1,4
Ontario,   Low Wage,Empire Paving Limited,"Toronto, ON M9L 2Z5",7535-Other automotive mechanical installers and servicers,Unknown,1,2
Ontario,   Low Wage,EMTC Coiffures Ltd.,"Mississauga, ON L5M 4Z5",6341-Hairstylists and barbers,Unknown,1,1
Ontario,   Low Wage,eStaffMatch Inc.,"Toronto, ON M5N 1C3",1415-Personnel clerks,Unknown,1,1
Ontario,   Low Wage,Everest Tandoori Kitchen,"Welland, ON L3C 6Y1",6322-Cooks,Unknown,1,2
Ontario,   Low Wage,EXCEL MOBILE INC,"ottawa, ON K2M 0N2",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,EXCEL RAZA KHAN SERVICES INC,"Cobden, ON K0J 1K0",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,EXPERT GARAGE LIMITED,"Timmins, ON P4R 1M9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
Ontario,   Low Wage,F BASS INC.,"Hamilton, ON L8L 6C1",5244-Artisans and craftspersons,Unknown,1,1
Ontario,   Low Wage,FAB Restaurant Concepts Inc.,"Toronto, ON M6K 3K4",6322-Cooks,Unknown,5,13
Ontario,   Low Wage,Firm Anchor Corp,"Toronto, ON M8X 2X3",6311-Food service supervisors,Unknown,1,2
Ontario,   Low Wage,FLANAGAN FOODSERVICE INC.,"Whitby, ON L1N 9V9",7452-Material handlers,Unknown,1,10
Ontario,   Low Wage,Florence Motors Inc,"London, ON N5W 2M9",7535-Other automotive mechanical installers and servicers,Unknown,1,2
Ontario,   Low Wage,Forest Inn & Conference Centre Inc.,"Sioux Lookout, ON P8T 1A3",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Forest Inn & Conference Centre Inc.,"Sioux Lookout, ON P8T 1A3",6731-Light duty cleaners,Unknown,1,2
Ontario,   Low Wage,Formless One Inc,"Burlington, ON L7P 1X8",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Fort Frances Coffee Ltd,"Fort Frances, ON P9A 2S9",6311-Food service supervisors,Unknown,1,2
Ontario,   Low Wage,Fortesa Décor Inc.,"Mississauga, ON L5N 5P3",7271-Carpenters,Unknown,1,1
Ontario,   Low Wage,FORTUNE MARKETPLACE ULC,"Mississauga, ON L5V 2Y1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,7
Ontario,   Low Wage,Fountain Tire (Sudbury Elisabella) Ltd.,"SUDBURY, ON P3A 5K2",7535-Other automotive mechanical installers and servicers,Unknown,1,2
Ontario,   Low Wage,Fountain Tire (Timmins) Ltd.,"TIMMINS, ON P4R 0A2",7535-Other automotive mechanical installers and servicers,Unknown,1,1
Ontario,   Low Wage,Fresh Cuts Hair Studio Inc,"Maple, ON L6A 4H7",6341-Hairstylists and barbers,Unknown,1,1
Ontario,   Low Wage,FURNITURE GIANT INC.,"Mississauga, ON L4W 2P5",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,G&D Middleton Holdings Inc.,"Mississauga, ON L4W 1M3",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,G&P Pro Cleaners and General Contractors Inc,"Concord, ON L4K 3Y5",6315-Cleaning supervisors,Unknown,1,1
Ontario,   Low Wage,Gienow Canada Inc,"St.Thomas, ON N5P 3T2","9619-Other labourers in processing, manufacturing and utilities",Corporation,1,25
Ontario,   Low Wage,GIOPALM Group Inc,"London, ON N6K 3V1",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,GLADIATOR BURGER & STEAK INC.,"Mississauga, ON L5N 0G5",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Global Plas Inc.,"Concord, ON L4K 2P6",9422-Plastics processing machine operators,Unknown,1,4
Ontario,   Low Wage,Globex Impex Inc.,"Mississauga, ON L5W 1W9",6211-Retail sales supervisors,Unknown,1,1
Ontario,   Low Wage,gn PICTURE MANUFACTURING INC.,"Mississauga, ON L4W 2R7",7271-Carpenters,Unknown,1,1
Ontario,   Low Wage,Gold star group inc,"concord, ON L4K 5J3",7332-Appliance servicers and repairers,Unknown,1,1
Ontario,   Low Wage,GolfNorth Holdings Limited,"Conestogo, ON N0B 1N0",6525-Hotel front desk clerks,Unknown,1,1
Ontario,   Low Wage,Goliath Roofing Inc.,"Clinton, ON N0M 1L0",7611-Construction trades helpers and labourers,Unknown,1,3
Ontario,   Low Wage,Gomti Canada Inc.,"Scarborough, ON M1V 5P7",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Go-Ryeo Travel Ltd.,"Vaughan, ON L4J 1V7","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
Ontario,   Low Wage,Grace Monuments Inc.,"Carp, ON K0A 1L0",5244-Artisans and craftspersons,Unknown,1,2
Ontario,   Low Wage,Granite Club,"Toronto, ON M2L 1E4",6322-Cooks,Unknown,1,7
Ontario,   Low Wage,Green Maples Environmental INC,"Mississauga, ON L5N 5L9",6731-Light duty cleaners,Unknown,2,2
Ontario,   Low Wage,Green Solutions Industries International Ltd.,"Brampton, ON L6T 1A7",9422-Plastics processing machine operators,Unknown,1,1
Ontario,   Low Wage,GREENWOOD ENTERPRISES INC.,"HUNTSVILLE, ON P1H 2K8",6332-Bakers,Unknown,1,1
Ontario,   Low Wage,Griffith Island Club,"Georgian Bluffs, ON N0H 2T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,   Low Wage,Grillies ON Bloor Inc.,"Toronto, ON M6G 1K9",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,GRILLIES ON DUNDAS INC.,"Toronto, ON M5B 1E4",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,GT PARTS SERVE LTD,"BRAMPTON, ON L7A 1B2",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,GUR TRUCK CENTER LTD,"BRAMPTON, ON L6W 3L7",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,H&D Petroleum Inc.,"Spencerville, ON K0E 1X0",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,H. SPRING INC.,"Mount Forest, ON N0G 2L3",6311-Food service supervisors,Unknown,2,4
Ontario,   Low Wage,Hakkalicious Inc.,"Brampton, ON L7A 0N5",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,Hakkalicious Inc.,"Brampton, ON L7A 0N5",6322-Cooks,Unknown,1,2
Ontario,   Low Wage,HANAHREUM MART INC.,"RICHMOND HILL, ON L4C 8S7",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Har Har Mahadev Inc.,"Morrisburg, ON K0C 1X6",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,HARIKRUSHNA ENTERPRISE INC.,"Kitchener, ON N2C 2M4",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,HAZE LOUNGE INC.,"MISSISSAUGA, ON L4Z 2G6",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,HBC Transportation Inc.,"Georgetown, ON L7G 4S1",1241-Administrative assistants,Unknown,1,1
Ontario,   Low Wage,Heise foods Inc.,"Toronto, ON M8W 3N3",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Highlight Motor Freight Inc.,"Concord, ON L4K 1N8",1221-Administrative officers,Unknown,1,1
Ontario,   Low Wage,Highlight Motor Freight Inc.,"Concord, ON L4K 1N8",7511-Transport truck drivers,Unknown,1,4
Ontario,   Low Wage,Hillside Restaurant,"komoka, ON N0L 1R0",6322-Cooks,Unknown,1,2
Ontario,   Low Wage,HLC Landscaping Inc,"Bond Head, ON L0G 1A0",8612-Landscaping and grounds maintenance labourers,Unknown,1,2
Ontario,   Low Wage,HOLMAN HOSPITALITY INC.,"Whitby, ON L1N 0J2",6311-Food service supervisors,Unknown,2,2
Ontario,   Low Wage,Hometaste Inc,"Kitchener, ON N2A 3Y4",0631-Restaurant and food service managers,Unknown,1,1
Ontario,   Low Wage,Hospitality Fallsview Holdings Inc.,"Niagara Falls, ON L2G 3V9",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,HOSPITIUM DIXON ROAD LTD.,"Etobicoke, ON M9W 1J5",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Hospitium Wellington Ltd.,"London, ON N6E 3A9",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,HT INTERNATIONAL INC,"TORONTO, ON M2H 3B4",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,HYNY INC.,"North York, ON M2N 0B4",6314-Customer and information services supervisors,Unknown,1,1
Ontario,   Low Wage,I & J Contracting Inc.,"Toronto, ON M6N 1Z2",7295-Floor covering installers,Unknown,1,1
Ontario,   Low Wage,I PHOOD RESTAURANT CORP.,"ORANGEVILLE, ON L9W 1L3",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Images 2000 Inc.,"Toronto, ON M8V 1Y7",9437-Woodworking machine operators,Unknown,1,2
Ontario,   Low Wage,INDIA CURRY & KEBAB HOUSE INC.,"OTTAWA, ON K1N 5P4",6322-Cooks,Unknown,1,2
Ontario,   Low Wage,Insite Construction Management,"Concord, ON L4K 0B2",7271-Carpenters,Unknown,1,4
Ontario,   Low Wage,IPEX Inc,"London, ON N6A 4K3",9615-Labourers in rubber and plastic products manufacturing,Unknown,1,9
Ontario,   Low Wage,IWeld Canada Corporation,"Brampton, ON L6W 3W6",7237-Welders and related machine operators,Unknown,1,4
Ontario,   Low Wage,J WOODWORKING INC.,"BRAMPTON, ON L6Z 3P4",7272-Cabinetmakers,Unknown,1,1
Ontario,   Low Wage,Jai Matadi Corporation,"Toronto, ON M5E 2A1",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,JAY CHEHAR ENTERPRISE LTD.,"Guelph, ON N1L 0G6",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Jerk & BBQ Haven Incorporated,"Mississauga, ON L5R 0G2",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Jisha inc,"Orillia, ON L3V 8A3",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,JJBG Holdings Inc.,"Collingwood, ON L9Y 4H8",6311-Food service supervisors,Corporation,3,4
Ontario,   Low Wage,JLB INC,"Stratford, ON N5A 4R5",6311-Food service supervisors,Unknown,2,3
Ontario,   Low Wage,JLB INC,"Stratford, ON N5A 4R5",6312-Executive housekeepers,Unknown,2,4
Ontario,   Low Wage,JLB INC,"Stratford, ON N5A 4R5",6314-Customer and information services supervisors,Unknown,1,2
Ontario,   Low Wage,JLB INC,"Stratford, ON N5A 4R5",6332-Bakers,Unknown,1,1
Ontario,   Low Wage,JMG Power Inc.,"Maple, ON L6A 3N9",6311-Food service supervisors,Unknown,1,1
Ontario,   Low Wage,Jolly II Italian Ristorante Ltd.,"Toronto, ON M9N 3V9",6322-Cooks,Unknown,1,1
Ontario,   Low Wage,Jones Carpet Services LTD,"Markham, ON L3P 1W2",1521-Shippers and receivers,Unknown,1,1
Ontario,   Low Wage,Joon Senior Care Inc.,"Concord, ON L4K 3Z3","4412-Home support workers, housekeepers and related occupations",Unknown,1,7
